Variacoes - JULHO - SETEMBRO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
" FARINHAS, FÉCULAS E MASSAS",3.62,4.1,3.3200000000000003,2.63,3.4499999999999997,6.0,7.8100000000000005,4.19,3.4,7.09,2.09,4.68,3.9799999999999995,6.870000000000001,5.85,4.66,4.3100000000000005
 FARINHA DE ARROZ,0.0,0.0,0.0,9.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73
 MACARRÃO,1.3199999999999998,4.859999999999999,1.3900000000000001,2.42,2.1399999999999997,4.29,5.04,1.58,3.0900000000000003,11.4,0.3600000000000001,5.73,2.21,2.9400000000000004,6.069999999999999,4.63,3.42
 FUBÁ DE MILHO,0.0,0.0,0.0,-0.6100000000000001,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.0,0.0,0.0,1.1800000000000002,4.5,1.17
 FLOCOS DE MILHO,0.0,0.0,0.0,5.69,0.0,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,-0.6100000000000001,4.3100000000000005
 FARINHA DE TRIGO,0.0,5.54,4.49,0.0,5.25,0.0,0.0,0.0,9.05,7.620000000000001,4.8,6.0200000000000005,1.91,0.0,0.0,0.0,5.87
 FARINHA DE MANDIOCA,6.489999999999999,0.0,3.4400000000000004,0.3699999999999999,11.33,12.66,9.13,7.69,2.6100000000000003,0.0,3.7199999999999998,4.0,0.0,10.03,7.7299999999999995,6.46,6.75
 MASSA SEMIPREPARADA,2.06,2.44,5.54,0.0,-0.16999999999999993,0.9400000000000001,3.6,4.88,0.41999999999999993,3.8499999999999996,0.78,2.5599999999999996,7.2299999999999995,0.0,0.0,0.0,2.0
 MACARRÃO INSTANTÂNEO,10.18,0.0,0.0,0.0,8.73,6.62,0.0,0.0,0.0,3.18,0.0,3.72,5.32,4.01,0.0,0.0,7.64
" TUBÉRCULOS, RAÍZES E LEGUMES",-19.25,-8.46,-21.38,-7.25,-23.52,-17.759999999999998,-20.689999999999998,-17.13,-16.36,-20.04,-21.990000000000002,-24.37,-16.27,-6.68,-16.0,-24.6,-19.14
 BATATA-DOCE,19.36,0.0,0.0,10.180000000000001,17.96,0.0,0.0,0.0,-2.45,0.0,32.209999999999994,0.0,0.0,28.47,0.0,0.0,14.33
 BATATA-INGLESA,-25.55,-21.299999999999997,-22.68,-14.83,-28.75,-25.27,-20.630000000000003,-14.12,-21.28,-20.83,-26.18,-20.619999999999997,-16.019999999999996,-12.87,-14.579999999999998,-21.15,-23.93
 INHAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.95,0.0,0.0,0.0,-4.129999999999999,10.45
 MANDIOCA (AIPIM),0.0,0.0,-21.36,11.37,0.0,10.850000000000001,0.0,0.0,3.2899999999999996,0.0,0.0,0.0,-2.34,30.140000000000004,0.0,0.0,-5.78
 ABOBRINHA,0.0,0.0,0.0,0.0,-24.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.48
 PEPINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.74,0.0,0.0,0.0,0.0,0.0,0.0,-22.74
 PIMENTÃO,0.0,0.0,0.0,0.0,-13.42,1.4600000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.030000000000001
 TOMATE,-39.650000000000006,-24.520000000000003,-35.69,-38.04,-42.730000000000004,-38.099999999999994,-27.939999999999998,-50.64,-42.879999999999995,-33.86,-45.09,-42.07,-38.17,-24.150000000000002,-30.25,-45.690000000000005,-38.75
 CEBOLA,12.750000000000002,24.05,11.480000000000002,15.39,3.5299999999999994,6.9399999999999995,3.8600000000000003,10.32,13.16,17.150000000000002,9.24,4.119999999999998,15.680000000000003,-0.049999999999998934,0.8199999999999985,-6.239999999999999,10.79
 CENOURA,-24.32,-36.9,-29.17,-15.239999999999998,-25.58,-18.21,-30.75,-17.590000000000003,-36.41,-33.870000000000005,-12.6,-6.98,0.0,0.0,0.0,-24.17,-26.93
 AÇÚCARES E DERIVADOS,0.64,3.47,-0.22999999999999998,0.99,1.2799999999999998,0.6799999999999999,0.6100000000000001,-1.27,1.21,2.09,-0.63,2.08,0.040000000000000036,1.19,0.3600000000000001,2.89,1.1199999999999999
 AÇÚCAR REFINADO,-5.449999999999999,-0.56,0.0,-5.78,-3.3499999999999996,-9.19,6.24,-2.73,2.62,-3.7800000000000002,0.0,0.0,0.0,-0.64,1.36,0.0,-2.77
 AÇÚCAR CRISTAL,0.0,2.46,-4.0,-0.9199999999999999,0.0,-5.28,-7.64,-3.21,-2.2800000000000002,-2.67,-6.31,-2.21,-4.41,0.020000000000000018,-2.7800000000000002,3.0100000000000002,-3.14
 BALAS,0.0,3.24,0.0,0.0,0.0,3.45,0.0,0.0,0.0,6.3,3.5199999999999996,0.0,2.79,0.0,0.0,0.0,4.3100000000000005
 CHOCOLATE EM BARRA E BOMBOM,4.51,3.46,2.5,5.949999999999999,2.1900000000000004,3.18,5.5200000000000005,2.64,3.63,3.78,1.13,3.5,5.0200000000000005,5.31,3.74,0.18999999999999995,2.91
 SORVETE,3.81,6.079999999999999,2.09,4.13,2.37,2.2399999999999998,2.61,3.1900000000000004,6.390000000000001,3.63,6.07,6.96,1.73,0.0,0.0,2.8200000000000003,3.32
 CHOCOLATE E ACHOCOLATADO EM PÓ,6.5200000000000005,3.4200000000000004,3.21,-0.08999999999999997,3.5799999999999996,5.59,7.85,0.29,5.2,4.1,1.6300000000000001,9.02,4.4399999999999995,4.21,5.03,6.66,4.06
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,11.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52
 AÇÚCAR DEMERARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,2.24
 HORTALIÇAS E VERDURAS,-9.46,-12.95,-14.620000000000001,-18.97,-17.71,-1.58,-2.5200000000000005,-4.81,-6.31,-10.129999999999999,-8.19,-5.4,-16.560000000000002,-0.54,-13.79,-11.21,-13.27
 ALFACE,-13.379999999999999,-7.31,-18.470000000000002,-24.65,-19.580000000000002,-4.83,-5.91,1.6099999999999999,-0.7599999999999998,-10.599999999999998,-5.829999999999999,-7.410000000000001,-11.91,-1.5799999999999996,5.640000000000001,-9.39,-14.8
 COENTRO,0.0,0.0,0.0,-21.080000000000002,0.0,0.0,0.0,0.0,-8.620000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-15.89,-13.53
 COUVE,-10.59,0.0,-10.84,0.0,-18.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.8599999999999999,0.0,0.040000000000000036,0.0,-2.05,-14.729999999999999
 COUVE-FLOR,-4.090000000000001,0.0,0.0,0.0,0.0,-0.25000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4399999999999995
 REPOLHO,0.0,-22.93,0.0,0.0,-31.630000000000003,0.0,0.0,0.0,-34.02,-13.41,-24.54,0.0,-41.11,0.0,-33.370000000000005,0.0,-26.97
 CHEIRO-VERDE,-9.9,0.8200000000000003,-9.1,1.69,-8.89,0.8300000000000001,0.4800000000000004,-6.68,3.160000000000001,-4.28,-0.10000000000000009,-6.3500000000000005,-6.6,0.04999999999999982,-8.2,0.0,-4.91
 BRÓCOLIS,-5.0,-28.51,-3.15,0.0,-6.760000000000001,3.84,-9.82,0.0,0.0,-9.940000000000001,0.0,-3.52,0.0,0.0,0.0,0.0,-9.73
 FRUTAS,13.899999999999999,0.21999999999999975,19.22,5.359999999999999,7.3100000000000005,15.0,6.359999999999999,1.5699999999999998,3.7800000000000002,10.850000000000001,12.08,10.33,19.35,13.48,2.8899999999999997,7.5200000000000005,8.84
 BANANA-DA-TERRA,0.0,0.0,0.0,-1.6900000000000002,0.0,0.0,0.0,0.0,-1.08,0.0,0.0,3.59,0.0,-4.5200000000000005,0.0,0.0,-0.8899999999999997
 ABACAXI,4.1000000000000005,-4.629999999999999,0.0,-9.04,0.0,0.0,0.13000000000000012,0.0,0.0,0.0,4.869999999999999,3.55,9.06,0.0,0.0,-10.429999999999998,-0.9800000000000004
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,0.21999999999999975,0.0,0.0,0.0,0.0,0.0,0.0,3.9699999999999998,0.0,0.0,0.8700000000000001
 BANANA-D'ÁGUA,30.52,10.860000000000001,49.730000000000004,0.0,16.71,40.47,0.0,0.0,0.0,27.7,0.0,0.0,31.43,0.0,22.83,0.0,22.84
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,-0.8200000000000003,0.0,0.0,0.0,4.5
 BANANA-PRATA,20.619999999999997,11.79,44.27,-10.07,6.880000000000001,12.82,8.98,-0.19999999999999996,-0.29000000000000004,7.529999999999999,13.629999999999999,19.55,0.0,-14.27,3.7700000000000005,5.85,12.969999999999999
 LARANJA-BAÍA,0.0,-7.390000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.390000000000001
 LARANJA-LIMA,0.0,0.0,3.3699999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3699999999999997
 LIMÃO,105.94000000000001,0.0,0.0,0.0,78.59,77.3,0.0,0.0,0.0,0.0,93.34,106.51,0.0,61.28,0.0,0.0,82.65
 MAÇÃ,14.469999999999999,8.36,20.03,8.68,5.63,9.7,15.780000000000001,8.49,7.58,10.549999999999999,15.08,8.409999999999998,16.08,33.59,-2.669999999999999,6.43,10.89
 MAMÃO,10.5,16.03,-0.8999999999999986,37.42,-6.909999999999998,14.450000000000001,0.0,22.03,13.93,2.389999999999999,17.4,9.93,21.919999999999998,66.72,0.0,19.439999999999998,4.309999999999999
 MANGA,-6.48,-10.079999999999998,-22.87,0.0,-16.5,-10.410000000000002,0.0,-8.86,0.4900000000000002,-6.85,0.0,-12.05,0.0,0.0,0.0,7.66,-12.620000000000001
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.75,3.2199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,9.57,0.9100000000000001
 MELANCIA,0.0,0.0,14.86,16.959999999999997,0.0,14.57,5.26,0.0,16.03,17.24,16.11,0.0,25.09,0.4899999999999993,-2.51,0.0,12.670000000000002
 MELÃO,2.65,0.0,0.0,13.58,0.0,8.28,4.790000000000001,0.0,0.0,5.040000000000003,0.0,0.0,0.0,0.0,9.489999999999998,0.0,6.49
 PERA,0.0,0.0,0.0,0.0,16.55,0.0,0.0,0.0,0.0,0.0,6.97,6.25,0.0,0.0,0.0,0.0,15.12
 TANGERINA,0.0,0.0,0.0,0.0,32.45,0.0,0.0,0.0,0.0,33.05,0.0,0.0,0.0,0.0,0.0,0.0,32.51
 UVA,7.91,6.880000000000001,15.78,10.24,3.33,10.14,1.4900000000000002,-0.7500000000000002,8.88,10.04,5.87,14.389999999999999,6.75,12.64,7.0,13.009999999999998,6.99
 LARANJA-PERA,-2.2199999999999998,0.0,4.6,0.010000000000000009,-3.1900000000000004,3.1599999999999993,0.16000000000000014,-0.7699999999999996,-2.7800000000000002,1.0,2.459999999999999,1.0299999999999998,12.51,6.65,-16.64,-0.42999999999999994,-0.8300000000000001
 MORANGO,0.0,-46.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.8
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.2100000000000004,-9.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.640000000000001,-4.279999999999999
 CARNES,-1.9100000000000001,-0.91,-0.7899999999999999,0.20000000000000007,-2.85,-4.1,0.81,-3.34,-1.2899999999999998,-1.19,1.46,-0.9500000000000002,-1.9399999999999997,-0.94,-2.01,-0.5,-1.46
 FÍGADO,0.0,0.0,0.0,-4.46,0.0,0.0,-0.67,-1.17,0.17000000000000037,0.0,0.0,0.0,0.0,0.0,-7.66,0.0,-2.2300000000000004
 CARNE DE PORCO,-0.3699999999999999,1.7999999999999998,0.6699999999999999,0.97,-0.8199999999999998,-0.020000000000000462,4.66,0.5,-0.5600000000000005,-0.6299999999999999,2.17,4.35,1.25,1.86,-1.69,-2.1300000000000003,0.21999999999999992
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.110000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.110000000000001
 CUPIM,0.0,0.0,0.0,0.18000000000000016,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,1.87
 CONTRAFILÉ,-2.22,0.3799999999999999,-1.7999999999999998,-5.0,-4.489999999999999,-2.7600000000000002,2.3000000000000003,-9.29,-3.66,-1.0799999999999992,2.38,-6.92,-2.58,0.44999999999999996,-2.49,0.1100000000000001,-2.01
 FILÉ-MIGNON,-4.18,0.0,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,2.39,0.0,0.0,0.0,-3.4,0.0,0.0,-1.54
 CHÃ DE DENTRO,-5.879999999999999,-2.1999999999999997,-1.3000000000000003,1.65,-3.4799999999999995,-0.6099999999999999,3.16,-4.32,-2.61,-0.9199999999999997,0.6200000000000001,-2.6,-2.51,0.18999999999999995,-1.3900000000000001,0.5799999999999998,-1.9399999999999997
 ALCATRA,-2.26,-4.0600000000000005,-3.4899999999999998,-0.6200000000000001,-7.699999999999999,-9.56,-0.41999999999999993,-5.1,0.1299999999999999,2.54,0.22999999999999998,-4.3100000000000005,-6.27,-1.46,-3.2,0.1499999999999999,-3.25
 PATINHO,-0.73,0.0,-1.65,1.0399999999999998,-1.92,0.0,-0.61,-7.16,0.0,0.8799999999999999,1.68,-2.0,-2.1100000000000003,-2.79,-0.71,0.9099999999999997,-1.52
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
 LAGARTO COMUM,0.0,0.5700000000000001,0.0,0.0,-6.27,0.0,0.0,0.0,2.05,0.0,-0.69,0.0,-1.0499999999999998,-1.32,0.0,0.0,-2.9899999999999998
 MÚSCULO,-0.8900000000000001,-0.8400000000000001,-0.27999999999999997,0.58,-1.11,0.0,2.26,0.0,-4.46,-0.6999999999999997,-0.39,0.0,-5.6,-1.4399999999999997,6.85,-1.8699999999999997,-0.77
 PÁ,0.0,2.07,1.4,-1.19,-0.3900000000000001,0.0,1.7300000000000002,0.0,0.0,0.0,0.0,1.27,-1.7999999999999998,-1.7000000000000002,-0.9100000000000001,-1.48,0.3999999999999999
 ACÉM,1.8599999999999994,-0.48,1.3299999999999998,0.6399999999999999,-0.5500000000000002,-5.15,2.34,0.8899999999999999,-4.9399999999999995,-4.48,1.76,3.28,-0.4600000000000002,-1.23,-1.1800000000000004,-1.6299999999999997,-0.3500000000000001
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,1.4300000000000002,0.0,0.0,0.0,0.0,0.0,-3.0799999999999996,-0.6499999999999999,-0.6600000000000001,-7.37,-0.32
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,4.550000000000001,0.0,-0.5099999999999998,0.6399999999999999,0.0,-0.8299999999999998,-2.5999999999999996,-0.94,0.0,0.0,1.0899999999999999
 COSTELA,-3.0699999999999994,-1.78,-2.3699999999999997,2.33,-0.53,-3.41,-3.85,1.0299999999999998,0.9299999999999999,-5.550000000000001,-0.94,0.6300000000000001,-0.24,-2.58,-3.37,1.4500000000000002,-1.55
 PICANHA,0.0,-2.41,-2.78,0.0,0.0,-7.02,0.0,0.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.79
 PESCADOS,-0.8300000000000001,0.08000000000000007,-2.0,0.95,0.38,-1.24,-1.21,2.1799999999999997,0.6799999999999998,-2.66,-0.43999999999999995,2.03,-1.98,-0.78,-2.79,-0.6599999999999999,-0.52
 PEIXE-ANCHOVA,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
 PEIXE-CORVINA,-3.1899999999999995,0.0,0.0,0.07000000000000006,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,-3.13,-2.47,-1.1099999999999999
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999999999999998,0.0,0.6999999999999998
 PEIXE-SARDINHA,0.0,0.08000000000000007,0.0,3.56,0.0,0.0,0.0,0.0,-1.6500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999999999999997
 CAMARÃO,2.1,1.04,0.0,1.4099999999999997,0.0,0.99,2.35,-0.6899999999999998,3.63,-2.2199999999999998,3.1399999999999997,-1.5400000000000003,0.0,0.0,-0.08000000000000007,0.4600000000000001,1.4099999999999997
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,-1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.31
 PEIXE-MERLUZA,0.0,0.0,-0.19000000000000017,-0.5900000000000001,-0.5699999999999998,0.0,0.0,0.0,-0.7600000000000007,0.0,-7.9399999999999995,0.0,0.0,0.0,0.0,0.0,-1.23
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,0.26000000000000006,0.0,-0.8699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.630000000000001,-2.8499999999999996,-2.1500000000000004
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,-0.9299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5399999999999999
 PEIXE-CASTANHA,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040000000000000036
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.83,0.0,0.0,-1.83
 PEIXE-SALMÃO,1.9100000000000001,0.0,0.0,0.0,2.8699999999999997,-1.24,0.0,0.5200000000000001,-1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
 PEIXE-TILÁPIA,0.0,-0.49,-2.53,1.01,0.52,-0.5499999999999999,0.0,3.3,1.66,-2.7199999999999998,1.45,2.05,-3.4400000000000004,0.0,0.0,0.08999999999999998,0.07
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.07,-0.37,0.0,0.0,0.0,4.35,0.0,4.050000000000001,-0.5,-1.4000000000000001,0.0,-0.49999999999999994
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,-7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,-8.9,0.3600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2800000000000002
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3100000000000005,0.0,0.0,0.0,0.0,4.3100000000000005
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.170000000000001,0.0,0.0,0.0,-5.170000000000001
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43999999999999995,0.0,0.0,0.0,0.0,0.0,-0.43999999999999995
 CARNES E PEIXES INDUSTRIALIZADOS,0.35999999999999993,1.19,2.24,0.029999999999999805,-1.22,0.5299999999999998,0.26000000000000023,0.6799999999999999,-0.8199999999999998,1.8200000000000003,1.87,-0.8200000000000001,0.37000000000000005,2.52,1.46,-1.01,0.08
 PRESUNTO,2.25,-1.33,3.96,0.0,1.19,2.5100000000000002,0.0,2.2199999999999998,-1.1899999999999997,-1.54,1.72,1.0199999999999996,2.55,-2.48,0.0,-3.87,0.8699999999999999
 SALSICHA,0.0,2.16,0.0,3.2699999999999996,2.46,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.20999999999999996,0.0,0.0,2.43
 LINGUIÇA,-0.99,2.7,2.71,2.92,-2.63,-1.2100000000000002,-1.5499999999999998,0.8900000000000003,-1.0399999999999998,1.8499999999999996,2.52,-1.7599999999999998,-0.9099999999999997,4.1,2.1399999999999997,0.21999999999999997,-0.43999999999999995
 MORTADELA,0.27,0.0,-0.3400000000000001,1.26,-0.23999999999999977,0.0,0.0,-0.009999999999999898,0.0,6.16,-0.22999999999999998,0.0,3.62,0.0,0.0,0.0,0.88
 SALAME,0.0,-0.32000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32000000000000006
 BACALHAU,0.6499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,0.0,0.49
 CARNE-SECA E DE SOL,0.8500000000000001,0.0,0.0,-1.6600000000000001,0.0,2.57,1.1500000000000001,-0.7000000000000002,-0.6099999999999999,0.0,0.0,3.27,0.0,0.0,1.16,-1.13,-0.25
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-0.8900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6800000000000002,0.8099999999999998,0.0,0.0,0.0,0.0,-0.3100000000000005
 AVES E OVOS,5.95,3.8499999999999996,4.11,5.890000000000001,3.73,2.89,-0.050000000000000044,0.83,3.1900000000000004,4.14,1.86,3.43,4.0,4.0,2.66,2.63,3.51
 FRANGO INTEIRO,2.0200000000000005,2.71,3.37,3.38,5.12,2.95,-0.9000000000000004,-1.0299999999999998,1.3800000000000001,3.6899999999999995,3.17,7.0,9.57,5.92,2.01,0.33000000000000007,2.0700000000000003
 FRANGO EM PEDAÇOS,6.79,6.02,5.57,4.58,3.91,2.46,2.9400000000000004,4.6,3.5900000000000003,4.24,0.84,1.92,3.49,3.31,8.0,2.1399999999999997,4.52
 OVO DE GALINHA,4.9,-2.02,1.5600000000000005,13.59,2.15,3.63,-0.22999999999999998,2.1399999999999992,6.25,4.41,3.07,2.3000000000000003,1.3299999999999998,-1.0900000000000003,1.22,8.96,3.0599999999999996
 LEITES E DERIVADOS,9.81,3.9099999999999984,4.029999999999999,14.350000000000001,5.92,9.33,11.899999999999999,16.05,16.759999999999998,7.939999999999998,11.950000000000001,17.830000000000002,7.5600000000000005,12.34,12.46,19.63,8.350000000000001
 LEITE LONGA VIDA,18.16,2.34,3.759999999999998,35.739999999999995,6.52,13.52,20.11,25.930000000000003,35.61,8.39,16.68,16.91,8.92,11.42,12.189999999999998,36.629999999999995,9.97
 LEITE CONDENSADO,5.699999999999999,24.0,0.0,0.0,0.0,0.0,22.18,0.0,0.0,0.0,0.0,0.0,0.0,22.43,0.0,0.0,16.3
 LEITE EM PÓ,14.239999999999998,0.0,14.49,11.39,6.16,0.0,9.23,14.16,12.27,8.979999999999999,7.73,15.53,9.23,14.3,14.98,10.83,11.280000000000001
 QUEIJO,3.6599999999999997,8.97,5.970000000000001,12.379999999999999,8.09,7.940000000000001,12.01,6.9,8.59,10.139999999999999,9.2,27.729999999999997,7.36,10.27,4.300000000000001,19.28,8.41
 IOGURTE E BEBIDAS LÁCTEAS,6.25,1.5499999999999998,3.9,1.08,2.91,4.24,2.74,6.359999999999999,1.4099999999999997,9.45,6.579999999999999,11.8,3.17,9.98,3.1500000000000004,8.879999999999999,4.03
 REQUEIJÃO,2.55,0.0,1.28,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99
 MANTEIGA,8.83,0.0,8.09,11.25,0.0,7.76,14.459999999999999,5.21,9.94,0.0,9.39,14.52,0.0,8.620000000000001,0.0,11.940000000000001,9.82
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,5.11
 PANIFICADOS,1.95,4.65,2.59,3.33,3.9,2.87,7.949999999999999,1.46,4.44,4.33,4.3,4.1,4.83,4.6899999999999995,7.58,2.5700000000000003,3.77
 BISCOITO,0.81,8.719999999999999,4.19,1.8599999999999997,6.53,6.59,9.55,1.09,8.74,5.48,4.880000000000001,5.59,6.57,7.970000000000001,4.7299999999999995,5.83,5.46
 PÃO FRANCÊS,1.09,0.3400000000000001,1.41,4.46,3.89,0.5699999999999998,7.19,1.38,2.6199999999999997,0.4600000000000001,3.93,2.53,4.53,4.13,9.71,0.9399999999999997,2.8400000000000003
