Variacoes - JANEIRO - MARÇO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 BATATA-DOCE,-3.66,0.0,0.0,3.2699999999999996,-7.779999999999999,0.0,0.0,0.0,24.819999999999997,0.0,-9.23,0.0,0.0,-12.790000000000001,0.0,0.0,-1.48
 BATATA-INGLESA,47.17,29.45,52.13,38.06,31.830000000000002,27.97,26.009999999999998,46.08,36.68,34.7,50.64,58.279999999999994,43.85,7.1000000000000005,42.440000000000005,39.93,38.03
 INHAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9100000000000001,0.0,0.0,0.0,19.72,14.440000000000001
 MANDIOCA (AIPIM),0.0,0.0,-4.430000000000001,-9.780000000000001,0.0,0.30000000000000004,0.0,0.0,0.020000000000000018,0.0,0.0,0.0,5.08,8.75,0.0,0.0,-3.5999999999999996
 ABOBRINHA,0.0,0.0,0.0,0.0,50.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.19
 PEPINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.79,0.0,0.0,0.0,0.0,0.0,0.0,28.79
 PIMENTÃO,0.0,0.0,0.0,0.0,19.199999999999996,28.009999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.65
 TOMATE,46.04,23.979999999999997,50.17,23.98,36.230000000000004,17.59,16.22,31.47,26.349999999999998,45.35,35.61,39.0,46.66,14.67,18.13,25.36,33.44
 CEBOLA,29.9,24.0,19.6,22.589999999999996,29.86,27.89,26.35,28.47,27.77,21.439999999999998,22.450000000000003,20.61,21.62,22.5,36.230000000000004,31.12,26.240000000000002
 CENOURA,139.27,93.88,151.31,111.36,87.12,136.07,97.94,114.00999999999999,101.40999999999998,117.3,129.62,160.21,0.0,0.0,0.0,98.39,114.52
 AÇÚCARES E DERIVADOS,4.6899999999999995,-0.18999999999999995,3.6500000000000004,2.49,2.56,1.5899999999999999,4.1,2.48,6.470000000000001,0.46,3.75,3.55,1.38,4.22,4.859999999999999,5.02,2.73
 AÇÚCAR REFINADO,2.3400000000000003,1.79,0.0,6.43,-0.16,1.3,4.5,2.6800000000000006,-1.43,1.5199999999999998,0.0,0.0,0.0,-0.8499999999999999,5.02,0.0,1.29
 AÇÚCAR CRISTAL,0.0,1.5899999999999999,3.2800000000000002,0.9299999999999997,0.0,5.9799999999999995,4.380000000000001,-0.8500000000000001,11.11,4.27,3.06,3.92,-0.6099999999999999,6.14,4.24,5.510000000000001,3.8800000000000003
 BALAS,0.0,0.64,0.0,0.0,0.0,-1.62,0.0,0.0,0.0,-0.8800000000000001,1.08,0.0,7.209999999999999,0.0,0.0,0.0,0.17999999999999994
 CHOCOLATE EM BARRA E BOMBOM,7.970000000000001,-1.5599999999999998,5.6499999999999995,4.77,3.24,1.5799999999999998,2.31,7.949999999999999,5.21,-3.4699999999999998,5.68,5.15,2.0999999999999996,3.39,7.83,8.64,2.5
 SORVETE,4.85,-1.8899999999999997,3.83,0.030000000000000027,2.15,-2.83,5.329999999999999,-0.5,0.3400000000000001,1.16,2.44,2.45,0.5200000000000002,0.0,0.0,-0.74,1.74
 CHOCOLATE E ACHOCOLATADO EM PÓ,7.089999999999999,2.08,2.23,6.1000000000000005,5.49,5.91,2.34,12.52,4.1000000000000005,4.25,7.17,1.04,5.72,4.83,3.64,4.17,4.93
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,6.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77
 AÇÚCAR DEMERARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78,6.78
 HORTALIÇAS E VERDURAS,28.4,53.57,39.03,2.7799999999999985,37.42,17.89,10.11,3.11,7.23,44.0,23.2,12.58,37.39,12.75,21.25,5.629999999999999,32.52
 ALFACE,23.61,65.78999999999999,41.44,4.680000000000001,41.23,17.299999999999997,0.6000000000000005,3.67,6.26,52.55,8.77,14.299999999999999,18.72,2.4299999999999997,4.03,5.58,37.47
 COENTRO,0.0,0.0,0.0,0.33000000000000007,0.0,0.0,0.0,0.0,2.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,7.829999999999998,1.5300000000000002
 COUVE,29.93,0.0,36.78,0.0,24.650000000000002,0.0,0.0,0.0,0.0,0.0,0.0,14.26,0.0,21.06,0.0,0.8899999999999997,26.93
 COUVE-FLOR,28.07,0.0,0.0,0.0,0.0,2.2500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01
 REPOLHO,0.0,64.63999999999999,0.0,0.0,54.54,0.0,0.0,0.0,44.31999999999999,61.15,85.25,0.0,125.31,0.0,47.67,0.0,60.53
 CHEIRO-VERDE,29.4,19.66,35.28,8.73,30.839999999999996,18.51,8.46,3.0399999999999996,1.3099999999999996,26.580000000000002,6.96,10.49,19.97,18.43,14.440000000000001,0.0,18.51
 BRÓCOLIS,36.32,33.09,33.27,0.0,26.75,29.06,29.46,0.0,0.0,26.65,0.0,10.129999999999999,0.0,0.0,0.0,0.0,29.05
 FRUTAS,11.29,25.439999999999998,11.239999999999998,15.680000000000001,9.35,17.48,12.65,11.45,11.07,22.22,9.809999999999999,10.18,14.24,13.77,25.22,13.21,13.34
 BANANA-DA-TERRA,0.0,0.0,0.0,-0.7300000000000001,0.0,0.0,0.0,0.0,-4.77,0.0,0.0,-10.82,0.0,6.09,0.0,0.0,-4.92
 ABACAXI,13.11,6.81,0.0,9.21,0.0,0.0,-0.17000000000000004,0.0,0.0,0.0,-6.199999999999999,3.65,-5.0699999999999985,0.0,0.0,15.579999999999998,5.25
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,-22.080000000000002,0.0,0.0,0.0,0.0,0.0,0.0,-19.549999999999997,0.0,0.0,-21.62
 BANANA-D'ÁGUA,-3.5900000000000007,15.900000000000002,0.39000000000000234,0.0,4.09,11.009999999999998,0.0,0.0,0.0,22.46,0.0,0.0,14.13,0.0,7.83,0.0,7.81
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.74,0.0,-11.930000000000001,0.0,0.0,0.0,-13.329999999999998
 BANANA-PRATA,6.249999999999998,14.69,-8.400000000000002,24.74,12.83,8.29,15.6,24.060000000000002,15.09,26.75,10.379999999999999,2.7200000000000024,0.0,14.470000000000002,17.67,20.9,9.63
 LARANJA-BAÍA,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8
 LARANJA-LIMA,0.0,0.0,-5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.14
 LIMÃO,-26.990000000000002,0.0,0.0,0.0,-20.549999999999997,-14.790000000000001,0.0,0.0,0.0,0.0,-15.409999999999998,-16.61,0.0,-39.459999999999994,0.0,0.0,-21.24
 MAÇÃ,21.740000000000002,35.65,28.669999999999998,9.8,17.37,14.53,18.06,15.379999999999999,22.81,31.75,17.95,17.650000000000002,7.2799999999999985,28.790000000000003,26.7,11.610000000000001,22.01
 MAMÃO,22.290000000000003,36.33,31.0,4.870000000000001,31.2,31.919999999999998,0.0,16.8,6.87,24.270000000000003,27.720000000000002,32.07,26.16,33.98,0.0,-2.2500000000000004,27.26
 MANGA,16.48,34.03,27.84,0.0,22.41,18.75,0.0,27.26,19.36,24.04,0.0,15.7,0.0,0.0,0.0,5.09,22.51
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.240000000000002,6.01,0.0,0.0,0.0,0.0,0.0,0.0,-7.2299999999999995,-3.7799999999999994
 MELANCIA,0.0,0.0,44.870000000000005,11.410000000000002,0.0,45.47,27.75,0.0,27.48,40.04,35.910000000000004,0.0,58.77,19.73,48.66,0.0,36.87
 MELÃO,49.56999999999999,0.0,0.0,66.58,0.0,52.34,23.96,0.0,0.0,47.38,0.0,0.0,0.0,0.0,56.720000000000006,0.0,49.19
 PERA,0.0,0.0,0.0,0.0,-11.79,0.0,0.0,0.0,0.0,0.0,-1.2100000000000009,-0.6699999999999999,0.0,0.0,0.0,0.0,-10.4
 TANGERINA,0.0,0.0,0.0,0.0,8.39,0.0,0.0,0.0,0.0,12.45,0.0,0.0,0.0,0.0,0.0,0.0,9.01
 UVA,23.900000000000002,22.060000000000002,17.74,32.15,3.0999999999999996,13.46,15.44,12.759999999999998,6.9399999999999995,11.83,5.410000000000001,29.03,19.14,33.3,13.450000000000001,34.6,13.440000000000001
 LARANJA-PERA,1.0500000000000007,0.0,15.07,-16.2,-0.71,7.35,2.46,-13.780000000000001,2.1499999999999995,-1.9400000000000004,11.54,1.4300000000000004,6.04,16.85,14.399999999999999,-10.110000000000001,1.76
 MORANGO,0.0,33.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.54
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,4.81,0.8200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.980000000000001,2.8000000000000007
 CARNES,1.58,3.29,-1.31,3.1,3.57,0.9600000000000001,5.98,-0.5699999999999998,0.3899999999999999,2.09,1.06,-0.16999999999999993,1.0300000000000002,1.63,1.8499999999999999,-0.58,2.1100000000000003
 FÍGADO,0.0,0.0,0.0,-0.1399999999999999,0.0,0.0,4.75,-5.64,-1.0100000000000002,0.0,0.0,0.0,0.0,0.0,-3.2900000000000005,0.0,-0.73
 CARNE DE PORCO,-7.4399999999999995,-1.0100000000000002,-10.21,1.26,-3.22,-2.9099999999999997,-8.44,-6.87,-2.63,-6.3999999999999995,-5.01,-8.0,-5.84,-0.1599999999999997,1.0,-2.7800000000000002,-5.459999999999999
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.290000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.290000000000001
 CUPIM,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.79
 CONTRAFILÉ,6.59,3.1399999999999997,4.949999999999999,4.14,4.760000000000001,-1.0699999999999998,10.31,2.1100000000000003,1.98,5.66,3.1,3.8400000000000003,1.1900000000000002,3.21,1.3199999999999994,2.91,4.35
 FILÉ-MIGNON,-14.4,0.0,0.0,0.0,0.0,0.0,-7.17,0.0,0.0,-8.560000000000002,0.0,0.0,0.0,-0.6699999999999999,0.0,0.0,-10.71
 CHÃ DE DENTRO,2.83,2.07,1.45,4.17,3.54,3.9,5.64,0.7000000000000002,1.55,6.14,3.36,1.0899999999999999,4.24,1.7899999999999998,7.33,1.57,3.29
 ALCATRA,4.36,2.95,3.2300000000000004,4.949999999999999,6.35,7.959999999999999,7.34,6.55,-0.5899999999999999,5.95,0.8799999999999999,2.71,2.51,2.39,1.9999999999999998,-0.2200000000000002,4.41
 PATINHO,2.54,0.0,2.1999999999999997,9.41,4.92,0.0,4.8,2.38,0.0,8.399999999999999,0.0,-1.9399999999999997,2.04,6.04,8.35,-2.91,4.529999999999999
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,8.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65
 LAGARTO COMUM,0.0,5.4399999999999995,0.0,0.0,3.44,0.0,0.0,0.0,-0.06999999999999984,0.0,1.08,0.0,3.73,-0.4599999999999998,0.0,0.0,2.8
 MÚSCULO,-0.33999999999999986,6.77,0.4199999999999997,0.81,0.9099999999999999,0.0,1.6199999999999999,0.0,0.7799999999999998,-2.2800000000000002,1.2600000000000002,0.0,1.0699999999999998,1.6600000000000001,-6.56,-1.76,1.23
 PÁ,0.0,-3.1199999999999997,-0.3500000000000001,2.9000000000000004,3.51,0.0,7.42,0.0,0.0,0.0,0.0,3.9000000000000004,0.3300000000000001,-0.3,2.3,6.52,1.84
 ACÉM,5.42,5.73,1.82,-0.46999999999999986,6.85,-1.9899999999999998,8.379999999999999,-4.08,4.4,0.7900000000000003,2.94,2.17,1.1200000000000003,0.32000000000000006,0.30000000000000016,-3.78,4.11
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,3.22,2.9699999999999998,5.07,-1.02,3.1
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,2.9800000000000004,4.050000000000001,0.0,-3.81,2.36,1.63,0.0,0.0,2.51
 COSTELA,-1.1700000000000004,6.64,-1.5499999999999998,2.4099999999999997,3.08,2.41,7.83,-0.3299999999999999,-1.0699999999999998,1.96,-1.8200000000000003,-0.5100000000000007,-0.7299999999999998,0.6000000000000001,2.2100000000000004,-1.2399999999999998,2.19
 PICANHA,0.0,-1.02,-4.05,0.0,0.0,-2.07,0.0,-0.8600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9699999999999998
 PESCADOS,2.2399999999999998,2.4,1.52,0.10999999999999993,2.0,3.6200000000000006,3.4299999999999997,6.220000000000001,2.2,1.66,0.09999999999999992,1.34,-0.7400000000000001,3.54,-1.15,-0.32999999999999996,2.01
 PEIXE-ANCHOVA,0.0,0.0,0.0,0.10999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10999999999999993
 PEIXE-CORVINA,3.1,0.0,0.0,-0.87,0.0,0.0,0.0,0.0,2.8200000000000003,0.0,0.0,0.0,0.0,0.0,3.0700000000000003,-0.7899999999999999,2.38
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.26,0.0,10.27
 PEIXE-SARDINHA,0.0,2.4,0.0,3.5100000000000002,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98
 CAMARÃO,-0.24,0.29000000000000004,0.0,-0.97,0.0,-2.71,1.73,1.09,-0.94,-1.6500000000000001,-2.2600000000000002,1.4299999999999997,0.0,0.0,0.2200000000000002,-1.01,0.06000000000000005
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15
 PEIXE-MERLUZA,0.0,0.0,-1.5899999999999996,0.1100000000000001,3.4000000000000004,0.0,0.0,0.0,1.1099999999999999,0.0,0.22000000000000008,0.0,0.0,0.0,0.0,0.0,1.9700000000000002
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,1.0799999999999998,0.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.16,-0.62,1.7799999999999998
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19
 PEIXE-CASTANHA,0.0,0.0,0.0,0.10999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10999999999999993
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13999999999999968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13999999999999968
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54,0.0,0.0,3.54
 PEIXE-SALMÃO,4.42,0.0,0.0,0.0,2.3499999999999996,3.6200000000000006,0.0,4.46,9.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99
 PEIXE-TILÁPIA,0.0,3.76,2.46,0.5299999999999999,-0.1299999999999999,5.52,0.0,8.19,-2.26,2.24,5.85,1.27,-1.4500000000000002,0.0,0.0,2.2,2.54
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,1.8899999999999997,5.369999999999999,0.0,0.0,0.0,-3.67,0.0,-0.2400000000000001,3.54,-3.7400000000000007,0.0,0.14
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,-0.4000000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4000000000000008
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,6.6899999999999995,6.670000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.659999999999999
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,1.34
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799999999999998,0.0,0.0,0.0,0.7799999999999998
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999992,0.0,0.0,0.0,0.0,0.0,0.09999999999999992
 CARNES E PEIXES INDUSTRIALIZADOS,0.96,-0.51,0.45999999999999974,-1.5699999999999998,0.35000000000000014,2.9,-1.21,-0.6499999999999999,-0.9400000000000001,-1.1700000000000002,1.07,-0.06999999999999984,-1.19,-1.0100000000000002,-4.83,0.8,-0.15000000000000002
 PRESUNTO,1.05,-2.75,-1.2100000000000004,0.0,2.33,2.4899999999999998,0.0,2.9399999999999995,-6.42,4.95,0.6400000000000001,-0.5299999999999998,-2.8899999999999997,1.8699999999999999,0.0,0.52,0.76
 SALSICHA,0.0,-6.58,0.0,-0.7599999999999998,-1.1800000000000002,0.0,0.0,0.0,0.0,1.6800000000000002,0.0,0.0,0.0,-2.9800000000000004,0.0,0.0,-1.7599999999999998
 LINGUIÇA,1.54,1.84,1.05,-1.2199999999999998,-0.10999999999999999,3.1,-0.3999999999999999,-1.46,0.75,-3.0500000000000003,1.9300000000000002,-0.5499999999999998,-1.2200000000000002,-0.9100000000000001,-5.029999999999999,-2.76,-0.09000000000000002
 MORTADELA,-0.6300000000000001,0.0,-0.09999999999999976,0.20000000000000018,1.83,0.0,0.0,-2.8,0.0,-2.91,-2.8400000000000003,0.0,1.23,0.0,0.0,0.0,0.040000000000000036
 SALAME,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06
 BACALHAU,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.83,0.0,0.22999999999999998
 CARNE-SECA E DE SOL,0.59,0.0,0.0,-2.02,0.0,2.85,-1.56,0.8099999999999999,-1.0200000000000002,0.0,0.0,3.28,0.0,0.0,-4.54,2.71,-0.94
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,0.45999999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.02,0.0,0.0,0.0,0.0,0.6599999999999999
 AVES E OVOS,-5.08,-1.63,-0.5699999999999998,-3.1500000000000004,-1.06,0.6399999999999999,1.96,0.050000000000000155,-3.11,1.1300000000000003,-1.4899999999999998,-0.20999999999999996,1.6199999999999997,-3.3499999999999996,-2.7199999999999998,1.69,-1.29
 FRANGO INTEIRO,2.5900000000000003,-9.99,-1.67,-4.87,-1.9900000000000002,-1.2199999999999998,0.6799999999999999,0.35999999999999965,-4.1899999999999995,-7.27,-5.210000000000001,-6.029999999999999,-8.33,-9.38,-4.66,2.0399999999999996,-2.6
 FRANGO EM PEDAÇOS,-8.95,-2.7300000000000004,-5.13,-5.609999999999999,-3.91,-2.4800000000000004,-0.7499999999999998,-1.55,-5.470000000000001,-0.029999999999999805,-0.43000000000000016,-3.5,-1.15,-2.4699999999999998,0.8200000000000001,-0.5,-4.09
 OVO DE GALINHA,6.5600000000000005,7.1000000000000005,13.39,5.61,9.389999999999999,9.14,10.61,1.22,5.890000000000001,19.79,2.6299999999999994,19.779999999999998,16.279999999999998,14.639999999999999,5.26,6.55,8.840000000000002
 LEITES E DERIVADOS,8.120000000000001,6.959999999999999,9.96,1.0299999999999998,6.670000000000001,8.34,2.15,2.9299999999999997,-0.1499999999999999,7.89,5.61,4.52,3.6800000000000006,1.3399999999999999,6.829999999999999,0.4299999999999997,6.08
 LEITE LONGA VIDA,15.57,13.330000000000002,13.469999999999999,-9.82,11.870000000000001,13.5,5.199999999999999,2.3,-3.67,13.78,9.360000000000001,6.580000000000001,6.220000000000001,2.03,8.870000000000001,-3.7199999999999998,10.78
 LEITE CONDENSADO,-1.31,-3.56,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.0,0.0,-1.02
 LEITE EM PÓ,1.78,0.0,1.94,1.5299999999999998,-0.41000000000000014,0.0,1.5499999999999998,3.2,-1.79,-0.53,1.5700000000000003,0.96,0.040000000000000036,0.9600000000000002,6.42,0.4500000000000002,1.0199999999999998
 QUEIJO,5.62,0.3400000000000001,8.63,2.8299999999999996,0.58,6.0699999999999985,2.6399999999999997,2.87,1.9900000000000002,4.88,1.68,3.5100000000000002,-2.59,-1.58,8.43,3.08,2.77
 IOGURTE E BEBIDAS LÁCTEAS,9.68,3.9699999999999998,8.86,3.31,9.85,2.7200000000000006,-1.79,7.56,7.3500000000000005,6.14,3.85,1.79,8.55,6.58,1.81,4.11,6.97
 REQUEIJÃO,3.6999999999999997,0.0,3.0300000000000002,0.0,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8600000000000003
 MANTEIGA,4.69,0.0,5.829999999999999,4.029999999999999,0.0,4.949999999999999,4.0600000000000005,-0.5199999999999998,2.55,0.0,7.68,4.0600000000000005,0.0,-0.47000000000000014,0.0,-0.9299999999999999,4.12
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,2.21
 PANIFICADOS,6.2,2.51,3.83,1.8599999999999999,7.220000000000001,6.72,5.43,7.890000000000001,8.129999999999999,4.49,5.98,5.86,8.709999999999999,0.6800000000000002,5.95,8.81,5.76
 BISCOITO,6.76,4.609999999999999,6.82,2.64,9.76,9.03,0.9700000000000002,2.81,7.9,4.02,9.03,8.0,5.68,7.290000000000001,5.640000000000001,5.370000000000001,6.640000000000001
 PÃO FRANCÊS,5.209999999999999,-0.13000000000000012,2.2299999999999995,1.13,5.01,5.77,7.090000000000001,10.879999999999999,9.110000000000001,4.0,4.86,2.7600000000000002,10.540000000000001,-1.7200000000000002,5.36,11.240000000000002,4.91
 PÃO DOCE,5.07,0.019999999999999574,5.58,0.0,5.28,0.0,0.0,0.0,4.32,7.430000000000001,0.0,5.68,9.219999999999999,0.0,0.0,0.0,5.05
 PÃO DE FORMA,8.11,6.13,10.21,0.0,7.5600000000000005,9.8,0.0,0.0,0.0,7.9,0.0,14.65,0.0,0.0,0.0,0.0,7.9
