Variacoes - ABRIL - JUNHO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PIMENTÃO,0.0,0.0,0.0,0.0,-1.87,-17.560000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.45
 TOMATE,-24.389999999999993,-6.620000000000001,-39.61,-10.509999999999998,-11.840000000000002,-20.93,-0.9899999999999984,-12.770000000000001,-6.849999999999998,-6.989999999999998,-15.32,-23.82,-24.999999999999996,-4.889999999999997,-11.610000000000001,-4.359999999999999,-16.24
 CEBOLA,24.65,23.91,18.1,-1.580000000000001,15.07,15.260000000000002,21.309999999999995,9.620000000000001,15.219999999999999,31.4,15.41,20.939999999999998,20.6,30.16,18.549999999999997,4.040000000000001,16.69
 CENOURA,-61.77,-34.21,-72.13,-63.49,-33.04,-71.32,-28.95,-60.339999999999996,-33.62,-46.79,-70.41,-75.09,0.0,0.0,0.0,-46.11,-51.44
 AÇÚCARES E DERIVADOS,4.0,4.0600000000000005,3.5900000000000003,3.73,5.25,5.24,3.2800000000000002,1.61,2.94,3.96,4.02,0.3600000000000001,3.09,2.0199999999999996,2.35,2.29,4.12
 AÇÚCAR REFINADO,0.74,-1.49,0.0,-2.12,-0.52,2.67,-5.91,0.9399999999999998,3.29,0.17999999999999994,0.0,0.0,0.0,1.8099999999999998,-4.4,0.0,-0.4800000000000001
 AÇÚCAR CRISTAL,0.0,4.85,-0.7999999999999998,2.8099999999999996,0.0,3.6900000000000004,5.39,0.41000000000000003,1.2100000000000002,-1.3600000000000003,0.57,-3.7199999999999998,0.040000000000000036,0.82,8.34,-0.10000000000000009,1.18
 BALAS,0.0,-0.23000000000000043,0.0,0.0,0.0,8.780000000000001,0.0,0.0,0.0,0.8699999999999999,4.34,0.0,2.92,0.0,0.0,0.0,1.87
 CHOCOLATE EM BARRA E BOMBOM,6.57,0.31000000000000005,3.12,4.909999999999999,4.56,2.94,2.99,2.68,3.2399999999999993,4.51,2.76,2.04,4.07,1.77,0.8999999999999999,5.640000000000001,3.82
 SORVETE,8.62,9.85,8.65,11.16,9.95,9.47,10.05,7.02,4.73,8.01,9.29,10.21,7.77,0.0,0.0,7.07,9.21
 CHOCOLATE E ACHOCOLATADO EM PÓ,4.93,10.52,9.96,5.359999999999999,7.75,4.21,8.84,1.34,7.16,8.629999999999999,6.859999999999999,4.73,4.33,6.93,6.91,5.09,7.449999999999999
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,2.0300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0300000000000002
 AÇÚCAR DEMERARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.38
 HORTALIÇAS E VERDURAS,-8.84,-14.11,-10.28,12.12,-1.3500000000000005,3.589999999999999,7.8500000000000005,3.52,-0.7200000000000002,-1.3400000000000003,-9.959999999999999,-15.48,-12.47,-0.14000000000000012,8.23,5.300000000000001,-3.8599999999999994
 ALFACE,-8.91,-19.16,-10.08,22.77,-1.75,3.3200000000000003,16.98,3.25,-2.9099999999999997,-4.09,3.1799999999999997,-19.729999999999997,-4.51,-0.7600000000000001,-9.89,6.79,-4.979999999999999
 COENTRO,0.0,0.0,0.0,6.359999999999999,0.0,0.0,0.0,0.0,0.0500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,4.970000000000001,2.6099999999999994
 COUVE,-4.390000000000001,0.0,-8.85,0.0,9.620000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-9.209999999999999,0.0,0.43000000000000005,0.0,3.8000000000000003,2.3899999999999997
 COUVE-FLOR,-6.960000000000001,0.0,0.0,0.0,0.0,-5.930000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.950000000000003
 REPOLHO,0.0,-11.18,0.0,0.0,-10.68,0.0,0.0,0.0,-8.27,0.7699999999999996,-49.059999999999995,0.0,-39.69,0.0,8.93,0.0,-12.07
 CHEIRO-VERDE,-5.819999999999999,-6.279999999999999,-9.02,5.0,0.8200000000000003,12.3,3.6799999999999997,3.63,4.84,4.62,-1.26,-23.48,2.59,0.13999999999999968,14.540000000000001,0.0,0.8400000000000001
 BRÓCOLIS,-13.229999999999999,-4.08,-14.820000000000002,0.0,-2.289999999999999,-2.2199999999999998,16.84,0.0,0.0,-0.4500000000000002,0.0,4.890000000000001,0.0,0.0,0.0,0.0,-3.83
 FRUTAS,-9.91,-2.63,-10.97,-3.64,-5.16,-2.9,1.94,1.6,2.57,-4.2700000000000005,-5.99,-8.67,-15.55,-10.91,1.8499999999999999,-4.64,-4.91
 BANANA-DA-TERRA,0.0,0.0,0.0,15.16,0.0,0.0,0.0,0.0,23.92,0.0,0.0,28.53,0.0,-10.67,0.0,0.0,21.560000000000002
 ABACAXI,-8.69,-2.26,0.0,-4.17,0.0,0.0,2.7600000000000002,0.0,0.0,0.0,8.27,1.12,-7.55,0.0,0.0,0.0,-2.12
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,-3.04,0.0,0.0,0.0,0.0,0.0,0.0,-14.729999999999999,0.0,0.0,-5.37
 BANANA-D'ÁGUA,-15.16,1.9100000000000001,-9.61,0.0,-3.2900000000000005,3.4000000000000004,0.0,0.0,0.0,-14.489999999999998,0.0,0.0,-7.38,0.0,-6.03,0.0,-6.03
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.510000000000001,0.0,-12.26,0.0,0.0,0.0,-7.360000000000001
 BANANA-PRATA,-18.87,-7.67,-15.55,-3.0,-9.48,-6.45,-2.6500000000000004,-7.51,1.8400000000000007,0.39999999999999947,0.049999999999998934,-16.93,0.0,-21.42,-1.1599999999999997,-6.1,-8.48
 LARANJA-BAÍA,0.0,-33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.2
 LARANJA-LIMA,0.0,0.0,-16.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.22
 LIMÃO,-24.37,0.0,0.0,0.0,-10.01,-8.49,0.0,0.0,0.0,0.0,-6.76,-22.97,0.0,16.740000000000002,0.0,0.0,-11.719999999999999
 MAÇÃ,2.7,-5.55,8.14,7.57,-1.33,6.65,7.890000000000001,-2.2399999999999998,0.12000000000000055,-2.7800000000000007,4.37,-4.07,5.5600000000000005,2.7700000000000005,7.970000000000001,3.7800000000000002,1.4100000000000001
 MAMÃO,-12.719999999999999,-19.88,-14.700000000000001,-10.059999999999999,-8.8,-11.889999999999999,0.0,-0.7000000000000002,-0.9900000000000011,-10.290000000000001,-17.92,-24.29,-35.290000000000006,-33.980000000000004,0.0,2.51,-12.29
 MANGA,6.85,14.000000000000002,20.84,0.0,17.04,17.34,0.0,24.520000000000003,9.98,17.23,0.0,3.4399999999999995,0.0,0.0,0.0,20.4,15.61
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.839999999999996,5.1899999999999995,0.0,0.0,0.0,0.0,0.0,0.0,7.800000000000001,16.1
 MELANCIA,0.0,0.0,-38.239999999999995,-4.48,0.0,-23.810000000000002,-0.7700000000000005,0.0,-7.92,-18.91,-39.29,0.0,-39.22,7.3100000000000005,2.7800000000000007,0.0,-20.82
 MELÃO,-3.0199999999999996,0.0,0.0,-7.47,0.0,19.35,12.84,0.0,0.0,10.34,0.0,0.0,0.0,0.0,11.97,0.0,6.61
 PERA,0.0,0.0,0.0,0.0,-5.68,0.0,0.0,0.0,0.0,0.0,3.3600000000000003,-4.959999999999999,0.0,0.0,0.0,0.0,-4.81
 TANGERINA,0.0,0.0,0.0,0.0,-26.58,0.0,0.0,0.0,0.0,-4.2700000000000005,0.0,0.0,0.0,0.0,0.0,0.0,-21.66
 UVA,-15.690000000000001,-3.99,-21.78,-18.68,4.609999999999999,-15.259999999999998,4.55,-2.809999999999999,-13.989999999999998,-6.33,-3.8599999999999994,-22.3,-11.75,-27.07,-7.390000000000001,-26.439999999999998,-7.390000000000001
 LARANJA-PERA,-0.7699999999999996,0.0,-16.069999999999997,-5.880000000000001,-6.61,-1.6499999999999997,2.240000000000001,-3.8899999999999997,-3.0199999999999996,1.9900000000000002,12.99,-2.45,-15.91,-3.58,6.55,-11.11,-5.1
 MORANGO,0.0,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,-2.35,10.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,5.2
 CARNES,1.6500000000000001,2.67,-0.19,0.1399999999999999,0.6299999999999999,-0.45,0.98,2.2800000000000002,-1.7899999999999998,0.47,-0.30000000000000004,0.5199999999999999,0.36,0.2300000000000002,2.2,-0.21999999999999997,0.64
 FÍGADO,0.0,0.0,0.0,0.8,0.0,0.0,-2.09,4.29,-1.77,0.0,0.0,0.0,0.0,0.0,9.94,0.0,0.97
 CARNE DE PORCO,2.9499999999999997,1.63,3.24,-4.22,0.89,-0.78,1.65,3.7799999999999994,-4.0,2.74,1.85,2.2200000000000006,-1.5699999999999998,3.6099999999999994,0.2499999999999999,2.9799999999999995,1.54
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87
 CUPIM,0.0,0.0,0.0,3.7600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2.6199999999999997,0.0,0.0,0.0,0.0,0.0,3.11
 CONTRAFILÉ,0.03000000000000025,4.76,0.010000000000000064,-1.56,0.98,0.5,-0.33999999999999986,3.62,-1.6,1.3800000000000001,-1.21,2.0,1.54,1.0899999999999996,4.16,-2.62,0.6699999999999999
 FILÉ-MIGNON,2.3899999999999997,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,-2.92,0.0,0.0,0.0,5.1,0.0,0.0,0.6400000000000001
 CHÃ DE DENTRO,0.3099999999999999,1.8399999999999999,-2.53,1.2000000000000002,-1.42,-2.1400000000000006,1.71,2.77,-2.5700000000000003,-3.3100000000000005,-1.2700000000000002,-2.8200000000000003,-2.43,3.0699999999999994,-2.46,-0.53,-0.9799999999999998
 ALCATRA,2.15,2.9299999999999997,-1.6899999999999997,0.8900000000000001,2.94,1.2499999999999998,2.12,2.76,-0.7,-3.9799999999999995,-0.32999999999999996,-1.67,0.7,-1.31,0.5099999999999998,1.16,1.02
 PATINHO,4.52,0.0,-1.4,-2.22,1.99,0.0,3.37,4.11,0.0,-2.3400000000000003,-1.22,2.6,-0.9399999999999998,0.9099999999999999,-3.8200000000000003,1.75,0.9400000000000001
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,-2.2199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2199999999999998
 LAGARTO COMUM,0.0,1.38,0.0,0.0,0.8799999999999999,0.0,0.0,0.0,-1.3900000000000001,0.0,0.22000000000000008,0.0,-1.27,-0.2699999999999998,0.0,0.0,0.31000000000000005
 MÚSCULO,-2.9899999999999993,2.9899999999999998,-2.6799999999999997,-1.07,1.2799999999999998,0.0,3.34,0.0,0.5899999999999999,0.2400000000000002,0.6600000000000001,0.0,-2.04,-1.1,-0.3600000000000001,1.0299999999999998,0.62
 PÁ,0.0,2.2800000000000002,-1.8399999999999999,2.4699999999999998,1.3099999999999996,0.0,2.43,0.0,0.0,0.0,0.0,-0.69,2.09,-0.75,2.68,-1.38,1.21
 ACÉM,-0.8399999999999999,4.75,-3.8600000000000003,-1.6900000000000004,-2.1500000000000004,1.4399999999999995,1.52,0.0900000000000003,-1.86,3.9000000000000004,-1.4199999999999997,0.8900000000000003,-0.24,-1.09,0.5800000000000001,-0.7200000000000002,-0.8099999999999998
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,-1.9100000000000001,-4.580000000000001,1.49,-0.9900000000000003,0.6299999999999999
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,-1.69,0.0,0.5499999999999998,-5.6,0.0,1.1300000000000003,1.2800000000000002,0.2300000000000002,0.0,0.0,-1.65
 COSTELA,6.43,1.9099999999999997,2.84,0.19999999999999996,1.67,0.8,-0.24999999999999978,0.1900000000000004,-2.48,6.859999999999999,1.04,1.73,2.32,-1.3,6.880000000000001,-0.4800000000000001,1.91
 PICANHA,0.0,3.38,3.13,0.0,0.0,-3.27,0.0,-1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8900000000000001
 PESCADOS,1.0599999999999998,0.6100000000000001,1.33,0.41999999999999993,3.0199999999999996,-1.05,-2.84,-0.4700000000000001,0.8299999999999996,-2.83,0.12000000000000005,-0.6800000000000002,0.6399999999999999,2.0199999999999996,-1.1600000000000001,2.33,0.14
 PEIXE-ANCHOVA,0.0,0.0,0.0,0.41999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41999999999999993
 PEIXE-CORVINA,1.1,0.0,0.0,-1.9,0.0,0.0,0.0,0.0,2.0300000000000002,0.0,0.0,0.0,0.0,0.0,-0.07999999999999963,6.91,1.2400000000000002
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,3.9
 PEIXE-SARDINHA,0.0,0.6100000000000001,0.0,0.7300000000000001,0.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19
 CAMARÃO,2.5599999999999996,-1.18,0.0,1.23,0.0,-0.3599999999999999,4.96,0.11999999999999988,-2.42,-6.459999999999999,4.720000000000001,-2.08,0.0,0.0,5.36,1.5799999999999996,2.23
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46
 PEIXE-MERLUZA,0.0,0.0,2.05,1.7099999999999997,2.69,0.0,0.0,0.0,-0.52,0.0,-2.6200000000000006,0.0,0.0,0.0,0.0,0.0,1.65
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.36
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,4.7,0.0,-9.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.9399999999999995,0.69,-5.220000000000001
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,3.7900000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1
 PEIXE-CASTANHA,0.0,0.0,0.0,0.41999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41999999999999993
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.12
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21999999999999975,0.0,0.0,0.21999999999999975
 PEIXE-SALMÃO,0.3,0.0,0.0,0.0,2.1,-1.05,0.0,0.75,-2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
 PEIXE-TILÁPIA,0.0,1.7400000000000002,1.1400000000000001,0.84,2.7299999999999995,0.5399999999999998,0.0,-0.41000000000000003,0.6699999999999999,-2.21,0.16000000000000014,-1.0099999999999998,1.9100000000000001,0.0,0.0,0.87,0.84
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,-6.04,-3.4,0.0,0.0,0.0,0.20999999999999996,0.0,-2.2300000000000004,2.51,-0.09999999999999984,0.0,-1.1700000000000002
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,-0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.74
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.31000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41000000000000014
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5599999999999998,0.0,0.0,0.0,0.0,0.5599999999999998
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.57
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12000000000000005,0.0,0.0,0.0,0.0,0.0,0.12000000000000005
 CARNES E PEIXES INDUSTRIALIZADOS,3.63,6.130000000000001,1.3800000000000001,4.41,3.66,1.2799999999999998,4.52,3.46,2.03,2.98,1.15,3.4299999999999997,3.54,3.0400000000000005,4.9,2.7,3.44
 PRESUNTO,7.77,7.08,-0.71,0.0,5.359999999999999,3.24,0.0,8.209999999999999,3.3600000000000003,0.52,-1.93,4.19,5.04,4.619999999999999,0.0,8.22,4.62
 SALSICHA,0.0,9.8,0.0,3.56,8.92,0.0,0.0,0.0,0.0,7.85,0.0,0.0,0.0,4.75,0.0,0.0,8.31
 LINGUIÇA,1.9700000000000002,5.9799999999999995,1.5699999999999998,3.7400000000000007,1.79,0.5699999999999998,3.48,0.8699999999999999,1.4000000000000001,2.6900000000000004,1.56,4.319999999999999,3.6100000000000003,2.25,8.04,2.5300000000000002,2.38
 MORTADELA,5.07,0.0,6.67,3.5,7.56,0.0,0.0,6.4,0.0,2.9299999999999997,4.73,0.0,1.4099999999999997,0.0,0.0,0.0,5.860000000000001
 SALAME,0.0,1.8399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8399999999999999
 BACALHAU,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,3.77
 CARNE-SECA E DE SOL,1.2,0.0,0.0,4.95,0.0,0.8400000000000001,5.029999999999999,5.63,2.17,0.0,0.0,0.7600000000000001,0.0,0.0,0.8799999999999998,1.9200000000000002,3.23
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-1.8599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.25,-1.66,0.0,0.0,0.0,0.0,-1.92
 AVES E OVOS,4.720000000000001,7.88,6.26,4.82,3.0599999999999996,1.59,2.96,6.67,6.7,5.1,4.48,8.29,1.88,5.7,6.709999999999999,2.7,4.8100000000000005
 FRANGO INTEIRO,0.040000000000000036,9.91,4.15,3.7399999999999998,9.899999999999999,1.8,2.29,5.569999999999999,7.08,3.8,5.62,7.81,0.47000000000000003,8.49,6.46,-0.13999999999999993,5.140000000000001
 FRANGO EM PEDAÇOS,6.2,6.67,6.43,6.37,3.16,2.21,8.01,4.6000000000000005,7.85,6.27,4.35,10.500000000000002,3.16,5.58,3.6599999999999997,5.34,5.26
 OVO DE GALINHA,1.7300000000000004,10.65,8.3,4.92,-2.3,0.3900000000000001,0.020000000000000018,12.5,3.22,2.67,2.6,3.39,0.20000000000000018,-1.5700000000000003,11.1,2.84,3.13
 LEITES E DERIVADOS,11.530000000000001,19.509999999999998,16.8,5.890000000000001,16.74,14.790000000000001,6.5,8.379999999999999,10.5,15.39,13.809999999999999,13.02,15.370000000000001,15.599999999999998,17.0,9.99,14.57
 LEITE LONGA VIDA,22.91,29.119999999999997,28.42,25.54,26.990000000000002,26.67,20.169999999999998,11.959999999999999,19.33,27.08,20.64,19.65,21.88,18.87,32.17,19.14,25.68
 LEITE CONDENSADO,15.57,10.65,0.0,0.0,0.0,0.0,11.03,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,0.0,12.58
 LEITE EM PÓ,6.79,0.0,7.99,5.619999999999999,5.54,0.0,3.7800000000000007,5.3,6.96,2.11,4.119999999999999,10.17,10.36,15.57,13.579999999999998,1.62,6.3100000000000005
 QUEIJO,4.42,10.68,4.84,1.1600000000000001,7.19,7.000000000000001,5.57,9.97,8.780000000000001,10.97,11.32,7.35,7.6,15.9,9.54,13.74,7.19
 IOGURTE E BEBIDAS LÁCTEAS,5.91,1.4300000000000002,7.7700000000000005,4.75,6.92,4.529999999999999,1.12,0.31000000000000005,2.5900000000000003,-2.33,4.5,4.88,3.9200000000000004,3.9399999999999995,4.1,4.26,4.39
 REQUEIJÃO,5.73,0.0,8.16,0.0,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26
 MANTEIGA,2.84,0.0,6.699999999999999,6.109999999999999,0.0,7.6499999999999995,5.01,6.8,8.54,0.0,5.550000000000001,2.48,0.0,13.81,0.0,9.22,6.28
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,3.62
 PANIFICADOS,4.7299999999999995,5.92,6.140000000000001,8.610000000000001,7.17,7.68,7.34,8.78,8.030000000000001,6.859999999999999,5.49,6.720000000000001,5.32,10.99,7.42,10.55,6.880000000000001
 BISCOITO,4.279999999999999,4.369999999999999,5.9,7.24,5.960000000000001,5.180000000000001,3.51,3.79,5.3,9.25,6.03,5.1899999999999995,3.77,1.8599999999999999,6.31,8.969999999999999,5.680000000000001
 PÃO FRANCÊS,5.17,7.75,5.94,10.15,7.470000000000001,10.61,9.95,10.91,9.57,7.91,6.48,8.27,7.09,13.780000000000001,9.48,11.879999999999999,7.989999999999999
 PÃO DOCE,3.0800000000000005,4.51,5.61,0.0,6.9799999999999995,0.0,0.0,0.0,6.380000000000001,2.8200000000000003,0.0,5.96,5.62,0.0,0.0,0.0,5.3999999999999995
 PÃO DE FORMA,5.88,7.220000000000001,2.4600000000000004,0.0,10.48,9.030000000000001,0.0,0.0,0.0,3.55,0.0,6.699999999999999,0.0,0.0,0.0,0.0,7.609999999999999
