Variacoes - OUTUBRO - DEZEMBRO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 REQUEIJÃO,1.71,0.0,3.42,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02
 MANTEIGA,-0.6799999999999999,0.0,0.73,4.98,0.0,2.18,-1.65,-1.7999999999999998,-0.19000000000000017,0.0,0.6100000000000001,-2.9699999999999998,0.0,-1.4800000000000002,0.0,-0.6599999999999999,0.29
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.79
 PANIFICADOS,1.96,4.1499999999999995,2.8899999999999997,2.42,2.86,5.51,0.26,2.13,0.08999999999999997,1.8399999999999999,3.0300000000000002,2.68,2.09,3.17,4.1000000000000005,0.33000000000000007,2.5
 BISCOITO,3.4300000000000006,4.4799999999999995,3.8499999999999996,2.98,5.75,4.41,4.359999999999999,3.83,-0.029999999999999916,4.37,4.39,2.18,2.8499999999999996,2.5,1.98,3.9299999999999997,3.9800000000000004
 PÃO FRANCÊS,0.97,1.6099999999999999,1.27,2.29,1.0,5.17,-2.1300000000000003,1.27,-0.7,0.33000000000000007,1.8199999999999998,3.0300000000000002,1.97,3.0999999999999996,5.12,-2.2699999999999996,1.05
 PÃO DOCE,2.29,8.690000000000001,3.5,0.0,-0.9200000000000002,0.0,0.0,0.0,7.1499999999999995,0.78,0.0,3.2199999999999998,1.8999999999999995,0.0,0.0,0.0,1.73
 PÃO DE FORMA,1.1800000000000002,9.01,6.76,0.0,5.76,7.5,0.0,0.0,0.0,3.35,0.0,1.4300000000000002,0.0,0.0,0.0,0.0,5.27
 BOLO,3.81,5.9799999999999995,3.48,1.1500000000000004,4.09,9.3,5.67,3.51,4.87,-1.38,3.83,4.3,0.87,6.09,3.5599999999999996,9.79,3.67
 PÃO DE QUEIJO,0.0,0.0,6.390000000000001,0.0,0.0,4.53,0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.0,0.0,0.0,5.569999999999999
 ÓLEOS E GORDURAS,1.5,-2.27,2.2300000000000004,1.2600000000000002,-1.0800000000000003,1.27,1.8099999999999996,-2.83,1.02,-3.83,2.7199999999999998,-1.97,-0.8300000000000001,-3.9000000000000004,0.2799999999999998,-2.85,-0.25
 ÓLEO DE SOJA,1.7400000000000002,-2.36,2.87,1.0,-3.02,1.1599999999999997,4.0,-5.24,0.6699999999999999,-5.1,3.56,-2.96,-1.94,-4.5,-0.3900000000000001,-4.28,-0.8200000000000003
 AZEITE DE OLIVA,1.77,0.0,0.0,0.0,0.0800000000000003,1.62,-0.52,0.0,-2.83,0.8800000000000001,0.0,1.27,1.65,-0.039999999999999925,0.0,0.0,0.3800000000000001
 MARGARINA,0.94,-1.9399999999999997,-0.24999999999999978,1.65,3.29,0.0,-1.3100000000000003,1.0400000000000003,4.32,-3.17,-1.33,0.0,0.5700000000000001,0.0,2.24,-0.59,0.97
 BEBIDAS E INFUSÕES,3.29,1.8099999999999998,2.11,2.87,2.05,0.07000000000000002,-0.010000000000000009,0.88,1.9700000000000002,1.3199999999999998,0.87,0.72,1.54,1.6099999999999999,0.9600000000000002,1.3199999999999998,1.7699999999999998
 SUCO DE FRUTAS,3.6199999999999997,4.47,5.91,5.02,3.7199999999999998,2.52,0.0,7.73,0.0,2.4799999999999995,1.82,1.7799999999999998,4.22,0.0,0.0,0.0,3.82
 POLPA DE FRUTA (CONGELADA),0.0,0.0,0.0,0.0,0.0,0.0,7.74,1.48,4.0200000000000005,0.0,0.0,0.0,0.0,5.12,3.91,0.0,4.25
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,-1.28,0.0,0.0,0.0,0.0,0.0,0.0,9.15,-1.1,0.0,-1.1
 CAFÉ MOÍDO,2.4,-1.3599999999999999,-0.9600000000000001,1.1,0.8200000000000001,-6.42,0.09999999999999987,-2.1999999999999997,1.16,-2.16,-3.8299999999999996,-3.31,-1.1199999999999999,-1.37,0.3199999999999999,0.97,-0.24999999999999997
 CAFÉ SOLÚVEL,0.0,3.6899999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6899999999999995
 REFRIGERANTE E ÁGUA MINERAL,2.62,1.84,2.7900000000000005,2.9000000000000004,2.2500000000000004,1.9400000000000002,2.4,1.91,0.8599999999999999,2.74,3.0599999999999996,2.9899999999999998,2.0,1.02,1.4700000000000002,1.05,2.31
 CERVEJA,5.9,3.92,2.63,4.35,2.84,3.3599999999999994,2.77,4.08,4.16,2.21,2.2,3.02,3.19,0.0,3.8200000000000003,2.01,3.2300000000000004
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,0.0,0.0,0.0,-1.3700000000000003,0.0,0.0,3.7699999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-0.1100000000000001
 VINHO,1.05,-1.5599999999999998,0.0,0.0,1.01,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.6499999999999999
 SUCO EM PÓ,0.0,1.6099999999999999,7.979999999999999,0.0,1.7800000000000002,0.0,0.0,0.0,0.0,3.2,0.0,0.0,2.25,4.66,0.0,0.0,3.04
 CHÁ MATE (ERVA MATE),0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4099999999999997,0.0,0.0,1.83,0.0,0.0,0.0,0.04999999999999999
 ENLATADOS E CONSERVAS,2.06,3.49,4.31,2.1,2.21,0.71,2.37,2.9699999999999998,3.2,2.29,2.35,2.2800000000000002,3.54,2.2700000000000005,5.22,5.25,2.6
 ALIMENTO INFANTIL,0.0,0.0,0.0,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68
 PALMITO EM CONSERVA,0.0,0.0,1.4200000000000002,0.0,0.8300000000000001,3.67,0.0,0.0,0.0,1.8699999999999999,0.5,0.0,0.0,0.0,0.0,0.0,1.0800000000000003
 PEPINO EM CONSERVA,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
 SARDINHA EM CONSERVA,0.61,5.3100000000000005,0.61,1.76,-0.31000000000000016,-0.09000000000000008,-0.8200000000000001,2.22,1.8199999999999998,4.9,0.0,2.69,2.9699999999999998,-1.01,5.29,4.79,1.66
 SALSICHA EM CONSERVA,0.0,0.0,0.0,0.0,0.0,0.0,-2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.39
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41000000000000014,0.0,0.0,3.0,0.0,0.0,0.0,0.08000000000000007
 AZEITONA,1.02,2.33,1.3199999999999998,-1.1600000000000001,0.34999999999999987,0.8200000000000003,0.0,3.17,1.6,0.56,-0.52,-0.29000000000000004,1.9,4.46,0.0,0.0,0.7000000000000001
 MILHO-VERDE EM CONSERVA,7.7700000000000005,7.16,10.78,4.23,11.39,0.0,4.02,4.4,5.7,5.5600000000000005,13.52,4.24,5.02,6.18,4.95,6.3500000000000005,7.8
 ATUM EM CONSERVA,0.41999999999999993,0.8500000000000002,0.0,4.17,2.92,0.7299999999999999,0.0,0.0,3.05,-2.2699999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999996
 SAL E CONDIMENTOS,2.17,2.5700000000000003,5.92,1.3900000000000001,3.54,2.98,2.0700000000000003,2.29,5.76,5.460000000000001,3.7,3.63,3.79,1.98,2.1900000000000004,0.68,3.65
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94
 ATOMATADO,-2.33,2.9899999999999998,4.76,-3.33,2.63,4.89,3.7199999999999998,3.8099999999999996,6.140000000000001,9.370000000000001,4.88,3.0,4.43,3.41,4.3100000000000005,1.9500000000000002,3.33
 ALHO,4.64,0.0,9.0,0.8400000000000001,5.050000000000001,-0.13999999999999968,-0.07000000000000006,0.050000000000000155,8.45,0.82,-0.3900000000000001,5.72,4.28,1.7700000000000002,2.56,-1.65,4.300000000000001
 SAL,1.4999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,1.94,3.7199999999999998,0.04000000000000015,1.82
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5499999999999996
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
 FERMENTO,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2.25
 MAIONESE,3.7600000000000007,-0.42999999999999994,6.12,15.84,4.73,2.09,-0.15999999999999992,6.7,0.0,6.65,0.0,0.42000000000000015,3.44,1.32,0.0,0.0,4.34
 VINAGRE,0.0,-0.26000000000000006,0.0,1.73,-1.6099999999999999,2.0,3.75,0.0,1.83,0.0,0.0,0.0,0.0,0.0,-3.8,1.35,0.04999999999999999
 CALDO CONCENTRADO,0.0,5.65,0.0,1.96,0.0,0.0,0.0,5.88,4.14,0.0,8.21,5.26,0.0,0.0,0.0,0.0,5.3100000000000005
 TEMPERO MISTO,0.0,6.16,2.5300000000000002,3.44,3.53,6.890000000000001,2.3400000000000003,2.66,3.2199999999999998,3.2899999999999996,6.1,0.28,2.13,1.9,1.9400000000000004,3.46,3.54
 ALIMENTAÇÃO FORA DO DOMICÍLIO,1.29,0.72,2.19,1.83,1.35,0.38,1.13,0.51,1.8699999999999999,1.45,1.42,3.1799999999999997,1.9300000000000002,0.91,0.61,1.8199999999999998,1.3900000000000001
 ALIMENTAÇÃO FORA DO DOMICÍLIO,1.29,0.72,2.19,1.83,1.35,0.38,1.13,0.51,1.8699999999999999,1.45,1.42,3.1799999999999997,1.9300000000000002,0.91,0.61,1.8199999999999998,1.3900000000000001
 REFEIÇÃO,1.65,0.3,1.96,1.7799999999999998,0.99,-0.020000000000000018,1.11,0.11999999999999997,1.9300000000000002,1.25,1.4500000000000002,2.62,1.56,0.28,0.44000000000000006,1.8900000000000001,1.1600000000000001
 LANCHE,0.7099999999999999,2.11,2.57,1.7100000000000002,1.9400000000000002,1.56,1.3900000000000001,1.35,2.23,1.0,1.66,4.37,2.18,1.67,2.08,1.97,1.82
 REFRIGERANTE E ÁGUA MINERAL,2.12,0.8300000000000001,2.9499999999999997,2.4499999999999997,0.72,1.3900000000000001,0.8,-0.05999999999999994,2.7600000000000002,1.6300000000000001,0.7399999999999998,2.24,0.9,3.07,2.0,2.91,1.3900000000000001
 CAFEZINHO,0.0,-2.2,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1799999999999997
 CERVEJA,0.5800000000000001,1.37,2.3,2.73,0.6299999999999997,-1.23,0.10000000000000003,2.35,0.08999999999999997,4.3,-0.6,2.4,3.8200000000000003,1.31,-3.13,0.15000000000000002,1.05
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,4.13,0.0,-0.29000000000000004,0.0,2.06
 VINHO,-2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.58
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6799999999999999,0.0,0.0,0.0,0.0,-2.61,-1.0300000000000002
 SORVETE,0.0,0.0,0.0,0.0,4.55,0.0,0.0,1.09,2.84,5.72,3.92,0.0,1.0899999999999999,2.38,0.0,2.81,4.16
 HABITAÇÃO,0.84,2.87,0.17,2.92,0.63,5.050000000000001,1.24,1.46,0.89,-1.92,3.41,1.05,-0.29000000000000004,3.39,3.2800000000000002,0.63,1.05
 ENCARGOS E MANUTENÇÃO,2.37,3.37,0.82,0.55,1.0999999999999999,-0.48,2.6300000000000003,1.85,1.0899999999999999,1.0,2.06,1.1500000000000001,0.8300000000000001,0.36,1.4100000000000001,0.77,1.3900000000000001
 ALUGUEL E TAXAS,2.41,3.87,0.52,0.32,0.79,-0.77,2.8,1.8599999999999999,0.84,0.55,1.95,1.07,0.5800000000000001,-0.44,1.8,0.9000000000000001,1.2
 ALUGUEL RESIDENCIAL,0.8200000000000001,3.44,1.3299999999999998,0.97,1.4700000000000002,-1.56,0.45,2.8099999999999996,1.65,3.32,3.2199999999999998,1.47,1.3599999999999999,-0.6,3.0,1.5499999999999998,1.6
 CONDOMÍNIO,0.69,0.8400000000000001,-1.2000000000000002,-0.5700000000000001,0.19000000000000006,-0.07999999999999995,1.03,1.4900000000000002,0.34999999999999987,-4.29,1.79,1.58,-0.64,-0.39999999999999997,2.0,0.78,0.060000000000000026
 TAXA DE ÁGUA E ESGOTO,11.53,6.4,0.0,0.0,0.0,0.0,10.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.88,0.0,0.0,0.0,-3.88
 REPAROS,1.2200000000000002,2.2199999999999998,0.72,0.9299999999999999,1.34,0.09999999999999998,1.65,0.32999999999999996,0.47,0.28,0.9099999999999999,0.030000000000000138,0.3999999999999999,-0.78,0.62,0.15000000000000002,1.09
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,-1.3299999999999998,0.0,0.0,1.2,0.0,0.0,1.6400000000000001
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,-0.36,0.0,0.0,0.0,1.7500000000000002,0.0,0.0,0.0,0.0,0.67,0.0,0.79
 VIDRO,0.0,0.0,0.0,0.0,0.0,1.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6400000000000001
 TINTA,3.0599999999999996,1.96,1.83,0.22999999999999987,2.8,-1.7999999999999998,2.59,3.0700000000000003,2.92,-2.9499999999999997,-0.2100000000000002,-0.8299999999999998,0.06999999999999995,-1.44,1.25,3.0400000000000005,1.6800000000000002
 REVESTIMENTO DE PISO E PAREDE,-0.9199999999999999,5.27,-2.72,2.7600000000000002,1.27,0.0,1.2099999999999997,0.8199999999999998,-0.74,3.2,1.7999999999999998,-0.81,0.0,-3.86,-1.15,-1.42,1.18
 MADEIRA E TACO,0.0,-1.75,0.0,0.0,0.0,0.0,0.0,-5.5600000000000005,0.0,0.0,0.0,0.0,0.0,2.51,-2.66,0.0,-2.5399999999999996
 CIMENTO,0.0,0.0,0.0,0.87,0.0,0.0,1.5799999999999998,-2.01,-2.2199999999999998,0.0,0.0,0.9300000000000004,2.4,0.8600000000000001,6.62,0.0,0.95
 TIJOLO,0.71,0.0,0.0,0.0,0.0,0.0,3.13,0.0,0.0,0.0,4.18,1.07,0.0,-3.58,-1.6699999999999997,0.0,1.17
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,-0.2500000000000002,0.0,0.0,0.0,-0.7700000000000002,0.0,0.0,0.0,-2.67,0.0,0.0,0.0,-0.40000000000000013
 MÃO DE OBRA,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999
 AREIA,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,-1.29,0.0,0.71
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,0.0,-2.09
 TELHA,0.0,3.27,3.33,-3.01,0.0,0.0,1.0299999999999998,0.0,0.0,2.74,0.0,0.0,0.0,0.0,-1.24,0.0,2.05
 ARTIGOS DE LIMPEZA,4.39,1.5299999999999998,3.2199999999999998,1.7100000000000002,4.25,4.49,3.5200000000000005,3.73,3.84,6.050000000000001,4.01,4.529999999999999,2.82,4.83,1.71,0.71,3.7600000000000002
 SACO PARA LIXO,0.0,0.5599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.6899999999999997
 ÁGUA SANITÁRIA,0.8800000000000001,-2.45,-0.3900000000000001,-4.359999999999999,2.59,-1.5999999999999999,0.030000000000000027,1.15,2.33,0.0,-1.71,0.0,0.1200000000000001,-1.06,-1.36,-3.04,0.5
 DETERGENTE,2.9899999999999998,1.0699999999999998,2.8499999999999996,-1.18,2.9,5.459999999999999,3.9,1.0600000000000005,2.65,5.26,2.33,3.83,0.5400000000000001,5.5600000000000005,0.0,0.01000000000000012,2.5599999999999996
 SABÃO EM PÓ,6.25,1.33,4.51,4.9399999999999995,8.22,6.5600000000000005,5.68,6.25,5.96,8.93,6.43,4.37,4.91,7.29,4.66,0.8300000000000001,6.41
 DESINFETANTE,1.6399999999999997,1.93,4.05,2.91,3.26,2.54,3.07,1.06,2.3200000000000003,4.18,3.36,7.52,0.0,0.0,2.79,0.0,2.9899999999999998
 SABÃO EM BARRA,-2.22,0.0,1.3899999999999997,1.58,0.0,0.0,3.67,8.219999999999999,2.7800000000000002,0.0,0.0,1.28,3.3099999999999996,2.38,-5.6899999999999995,2.89,1.52
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0799999999999996,0.0,3.56,0.0,0.0,0.0,0.0,2.2600000000000002
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,4.04,4.09
 LIMPADOR MULTIUSO,0.0,4.09,0.0,0.0,4.91,5.640000000000001,0.0,0.0,0.0,4.48,0.0,0.0,0.0,0.0,0.0,0.0,4.79
 PAPEL TOALHA,5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51
 AMACIANTE E ALVEJANTE,6.11,2.7300000000000004,3.2699999999999996,3.54,1.32,4.12,2.21,2.95,3.75,4.2,3.46,5.18,1.9699999999999998,2.08,4.1,0.1,2.82
 COMBUSTÍVEIS E ENERGIA,-1.42,2.0,-0.91,6.22,-0.51,21.53,0.17000000000000004,0.9,0.6200000000000001,-7.71,5.760000000000001,0.96,-1.55,5.46,4.970000000000001,0.45999999999999996,0.42
 COMBUSTÍVEIS (DOMÉSTICOS),-0.7599999999999999,-2.54,-2.0,-1.46,-0.5,-3.6300000000000003,-0.48000000000000015,-1.83,1.0699999999999998,-2.34,-1.8900000000000001,-1.44,-0.27,-0.32,-1.72,-0.8500000000000001,-1.15
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,-0.17999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.58,0.0,-3.84
 GÁS DE BOTIJÃO,0.07000000000000006,-2.54,-2.0,-1.46,-2.44,-3.6300000000000003,-0.48999999999999994,-1.83,1.0699999999999998,-2.81,-1.8900000000000001,-1.44,-0.27,-0.32,-1.3499999999999999,-0.8500000000000001,-1.6
 GÁS ENCANADO,-2.48,0.0,0.0,0.0,7.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9699999999999998
 ENERGIA ELÉTRICA RESIDENCIAL,-1.6,3.8499999999999996,-0.3400000000000001,10.27,-0.52,29.310000000000002,0.41000000000000014,2.2,0.3800000000000001,-10.46,8.76,1.9099999999999997,-2.0,7.93,10.139999999999999,1.1,1.06
 ENERGIA ELÉTRICA RESIDENCIAL,-1.6,3.8499999999999996,-0.3400000000000001,10.27,-0.52,29.310000000000002,0.41000000000000014,2.2,0.3800000000000001,-10.46,8.76,1.9099999999999997,-2.0,7.93,10.139999999999999,1.1,1.06
 ARTIGOS DE RESIDÊNCIA,-1.67,0.040000000000000036,0.01999999999999999,0.25,1.7,0.3,-1.53,0.14999999999999997,0.77,0.71,-1.07,-1.43,-1.68,1.61,-0.47,-2.0399999999999996,0.35
 MÓVEIS E UTENSÍLIOS,-1.0500000000000003,0.63,0.6400000000000001,1.15,4.279999999999999,2.3599999999999994,-0.030000000000000027,2.09,2.18,2.09,-0.21999999999999997,0.45999999999999996,0.030000000000000027,1.92,0.94,-0.4999999999999999,1.9200000000000002
 MOBILIÁRIO,-1.41,1.05,0.7500000000000001,0.08999999999999998,6.45,2.24,0.06,1.6800000000000002,3.3800000000000003,2.29,-1.65,-1.32,-0.9899999999999999,1.49,0.51,-1.1199999999999999,2.55
 MÓVEL PARA SALA,-2.2,0.7599999999999998,2.41,0.21999999999999975,6.28,0.5100000000000002,-1.17,8.879999999999999,5.14,3.0599999999999996,0.9000000000000004,1.93,0.51,4.65,-2.84,1.87,3.13
 MÓVEL PARA QUARTO,-1.0600000000000003,1.15,0.42999999999999994,-0.050000000000000044,6.359999999999999,2.89,-1.2000000000000002,-2.7700000000000005,2.8600000000000003,2.4299999999999997,-4.66,-2.42,0.18999999999999995,2.11,-0.029999999999999805,-2.34,2.17
 MÓVEL PARA COPA E COZINHA,-0.29000000000000004,1.8399999999999999,-1.9300000000000002,2.0300000000000002,6.98,4.859999999999999,5.010000000000001,5.540000000000001,3.4899999999999998,1.6699999999999997,-0.7399999999999999,-2.75,-3.13,-4.56,7.42,-1.21,2.95
 MÓVEL INFANTIL,0.0,0.0,0.0,-2.4899999999999998,0.0,0.0,0.0,2.5599999999999996,-0.33000000000000007,0.29000000000000004,1.2,0.0,-6.5,-0.5299999999999998,-4.1000000000000005,-2.24,-0.5799999999999998
 COLCHÃO,0.0,-1.0000000000000004,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7300000000000004
 UTENSÍLIOS E ENFEITES,-1.3699999999999999,-0.9100000000000001,0.09000000000000002,2.28,-0.3100000000000001,2.09,-1.44,2.1799999999999997,0.86,1.73,1.4,1.78,1.0899999999999999,2.5700000000000003,2.59,2.05,0.32
 ARTIGOS DE ILUMINAÇÃO,-2.2,-0.5800000000000001,-0.75,-1.3599999999999999,-1.6400000000000001,0.1100000000000001,-1.36,1.9,1.48,-0.18999999999999995,0.0,0.0,1.98,0.0,4.46,-1.83,-0.6599999999999999
 TAPETE,-2.16,-0.8200000000000001,0.0,0.0,-5.800000000000001,1.99,-2.16,0.0,0.6499999999999999,1.6700000000000002,-0.12999999999999978,0.6699999999999999,-1.07,0.0,0.0,0.0,-2.16
 CORTINA,3.27,1.63,-1.75,-0.5600000000000003,2.2,1.96,0.0,1.06,2.96,-1.1800000000000002,1.32,0.35000000000000003,0.0,0.0,0.0,0.0,1.11
 UTENSÍLIOS DE METAL,-3.22,-2.88,0.51,6.050000000000001,0.6499999999999999,3.37,-3.66,4.31,0.1100000000000001,4.4399999999999995,2.11,5.1,2.1,3.11,2.8200000000000003,4.99,0.9100000000000001
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,2.01,4.25,0.8999999999999999,1.59,-1.8900000000000001,0.5800000000000001,-0.32999999999999985,2.29,0.0,0.8900000000000001,-1.2799999999999998,2.33,1.3499999999999999,-0.9400000000000002,1.09
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,1.9799999999999998,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.43999999999999995,-1.2700000000000002,2.52
 FLORES NATURAIS,0.0,-2.6899999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6899999999999995
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,1.68,-2.29,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,-0.72,1.37,0.6100000000000001,-0.22000000000000008,0.0,0.0,0.35000000000000003
" CAMA, MESA E BANHO",3.41,1.66,1.14,6.57,0.76,3.84,3.01,5.11,-0.18999999999999995,1.8800000000000003,3.58,6.369999999999999,2.9099999999999997,2.65,0.3899999999999999,-1.9200000000000002,1.8099999999999998
 ROUPA DE CAMA,3.41,1.66,1.14,7.119999999999999,0.76,3.84,3.01,4.66,-0.18999999999999995,1.8800000000000003,3.58,6.369999999999999,2.9099999999999997,3.19,0.3899999999999999,-1.9200000000000002,1.73
 ROUPA DE BANHO,0.0,0.0,0.0,5.1499999999999995,0.0,0.0,0.0,6.209999999999999,0.0,0.0,0.0,0.0,2.9399999999999995,0.7399999999999998,0.0,0.0,4.8
 APARELHOS ELETROELETRÔNICOS,-2.3600000000000003,-0.71,-1.39,-0.8400000000000001,-1.52,-1.96,-3.45,-2.02,-0.67,-0.27,-2.74,-3.13,-3.5,1.7599999999999998,-2.23,-4.58,-1.5699999999999998
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-0.15999999999999998,3.86,5.551115123125783e-17,0.7899999999999999,0.40000000000000013,1.1400000000000001,-1.87,-0.08999999999999997,1.56,1.5599999999999998,-2.07,1.0,-3.01,4.04,-0.4000000000000002,0.030000000000000027,0.62
 REFRIGERADOR,0.06999999999999995,5.54,0.07999999999999996,0.6500000000000001,1.1900000000000002,0.48,-3.08,0.14,1.5,1.96,-3.08,0.56,-3.49,6.92,-0.07000000000000006,-0.8199999999999998,0.8999999999999999
 AR-CONDICIONADO,-0.3699999999999999,3.08,0.0,-0.42000000000000004,2.91,1.76,-1.51,1.29,0.6499999999999999,-0.74,0.3800000000000001,0.7899999999999999,-1.23,3.93,0.0,-0.57,1.29
 MÁQUINA DE LAVAR ROUPA,-1.3500000000000003,1.8099999999999998,-0.9200000000000002,6.5600000000000005,-2.6799999999999997,1.42,-0.46,-1.94,1.1400000000000001,2.16,-2.87,1.3999999999999997,-3.54,-0.15999999999999998,1.25,-0.6900000000000002,-0.5700000000000001
 VENTILADOR,0.0,0.0,0.0,-2.38,0.0,0.0,-0.48,2.17,0.0,0.0,0.0,0.0,-3.52,3.53,-4.11,2.37,-1.14
 FOGÃO,1.0700000000000003,4.64,0.5599999999999998,-1.97,2.33,2.01,-2.54,-0.6199999999999999,2.7800000000000002,1.27,0.8299999999999998,1.51,-1.8499999999999999,0.8900000000000001,0.5499999999999998,2.69,1.48
 CHUVEIRO ELÉTRICO,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58
" TV, SOM E INFORMÁTICA",-4.72,-7.75,-3.14,-2.72,-3.8,-5.41,-5.199999999999999,-4.26,-3.82,-2.7,-3.7699999999999996,-8.8,-4.38,-3.0500000000000003,-4.59,-9.57,-4.33
 TELEVISOR,-1.8,-7.25,-0.6399999999999998,-4.68,-1.8900000000000001,-2.2,-4.88,-4.4399999999999995,-2.13,-2.54,-2.4299999999999997,-8.26,-3.94,-1.6800000000000002,-2.86,-8.66,-2.95
 APARELHO DE SOM,0.0,0.0,0.0,-2.72,0.0,0.0,0.0,0.0,-4.57,0.0,0.0,0.0,0.0,0.0,-4.59,-3.37,-3.9699999999999998
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,-1.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2400000000000002
