Variacoes - JANEIRO - MARÇO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,NACIONAL
 ÍNDICE GERAL,1.46,0.6599999999999999,0.9400000000000001,1.11,0.81,0.6699999999999999,0.85,1.58,1.28,1.02,0.08000000000000002,1.01,0.9400000000000001,0.9600000000000001
 ALIMENTAÇÃO E BEBIDAS,0.27,1.31,-0.39,0.38999999999999996,0.18000000000000002,0.13,-0.019999999999999962,1.0,0.66,-0.19999999999999998,-0.8699999999999999,0.10000000000000009,-0.09999999999999998,0.24
 ALIMENTAÇÃO NO DOMICÍLIO,0.18999999999999995,0.76,-0.8200000000000001,-0.23999999999999996,-0.45000000000000007,-0.9700000000000002,-0.09999999999999998,0.9400000000000001,0.33000000000000007,-1.4700000000000002,-1.6,-0.45999999999999996,-1.2400000000000002,-0.27
" CEREAIS, LEGUMINOSAS E OLEAGINOSAS",-13.379999999999999,0.13999999999999996,-13.64,-10.26,-14.45,-9.81,-12.879999999999999,-3.15,-11.5,-14.190000000000001,-10.26,-14.33,-9.35,-11.28
 ARROZ,-0.16999999999999998,0.13000000000000012,-4.659999999999999,-1.86,-0.9699999999999999,1.86,-4.4,-1.5300000000000002,-2.95,-2.37,-1.66,-1.6500000000000001,-0.5900000000000001,-1.85
 FEIJÃO-MULATINHO,0.0,0.0,0.0,-4.199999999999999,0.0,0.0,0.0,1.98,4.56,0.0,0.0,0.0,0.0,-0.22000000000000036
 FEIJÃO-PRETO,-29.669999999999998,0.18999999999999997,0.0,0.0,0.0,0.0,-19.910000000000004,0.0,0.0,-33.91,0.0,-29.08,-20.04,-22.08
 FEIJÃO-MACASSAR (FRADINHO),0.0,0.0,0.0,-2.0,0.0,0.0,0.0,-3.39,0.9000000000000001,0.0,0.0,0.0,0.0,-2.29
 FEIJÃO-CARIOCA (RAJADO),0.0,0.0,-29.5,-46.48,-38.0,-27.84,-26.35,-28.64,-31.339999999999996,-36.45,-27.270000000000003,-35.93,-32.629999999999995,-33.39
" FARINHAS, FÉCULAS E MASSAS",1.42,-0.73,1.73,1.6600000000000001,-1.87,2.6399999999999997,0.27,5.31,10.67,-3.46,-0.07999999999999985,2.31,-1.01,1.77
 FARINHA DE ARROZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999999999999998,-0.09000000000000002,0.0,0.0,0.0,0.0,0.22
 MACARRÃO,-0.8999999999999997,1.3399999999999999,3.3499999999999996,0.4600000000000004,-2.3600000000000003,2.02,-3.53,1.14,0.19999999999999996,-0.8599999999999999,1.8900000000000001,0.63,0.51,-0.30000000000000004
 FUBÁ DE MILHO,0.0,0.0,0.16000000000000003,-5.28,0.0,0.0,0.0,0.0,3.35,0.0,4.390000000000001,0.0,0.0,-1.17
 AMIDO DE MILHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,0.5700000000000001
 FLOCOS DE MILHO,0.0,0.0,0.0,0.4699999999999999,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6100000000000001
 FARINHA DE TRIGO,-0.08000000000000007,-6.09,-0.18000000000000005,0.0,-6.380000000000001,0.0,-7.71,0.0,0.0,-7.71,-7.09,-1.49,-6.65,-5.58
 FARINHA VITAMINADA,0.0,0.0,0.0,-1.0099999999999998,0.0,0.0,0.0,2.7199999999999998,0.0,0.0,0.0,0.0,0.0,0.72
 FARINHA DE MANDIOCA,9.17,0.0,0.0,9.52,0.0,4.58,1.62,12.67,16.39,0.0,0.0,8.65,0.0,8.54
 MASSA SEMIPREPARADA,4.24,1.0099999999999998,0.18000000000000016,0.0,2.1,2.8000000000000003,0.0,0.0,0.0,-2.04,-1.2900000000000005,0.4399999999999999,2.79,1.3399999999999999
" TUBÉRCULOS, RAÍZES E LEGUMES",6.379999999999999,-12.280000000000001,0.5700000000000001,-2.08,-3.51,-2.8000000000000003,-4.789999999999999,1.7599999999999998,6.300000000000001,-5.050000000000001,6.34,9.18,-7.7700000000000005,-1.3600000000000003
 BATATA-INGLESA,2.339999999999999,-18.380000000000003,-3.4299999999999997,-3.3699999999999997,-10.100000000000001,-19.4,-17.95,-12.49,-4.0,-10.56,-6.829999999999999,10.17,-11.989999999999998,-8.46
 INHAME,0.0,0.0,0.0,-19.849999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.849999999999998
 MANDIOCA (AIPIM),0.0,6.52,0.0,-3.0600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83,-9.040000000000001,0.5
 ABÓBORA,-6.87,0.0,-13.6,0.0,0.0,-11.01,0.0,0.0,0.0,0.0,-14.29,0.0,0.0,-11.33
 PIMENTÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
 QUIABO,0.0,0.0,-16.189999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.18
 TOMATE,7.56,-10.639999999999999,10.62,15.159999999999997,6.9300000000000015,1.2299999999999995,-1.2699999999999996,11.020000000000001,11.74,-3.2299999999999986,15.28,14.980000000000002,-4.4799999999999995,5.3100000000000005
 CEBOLA,-5.550000000000001,-6.299999999999999,-11.84,6.39,-10.129999999999999,-7.47,1.75,1.9000000000000004,-0.8100000000000005,-19.6,-6.27,2.460000000000001,-8.39,-6.12
 CENOURA,45.22,0.0,24.73,0.0,15.13,27.439999999999998,0.0,22.169999999999998,29.78,45.11999999999999,37.699999999999996,4.199999999999999,0.0,26.580000000000002
 MANDIOQUINHA (BATATA-BAROA),0.0,0.0,0.0,0.0,-26.630000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.630000000000003
 AÇÚCARES E DERIVADOS,-1.1100000000000003,-1.3699999999999997,-2.96,0.52,-0.15000000000000013,2.0900000000000003,-6.3100000000000005,-0.16000000000000003,-2.74,-1.03,-3.77,-0.95,-1.4000000000000004,-1.3900000000000001
 AÇÚCAR REFINADO,-5.1000000000000005,-1.38,0.0,0.0,-1.95,0.0,-1.5099999999999998,3.31,0.0,-0.9199999999999999,0.0,0.0,0.0,-2.04
 AÇÚCAR CRISTAL,0.07000000000000006,-2.4299999999999997,-6.42,2.05,0.24,5.7,-9.11,-3.99,-4.620000000000001,0.7299999999999998,-5.339999999999999,-2.04,-1.7399999999999998,-2.8299999999999996
 BALAS,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3999999999999995,0.0,0.0,0.0,-1.22
 CHOCOLATE EM BARRA E BOMBOM,-0.9400000000000002,-3.5,4.28,-9.77,-0.8299999999999992,0.019999999999999907,-3.08,0.0,-3.04,-7.26,0.4,0.36000000000000004,-5.09,-1.9200000000000004
 SORVETE,-0.22000000000000008,0.3399999999999997,-1.58,-0.26,-0.41000000000000003,2.84,0.0,2.2,0.30000000000000004,0.3500000000000001,0.41000000000000003,1.81,1.96,-0.11999999999999994
 CHOCOLATE E ACHOCOLATADO EM PÓ,6.31,0.5,2.21,2.5900000000000003,2.2399999999999998,-1.46,-3.5,0.8799999999999999,7.29,3.42,-2.8200000000000003,1.31,-1.0300000000000002,2.2800000000000002
 DOCE  FRUTAS EM PASTA,0.0,0.0,0.0,-0.7500000000000004,0.0,-8.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.43
 HORTALIÇAS E VERDURAS,5.54,35.32,0.1100000000000001,11.34,12.240000000000002,4.02,13.67,3.63,4.03,17.7,2.0300000000000002,2.7600000000000002,16.2,10.52
 ALFACE,4.5,39.9,0.18000000000000013,14.120000000000001,8.629999999999999,5.870000000000001,20.53,-1.13,3.06,22.33,-0.15000000000000036,-0.35000000000000053,7.81,10.25
 COENTRO,0.0,0.0,0.0,11.26,0.0,0.0,0.0,0.0,8.01,0.0,0.0,0.0,0.0,9.66
 COUVE,3.59,0.0,-3.2499999999999996,0.0,10.7,2.3400000000000003,0.0,0.0,0.0,13.530000000000001,2.38,3.809999999999999,0.0,5.1
 COUVE-FLOR,7.62,25.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,0.0,14.110000000000001
 REPOLHO,12.99,32.03,4.76,5.6899999999999995,17.07,7.540000000000001,12.479999999999999,0.0,9.629999999999999,9.330000000000002,8.59,20.42,52.69,14.07
 CHEIRO-VERDE,4.81,0.0,0.0,0.0,22.73,3.9700000000000006,11.26,4.43,-0.1299999999999999,0.0,0.0,0.9699999999999998,10.08,9.809999999999999
 AGRIÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030000000000000138,-0.030000000000000138
 BRÓCOLIS,4.96,37.519999999999996,3.9099999999999997,0.0,19.32,0.9500000000000002,0.0,0.0,0.0,14.17,0.0,0.0,0.0,15.75
 FRUTAS,-0.8799999999999999,-6.710000000000001,-1.9099999999999997,11.77,-0.4199999999999997,-2.6799999999999997,-0.3600000000000003,11.9,2.7,-7.63,-1.3599999999999999,-0.08999999999999997,-4.32,-0.67
 BANANA-DA-TERRA,0.0,0.0,0.0,-3.71,0.0,0.0,0.0,0.0,-16.78,0.0,0.0,-10.6,0.0,-10.96
 ABACAXI,25.82,6.9300000000000015,8.04,3.6500000000000004,6.64,0.0,0.0,0.0,0.0,-1.4899999999999998,0.48,0.0,4.469999999999999,7.539999999999999
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.0
 BANANA-D'AGUA,-9.479999999999999,-13.500000000000002,0.0,0.0,-7.05,-16.69,0.0,0.0,0.0,-27.830000000000002,0.0,0.0,-27.51,-13.079999999999998
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.56,0.0,-11.27,-13.16
 BANANA-PRATA,-3.8200000000000003,-6.1000000000000005,-7.720000000000001,22.380000000000003,4.51,-10.33,7.360000000000001,27.64,3.54,-10.409999999999998,-2.42,-2.75,0.0,3.75
 LARANJA-BAIA,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42
 LIMÃO,0.0,0.0,0.0,0.0,0.0,0.0,-59.68,0.0,0.0,0.0,0.0,0.0,0.0,-59.68
 MAÇÃ,-16.38,-3.7699999999999996,-27.87,-15.84,-7.640000000000001,-12.360000000000001,-6.199999999999999,-17.06,-8.7,-15.459999999999999,-12.32,-14.010000000000002,-22.970000000000002,-13.219999999999999
 MAMÃO,-5.869999999999999,-7.929999999999999,-5.75,-14.26,0.6799999999999995,-7.69,33.839999999999996,-7.760000000000001,-20.119999999999997,-17.229999999999997,0.0,3.7300000000000004,-9.73,-5.89
 MANGA,30.77,0.0,0.0,28.94,0.0,13.97,0.0,0.0,0.0,0.0,0.0,41.92999999999999,0.0,27.900000000000002
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.180000000000003,1.8499999999999979,0.0,0.0,0.0,0.0,-4.760000000000002
 MELANCIA,0.0,0.0,26.599999999999998,7.2,5.17,22.150000000000002,4.59,13.549999999999999,12.16,3.1200000000000006,18.75,0.0,35.120000000000005,10.599999999999998
 PÊRA,-4.19,0.0,0.0,0.0,-11.379999999999999,-4.99,0.0,0.0,0.0,0.0,1.1999999999999997,-10.67,0.0,-8.43
 TANGERINA,0.0,-6.710000000000001,0.0,0.0,-0.4199999999999997,0.0,0.0,0.0,0.0,0.0,0.0,-0.08999999999999997,0.0,-6.34
 UVA,-6.81,0.0,-6.91,10.430000000000001,-8.45,8.17,-11.75,-9.41,2.33,5.08,-2.5699999999999994,-7.13,-11.27,-4.85
 LARANJA-PÊRA,16.29,0.0,27.050000000000004,42.34,17.290000000000003,11.65,4.85,29.62,25.81,21.5,8.67,15.9,18.59,20.46
 MORANGO,0.0,-12.63,4.73,0.0,0.0,0.0,0.0,0.0,0.0,16.740000000000002,0.0,0.0,0.0,3.59
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1700000000000002,0.0,0.0,0.0,0.0,0.0,-1.1600000000000001
 CARNES,-4.249999999999999,1.69,-2.4299999999999997,-0.6599999999999999,-1.22,-4.37,0.3800000000000001,-0.5,-2.9299999999999997,-4.9799999999999995,-5.16,-3.24,-1.71,-1.8699999999999997
 FÍGADO,0.0,0.0,0.0,-2.14,0.0,0.0,-0.8200000000000003,0.0,-3.8600000000000003,0.0,0.0,0.0,0.0,-1.9700000000000002
 CARNE DE PORCO,0.8699999999999997,2.5000000000000004,4.04,1.4200000000000002,4.7700000000000005,0.81,3.03,0.81,-1.5599999999999996,-3.0599999999999996,2.0200000000000005,-3.3,1.22,2.25
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,3.0,0.0,0.0,0.0,0.0,3.46
 CONTRAFILÉ,-5.859999999999999,3.66,-3.6500000000000004,-1.68,-2.3899999999999997,-4.030000000000001,0.20000000000000018,-1.4100000000000001,0.9500000000000002,-6.609999999999999,-6.619999999999999,-3.38,-2.9299999999999997,-2.61
 FILÉ-MIGNON,-11.52,0.0,0.0,4.0600000000000005,0.0,0.0,1.76,0.0,-2.31,-9.07,-4.32,0.0,1.5299999999999998,-4.8500000000000005
 CHÃ DE DENTRO,-3.03,2.6100000000000003,-3.5999999999999996,-0.8,-4.720000000000001,-4.66,3.5300000000000002,-2.48,-2.02,-2.6,-5.71,-6.109999999999999,-0.8600000000000003,-2.6100000000000003
 ALCATRA,-6.029999999999999,3.9000000000000004,-6.700000000000001,-2.6900000000000004,-3.5599999999999996,-5.859999999999999,2.29,-2.5500000000000007,-1.5899999999999999,-12.62,-5.88,-1.29,-1.97,-3.78
 PATINHO,-6.13,2.22,0.52,0.2600000000000007,1.0999999999999999,-4.75,3.87,-0.29000000000000004,-0.20000000000000018,-3.65,-4.0600000000000005,-0.8399999999999999,-3.7600000000000002,-0.5699999999999998
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,-2.7299999999999995,0.0,0.0,0.0,0.0,0.8799999999999999
 LAGARTO COMUM,0.0,0.0,0.0,0.0,-3.0500000000000003,-5.34,0.0,-1.4999999999999996,-1.42,0.0,-5.170000000000001,0.0,-2.1500000000000004,-3.3400000000000003
 MÚSCULO,2.76,3.04,-1.9300000000000002,-0.9,-1.17,0.0,-5.109999999999999,0.0,-6.26,0.1900000000000004,-7.6499999999999995,-4.94,0.1499999999999999,-1.5599999999999998
 PÁ,0.0,-0.7400000000000002,0.0,1.5299999999999998,3.77,-2.3499999999999996,-1.7700000000000002,0.0,-1.5499999999999998,3.51,0.0,0.0,2.38,0.67
 ACÉM,0.69,-3.1900000000000004,-2.84,-2.03,1.9599999999999997,-0.39000000000000057,-3.33,0.8700000000000006,-4.130000000000001,-7.08,-7.0,-3.19,1.8800000000000003,-0.76
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,-4.359999999999999,0.02999999999999997,-13.920000000000002,0.0,-5.69,0.0,-2.2800000000000002,-7.460000000000001
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
 COSTELA,-5.15,1.1099999999999999,-0.6299999999999999,-0.07999999999999963,-5.65,-5.300000000000001,1.49,-0.07000000000000006,-5.380000000000001,-1.27,-4.63,-2.92,-5.15,-2.22
 PESCADOS,8.23,6.25,4.819999999999999,3.72,1.7699999999999998,3.2599999999999993,10.67,5.1,6.53,1.1399999999999995,2.85,2.96,-0.4500000000000002,6.220000000000001
 PEIXE-ANCHOVA,16.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.12
 PEIXE-BADEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,2.25
 PEIXE-CORVINA,16.54,0.0,0.0,2.4299999999999997,0.0,0.0,0.0,0.0,0.34999999999999987,0.0,0.0,0.0,0.0,4.729999999999999
 PEIXE-CAVALINHA,0.0,0.0,0.0,-4.4799999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4799999999999995
 PEIXE,0.0,6.25,4.819999999999999,0.0,0.0,3.2599999999999993,0.0,0.0,0.0,1.1399999999999995,2.85,0.0,0.0,3.8099999999999996
 PEIXE-SARDINHA,0.0,0.0,0.0,3.0700000000000003,-1.08,0.0,0.0,0.0,13.030000000000001,0.0,0.0,0.0,-3.62,2.5700000000000003
 CAMARÃO,5.4399999999999995,0.0,0.0,16.439999999999998,0.0,0.0,6.04,0.0,12.28,0.0,0.0,11.25,-3.36,8.44
 PEIXE-VERMELHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95,0.0,0.0,0.0,0.0,6.95
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8199999999999994,0.19000000000000006,0.0,0.0,0.0,0.0,1.2500000000000004
 PEIXE-PACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16000000000000103,-0.16000000000000103
 PEIXE-DOURADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.509999999999998,0.0,18.5
 PEIXE-CAÇÃO,-5.43,0.0,0.0,0.0,-0.5599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,3.4399999999999995,0.0,-2.5799999999999996
 PEIXE-MERLUZA,3.9,0.0,0.0,6.66,8.360000000000001,0.0,0.0,0.0,7.729999999999999,0.0,0.0,0.0,4.590000000000002,6.34
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,3.4400000000000004,0.79,0.0,0.0,0.0,0.0,0.0,2.2600000000000002
 PEIXE-PESCADA,19.75,0.0,0.0,-1.12,-0.29999999999999993,0.0,14.68,0.0,3.42,0.0,0.0,-11.35,0.0,8.99
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,2.7399999999999993,0.0,0.0,0.0,0.0,0.0,0.0,2.7299999999999995
 PEIXE-CASTANHA,0.0,0.0,0.0,-2.889999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.880000000000001
 PEIXE-SALMÃO,0.0,0.0,0.0,0.0,4.329999999999999,0.0,0.0,5.1,0.0,0.0,0.0,0.0,-0.4500000000000002,3.88
 PEIXE-TILÁPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,0.0,0.0,0.0,0.0,6.06
 PEIXE-TUCUNARÉ,0.0,0.0,0.0,0.0,0.0,0.0,10.67,0.0,0.0,0.0,0.0,0.0,0.0,10.67
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,11.27,0.0,0.0,0.0,0.0,0.0,0.0,11.27
 PEIXE-PEROA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5799999999999983,0.0,-3.5799999999999983
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,8.59
 CARNES E PEIXES INDUSTRIALIZADOS,-0.25999999999999995,0.8500000000000001,4.15,0.25,1.88,2.17,0.9199999999999999,1.12,-1.41,-0.6399999999999999,3.48,4.75,0.6200000000000001,1.06
 PRESUNTO,2.95,5.6,-0.9099999999999999,0.0,0.48,1.09,-0.7899999999999998,5.0600000000000005,9.41,-0.9099999999999999,7.380000000000001,4.62,0.3099999999999996,1.82
 SALSICHA ,0.71,-0.5800000000000001,0.5399999999999999,2.79,5.83,2.21,-6.67,0.0,0.0,-1.8299999999999998,1.99,5.44,-3.45,2.25
 LINGUIÇA,-1.78,0.7300000000000001,9.129999999999999,5.290000000000001,1.52,2.9299999999999997,6.24,3.35,1.57,-0.21999999999999997,1.48,6.54,1.1599999999999997,2.38
 MORTADELA,0.27,-0.36,-1.4,0.5399999999999999,-0.21999999999999986,0.0,0.5499999999999999,0.5599999999999996,0.0,-0.45999999999999996,0.0,2.49,3.38,-0.11
 SALAME ,0.0,0.44999999999999973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999973
 CARNE-SECA E DE SOL,-1.88,0.0,0.0,-1.17,0.0,0.0,0.6299999999999999,-4.920000000000001,-3.79,0.0,0.0,-1.9900000000000007,0.0,-2.16
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-0.20000000000000012,0.0,0.0,0.0,0.0,0.0,-1.1599999999999997,0.0,0.0,0.0,0.0,-0.77
 HAMBÚRGUER,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83
 AVES E OVOS,1.81,0.1999999999999999,-1.5400000000000003,-6.09,-1.42,-0.42999999999999994,-1.36,-3.25,-1.99,0.9899999999999998,-2.0100000000000002,-8.42,2.48,-1.5400000000000003
 FRANGO INTEIRO,-4.23,-4.9,-5.85,-9.34,-4.890000000000001,-1.9,-1.2200000000000002,-4.869999999999999,-2.15,-3.1400000000000006,-4.73,-16.52,1.2600000000000002,-4.66
 FRANGO EM PEDAÇOS,1.24,0.3099999999999996,-3.17,-3.3100000000000005,-4.0200000000000005,-2.9699999999999998,-4.8,-4.08,-2.1699999999999995,-3.79,-8.29,-8.17,0.45999999999999996,-2.35
 OVO DE GALINHA,11.309999999999999,4.25,10.23,2.66,7.630000000000001,7.15,0.16000000000000003,3.09,-0.49000000000000066,16.16,12.250000000000002,9.07,8.559999999999999,6.53
 LEITES E DERIVADOS,3.8200000000000003,8.22,2.7899999999999996,-1.42,1.6400000000000001,0.2900000000000001,-6.29,0.32000000000000006,-1.51,6.1000000000000005,1.45,0.78,0.54,1.85
 LEITE LONGA VIDA,10.709999999999999,11.76,2.8099999999999996,-7.95,3.3200000000000003,0.5200000000000001,-12.510000000000002,-2.72,-7.949999999999999,9.03,1.1199999999999997,1.95,1.8399999999999999,3.58
 LEITE CONDENSADO,0.0,0.06000000000000005,0.0,0.0,0.0,0.0,-8.25,0.9800000000000001,0.0,0.0,0.0,0.0,-0.8099999999999999,-2.16
 LEITE EM PÓ,-0.64,2.81,0.0,0.1200000000000001,-2.24,0.0,-6.23,1.42,0.8699999999999999,2.56,2.84,0.24,2.17,-0.9700000000000001
 QUEIJO,-2.6900000000000004,4.88,2.7,-3.0700000000000003,0.33,-0.9299999999999997,-4.7700000000000005,-1.17,2.27,1.27,1.0099999999999998,-2.37,-3.56,0.08000000000000007
 CREME DE LEITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63,0.0,0.0,0.0,0.0,0.0,6.63
 IOGURTE E BEBIDAS LÁCTEAS,3.6599999999999997,5.02,2.94,6.31,-1.0100000000000002,1.31,1.3900000000000001,5.0600000000000005,1.58,3.13,3.9899999999999998,-1.2799999999999998,3.7800000000000002,1.9
 MANTEIGA,0.0,0.0,0.0,12.82,0.0,0.0,-2.38,13.25,3.2399999999999998,0.0,0.0,6.1,0.0,5.53
 PANIFICADOS,2.7800000000000002,0.26,1.04,1.17,1.02,0.41000000000000003,-1.7100000000000002,0.96,3.6500000000000004,-0.040000000000000036,0.6000000000000001,2.5,0.44,1.1600000000000001
 BISCOITO,1.81,1.4,0.6400000000000001,-0.74,-1.26,2.2,-2.21,1.18,-0.10999999999999988,0.6199999999999999,0.18000000000000005,0.8699999999999999,-1.6400000000000001,0.029999999999999978
 PÃO FRANCÊS,2.49,-0.8600000000000001,1.1300000000000001,1.6600000000000001,0.29000000000000004,-0.32999999999999996,-1.79,1.0,5.7,-1.24,0.010000000000000037,2.38,1.88,1.01
 PÃO DOCE,3.71,3.2800000000000002,-1.2400000000000002,0.0,0.52,2.17,-4.13,-1.6799999999999997,-0.3400000000000001,0.23000000000000032,0.0,2.74,-2.9499999999999997,0.62
 PÃO DE FORMA,4.08,-3.88,3.32,0.0,4.92,1.15,0.0,0.0,0.0,5.53,5.5,7.930000000000001,-2.8600000000000003,3.21
 BOLO,8.04,6.95,2.48,6.39,11.129999999999999,0.10000000000000007,4.26,1.26,5.83,0.2599999999999998,4.64,3.07,0.98,6.04
 PÃO DE QUEIJO,0.0,0.0,1.2000000000000002,0.0,0.0,-0.3500000000000001,0.0,0.0,0.0,0.0,-0.33999999999999986,0.0,0.0,0.62
 ÓLEOS E GORDURAS,4.4,7.01,5.890000000000001,3.81,5.85,1.67,10.620000000000001,4.43,4.6899999999999995,9.709999999999999,3.4699999999999998,7.58,3.57,5.93
 ÓLEO DE SOJA,5.419999999999999,5.890000000000001,5.51,4.890000000000001,9.59,1.8900000000000001,16.130000000000003,4.9,3.1599999999999997,12.88,3.33,8.92,4.6,7.46
 AZEITE DE OLIVA,-2.9000000000000004,0.0,0.0,0.0,-0.3800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-3.67,0.0,-1.41
 MARGARINA,7.1,9.65,7.25,2.8899999999999997,1.9,1.46,0.9100000000000001,3.87,7.48,3.11,4.19,11.04,0.5700000000000003,4.49
 BEBIDAS E INFUSÕES,1.22,0.6699999999999999,0.5599999999999999,0.89,0.3600000000000001,2.77,7.289999999999999,1.08,1.8399999999999999,0.8300000000000001,2.34,2.91,1.02,1.3499999999999999
 SUCO DE FRUTAS,-0.040000000000000036,3.8900000000000006,0.08999999999999969,2.3099999999999996,-1.9800000000000004,4.01,-0.09000000000000008,2.3,-2.76,-1.2299999999999998,2.7600000000000002,2.0,1.5,-0.4099999999999999
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,22.18,0.0,0.0,0.0,0.0,0.0,0.0,22.18
 CAFÉ MOÍDO,5.11,0.94,5.45,4.03,4.8500000000000005,6.050000000000001,2.4,5.640000000000001,10.030000000000001,3.9900000000000007,8.040000000000001,6.49,3.3499999999999996,5.109999999999999
 CAFÉ SOLÚVEL,0.0,-0.52,0.0,3.4800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8600000000000001
 CHÁ,0.0,-0.4600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,-1.5399999999999998,-0.45999999999999996
 REFRIGERANTE E ÁGUA MINERAL,0.86,1.92,-0.3700000000000001,0.009999999999999998,0.6200000000000001,1.99,1.62,-0.3500000000000001,-0.2200000000000001,1.33,0.75,3.66,1.54,0.7100000000000001
 CERVEJA,-0.65,-1.4900000000000002,-4.09,-1.2100000000000002,-2.71,-0.010000000000000009,1.91,-6.800000000000001,-2.12,-2.59,-0.4999999999999999,0.5499999999999999,-1.03,-2.08
 OUTRAS BEBIDAS ALCOÓLICAS,0.5700000000000001,1.9800000000000002,2.2600000000000002,-0.17999999999999994,0.47,3.8000000000000003,-1.03,0.49,-0.9199999999999999,1.6099999999999999,1.5800000000000003,-1.88,0.0,0.73
 ENLATADOS E CONSERVAS,-1.92,0.79,0.12,2.49,2.2699999999999996,2.06,-1.6400000000000001,1.53,1.75,-1.17,0.6699999999999999,-2.75,-0.96,0.62
 COCO RALADO,0.0,0.0,0.0,0.0,6.83,2.4699999999999998,0.0,0.0,0.0,0.9,0.0,0.0,2.6900000000000004,4.6
 ERVILHA EM CONSERVA,-0.5599999999999999,1.5299999999999998,0.0,0.0,0.0,8.16,0.0,0.0,4.83,0.0,0.0,0.0,4.87,1.88
 PALMITO EM CONSERVA,2.0300000000000002,0.0,4.0600000000000005,0.0,3.9299999999999997,0.0,0.0,0.0,0.0,-0.26999999999999924,-1.3199999999999998,-5.93,0.0,2.2800000000000002
 PEPINO EM CONSERVA,0.0,0.15999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2699999999999996,0.0,0.0,-0.5599999999999999,-0.3899999999999999
