Variacoes - JULHO - SETEMBRO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 CEBOLA,-88.27000000000001,-81.94999999999999,-73.25,-76.52000000000001,-42.04,-70.23,-63.84,-77.59,-84.53,-98.41,-76.82,-45.44,-78.24000000000001,-67.06,-55.75,-63.05,-68.53999999999999
 CENOURA,-8.69,0.0,-1.6300000000000008,0.0,0.75,5.84,0.0,-21.740000000000002,-11.790000000000001,-17.48,-12.760000000000002,-11.780000000000001,0.0,0.0,0.0,-15.040000000000001,-6.779999999999999
 MANDIOQUINHA (BATATA-BAROA),0.0,0.0,0.0,0.0,12.990000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.990000000000002
 AÇÚCARES E DERIVADOS,-4.17,4.26,0.3700000000000001,3.17,2.0500000000000003,0.8300000000000001,-1.1600000000000001,1.81,3.3,2.89,0.67,-3.96,-2.9400000000000004,0.9000000000000001,-0.18,2.58,1.16
 AÇÚCAR REFINADO,-10.090000000000002,3.559999999999999,0.0,0.0,3.5299999999999994,0.0,4.12,1.1900000000000002,0.0,0.5400000000000005,0.0,0.0,0.0,1.04,0.050000000000000266,-1.06,-0.9599999999999995
 AÇÚCAR CRISTAL,-6.069999999999999,11.879999999999999,1.5599999999999996,4.04,-1.5999999999999999,0.8300000000000001,-3.5500000000000007,2.37,3.05,2.64,0.5700000000000003,-7.58,-5.56,0.92,0.25,5.359999999999999,0.79
 BALAS,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32,0.0,0.0,0.0,0.0,0.0,0.0,4.41
 CHOCOLATE EM BARRA E BOMBOM,3.0199999999999996,5.529999999999999,1.8299999999999998,3.08,5.05,2.47,-0.53,0.0,4.66,5.34,-0.62,5.38,-1.1400000000000001,1.1900000000000002,0.0,1.7799999999999998,4.13
 SORVETE,-4.109999999999999,-5.64,-4.52,4.640000000000001,1.2300000000000002,1.82,0.0,1.81,1.8500000000000005,-0.15000000000000002,1.5700000000000007,-2.87,2.24,0.0,-2.83,-5.9,-0.73
 CHOCOLATE E ACHOCOLATADO EM PÓ,2.4699999999999998,2.4899999999999998,0.7399999999999999,1.3399999999999999,2.23,-1.9799999999999998,-1.3099999999999998,2.24,4.369999999999999,3.55,0.96,0.8499999999999999,-4.1499999999999995,0.6200000000000001,0.08999999999999986,2.42,1.9
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,-1.66,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24000000000000002
 HORTALIÇAS E VERDURAS,-14.51,-19.619999999999997,-7.44,-11.84,-6.17,-6.92,-12.2,6.34,-18.0,-17.85,-10.75,-13.18,-17.95,-8.52,-14.27,-11.309999999999999,-10.66
 ALFACE,-12.45,-16.9,-4.6,-7.36,-6.14,-0.2600000000000001,-12.07,7.1499999999999995,-20.029999999999998,-16.67,-6.529999999999999,-9.1,-13.74,-9.690000000000001,-5.52,-3.9399999999999995,-9.31
 COENTRO,0.0,0.0,0.0,-12.08,0.0,0.0,0.0,0.0,-7.93,0.0,0.0,0.0,0.0,0.0,0.0,-11.01,-10.29
 COUVE,-5.629999999999999,0.0,-2.2600000000000002,0.0,-7.97,-9.01,0.0,0.0,0.0,-11.05,-2.6300000000000003,-9.03,0.0,0.0,0.0,0.0,-6.279999999999999
 COUVE-FLOR,-22.240000000000002,-38.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.990000000000002,0.0,0.0,0.0,0.0,-29.84
 REPOLHO,-38.97,-9.57,-33.56,-18.16,-3.2299999999999995,-25.939999999999998,-34.11,0.0,-39.41,-19.810000000000002,-25.78,-46.0,-45.83,-23.089999999999996,0.0,-21.73,-22.46
 CHEIRO-VERDE,-6.449999999999999,0.0,0.0,0.0,-6.99,-9.78,-5.17,6.24,-6.359999999999999,0.0,0.0,-3.09,-3.58,-3.0399999999999996,-18.96,0.0,-4.800000000000001
 AGRIÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.29,0.0,0.0,0.0,-4.29
 BRÓCOLIS,-9.77,-32.07,-0.6099999999999999,0.0,-4.859999999999999,-2.57,0.0,0.0,0.0,-23.82,0.0,0.0,0.0,0.0,0.0,0.0,-12.28
 FRUTAS,-9.45,23.24,-13.98,-5.71,2.1799999999999997,-8.27,-5.91,-17.29,-8.33,0.9100000000000001,-5.24,-6.92,1.549999999999999,5.109999999999999,-4.47,-3.74,-0.5300000000000002
 BANANA-DA-TERRA,0.0,0.0,0.0,0.7699999999999991,0.0,0.0,0.0,0.0,-3.8100000000000005,0.0,0.0,3.87,0.0,2.040000000000001,0.0,0.0,-0.75
 ABACAXI,-20.39,-4.090000000000001,-6.8,-16.15,-10.700000000000001,0.0,0.0,0.0,0.0,8.35,1.3300000000000003,0.0,-8.200000000000001,0.0,0.0,-13.920000000000002,-9.55
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,-16.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.08
 BANANA-D'ÁGUA,-8.11,-4.63,0.0,0.0,6.88,-11.56,0.0,0.0,0.0,0.2699999999999996,0.0,0.0,15.959999999999999,0.0,0.0,0.0,2.91
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.4399999999999995,0.0,1.01,0.0,0.0,0.0,-5.05
 BANANA-PRATA,-17.86,-8.45,-27.62,-19.21,-9.11,-20.74,-9.870000000000001,-34.620000000000005,-18.68,-13.879999999999999,-17.119999999999997,-19.09,0.0,0.4400000000000004,-12.43,-18.259999999999998,-17.86
 LARANJA-BAÍA,0.0,-14.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.27
 LIMÃO,0.0,0.0,0.0,0.0,0.0,0.0,58.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.690000000000005,0.0,55.96
 MAÇÃ,-4.25,5.2,-6.12,-11.44,-4.640000000000001,-3.8199999999999994,-1.6300000000000003,-6.99,-2.0199999999999996,3.7300000000000004,4.2,-3.9000000000000004,-4.859999999999999,-4.3999999999999995,-16.29,0.3500000000000001,-2.9799999999999995
 MAMÃO,-4.509999999999998,-2.290000000000001,-9.61,7.03,-7.0,1.58,-6.38,16.59,-1.5900000000000034,22.339999999999996,0.0,-6.41,2.58,0.0,-9.879999999999999,5.709999999999998,-1.540000000000001
 MANGA,0.5199999999999978,0.0,0.0,8.7,0.0,-3.6799999999999997,0.0,0.0,0.0,0.0,0.0,-2.1599999999999997,0.0,0.0,0.0,5.209999999999999,2.1400000000000006
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.32,-11.17,0.0,0.0,0.0,0.0,0.0,0.0,10.379999999999999,-15.46
 MELANCIA,0.0,0.0,-9.150000000000002,-11.66,-2.0700000000000003,-19.12,-18.439999999999998,-9.84,-4.829999999999999,-13.280000000000001,-5.580000000000002,0.0,-6.42,26.28,5.780000000000001,10.44,-6.76
 PÊRA,5.73,0.0,0.0,0.0,12.59,13.86,0.0,0.0,0.0,0.0,5.529999999999999,0.9100000000000001,0.0,0.0,0.0,0.0,10.0
 TANGERINA,0.0,44.65,0.0,0.0,21.25,0.0,0.0,0.0,0.0,0.0,0.0,6.329999999999999,0.0,0.0,0.0,0.0,42.87
 UVA,-6.210000000000001,0.0,-9.16,0.7900000000000003,14.760000000000002,-2.1300000000000003,-6.55,-14.89,3.3100000000000005,4.66,6.85,-2.6899999999999995,-7.83,5.109999999999999,-9.29,-1.67,3.85
 LARANJA-PERA,-12.719999999999999,0.0,-8.939999999999998,5.43,7.289999999999999,-6.800000000000001,-5.96,-7.85,-9.18,2.6300000000000026,-7.76,-11.649999999999999,5.900000000000002,4.42,6.92,-6.55,-2.13
 MORANGO,0.0,-5.680000000000001,-23.17,0.0,0.0,0.0,0.0,0.0,0.0,-20.85,0.0,0.0,0.0,0.0,0.0,0.0,-17.549999999999997
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.379999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.370000000000001
 CARNES,-6.17,-2.56,-0.28,-3.59,-3.37,-3.08,-1.68,-0.41000000000000003,-2.44,-2.5900000000000003,0.3,0.81,2.06,0.72,-3.24,-2.77,-2.49
 FÍGADO,0.0,0.0,0.0,-8.030000000000001,0.0,0.0,2.3600000000000003,-6.96,1.12,0.0,0.0,0.0,0.0,0.0,2.05,-10.669999999999998,-1.33
 CARNE DE PORCO,-4.859999999999999,-4.71,-1.35,4.48,-3.5999999999999996,4.18,-4.88,4.77,-3.42,-4.03,-1.83,-0.6099999999999999,-0.97,-1.3399999999999996,-4.27,1.49,-2.77
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7600000000000007,0.8799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.060000000000000164
 CONTRAFILÉ,-2.9999999999999996,-0.07,-1.32,-5.72,-5.15,-3.6999999999999997,-2.37,-0.7100000000000002,-3.2,0.98,1.6800000000000002,2.61,1.6300000000000003,0.8199999999999998,1.2300000000000004,0.06000000000000005,-2.23
 FILÉ-MIGNON,1.2799999999999998,0.0,0.0,0.06999999999999984,0.0,0.0,-3.06,0.0,-2.26,0.6099999999999994,3.42,0.0,0.6799999999999999,0.0,0.0,0.0,-0.2200000000000002
 CHÃ DE DENTRO,-6.5600000000000005,-4.4799999999999995,-1.1500000000000001,-4.81,-6.0600000000000005,-1.73,-0.17000000000000004,-0.47999999999999987,-3.0,-5.5,0.6900000000000001,-1.8199999999999998,0.12999999999999967,2.85,-8.62,-4.56,-3.9
 ALCATRA,-8.79,-4.76,1.1800000000000002,-0.3599999999999999,-1.5799999999999998,-3.75,-1.5699999999999998,-5.6,-0.8099999999999996,1.459999999999999,0.4700000000000001,-0.13000000000000023,2.5700000000000003,0.2600000000000001,-2.57,-1.9100000000000001,-1.8499999999999999
 PATINHO,-4.069999999999999,-1.94,3.19,-3.7600000000000002,-3.6300000000000003,-3.18,-0.2899999999999998,0.1399999999999999,-2.1400000000000006,-10.15,0.29000000000000004,0.31999999999999995,1.04,-0.41000000000000014,-2.5100000000000002,-3.3,-2.58
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,-2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.35
 LAGARTO COMUM,0.0,0.0,0.0,0.0,-2.77,-3.3599999999999994,0.0,0.54,-2.7300000000000004,0.0,-1.5499999999999998,0.0,-1.8899999999999997,-0.04999999999999982,0.0,-1.8800000000000003,-2.5
 MÚSCULO,-5.63,7.81,1.15,-5.260000000000001,0.6700000000000002,0.0,0.7299999999999999,0.0,-1.54,4.55,0.23999999999999988,-0.3599999999999999,1.1700000000000002,2.0200000000000005,-4.140000000000001,-1.7599999999999993,0.3600000000000001
 PÁ,0.0,-4.6899999999999995,0.0,3.0300000000000002,-1.62,-6.579999999999999,-2.39,0.0,-1.6400000000000001,-2.8299999999999996,0.0,0.0,4.13,1.12,-8.25,-4.390000000000001,-2.21
 ACÉM,-9.399999999999999,-0.31000000000000005,-0.39,-4.09,-1.44,-4.49,-1.89,0.039999999999999813,-4.5,0.14000000000000012,0.9099999999999999,1.08,3.1799999999999997,0.72,-6.48,-5.66,-2.25
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,-3.88,-0.9200000000000003,-0.3299999999999996,0.0,1.05,0.0,4.29,2.08,-5.73,-0.96,-1.66
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3899999999999997,0.72,0.0,0.0,-2.02
 COSTELA,-8.690000000000001,-3.38,-2.9899999999999998,-7.75,-5.58,-2.3000000000000003,-2.060000000000001,-0.8300000000000001,-5.3100000000000005,-5.3500000000000005,-0.26,4.52,5.82,-0.32999999999999985,-3.32,-0.55,-3.9400000000000004
 PESCADOS,-4.26,0.9800000000000002,-0.4099999999999997,-0.8999999999999999,1.44,-1.3800000000000001,-3.77,-1.3800000000000001,4.8100000000000005,-4.359999999999999,2.75,0.0600000000000003,-0.29000000000000004,-3.6399999999999997,-0.8,-2.31,-1.11
 PEIXE-ANCHOVA,-16.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.66
 PEIXE-BADEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9399999999999995,0.0,0.0,0.0,0.0,3.9399999999999995
 PEIXE-CORVINA,-3.1199999999999997,0.0,0.0,-2.75,0.0,0.0,0.0,0.0,3.110000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-1.7499999999999998,-0.15000000000000036
 PEIXE-CAVALINHA,0.0,0.0,0.0,-4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.26
 PEIXE,0.0,0.9800000000000002,-0.4099999999999997,0.0,0.0,-1.3800000000000001,0.0,0.0,0.0,-4.359999999999999,2.75,0.0,0.0,0.0,0.0,0.0,-0.84
 PEIXE-PESCADINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.45,-2.45
 PEIXE-SARDINHA,0.0,0.0,0.0,-4.26,-2.36,0.0,0.0,0.0,3.1999999999999997,0.0,0.0,0.0,-2.92,0.0,0.0,4.0600000000000005,-1.5799999999999998
 CAMARÃO,-7.51,0.0,0.0,2.08,0.0,0.0,-6.32,0.0,14.01,0.0,0.0,-5.370000000000001,-0.29000000000000004,0.0,-1.15,-2.78,-1.27
 PEIXE-VERMELHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.88
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4399999999999995,-1.5899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.15
 PEIXE-PACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3000000000000007,0.0,0.0,0.0,-0.3000000000000007
 PEIXE-DOURADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17,0.0,0.0,0.0,0.0,6.17
 PEIXE-CAÇÃO,-4.26,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0,4.859999999999999,0.0,0.0,0.0,0.0,1.1099999999999997
 PEIXE-MERLUZA,3.1099999999999985,0.0,0.0,8.579999999999998,1.44,0.0,0.0,0.0,-5.829999999999999,0.0,0.0,0.0,4.880000000000001,0.0,0.0,0.0,2.13
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,7.370000000000001,6.79,0.0,0.0,0.0,0.0,0.0,0.0,7.97,0.0,7.31
 PEIXE-PESCADA,0.0699999999999994,0.0,0.0,-3.12,3.1799999999999997,0.0,-8.01,0.0,-4.130000000000001,0.0,0.0,1.8400000000000005,0.0,0.0,-0.34999999999999987,-2.31,-2.83
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,-5.910000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.910000000000001
 PEIXE-CASTANHA,0.0,0.0,0.0,-5.989999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.9799999999999995
 PEIXE-PIAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.29,0.0,0.0,-5.29
 PEIXE-SURUBIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6399999999999997,0.0,0.0,-3.6399999999999997
 SURURU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5700000000000003,-3.5700000000000003
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6399999999999997,-1.6199999999999997,0.0,-2.0500000000000007
 PEIXE-SALMÃO,0.0,0.0,0.0,0.0,0.7899999999999991,0.0,0.0,-1.3800000000000001,0.0,0.0,0.0,0.0,-0.29000000000000004,0.0,0.0,0.0,0.25
 PEIXE-TILÁPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8300000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.31,-1.8499999999999999
 PEIXE-TUCUNARÉ,0.0,0.0,0.0,0.0,0.0,0.0,-3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.77
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.68,-2.46,0.0,-2.5599999999999987
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,4.089999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.089999999999999
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4,0.0,0.0,0.0,0.0,-4.4
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3699999999999992,0.0,0.0,0.0,-1.3699999999999992
 PEIXE-MANDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6399999999999997,0.0,0.0,-3.6399999999999997
 CARNES E PEIXES INDUSTRIALIZADOS,-0.04999999999999982,0.9699999999999999,4.300000000000001,1.1099999999999999,5.529999999999999,6.8,3.85,3.91,0.40000000000000013,-0.9300000000000002,0.84,-1.5,-0.04999999999999993,4.57,1.0300000000000002,-0.53,2.69
 PRESUNTO,1.4299999999999997,3.2199999999999998,0.9400000000000004,0.0,4.79,3.94,7.34,1.2799999999999998,-3.2800000000000002,-2.58,3.02,2.36,0.18000000000000016,6.52,0.0,-2.78,2.38
 SALSICHA,2.63,0.20999999999999994,6.890000000000001,1.4400000000000004,5.59,8.14,10.34,0.0,0.0,-3.9999999999999996,4.05,3.0700000000000003,3.5,4.1899999999999995,-0.8599999999999999,-4.15,3.5300000000000002
 LINGUIÇA,-2.11,-1.62,5.47,2.85,5.83,9.23,6.58,5.92,2.8100000000000005,-2.8000000000000003,-1.37,-6.04,-2.03,6.53,5.76,0.8399999999999999,3.16
 MORTADELA,0.8300000000000001,0.40000000000000013,6.29,2.0799999999999996,5.800000000000001,0.0,2.09,4.1,0.0,5.66,0.0,7.390000000000001,3.4000000000000004,0.2900000000000005,0.0,-1.5099999999999998,3.9000000000000004
 SALAME,0.0,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74
 CARNE-SECA E DE SOL,-0.5800000000000001,0.0,0.0,0.5599999999999998,0.0,0.0,1.4100000000000001,0.26000000000000023,0.11999999999999983,0.0,0.0,1.3900000000000001,0.0,3.0500000000000003,-4.35,0.42000000000000015,0.20999999999999985
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,1.6300000000000001,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94
 HAMBÚRGUER,0.0,0.0,0.0,0.0,0.0,3.5500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5500000000000003
 AVES E OVOS,0.4699999999999999,0.13999999999999999,-1.8400000000000003,1.72,-0.09000000000000008,-5.551115123125783e-17,-2.14,0.2799999999999998,-3.03,-1.97,1.96,0.5199999999999996,0.1399999999999999,1.77,-6.55,-3.2199999999999998,-0.7200000000000001
 FRANGO INTEIRO,3.5900000000000003,0.43000000000000005,-0.1000000000000002,3.59,-0.7200000000000001,-2.7,-2.96,0.8500000000000001,-3.81,-0.8899999999999997,5.39,1.88,3.37,2.0900000000000003,-9.370000000000001,-3.8999999999999995,-0.6399999999999999
 FRANGO EM PEDAÇOS,3.12,1.0200000000000002,4.5600000000000005,5.29,6.1,3.8200000000000003,6.32,1.7400000000000002,0.6499999999999999,1.5599999999999996,5.54,6.53,2.3099999999999996,1.4300000000000002,2.44,2.68,3.7299999999999995
 OVO DE GALINHA,-7.95,-2.0,-13.93,-8.030000000000001,-9.389999999999999,-0.2900000000000005,-3.56,-1.8699999999999999,-6.6899999999999995,-10.33,-11.959999999999999,-8.860000000000001,-7.98,1.23,-2.76,-12.6,-7.530000000000001
 LEITE E DERIVADOS,4.77,-1.5199999999999996,-0.7599999999999998,6.48,1.580000000000001,3.83,7.43,3.83,7.380000000000001,-3.37,4.99,0.9399999999999995,3.1100000000000003,6.65,8.18,6.0600000000000005,2.290000000000001
 LEITE LONGA VIDA,11.930000000000001,-1.549999999999999,-2.8599999999999994,17.23,1.4100000000000001,4.619999999999999,21.82,4.71,17.04,-5.690000000000001,5.630000000000001,2.380000000000001,2.71,10.23,10.97,12.469999999999999,2.6899999999999995
 LEITE CONDENSADO,0.0,6.2299999999999995,0.0,0.0,0.0,0.0,4.75,3.96,0.0,0.0,0.0,0.0,8.86,8.86,0.0,0.0,5.609999999999999
