Variacoes - OUTUBRO - DEZEMBRO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 AÇÚCARES E DERIVADOS,1.27,-0.69,2.49,-4.49,0.6599999999999999,-0.63,2.37,0.5900000000000001,0.5700000000000001,-0.09000000000000002,5.88,6.199999999999999,1.71,-0.7500000000000001,3.29,-1.45,0.8500000000000001
 AÇÚCAR REFINADO,5.0600000000000005,3.8600000000000003,0.0,0.0,0.33000000000000007,0.0,2.29,2.06,0.0,1.71,0.0,0.0,0.0,0.6200000000000001,10.280000000000001,3.25,2.63
 AÇÚCAR CRISTAL,-3.5499999999999994,0.9,4.6899999999999995,-4.07,8.120000000000001,-1.3499999999999999,2.84,0.06000000000000005,2.36,0.48999999999999977,11.17,9.83,2.19,-0.9200000000000002,-0.13,-2.51,3.11
 BALAS,0.0,-0.4800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,1.9500000000000002
 CHOCOLATE EM BARRA E BOMBOM,-0.6200000000000001,-4.4,1.52,-7.85,-3.0900000000000003,-0.13999999999999968,4.56,0.0,-11.34,-0.8400000000000001,-3.49,1.0100000000000002,0.24,-1.08,0.0,-4.609999999999999,-2.47
 SORVETE,-1.1,-0.6400000000000001,1.3099999999999998,-0.14000000000000012,-2.78,1.7500000000000004,0.0,-1.85,1.0000000000000002,-2.84,-0.51,-1.08,1.4199999999999997,0.0,-0.16999999999999993,-1.96,-1.4700000000000002
 CHOCOLATE E ACHOCOLATADO EM PÓ,1.96,0.57,-1.27,0.010000000000000231,1.4900000000000002,-1.45,0.08999999999999997,-0.42000000000000004,-0.6400000000000001,-1.0,0.15000000000000002,1.45,2.25,-1.06,-0.009999999999999898,0.83,0.51
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,-18.369999999999997,0.0,0.8500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.12
 HORTALIÇAS E VERDURAS,5.2299999999999995,10.48,9.870000000000001,12.489999999999998,2.8,7.89,0.96,-1.2199999999999998,11.110000000000001,8.020000000000001,16.5,10.160000000000002,6.91,6.1,6.32,5.01,5.859999999999999
 ALFACE,0.20000000000000018,8.760000000000002,6.6899999999999995,13.13,2.5000000000000004,7.799999999999998,0.75,2.3200000000000003,9.86,11.11,10.21,5.51,3.7399999999999998,6.329999999999999,-2.590000000000001,1.169999999999999,4.609999999999999
 COENTRO,0.0,0.0,0.0,13.04,0.0,0.0,0.0,0.0,11.38,0.0,0.0,0.0,0.0,0.0,0.0,5.89,11.280000000000001
 COUVE,-2.3,0.0,1.57,0.0,3.2300000000000004,3.2699999999999996,0.0,0.0,0.0,-9.1,9.32,5.99,0.0,0.0,0.0,0.0,1.8200000000000003
 COUVE-FLOR,15.739999999999998,23.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.540000000000003,0.0,0.0,0.0,0.0,18.45
 REPOLHO,18.96,3.1199999999999983,46.82000000000001,20.880000000000003,-0.71,26.740000000000002,11.760000000000002,0.0,16.569999999999997,3.4400000000000013,37.58,64.61,19.240000000000002,18.74,0.0,10.24,12.880000000000003
 CHEIRO-VERDE,2.7200000000000006,0.0,0.0,0.0,6.430000000000001,1.9100000000000001,-1.64,-1.75,10.16,0.0,0.0,-2.71,6.03,3.13,11.64,0.0,2.9699999999999998
 AGRIÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,0.0,0.0,0.0,8.84
 BRÓCOLIS,12.47,25.740000000000002,2.8100000000000005,0.0,3.54,13.729999999999999,0.0,0.0,0.0,11.700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,9.58
 FRUTAS,4.129999999999999,9.69,14.92,-3.52,-0.6399999999999999,1.8599999999999999,-0.16999999999999993,3.549999999999999,6.57,-0.7400000000000004,6.8100000000000005,3.55,-0.75,-0.03000000000000025,-4.819999999999999,0.95,3.5700000000000003
 BANANA-DA-TERRA,0.0,0.0,0.0,-3.6100000000000003,0.0,0.0,0.0,0.0,6.2700000000000005,0.0,0.0,8.059999999999999,0.0,10.02,0.0,0.0,1.4300000000000006
 ABACAXI,3.92,-3.26,20.04,4.720000000000001,6.13,0.0,0.0,0.0,0.0,-6.93,2.8200000000000003,0.0,-1.2000000000000002,0.0,0.0,-1.4400000000000004,4.67
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,31.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.03
 BANANA-D'ÁGUA,2.78,0.77,0.0,0.0,-1.6900000000000002,7.300000000000001,0.0,0.0,0.0,-9.23,0.0,0.0,-4.66,0.0,0.0,0.0,-1.9900000000000002
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.81,0.0,37.84,0.0,0.0,0.0,28.189999999999998
 BANANA-PRATA,7.949999999999998,-1.27,21.42,-7.75,1.0499999999999998,2.7,-0.8100000000000003,1.6899999999999995,7.960000000000001,-14.27,13.15,7.25,0.0,-4.51,-5.39,-4.299999999999999,3.57
 LARANJA-BAÍA,0.0,50.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.29
 LIMÃO,0.0,0.0,0.0,0.0,0.0,0.0,-15.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.130000000000003,0.0,-17.560000000000002
 MAÇÃ,7.1899999999999995,5.050000000000001,28.25,8.14,3.5500000000000003,8.4,1.0500000000000003,2.31,6.18,5.29,5.0200000000000005,6.82,7.380000000000001,4.71,9.56,1.1,7.53
 MAMÃO,-0.5700000000000003,2.96,8.8,-5.38,-2.94,-8.11,-6.010000000000001,-13.030000000000001,-4.32,-5.379999999999999,0.0,7.570000000000002,0.09000000000000008,0.0,-6.85,-0.41000000000000014,-2.3099999999999996
 MANGA,-26.87,0.0,0.0,-26.619999999999997,0.0,-18.38,0.0,0.0,0.0,0.0,0.0,-23.66,0.0,0.0,0.0,-31.29,-25.93
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.25,29.18,0.0,0.0,0.0,0.0,0.0,0.0,27.21,31.25
 MELANCIA,0.0,0.0,5.1899999999999995,-1.5199999999999996,-4.1899999999999995,18.03,3.89,-2.99,-2.0700000000000003,-5.0200000000000005,10.34,0.0,-6.79,-1.9900000000000002,-10.85,-5.7700000000000005,-2.09
 PÊRA,1.0700000000000003,0.0,0.0,0.0,1.6599999999999993,7.09,0.0,0.0,0.0,0.0,-1.8499999999999996,-2.13,0.0,0.0,0.0,0.0,1.66
 TANGERINA,0.0,11.64,0.0,0.0,-1.02,0.0,0.0,0.0,0.0,0.0,0.0,1.5300000000000002,0.0,0.0,0.0,0.0,11.07
 UVA,4.25,0.0,15.139999999999999,14.760000000000002,0.71,7.98,-1.1600000000000006,19.47,1.0600000000000005,5.36,1.4799999999999995,8.310000000000002,16.74,-0.03000000000000025,12.07,11.1,4.069999999999999
 LARANJA-PERA,9.95,0.0,2.5999999999999996,-2.1899999999999995,-2.9800000000000004,-0.2899999999999999,3.3499999999999996,14.830000000000002,14.19,6.5600000000000005,-3.379999999999999,3.29,-14.14,-0.2699999999999996,-4.1,11.55,2.22
 MORANGO,0.0,-28.5,26.060000000000002,0.0,0.0,0.0,0.0,0.0,0.0,5.3599999999999985,0.0,0.0,0.0,0.0,0.0,0.0,3.07
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.27
 CARNES,4.23,1.57,1.48,3.01,2.79,0.9099999999999999,1.0499999999999998,1.5899999999999999,5.830000000000001,4.029999999999999,2.15,2.09,3.2800000000000002,3.2800000000000002,3.9400000000000004,2.78,2.77
 FÍGADO,0.0,0.0,0.0,0.9100000000000001,0.0,0.0,1.63,3.94,-5.119999999999999,0.0,0.0,0.0,0.0,0.0,-1.3399999999999999,5.949999999999999,-0.26000000000000023
 CARNE DE PORCO,4.2299999999999995,1.1099999999999999,-0.42000000000000004,-10.33,3.25,-3.1300000000000003,-0.7499999999999999,-0.43000000000000016,2.1100000000000003,6.9,0.33000000000000007,2.1599999999999997,0.08000000000000007,-8.370000000000001,-0.71,-1.9100000000000001,1.92
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4399999999999995,3.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59
 CONTRAFILÉ,6.75,1.1000000000000003,1.05,0.8499999999999996,9.850000000000001,3.69,0.2500000000000002,2.5,3.7999999999999994,0.9300000000000002,3.1100000000000003,4.1499999999999995,7.279999999999999,5.91,6.34,0.67,4.529999999999999
 FILÉ-MIGNON,12.78,0.0,0.0,-0.73,0.0,0.0,5.609999999999999,0.0,7.99,11.790000000000001,1.0299999999999998,0.0,0.6300000000000001,0.0,0.0,0.0,7.83
 CHÃ DE DENTRO,3.99,3.81,1.48,13.940000000000001,2.4899999999999998,0.5800000000000001,-1.2600000000000005,3.0199999999999996,6.44,3.2399999999999993,2.58,4.63,6.46,1.13,9.79,1.88,3.1799999999999997
 ALCATRA,8.600000000000001,1.86,2.6900000000000004,2.9,7.8100000000000005,3.4400000000000004,2.56,6.819999999999999,8.620000000000001,2.61,3.0500000000000003,4.380000000000001,7.640000000000001,3.04,10.93,2.75,5.15
 PATINHO,2.3200000000000003,-2.51,0.75,12.569999999999999,4.359999999999999,1.3099999999999998,-2.08,2.08,5.76,7.95,1.54,1.44,3.57,3.02,6.0600000000000005,2.35,3.87
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38
 LAGARTO COMUM,0.0,0.0,0.0,0.0,3.5100000000000002,-2.46,0.0,1.4100000000000001,7.07,0.0,2.49,0.0,1.9700000000000002,7.250000000000001,0.0,2.3899999999999997,2.7800000000000002
 MÚSCULO,-2.6999999999999997,-0.10000000000000009,2.26,-0.4500000000000002,-0.04999999999999993,0.0,0.44000000000000006,0.0,6.24,-0.9900000000000001,1.43,0.8400000000000001,0.3799999999999999,0.8400000000000003,6.17,2.2199999999999998,0.83
 PÁ,0.0,1.4300000000000006,0.0,-2.56,-0.58,2.92,-0.37000000000000033,0.0,2.76,10.440000000000001,0.0,0.0,-2.79,2.85,4.72,5.67,1.3499999999999999
 ACÉM,0.51,0.81,1.27,0.5,-3.2600000000000002,1.6,-0.009999999999999787,2.58,9.49,1.4299999999999993,1.31,0.6200000000000001,-3.5100000000000002,3.2800000000000002,4.65,5.2700000000000005,-0.36000000000000004
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000003,3.2699999999999996,4.1899999999999995,0.0,-0.19999999999999996,0.0,-0.6699999999999999,1.9699999999999998,0.9300000000000002,3.4000000000000004,1.4000000000000001
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27,3.2800000000000002,0.0,0.0,5.03
 COSTELA,-1.4500000000000002,2.29,1.95,1.7600000000000002,1.18,0.10000000000000009,4.75,-3.28,6.09,2.55,2.14,-1.12,3.02,4.49,-3.1500000000000004,2.67,1.6099999999999999
 PESCADOS,-2.01,17.39,4.08,2.2,2.0799999999999996,0.22999999999999998,2.88,-2.13,3.32,2.09,-4.11,2.32,1.7400000000000002,4.6,7.119999999999999,-0.5000000000000002,2.42
 PEIXE-ANCHOVA,0.9000000000000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9000000000000021
 PEIXE-BADEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.53,0.0,0.0,0.0,0.0,-0.53
 PEIXE-CORVINA,7.66,0.0,0.0,5.27,0.0,0.0,0.0,0.0,3.3700000000000006,0.0,0.0,0.0,0.0,0.0,0.0,-3.4699999999999998,4.659999999999999
 PEIXE-CAVALINHA,0.0,0.0,0.0,3.1699999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1599999999999997
 PEIXE,0.0,17.39,4.08,0.0,0.0,0.22999999999999998,0.0,0.0,0.0,2.09,-4.11,0.0,0.0,0.0,0.0,0.0,5.46
 PEIXE-PESCADINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4799999999999995,0.0,3.4799999999999995
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,1.62
 PEIXE-SARDINHA,0.0,0.0,0.0,1.38,12.999999999999998,0.0,0.0,0.0,6.220000000000001,0.0,0.0,0.0,2.7399999999999993,0.0,0.0,-6.0,9.67
 CAMARÃO,-2.8800000000000003,0.0,0.0,5.449999999999999,0.0,0.0,-1.0899999999999999,0.0,5.1000000000000005,0.0,0.0,16.18,1.7400000000000002,0.0,16.099999999999998,0.47,2.5999999999999996
 PEIXE-VERMELHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1100000000000003
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.26,-4.630000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8599999999999994
 PEIXE-PACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13999999999999968,0.0,0.0,0.0,0.13999999999999968
 PEIXE-DOURADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9800000000000004,0.0,0.0,0.0,0.0,-1.9800000000000004
 PEIXE-CAÇÃO,-2.01,0.0,0.0,0.0,-0.2799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,-0.8
 PEIXE-MERLUZA,-3.78,0.0,0.0,-0.620000000000001,2.0799999999999996,0.0,0.0,0.0,7.92,0.0,0.0,0.0,0.41999999999999993,0.0,0.0,0.0,-0.3200000000000002
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,-3.6700000000000004,4.49,0.0,0.0,0.0,0.0,0.0,0.0,2.4299999999999997,0.0,-0.010000000000000231
 PEIXE-PESCADA,-6.399999999999999,0.0,0.0,-3.66,-4.4399999999999995,0.0,7.380000000000001,0.0,3.75,0.0,0.0,-8.169999999999998,0.0,0.0,3.86,-0.5000000000000002,1.52
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,-0.9300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9300000000000002
 PEIXE-CASTANHA,0.0,0.0,0.0,0.8599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8700000000000001
 PEIXE-PIAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,4.66
 PEIXE-SURUBIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,4.6
 SURURU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.85,-4.85
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.8799999999999999,0.0,1.6000000000000005
 PEIXE-SALMÃO,0.0,0.0,0.0,0.0,5.870000000000001,0.0,0.0,-2.13,0.0,0.0,0.0,0.0,1.7400000000000002,0.0,0.0,0.0,4.11
 PEIXE-TILÁPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000002,-4.47
 PEIXE-TUCUNARÉ,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,10.379999999999999,0.0,9.620000000000001
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000027
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4800000000000004,0.0,0.0,0.0,0.0,0.4800000000000004
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.630000000000001,0.0,0.0,0.0,4.630000000000001
 PEIXE-MANDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,4.6
 CARNES E PEIXES INDUSTRIALIZADOS,0.07000000000000006,0.16000000000000003,-2.12,-0.5600000000000003,-2.06,-2.05,1.0500000000000003,-1.5399999999999998,-0.72,-0.1200000000000001,1.5099999999999998,-1.3099999999999996,1.94,0.6200000000000001,0.44999999999999973,-0.7999999999999999,-0.9299999999999999
 PRESUNTO,-0.3599999999999998,0.79,2.6399999999999997,0.0,-0.23000000000000043,-6.26,-4.949999999999999,-4.619999999999999,0.79,-4.42,-0.94,-0.31999999999999995,-2.35,-0.8299999999999998,0.0,0.26,-0.6199999999999998
 SALSICHA,-4.33,1.2100000000000002,-1.69,-0.0900000000000003,-0.8700000000000001,-0.9500000000000002,-2.9299999999999997,0.0,0.0,0.8500000000000001,0.44999999999999984,3.54,-1.9999999999999998,-3.11,-1.58,4.72,-0.7599999999999999
 LINGUIÇA,0.15999999999999992,0.030000000000000027,-4.92,-0.7399999999999998,-3.14,-2.5200000000000005,-1.08,-2.07,-1.1300000000000001,4.37,3.4700000000000006,-3.03,5.14,-0.89,0.27999999999999936,1.5699999999999998,-1.67
 MORTADELA,0.6000000000000001,-1.88,-1.7899999999999998,-2.3200000000000003,-1.89,0.0,-0.7200000000000001,-2.0300000000000002,0.0,-4.680000000000001,0.0,-1.95,0.8300000000000001,7.6899999999999995,0.0,-1.7999999999999998,-1.8199999999999998
 SALAME,0.0,-0.17000000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17000000000000015
 CARNE-SECA E DE SOL,3.99,0.0,0.0,-0.27,0.0,0.0,4.13,1.81,-0.98,0.0,0.0,0.36,0.0,2.5199999999999996,1.75,-3.3600000000000003,0.68
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,0.6399999999999999,0.0,0.0,0.0,0.0,0.0,1.0799999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8300000000000002
 HAMBÚRGUER,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
 AVES E OVOS,2.07,-0.30999999999999983,4.9,3.6700000000000004,2.16,4.93,0.6599999999999999,5.4799999999999995,2.62,2.73,4.17,3.1900000000000004,3.3899999999999997,1.27,2.23,2.04,2.5700000000000003
 FRANGO INTEIRO,6.09,0.8599999999999999,6.24,6.029999999999999,3.8099999999999996,3.66,1.3800000000000001,7.39,1.7200000000000002,4.49,4.720000000000001,2.83,5.7299999999999995,2.17,2.8200000000000003,1.1800000000000002,4.01
 FRANGO EM PEDAÇOS,3.34,1.67,5.26,1.79,3.4899999999999998,10.6,3.9800000000000004,5.66,4.3500000000000005,5.6499999999999995,5.449999999999999,5.66,4.779999999999999,4.0600000000000005,2.41,5.45,3.74
 OVO DE GALINHA,-5.17,-6.26,1.6600000000000001,-1.8699999999999997,-2.1599999999999997,-1.4900000000000002,-3.36,-0.3500000000000001,3.2800000000000002,-6.31,1.0999999999999999,0.9700000000000001,-2.83,-3.1799999999999997,0.23000000000000043,-2.9899999999999998,-2.3400000000000003
 LEITE E DERIVADOS,-10.129999999999999,-9.26,-13.14,-0.6500000000000001,-12.190000000000001,-8.18,-0.6300000000000001,-0.6399999999999999,1.39,-12.3,-8.85,-10.87,-10.09,-2.99,-5.82,-2.2700000000000005,-8.75
 LEITE LONGA VIDA,-23.099999999999998,-17.28,-21.459999999999997,-9.39,-20.560000000000002,-14.739999999999998,-6.82,-2.57,-4.5600000000000005,-19.2,-12.04,-21.51,-17.48,-4.9,-11.980000000000002,-6.949999999999999,-17.85
 LEITE CONDENSADO,0.0,-1.24,0.0,0.0,0.0,0.0,2.8200000000000003,-8.51,0.0,0.0,0.0,0.0,-0.6999999999999998,1.55,0.0,0.0,-1.4700000000000002
