MÊS,PRODUTO,REGIÃO,PREÇO MÉDIO REVENDA
06-01-2016,ETANOL HIDRATADO,SUDESTE,2.5519017857142856
06-01-2016,ETANOL HIDRATADO,SUL,3.083902173913043
06-01-2016,GASOLINA COMUM,CENTRO OESTE,3.7287878787878785
06-01-2016,GASOLINA COMUM,NORDESTE,3.7978660714285715
06-01-2016,GASOLINA COMUM,NORTE,4.02455
06-01-2016,GASOLINA COMUM,SUDESTE,3.6729151785714285
06-01-2016,GASOLINA COMUM,SUL,3.7369891304347824
06-01-2016,GLP,CENTRO OESTE,61.32336363636364
06-01-2016,GLP,NORDESTE,51.80755454545454
06-01-2016,GLP,NORTE,61.20066666666667
06-01-2016,GLP,SUDESTE,51.671763392857144
06-01-2016,GLP,SUL,55.18479347826087
06-01-2016,GNV,CENTRO OESTE,2.388
06-01-2016,GNV,NORDESTE,2.3256216216216217
06-01-2016,GNV,NORTE,2.85
06-01-2016,GNV,SUDESTE,2.2141714285714285
06-01-2016,GNV,SUL,2.471758620689655
06-01-2016,OLEO DIESEL,CENTRO OESTE,3.159939393939394
06-01-2016,OLEO DIESEL,NORDESTE,3.045762376237624
06-01-2016,OLEO DIESEL,NORTE,3.310105263157895
06-01-2016,OLEO DIESEL,SUDESTE,2.988174887892377
06-01-2016,OLEO DIESEL,SUL,2.9269347826086958
06-01-2016,OLEO DIESEL S10,CENTRO OESTE,3.328969696969697
06-01-2016,OLEO DIESEL S10,NORDESTE,3.1603839285714286
06-01-2016,OLEO DIESEL S10,NORTE,3.43165
06-01-2016,OLEO DIESEL S10,SUDESTE,3.1171562500000003
06-01-2016,OLEO DIESEL S10,SUL,3.068217391304348
06-01-2017,ETANOL HIDRATADO,CENTRO OESTE,2.695212121212121
06-01-2017,ETANOL HIDRATADO,NORDESTE,3.113375
06-01-2017,ETANOL HIDRATADO,NORTE,3.574970588235294
06-01-2017,ETANOL HIDRATADO,SUDESTE,2.6099196428571427
06-01-2017,ETANOL HIDRATADO,SUL,3.1612173913043478
06-01-2017,GASOLINA COMUM,CENTRO OESTE,3.6810606060606057
06-01-2017,GASOLINA COMUM,NORDESTE,3.665785714285714
06-01-2017,GASOLINA COMUM,NORTE,3.94045
06-01-2017,GASOLINA COMUM,SUDESTE,3.604379464285714
06-01-2017,GASOLINA COMUM,SUL,3.6340978260869563
06-01-2017,GLP,CENTRO OESTE,64.61548484848485
06-01-2017,GLP,NORDESTE,55.07774545454545
06-01-2017,GLP,NORTE,67.74087179487181
06-01-2017,GLP,SUDESTE,56.155452914798204
06-01-2017,GLP,SUL,59.45917391304347
06-01-2017,GNV,CENTRO OESTE,2.4453333333333336
06-01-2017,GNV,NORDESTE,2.515393939393939
06-01-2017,GNV,NORTE,2.95
06-01-2017,GNV,SUDESTE,2.3786323529411764
06-01-2017,GNV,SUL,2.4484583333333334
06-01-2017,OLEO DIESEL,CENTRO OESTE,3.182272727272727
06-01-2017,OLEO DIESEL,NORDESTE,3.0005104166666663
06-01-2017,OLEO DIESEL,NORTE,3.2559444444444443
06-01-2017,OLEO DIESEL,SUDESTE,2.99403125
06-01-2017,OLEO DIESEL,SUL,2.879445652173913
06-01-2017,OLEO DIESEL S10,CENTRO OESTE,3.3252121212121213
06-01-2017,OLEO DIESEL S10,NORDESTE,3.085651785714286
06-01-2017,OLEO DIESEL S10,NORTE,3.3695250000000003
06-01-2017,OLEO DIESEL S10,SUDESTE,3.1140401785714285
06-01-2017,OLEO DIESEL S10,SUL,3.003576086956522
06-01-2018,ETANOL HIDRATADO,CENTRO OESTE,3.05390625
06-01-2018,ETANOL HIDRATADO,NORDESTE,3.5745319148936168
06-01-2018,ETANOL HIDRATADO,NORTE,3.8609310344827588
06-01-2018,ETANOL HIDRATADO,SUDESTE,3.0560913461538464
06-01-2018,ETANOL HIDRATADO,SUL,3.6038720930232557
06-01-2018,GASOLINA COMUM,CENTRO OESTE,4.69115625
06-01-2018,GASOLINA COMUM,NORDESTE,4.605385416666667
06-01-2018,GASOLINA COMUM,NORTE,4.692162162162162
06-01-2018,GASOLINA COMUM,SUDESTE,4.636201923076923
06-01-2018,GASOLINA COMUM,SUL,4.567406976744186
06-01-2018,GLP,CENTRO OESTE,79.07000000000001
06-01-2018,GLP,NORDESTE,66.55081249999999
06-01-2018,GLP,NORTE,79.70054054054054
06-01-2018,GLP,SUDESTE,67.32234782608695
06-01-2018,GLP,SUL,69.58112790697675
06-01-2018,GNV,CENTRO OESTE,3.0385
06-01-2018,GNV,NORDESTE,2.9058333333333333
06-01-2018,GNV,NORTE,3.168
06-01-2018,GNV,SUDESTE,2.6857272727272727
06-01-2018,GNV,SUL,2.6077692307692306
06-01-2018,OLEO DIESEL,CENTRO OESTE,3.67065625
06-01-2018,OLEO DIESEL,NORDESTE,3.511113924050633
06-01-2018,OLEO DIESEL,NORTE,3.6483333333333334
06-01-2018,OLEO DIESEL,SUDESTE,3.41612077294686
06-01-2018,OLEO DIESEL,SUL,3.300197674418605
06-01-2018,OLEO DIESEL S10,CENTRO OESTE,3.76909375
06-01-2018,OLEO DIESEL S10,NORDESTE,3.5695416666666664
06-01-2018,OLEO DIESEL S10,NORTE,3.7449729729729726
06-01-2018,OLEO DIESEL S10,SUDESTE,3.5178990384615383
06-01-2018,OLEO DIESEL S10,SUL,3.40153488372093
07-01-2016,ETANOL HIDRATADO,CENTRO OESTE,2.6518484848484847
07-01-2016,ETANOL HIDRATADO,NORDESTE,3.1176396396396395
07-01-2016,ETANOL HIDRATADO,NORTE,3.4975
07-01-2016,ETANOL HIDRATADO,SUDESTE,2.538602678571429
07-01-2016,ETANOL HIDRATADO,SUL,3.054130434782609
07-01-2016,GASOLINA COMUM,CENTRO OESTE,3.7122424242424246
07-01-2016,GASOLINA COMUM,NORDESTE,3.7939107142857145
07-01-2016,GASOLINA COMUM,NORTE,4.0200249999999995
07-01-2016,GASOLINA COMUM,SUDESTE,3.663205357142857
07-01-2016,GASOLINA COMUM,SUL,3.728445652173913
07-01-2016,GLP,CENTRO OESTE,61.05042424242424
07-01-2016,GLP,NORDESTE,51.46031818181818
07-01-2016,GLP,NORTE,61.03576923076923
07-01-2016,GLP,SUDESTE,51.455834821428574
07-01-2016,GLP,SUL,55.16965217391304
07-01-2016,GNV,CENTRO OESTE,2.4895
07-01-2016,GNV,NORDESTE,2.3339166666666666
07-01-2016,GNV,NORTE,2.8594999999999997
07-01-2016,GNV,SUDESTE,2.226857142857143
07-01-2016,GNV,SUL,2.4673666666666665
07-01-2016,OLEO DIESEL,CENTRO OESTE,3.1625151515151515
07-01-2016,OLEO DIESEL,NORDESTE,3.04468
07-01-2016,OLEO DIESEL,NORTE,3.309027027027027
07-01-2016,OLEO DIESEL,SUDESTE,2.987654708520179
07-01-2016,OLEO DIESEL,SUL,2.9239565217391306
07-01-2016,OLEO DIESEL S10,CENTRO OESTE,3.3233939393939393
07-01-2016,OLEO DIESEL S10,NORDESTE,3.1569107142857145
07-01-2016,OLEO DIESEL S10,NORTE,3.426225
07-01-2016,OLEO DIESEL S10,SUDESTE,3.116142857142857
07-01-2016,OLEO DIESEL S10,SUL,3.0667391304347826
07-01-2017,ETANOL HIDRATADO,CENTRO OESTE,2.6436363636363636
07-01-2017,ETANOL HIDRATADO,NORDESTE,3.1035357142857145
07-01-2017,ETANOL HIDRATADO,NORTE,3.5228529411764704
07-01-2017,ETANOL HIDRATADO,SUDESTE,2.5681026785714285
07-01-2017,ETANOL HIDRATADO,SUL,3.095141304347826
07-01-2017,GASOLINA COMUM,CENTRO OESTE,3.663212121212121
07-01-2017,GASOLINA COMUM,NORDESTE,3.674982142857143
07-01-2017,GASOLINA COMUM,NORTE,3.9088749999999997
07-01-2017,GASOLINA COMUM,SUDESTE,3.6088705357142854
07-01-2017,GASOLINA COMUM,SUL,3.627673913043478
07-01-2017,GLP,CENTRO OESTE,65.3129696969697
07-01-2017,GLP,NORDESTE,55.340709090909094
07-01-2017,GLP,NORTE,67.25353846153845
07-01-2017,GLP,SUDESTE,56.42372197309417
07-01-2017,GLP,SUL,59.61053260869565
07-01-2017,GNV,CENTRO OESTE,2.4433333333333334
07-01-2017,GNV,NORDESTE,2.49075
07-01-2017,GNV,NORTE,2.826
07-01-2017,GNV,SUDESTE,2.388955223880597
07-01-2017,GNV,SUL,2.4306451612903226
07-01-2017,OLEO DIESEL,CENTRO OESTE,3.1624242424242426
07-01-2017,OLEO DIESEL,NORDESTE,2.9858229166666668
07-01-2017,OLEO DIESEL,NORTE,3.218583333333333
07-01-2017,OLEO DIESEL,SUDESTE,2.984714285714286
07-01-2017,OLEO DIESEL,SUL,2.8377826086956524
07-01-2017,OLEO DIESEL S10,CENTRO OESTE,3.304909090909091
07-01-2017,OLEO DIESEL S10,NORDESTE,3.0695535714285715
07-01-2017,OLEO DIESEL S10,NORTE,3.33575
07-01-2017,OLEO DIESEL S10,SUDESTE,3.104125
07-01-2017,OLEO DIESEL S10,SUL,2.9577391304347826
07-01-2018,ETANOL HIDRATADO,CENTRO OESTE,2.97146875
07-01-2018,ETANOL HIDRATADO,NORDESTE,3.5682765957446807
07-01-2018,ETANOL HIDRATADO,NORTE,3.834966666666667
07-01-2018,ETANOL HIDRATADO,SUDESTE,2.9246778846153845
07-01-2018,ETANOL HIDRATADO,SUL,3.5342558139534885
07-01-2018,GASOLINA COMUM,CENTRO OESTE,4.63634375
07-01-2018,GASOLINA COMUM,NORDESTE,4.574614583333333
07-01-2018,GASOLINA COMUM,NORTE,4.663810810810811
07-01-2018,GASOLINA COMUM,SUDESTE,4.574447115384616
07-01-2018,GASOLINA COMUM,SUL,4.527918604651163
07-01-2018,GLP,CENTRO OESTE,78.7300625
07-01-2018,GLP,NORDESTE,66.73290625
07-01-2018,GLP,NORTE,79.31451351351352
07-01-2018,GLP,SUDESTE,66.99461057692308
07-01-2018,GLP,SUL,69.70382558139535
07-01-2018,GNV,CENTRO OESTE,2.6425
07-01-2018,GNV,NORDESTE,2.92772
07-01-2018,GNV,NORTE,3.09
07-01-2018,GNV,SUDESTE,2.66264
07-01-2018,GNV,SUL,2.704285714285714
07-01-2018,OLEO DIESEL,CENTRO OESTE,3.5815625
07-01-2018,OLEO DIESEL,NORDESTE,3.446025
07-01-2018,OLEO DIESEL,NORTE,3.6075757575757574
07-01-2018,OLEO DIESEL,SUDESTE,3.3674326923076925
07-01-2018,OLEO DIESEL,SUL,3.2653488372093022
07-01-2018,OLEO DIESEL S10,CENTRO OESTE,3.67609375
07-01-2018,OLEO DIESEL S10,NORDESTE,3.5049166666666665
07-01-2018,OLEO DIESEL S10,NORTE,3.704918918918919
07-01-2018,OLEO DIESEL S10,SUDESTE,3.4684423076923077
07-01-2018,OLEO DIESEL S10,SUL,3.3667441860465117
08-01-2016,ETANOL HIDRATADO,CENTRO OESTE,2.655787878787879
08-01-2016,ETANOL HIDRATADO,NORDESTE,3.1154774774774774
08-01-2016,ETANOL HIDRATADO,NORTE,3.4930882352941177
08-01-2016,ETANOL HIDRATADO,SUDESTE,2.569924107142857
08-01-2016,ETANOL HIDRATADO,SUL,3.051869565217391
08-01-2016,GASOLINA COMUM,CENTRO OESTE,3.7134242424242427
08-01-2016,GASOLINA COMUM,NORDESTE,3.7813928571428574
08-01-2016,GASOLINA COMUM,NORTE,4.020975
08-01-2016,GASOLINA COMUM,SUDESTE,3.666982142857143
08-01-2016,GASOLINA COMUM,SUL,3.7343804347826084
08-01-2016,GLP,CENTRO OESTE,60.83530303030303
08-01-2016,GLP,NORDESTE,51.29720909090909
08-01-2016,GLP,NORTE,61.16028205128206
08-01-2016,GLP,SUDESTE,51.412125
08-01-2016,GLP,SUL,55.22051086956522
08-01-2016,GNV,CENTRO OESTE,2.3946666666666667
08-01-2016,GNV,NORDESTE,2.330638888888889
08-01-2016,GNV,NORTE,2.55
08-01-2016,GNV,SUDESTE,2.2150416666666666
08-01-2016,GNV,SUL,2.5006206896551726
08-01-2016,OLEO DIESEL,CENTRO OESTE,3.1615757575757573
08-01-2016,OLEO DIESEL,NORDESTE,3.04427
08-01-2016,OLEO DIESEL,NORTE,3.301216216216216
08-01-2016,OLEO DIESEL,SUDESTE,2.986811659192825
08-01-2016,OLEO DIESEL,SUL,2.921163043478261
08-01-2016,OLEO DIESEL S10,CENTRO OESTE,3.3216060606060607
08-01-2016,OLEO DIESEL S10,NORDESTE,3.1526875
08-01-2016,OLEO DIESEL S10,NORTE,3.4225749999999997
08-01-2016,OLEO DIESEL S10,SUDESTE,3.1158839285714284
08-01-2016,OLEO DIESEL S10,SUL,3.0640760869565216
08-01-2017,ETANOL HIDRATADO,CENTRO OESTE,2.7635312499999998
08-01-2017,ETANOL HIDRATADO,NORDESTE,3.1772604166666665
08-01-2017,ETANOL HIDRATADO,NORTE,3.5654482758620687
08-01-2017,ETANOL HIDRATADO,SUDESTE,2.6944471153846155
08-01-2017,ETANOL HIDRATADO,SUL,3.2052558139534884
08-01-2017,GASOLINA COMUM,CENTRO OESTE,3.90428125
08-01-2017,GASOLINA COMUM,NORDESTE,3.8884375
08-01-2017,GASOLINA COMUM,NORTE,4.113162162162163
08-01-2017,GASOLINA COMUM,SUDESTE,3.8196923076923075
08-01-2017,GASOLINA COMUM,SUL,3.871186046511628
08-01-2017,GLP,CENTRO OESTE,65.74175
08-01-2017,GLP,NORDESTE,55.40483333333333
08-01-2017,GLP,NORTE,67.18475675675677
08-01-2017,GLP,SUDESTE,56.372386473429955
08-01-2017,GLP,SUL,59.55538372093023
08-01-2017,GNV,CENTRO OESTE,2.486666666666667
08-01-2017,GNV,NORDESTE,2.5614814814814815
08-01-2017,GNV,NORTE,2.83
08-01-2017,GNV,SUDESTE,2.407
08-01-2017,GNV,SUL,2.403541666666667
08-01-2017,OLEO DIESEL,CENTRO OESTE,3.30871875
08-01-2017,OLEO DIESEL,NORDESTE,3.1179642857142857
08-01-2017,OLEO DIESEL,NORTE,3.3368181818181815
08-01-2017,OLEO DIESEL,SUDESTE,3.114269230769231
08-01-2017,OLEO DIESEL,SUL,2.9758953488372093
08-01-2017,OLEO DIESEL S10,CENTRO OESTE,3.4371875
08-01-2017,OLEO DIESEL S10,NORDESTE,3.197416666666667
08-01-2017,OLEO DIESEL S10,NORTE,3.448054054054054
08-01-2017,OLEO DIESEL S10,SUDESTE,3.238504807692308
08-01-2017,OLEO DIESEL S10,SUL,3.0936279069767445
08-01-2018,ETANOL HIDRATADO,CENTRO OESTE,2.8880625
08-01-2018,ETANOL HIDRATADO,NORDESTE,3.528031914893617
08-01-2018,ETANOL HIDRATADO,NORTE,3.8049642857142856
08-01-2018,ETANOL HIDRATADO,SUDESTE,2.7912740384615384
08-01-2018,ETANOL HIDRATADO,SUL,3.4108837209302325
08-01-2018,GASOLINA COMUM,CENTRO OESTE,4.581625
08-01-2018,GASOLINA COMUM,NORDESTE,4.5488437500000005
08-01-2018,GASOLINA COMUM,NORTE,4.683567567567567
08-01-2018,GASOLINA COMUM,SUDESTE,4.5426730769230765
08-01-2018,GASOLINA COMUM,SUL,4.469197674418605
08-01-2018,GLP,CENTRO OESTE,77.76259375
08-01-2018,GLP,NORDESTE,66.80317708333332
08-01-2018,GLP,NORTE,79.73016216216216
08-01-2018,GLP,SUDESTE,66.84097596153846
08-01-2018,GLP,SUL,69.08162790697673
08-01-2018,GNV,CENTRO OESTE,2.6455
08-01-2018,GNV,NORDESTE,2.96275
08-01-2018,GNV,NORTE,3.3175
08-01-2018,GNV,SUDESTE,2.7280945945945945
08-01-2018,GNV,SUL,2.8495172413793104
08-01-2018,OLEO DIESEL,CENTRO OESTE,3.54625
08-01-2018,OLEO DIESEL,NORDESTE,3.440088607594937
08-01-2018,OLEO DIESEL,NORTE,3.6106969696969697
08-01-2018,OLEO DIESEL,SUDESTE,3.3613461538461538
08-01-2018,OLEO DIESEL,SUL,3.2600235294117645
08-01-2018,OLEO DIESEL S10,CENTRO OESTE,3.63803125
08-01-2018,OLEO DIESEL S10,NORDESTE,3.4971979166666665
08-01-2018,OLEO DIESEL S10,NORTE,3.705378378378378
08-01-2018,OLEO DIESEL S10,SUDESTE,3.4648173076923077
08-01-2018,OLEO DIESEL S10,SUL,3.358453488372093
09-01-2016,ETANOL HIDRATADO,CENTRO OESTE,2.666090909090909
09-01-2016,ETANOL HIDRATADO,NORDESTE,3.111171171171171
09-01-2016,ETANOL HIDRATADO,NORTE,3.498941176470588
09-01-2016,ETANOL HIDRATADO,SUDESTE,2.5940401785714284
09-01-2016,ETANOL HIDRATADO,SUL,3.055010869565217
09-01-2016,GASOLINA COMUM,CENTRO OESTE,3.7181212121212117
09-01-2016,GASOLINA COMUM,NORDESTE,3.761098214285714
09-01-2016,GASOLINA COMUM,NORTE,4.028375
09-01-2016,GASOLINA COMUM,SUDESTE,3.667017857142857
09-01-2016,GASOLINA COMUM,SUL,3.739902173913044
09-01-2016,GLP,CENTRO OESTE,61.815636363636365
09-01-2016,GLP,NORDESTE,53.9406
09-01-2016,GLP,NORTE,62.88971794871795
09-01-2016,GLP,SUDESTE,53.60028571428571
09-01-2016,GLP,SUL,56.16991304347825
09-01-2016,GNV,CENTRO OESTE,2.3913333333333333
09-01-2016,GNV,NORDESTE,2.351736842105263
09-01-2016,GNV,NORTE,2.7445
09-01-2016,GNV,SUDESTE,2.2342285714285715
09-01-2016,GNV,SUL,2.4982333333333333
09-01-2016,OLEO DIESEL,CENTRO OESTE,3.1631515151515153
09-01-2016,OLEO DIESEL,NORDESTE,3.0409405940594056
09-01-2016,OLEO DIESEL,NORTE,3.3037567567567567
09-01-2016,OLEO DIESEL,SUDESTE,2.9838699551569507
09-01-2016,OLEO DIESEL,SUL,2.9210000000000003
09-01-2016,OLEO DIESEL S10,CENTRO OESTE,3.318212121212121
09-01-2016,OLEO DIESEL S10,NORDESTE,3.148830357142857
09-01-2016,OLEO DIESEL S10,NORTE,3.4265
09-01-2016,OLEO DIESEL S10,SUDESTE,3.114
09-01-2016,OLEO DIESEL S10,SUL,3.0630652173913044
09-01-2017,ETANOL HIDRATADO,CENTRO OESTE,2.75115625
09-01-2017,ETANOL HIDRATADO,NORDESTE,3.1816631578947367
09-01-2017,ETANOL HIDRATADO,NORTE,3.5619655172413793
09-01-2017,ETANOL HIDRATADO,SUDESTE,2.7205432692307694
09-01-2017,ETANOL HIDRATADO,SUL,3.224883720930232
09-01-2017,GASOLINA COMUM,CENTRO OESTE,3.986625
09-01-2017,GASOLINA COMUM,NORDESTE,3.937791666666667
09-01-2017,GASOLINA COMUM,NORTE,4.186594594594594
09-01-2017,GASOLINA COMUM,SUDESTE,3.893355769230769
09-01-2017,GASOLINA COMUM,SUL,3.966162790697674
09-01-2017,GLP,CENTRO OESTE,66.78834375
09-01-2017,GLP,NORDESTE,57.369499999999995
09-01-2017,GLP,NORTE,68.68845945945945
09-01-2017,GLP,SUDESTE,57.98802898550724
09-01-2017,GLP,SUL,60.44108139534884
09-01-2017,GNV,CENTRO OESTE,2.4936666666666665
09-01-2017,GNV,NORDESTE,2.5581153846153843
09-01-2017,GNV,NORTE,2.85
09-01-2017,GNV,SUDESTE,2.4000000000000004
09-01-2017,GNV,SUL,2.440346153846154
09-01-2017,OLEO DIESEL,CENTRO OESTE,3.38196875
09-01-2017,OLEO DIESEL,NORDESTE,3.1623764705882356
09-01-2017,OLEO DIESEL,NORTE,3.389181818181818
09-01-2017,OLEO DIESEL,SUDESTE,3.187860576923077
09-01-2017,OLEO DIESEL,SUL,3.0675930232558137
09-01-2017,OLEO DIESEL S10,CENTRO OESTE,3.51271875
09-01-2017,OLEO DIESEL S10,NORDESTE,3.242354166666667
09-01-2017,OLEO DIESEL S10,NORTE,3.4924594594594596
09-01-2017,OLEO DIESEL S10,SUDESTE,3.3118173076923076
09-01-2017,OLEO DIESEL S10,SUL,3.181127906976744
09-01-2018,ETANOL HIDRATADO,CENTRO OESTE,3.000875
09-01-2018,ETANOL HIDRATADO,NORDESTE,3.5118936170212764
09-01-2018,ETANOL HIDRATADO,NORTE,3.855
09-01-2018,ETANOL HIDRATADO,SUDESTE,2.904235576923077
09-01-2018,ETANOL HIDRATADO,SUL,3.459755813953488
09-01-2018,GASOLINA COMUM,CENTRO OESTE,4.7590625
09-01-2018,GASOLINA COMUM,NORDESTE,4.687885416666666
09-01-2018,GASOLINA COMUM,NORTE,4.842837837837838
09-01-2018,GASOLINA COMUM,SUDESTE,4.692033653846154
09-01-2018,GASOLINA COMUM,SUL,4.6229767441860465
09-01-2018,GLP,CENTRO OESTE,77.51984375
09-01-2018,GLP,NORDESTE,66.88488541666666
09-01-2018,GLP,NORTE,80.44964864864865
09-01-2018,GLP,SUDESTE,66.81741826923077
09-01-2018,GLP,SUL,69.23140697674418
09-01-2018,GNV,CENTRO OESTE,2.776
09-01-2018,GNV,NORDESTE,3.063125
09-01-2018,GNV,NORTE,3.155
09-01-2018,GNV,SUDESTE,2.7569999999999997
09-01-2018,GNV,SUL,2.937193548387097
09-01-2018,OLEO DIESEL,CENTRO OESTE,3.76959375
09-01-2018,OLEO DIESEL,NORDESTE,3.6679871794871794
09-01-2018,OLEO DIESEL,NORTE,3.8573529411764707
09-01-2018,OLEO DIESEL,SUDESTE,3.578629807692308
09-01-2018,OLEO DIESEL,SUL,3.4939999999999998
09-01-2018,OLEO DIESEL S10,CENTRO OESTE,3.867625
09-01-2018,OLEO DIESEL S10,NORDESTE,3.73209375
09-01-2018,OLEO DIESEL S10,NORTE,3.9440810810810816
09-01-2018,OLEO DIESEL S10,SUDESTE,3.6771009615384616
09-01-2018,OLEO DIESEL S10,SUL,3.5959651162790696
10-01-2016,ETANOL HIDRATADO,CENTRO OESTE,2.7761818181818185
10-01-2016,ETANOL HIDRATADO,NORDESTE,3.123675675675676
10-01-2016,ETANOL HIDRATADO,NORTE,3.5034848484848484
10-01-2016,ETANOL HIDRATADO,SUDESTE,2.757758928571428
10-01-2016,ETANOL HIDRATADO,SUL,3.170714285714286
10-01-2016,GASOLINA COMUM,CENTRO OESTE,3.753393939393939
10-01-2016,GASOLINA COMUM,NORDESTE,3.7699017857142856
10-01-2016,GASOLINA COMUM,NORTE,4.02215
10-01-2016,GASOLINA COMUM,SUDESTE,3.6916116071428573
10-01-2016,GASOLINA COMUM,SUL,3.7523478260869565
10-01-2016,GLP,CENTRO OESTE,63.49503030303031
10-01-2016,GLP,NORDESTE,54.62191818181818
10-01-2016,GLP,NORTE,64.33935897435897
10-01-2016,GLP,SUDESTE,54.17641964285714
10-01-2016,GLP,SUL,57.16741304347826
10-01-2016,GNV,CENTRO OESTE,2.417
10-01-2016,GNV,NORDESTE,2.3345135135135133
10-01-2016,GNV,NORTE,2.7045
10-01-2016,GNV,SUDESTE,2.234216216216216
10-01-2016,GNV,SUL,2.479074074074074
10-01-2016,OLEO DIESEL,CENTRO OESTE,3.165212121212121
10-01-2016,OLEO DIESEL,NORDESTE,3.0361000000000002
10-01-2016,OLEO DIESEL,NORTE,3.303783783783784
10-01-2016,OLEO DIESEL,SUDESTE,2.9852959641255605
10-01-2016,OLEO DIESEL,SUL,2.9194021739130434
10-01-2016,OLEO DIESEL S10,CENTRO OESTE,3.3175151515151513
10-01-2016,OLEO DIESEL S10,NORDESTE,3.1441071428571425
10-01-2016,OLEO DIESEL S10,NORTE,3.42555
10-01-2016,OLEO DIESEL S10,SUDESTE,3.1140089285714287
10-01-2016,OLEO DIESEL S10,SUL,3.059989130434783
10-01-2017,ETANOL HIDRATADO,CENTRO OESTE,2.7899375
10-01-2017,ETANOL HIDRATADO,NORDESTE,3.18765625
10-01-2017,ETANOL HIDRATADO,NORTE,3.5629285714285714
10-01-2017,ETANOL HIDRATADO,SUDESTE,2.7435961538461537
10-01-2017,ETANOL HIDRATADO,SUL,3.2454069767441864
10-01-2017,GASOLINA COMUM,CENTRO OESTE,4.02903125
10-01-2017,GASOLINA COMUM,NORDESTE,3.942458333333333
10-01-2017,GASOLINA COMUM,NORTE,4.19881081081081
10-01-2017,GASOLINA COMUM,SUDESTE,3.937033653846154
10-01-2017,GASOLINA COMUM,SUL,3.9765581395348835
10-01-2017,GLP,CENTRO OESTE,71.64846875
10-01-2017,GLP,NORDESTE,61.46465625
10-01-2017,GLP,NORTE,72.82843243243244
10-01-2017,GLP,SUDESTE,62.00893236714976
10-01-2017,GLP,SUL,63.90973255813954
10-01-2017,GNV,CENTRO OESTE,2.4949999999999997
10-01-2017,GNV,NORDESTE,2.5595769230769227
10-01-2017,GNV,NORTE,2.826
10-01-2017,GNV,SUDESTE,2.444390625
10-01-2017,GNV,SUL,2.399653846153846
10-01-2017,OLEO DIESEL,CENTRO OESTE,3.4305
10-01-2017,OLEO DIESEL,NORDESTE,3.1985882352941175
10-01-2017,OLEO DIESEL,NORTE,3.436878787878788
10-01-2017,OLEO DIESEL,SUDESTE,3.2471153846153844
10-01-2017,OLEO DIESEL,SUL,3.115093023255814
10-01-2017,OLEO DIESEL S10,CENTRO OESTE,3.55834375
10-01-2017,OLEO DIESEL S10,NORDESTE,3.27540625
10-01-2017,OLEO DIESEL S10,NORTE,3.545135135135135
10-01-2017,OLEO DIESEL S10,SUDESTE,3.3647788461538464
10-01-2017,OLEO DIESEL S10,SUL,3.2299767441860467
10-01-2018,ETANOL HIDRATADO,CENTRO OESTE,3.13671875
10-01-2018,ETANOL HIDRATADO,NORDESTE,3.5245894736842107
10-01-2018,ETANOL HIDRATADO,NORTE,3.9423870967741936
10-01-2018,ETANOL HIDRATADO,SUDESTE,3.0405432692307692
10-01-2018,ETANOL HIDRATADO,SUL,3.575790697674419
10-01-2018,GASOLINA COMUM,CENTRO OESTE,4.863375
10-01-2018,GASOLINA COMUM,NORDESTE,4.784354166666667
10-01-2018,GASOLINA COMUM,NORTE,4.928567567567567
10-01-2018,GASOLINA COMUM,SUDESTE,4.791644230769231
10-01-2018,GASOLINA COMUM,SUL,4.730848837209303
10-01-2018,GLP,CENTRO OESTE,77.46815625
10-01-2018,GLP,NORDESTE,66.78048958333333
10-01-2018,GLP,NORTE,80.52470270270271
10-01-2018,GLP,SUDESTE,67.10632692307692
10-01-2018,GLP,SUL,69.7851046511628
10-01-2018,GNV,CENTRO OESTE,2.768
10-01-2018,GNV,NORDESTE,3.1124400000000003
10-01-2018,GNV,NORTE,3.142
10-01-2018,GNV,SUDESTE,2.782739726027397
10-01-2018,GNV,SUL,2.9848214285714287
10-01-2018,OLEO DIESEL,CENTRO OESTE,3.87484375
10-01-2018,OLEO DIESEL,NORDESTE,3.7798815789473688
10-01-2018,OLEO DIESEL,NORTE,3.970117647058824
10-01-2018,OLEO DIESEL,SUDESTE,3.6738125
10-01-2018,OLEO DIESEL,SUL,3.597674418604651
10-01-2018,OLEO DIESEL S10,CENTRO OESTE,3.972
10-01-2018,OLEO DIESEL S10,NORDESTE,3.8335104166666665
10-01-2018,OLEO DIESEL S10,NORTE,4.059621621621622
10-01-2018,OLEO DIESEL S10,SUDESTE,3.773942307692308
10-01-2018,OLEO DIESEL S10,SUL,3.7034302325581394
11-01-2016,ETANOL HIDRATADO,CENTRO OESTE,2.9061515151515147
11-01-2016,ETANOL HIDRATADO,NORDESTE,3.140405405405405
11-01-2016,ETANOL HIDRATADO,NORTE,3.5673636363636363
11-01-2016,ETANOL HIDRATADO,SUDESTE,2.913607142857143
11-01-2016,ETANOL HIDRATADO,SUL,3.3212637362637363
11-01-2016,GASOLINA COMUM,CENTRO OESTE,3.778454545454545
11-01-2016,GASOLINA COMUM,NORDESTE,3.760089285714286
11-01-2016,GASOLINA COMUM,NORTE,4.0078000000000005
11-01-2016,GASOLINA COMUM,SUDESTE,3.7106607142857144
11-01-2016,GASOLINA COMUM,SUL,3.75875
11-01-2016,GLP,CENTRO OESTE,63.80081818181819
11-01-2016,GLP,NORDESTE,54.357481818181824
