MÊS,PRODUTO,REGIÃO,PREÇO MÉDIO REVENDA
11-01-2016,GLP,NORTE,64.61187179487179
11-01-2016,GLP,SUDESTE,54.22662053571429
11-01-2016,GLP,SUL,57.42228260869565
11-01-2016,GNV,CENTRO OESTE,2.4323333333333332
11-01-2016,GNV,NORDESTE,2.3880000000000003
11-01-2016,GNV,NORTE,2.739
11-01-2016,GNV,SUDESTE,2.2475479452054796
11-01-2016,GNV,SUL,2.469133333333333
11-01-2016,OLEO DIESEL,CENTRO OESTE,3.1545454545454543
11-01-2016,OLEO DIESEL,NORDESTE,3.0189800000000004
11-01-2016,OLEO DIESEL,NORTE,3.287864864864865
11-01-2016,OLEO DIESEL,SUDESTE,2.9745535714285714
11-01-2016,OLEO DIESEL,SUL,2.90225
11-01-2016,OLEO DIESEL S10,CENTRO OESTE,3.3115757575757576
11-01-2016,OLEO DIESEL S10,NORDESTE,3.1274732142857142
11-01-2016,OLEO DIESEL S10,NORTE,3.407925
11-01-2016,OLEO DIESEL S10,SUDESTE,3.1014241071428574
11-01-2016,OLEO DIESEL S10,SUL,3.0445760869565217
11-01-2017,ETANOL HIDRATADO,CENTRO OESTE,2.89825
11-01-2017,ETANOL HIDRATADO,NORDESTE,3.1932604166666665
11-01-2017,ETANOL HIDRATADO,NORTE,3.568275862068966
11-01-2017,ETANOL HIDRATADO,SUDESTE,2.855139423076923
11-01-2017,ETANOL HIDRATADO,SUL,3.326918604651163
11-01-2017,GASOLINA COMUM,CENTRO OESTE,4.17028125
11-01-2017,GASOLINA COMUM,NORDESTE,3.991229166666667
11-01-2017,GASOLINA COMUM,NORTE,4.2809459459459465
11-01-2017,GASOLINA COMUM,SUDESTE,4.045076923076923
11-01-2017,GASOLINA COMUM,SUL,4.082860465116279
11-01-2017,GLP,CENTRO OESTE,75.035625
11-01-2017,GLP,NORDESTE,63.76796875
11-01-2017,GLP,NORTE,76.3861081081081
11-01-2017,GLP,SUDESTE,64.04595652173913
11-01-2017,GLP,SUL,66.05682558139534
11-01-2017,GNV,CENTRO OESTE,2.499
11-01-2017,GNV,NORDESTE,2.631076923076923
11-01-2017,GNV,NORTE,2.75
11-01-2017,GNV,SUDESTE,2.470234375
11-01-2017,GNV,SUL,2.428888888888889
11-01-2017,OLEO DIESEL,CENTRO OESTE,3.521875
11-01-2017,OLEO DIESEL,NORDESTE,3.243872093023256
11-01-2017,OLEO DIESEL,NORTE,3.4895588235294115
11-01-2017,OLEO DIESEL,SUDESTE,3.3163623188405795
11-01-2017,OLEO DIESEL,SUL,3.1848953488372094
11-01-2017,OLEO DIESEL S10,CENTRO OESTE,3.64509375
11-01-2017,OLEO DIESEL S10,NORDESTE,3.3249791666666666
11-01-2017,OLEO DIESEL S10,NORTE,3.6093513513513513
11-01-2017,OLEO DIESEL S10,SUDESTE,3.436081730769231
11-01-2017,OLEO DIESEL S10,SUL,3.2956511627906977
11-01-2018,ETANOL HIDRATADO,CENTRO OESTE,3.15828125
11-01-2018,ETANOL HIDRATADO,NORDESTE,3.4751894736842104
11-01-2018,ETANOL HIDRATADO,NORTE,3.951225806451613
11-01-2018,ETANOL HIDRATADO,SUDESTE,3.0468124999999997
11-01-2018,ETANOL HIDRATADO,SUL,3.594588235294118
11-01-2018,GASOLINA COMUM,CENTRO OESTE,4.72384375
11-01-2018,GASOLINA COMUM,NORDESTE,4.6864895833333335
11-01-2018,GASOLINA COMUM,NORTE,4.825351351351352
11-01-2018,GASOLINA COMUM,SUDESTE,4.678100961538461
11-01-2018,GASOLINA COMUM,SUL,4.594953488372093
11-01-2018,GLP,CENTRO OESTE,77.9035
11-01-2018,GLP,NORDESTE,67.17529166666667
11-01-2018,GLP,NORTE,80.86024324324325
11-01-2018,GLP,SUDESTE,67.77797115384615
11-01-2018,GLP,SUL,70.38502325581395
11-01-2018,GNV,CENTRO OESTE,2.7664999999999997
11-01-2018,GNV,NORDESTE,3.221458333333333
11-01-2018,GNV,NORTE,3.142
11-01-2018,GNV,SUDESTE,2.9125205479452054
11-01-2018,GNV,SUL,3.042724137931035
11-01-2018,OLEO DIESEL,CENTRO OESTE,3.8216875
11-01-2018,OLEO DIESEL,NORDESTE,3.743525641025641
11-01-2018,OLEO DIESEL,NORTE,3.943485714285714
11-01-2018,OLEO DIESEL,SUDESTE,3.631666666666667
11-01-2018,OLEO DIESEL,SUL,3.5587674418604647
11-01-2018,OLEO DIESEL S10,CENTRO OESTE,3.9296875
11-01-2018,OLEO DIESEL S10,NORDESTE,3.8069895833333334
11-01-2018,OLEO DIESEL S10,NORTE,4.035054054054054
11-01-2018,OLEO DIESEL S10,SUDESTE,3.7360721153846153
11-01-2018,OLEO DIESEL S10,SUL,3.668511627906977
12-01-2016,ETANOL HIDRATADO,CENTRO OESTE,2.9552727272727273
12-01-2016,ETANOL HIDRATADO,NORDESTE,3.156810810810811
12-01-2016,ETANOL HIDRATADO,NORTE,3.6187272727272726
12-01-2016,ETANOL HIDRATADO,SUDESTE,2.9331071428571427
12-01-2016,ETANOL HIDRATADO,SUL,3.384577777777778
12-01-2016,GASOLINA COMUM,CENTRO OESTE,3.832060606060606
12-01-2016,GASOLINA COMUM,NORDESTE,3.7945357142857143
12-01-2016,GASOLINA COMUM,NORTE,4.06655
12-01-2016,GASOLINA COMUM,SUDESTE,3.7643928571428575
12-01-2016,GASOLINA COMUM,SUL,3.8286304347826086
12-01-2016,GLP,CENTRO OESTE,63.16006060606061
12-01-2016,GLP,NORDESTE,54.18342727272727
12-01-2016,GLP,NORTE,64.73648717948718
12-01-2016,GLP,SUDESTE,54.08803587443946
12-01-2016,GLP,SUL,57.55173913043478
12-01-2016,GNV,CENTRO OESTE,2.4316666666666666
12-01-2016,GNV,NORDESTE,2.3489166666666663
12-01-2016,GNV,NORTE,3.0025
12-01-2016,GNV,SUDESTE,2.230816901408451
12-01-2016,GNV,SUL,2.4748666666666663
12-01-2016,OLEO DIESEL,CENTRO OESTE,3.178939393939394
12-01-2016,OLEO DIESEL,NORDESTE,3.0483
12-01-2016,OLEO DIESEL,NORTE,3.340777777777778
12-01-2016,OLEO DIESEL,SUDESTE,3.003439461883408
12-01-2016,OLEO DIESEL,SUL,2.9354891304347825
12-01-2016,OLEO DIESEL S10,CENTRO OESTE,3.33769696969697
12-01-2016,OLEO DIESEL S10,NORDESTE,3.1525
12-01-2016,OLEO DIESEL S10,NORTE,3.45235
12-01-2016,OLEO DIESEL S10,SUDESTE,3.131901785714286
12-01-2016,OLEO DIESEL S10,SUL,3.0811521739130434
12-01-2017,ETANOL HIDRATADO,CENTRO OESTE,2.9573125
12-01-2017,ETANOL HIDRATADO,NORDESTE,3.1940210526315793
12-01-2017,ETANOL HIDRATADO,NORTE,3.5859285714285716
12-01-2017,ETANOL HIDRATADO,SUDESTE,2.967673076923077
12-01-2017,ETANOL HIDRATADO,SUL,3.423720930232558
12-01-2017,GASOLINA COMUM,CENTRO OESTE,4.26578125
12-01-2017,GASOLINA COMUM,NORDESTE,4.041885416666667
12-01-2017,GASOLINA COMUM,NORTE,4.337486486486486
12-01-2017,GASOLINA COMUM,SUDESTE,4.141447115384616
12-01-2017,GASOLINA COMUM,SUL,4.173581395348837
12-01-2017,GLP,CENTRO OESTE,75.95890625
12-01-2017,GLP,NORDESTE,65.23180208333333
12-01-2017,GLP,NORTE,77.97770270270271
12-01-2017,GLP,SUDESTE,64.90418357487923
12-01-2017,GLP,SUL,67.80920930232558
12-01-2017,GNV,CENTRO OESTE,2.529
12-01-2017,GNV,NORDESTE,2.6435185185185186
12-01-2017,GNV,NORTE,2.835
12-01-2017,GNV,SUDESTE,2.498276923076923
12-01-2017,GNV,SUL,2.4756538461538464
12-01-2017,OLEO DIESEL,CENTRO OESTE,3.5685625
12-01-2017,OLEO DIESEL,NORDESTE,3.2836588235294117
12-01-2017,OLEO DIESEL,NORTE,3.5318529411764708
12-01-2017,OLEO DIESEL,SUDESTE,3.3509710144927536
12-01-2017,OLEO DIESEL,SUL,3.220174418604651
12-01-2017,OLEO DIESEL S10,CENTRO OESTE,3.6844375
12-01-2017,OLEO DIESEL S10,NORDESTE,3.3624166666666664
12-01-2017,OLEO DIESEL S10,NORTE,3.649756756756757
12-01-2017,OLEO DIESEL S10,SUDESTE,3.4717932692307696
12-01-2017,OLEO DIESEL S10,SUL,3.3284418604651163
12-01-2018,ETANOL HIDRATADO,CENTRO OESTE,3.12675
12-01-2018,ETANOL HIDRATADO,NORDESTE,3.40031914893617
12-01-2018,ETANOL HIDRATADO,NORTE,3.9303000000000003
12-01-2018,ETANOL HIDRATADO,SUDESTE,2.945524038461538
12-01-2018,ETANOL HIDRATADO,SUL,3.518482352941176
12-01-2018,GASOLINA COMUM,CENTRO OESTE,4.4966875
12-01-2018,GASOLINA COMUM,NORDESTE,4.496322916666666
12-01-2018,GASOLINA COMUM,NORTE,4.611216216216216
12-01-2018,GASOLINA COMUM,SUDESTE,4.463009615384616
12-01-2018,GASOLINA COMUM,SUL,4.365441860465117
12-01-2018,GLP,CENTRO OESTE,78.417625
12-01-2018,GLP,NORDESTE,67.44148958333334
12-01-2018,GLP,NORTE,81.24864864864864
12-01-2018,GLP,SUDESTE,68.2025
12-01-2018,GLP,SUL,70.62755813953488
12-01-2018,GNV,CENTRO OESTE,2.855
12-01-2018,GNV,NORDESTE,3.2485
12-01-2018,GNV,NORTE,3.41
12-01-2018,GNV,SUDESTE,2.9749384615384615
12-01-2018,GNV,SUL,3.141103448275862
12-01-2018,OLEO DIESEL,CENTRO OESTE,3.65346875
12-01-2018,OLEO DIESEL,NORDESTE,3.6353947368421053
12-01-2018,OLEO DIESEL,NORTE,3.824176470588235
12-01-2018,OLEO DIESEL,SUDESTE,3.4590291262135926
12-01-2018,OLEO DIESEL,SUL,3.3866395348837206
12-01-2018,OLEO DIESEL S10,CENTRO OESTE,3.774375
12-01-2018,OLEO DIESEL S10,NORDESTE,3.6920520833333335
12-01-2018,OLEO DIESEL S10,NORTE,3.9260810810810813
12-01-2018,OLEO DIESEL S10,SUDESTE,3.573716346153846
12-01-2018,OLEO DIESEL S10,SUL,3.496860465116279
01-01-2016,ETANOL HIDRATADO,BRASIL,2.953922920892495
01-01-2016,GASOLINA COMUM,BRASIL,3.7496027944111776
01-01-2016,GLP,BRASIL,54.60088353413655
01-01-2016,GNV,BRASIL,2.3086621621621624
01-01-2016,OLEO DIESEL,BRASIL,3.0079794661190964
01-01-2016,OLEO DIESEL S10,BRASIL,3.139936127744511
01-01-2017,ETANOL HIDRATADO,BRASIL,3.180523326572008
01-01-2017,GASOLINA COMUM,BRASIL,3.850135728542914
01-01-2017,GLP,BRASIL,56.29770020120724
01-01-2017,GNV,BRASIL,2.330548611111111
01-01-2017,OLEO DIESEL,BRASIL,3.108879917184265
01-01-2017,OLEO DIESEL S10,BRASIL,3.234686626746507
01-01-2018,ETANOL HIDRATADO,BRASIL,3.245433333333333
01-01-2018,GASOLINA COMUM,BRASIL,4.255111111111111
01-01-2018,GLP,BRASIL,68.12151091703056
01-01-2018,GNV,BRASIL,2.5314393939393938
01-01-2018,OLEO DIESEL,BRASIL,3.390993227990971
01-01-2018,OLEO DIESEL S10,BRASIL,3.498812636165577
02-01-2016,ETANOL HIDRATADO,BRASIL,3.0570263691683572
02-01-2016,GASOLINA COMUM,BRASIL,3.7820399201596806
02-01-2016,GLP,BRASIL,54.50694979919679
02-01-2016,GNV,BRASIL,2.3136423841059606
02-01-2016,OLEO DIESEL,BRASIL,3.020679012345679
02-01-2016,OLEO DIESEL S10,BRASIL,3.152618
02-01-2017,ETANOL HIDRATADO,BRASIL,3.181337398373984
02-01-2017,GASOLINA COMUM,BRASIL,3.8379660678642713
02-01-2017,GLP,BRASIL,56.091700201207246
02-01-2017,GNV,BRASIL,2.3567872340425535
02-01-2017,OLEO DIESEL,BRASIL,3.1155619834710744
02-01-2017,OLEO DIESEL S10,BRASIL,3.2374590818363274
02-01-2018,ETANOL HIDRATADO,BRASIL,3.306182222222222
02-01-2018,GASOLINA COMUM,BRASIL,4.277492374727669
02-01-2018,GLP,BRASIL,67.85678820960699
02-01-2018,GNV,BRASIL,2.576412213740458
02-01-2018,OLEO DIESEL,BRASIL,3.4052889390519185
02-01-2018,OLEO DIESEL S10,BRASIL,3.512409586056645
03-01-2016,ETANOL HIDRATADO,BRASIL,3.124894523326572
03-01-2016,GASOLINA COMUM,BRASIL,3.8013393213572853
03-01-2016,GLP,BRASIL,54.401018072289155
03-01-2016,GNV,BRASIL,2.34525625
03-01-2016,OLEO DIESEL,BRASIL,3.0258453608247424
03-01-2016,OLEO DIESEL S10,BRASIL,3.1585189620758483
03-01-2017,ETANOL HIDRATADO,BRASIL,3.0959959349593498
03-01-2017,GASOLINA COMUM,BRASIL,3.7801816367265473
03-01-2017,GLP,BRASIL,56.206482897384305
03-01-2017,GNV,BRASIL,2.3783262411347517
03-01-2017,OLEO DIESEL,BRASIL,3.068473029045643
03-01-2017,OLEO DIESEL S10,BRASIL,3.188870259481038
03-01-2018,ETANOL HIDRATADO,BRASIL,3.3331662971175167
03-01-2018,GASOLINA COMUM,BRASIL,4.273069716775599
03-01-2018,GLP,BRASIL,67.76966375545852
03-01-2018,GNV,BRASIL,2.600140625
03-01-2018,OLEO DIESEL,BRASIL,3.400869662921348
03-01-2018,OLEO DIESEL S10,BRASIL,3.5077429193899783
04-01-2016,ETANOL HIDRATADO,BRASIL,3.0862008113590265
04-01-2016,GASOLINA COMUM,BRASIL,3.7987145708582832
04-01-2016,GLP,BRASIL,54.132036144578315
04-01-2016,GNV,BRASIL,2.322901315789474
04-01-2016,OLEO DIESEL,BRASIL,3.032537037037037
04-01-2016,OLEO DIESEL S10,BRASIL,3.1614990019960083
04-01-2017,ETANOL HIDRATADO,BRASIL,3.013872210953347
04-01-2017,GASOLINA COMUM,BRASIL,3.729808383233533
04-01-2017,GLP,BRASIL,57.717205231388334
04-01-2017,GNV,BRASIL,2.3750661764705883
04-01-2017,OLEO DIESEL,BRASIL,3.032151767151767
04-01-2017,OLEO DIESEL S10,BRASIL,3.1512754491017962
04-01-2018,ETANOL HIDRATADO,BRASIL,3.343097777777778
04-01-2018,GASOLINA COMUM,BRASIL,4.297769063180827
04-01-2018,GLP,BRASIL,67.78378384279476
04-01-2018,GNV,BRASIL,2.6136328125
04-01-2018,OLEO DIESEL,BRASIL,3.4450405405405404
04-01-2018,OLEO DIESEL S10,BRASIL,3.546461873638344
05-01-2016,ETANOL HIDRATADO,BRASIL,2.8951561866125757
05-01-2016,GASOLINA COMUM,BRASIL,3.765952095808383
05-01-2016,GLP,BRASIL,53.859580321285144
05-01-2016,GNV,BRASIL,2.3379934210526314
05-01-2016,OLEO DIESEL,BRASIL,3.0283395061728395
05-01-2016,OLEO DIESEL S10,BRASIL,3.158636726546906
05-01-2017,ETANOL HIDRATADO,BRASIL,2.969979716024341
05-01-2017,GASOLINA COMUM,BRASIL,3.713365269461078
05-01-2017,GLP,BRASIL,57.79207243460765
05-01-2017,GNV,BRASIL,2.394671641791045
05-01-2017,OLEO DIESEL,BRASIL,3.0374377593361
05-01-2017,OLEO DIESEL S10,BRASIL,3.153435129740519
05-01-2018,ETANOL HIDRATADO,BRASIL,3.2476080178173716
05-01-2018,GASOLINA COMUM,BRASIL,4.3901132897603485
05-01-2018,GLP,BRASIL,67.80819650655022
05-01-2018,GNV,BRASIL,2.6719774436090225
05-01-2018,OLEO DIESEL,BRASIL,3.640219954648526
05-01-2018,OLEO DIESEL S10,BRASIL,3.738904139433551
06-01-2016,ETANOL HIDRATADO,BRASIL,2.850614604462475
06-01-2016,GASOLINA COMUM,BRASIL,3.744369261477046
06-01-2016,GLP,BRASIL,53.73655421686747
06-01-2016,GNV,BRASIL,2.30525
06-01-2016,OLEO DIESEL,BRASIL,3.0253080082135524
06-01-2016,OLEO DIESEL S10,BRASIL,3.1568942115768466
06-01-2017,ETANOL HIDRATADO,BRASIL,2.898268686868687
06-01-2017,GASOLINA COMUM,BRASIL,3.655447105788423
06-01-2017,GLP,BRASIL,57.99932997987928
06-01-2017,GNV,BRASIL,2.4325891472868215
06-01-2017,OLEO DIESEL,BRASIL,3.005925155925156
06-01-2017,OLEO DIESEL S10,BRASIL,3.1217165668662674
06-01-2018,ETANOL HIDRATADO,BRASIL,3.3213763919821826
06-01-2018,GASOLINA COMUM,BRASIL,4.625209150326797
06-01-2018,GLP,BRASIL,69.4055480349345
06-01-2018,GNV,BRASIL,2.724734848484849
06-01-2018,OLEO DIESEL,BRASIL,3.446654462242563
06-01-2018,OLEO DIESEL S10,BRASIL,3.542714596949891
07-01-2016,ETANOL HIDRATADO,BRASIL,2.8382813765182187
07-01-2016,GASOLINA COMUM,BRASIL,3.73612375249501
07-01-2016,GLP,BRASIL,53.528933734939756
07-01-2016,GNV,BRASIL,2.318714285714286
07-01-2016,OLEO DIESEL,BRASIL,3.0237443298969073
07-01-2016,OLEO DIESEL S10,BRASIL,3.1545928143712576
07-01-2017,ETANOL HIDRATADO,BRASIL,2.857820202020202
07-01-2017,GASOLINA COMUM,BRASIL,3.654634730538922
07-01-2017,GLP,BRASIL,58.21398993963783
07-01-2017,GNV,BRASIL,2.4273880597014923
07-01-2017,OLEO DIESEL,BRASIL,2.9865280665280665
07-01-2017,OLEO DIESEL S10,BRASIL,3.101233532934132
07-01-2018,ETANOL HIDRATADO,BRASIL,3.239628888888889
07-01-2018,GASOLINA COMUM,BRASIL,4.577283224400872
07-01-2018,GLP,BRASIL,69.25874945533769
07-01-2018,GNV,BRASIL,2.725083969465649
07-01-2018,OLEO DIESEL,BRASIL,3.395416856492027
07-01-2018,OLEO DIESEL S10,BRASIL,3.4905555555555554
08-01-2016,ETANOL HIDRATADO,BRASIL,2.851536437246964
08-01-2016,GASOLINA COMUM,BRASIL,3.73625748502994
08-01-2016,GLP,BRASIL,53.47813654618474
08-01-2016,GNV,BRASIL,2.3094893617021275
08-01-2016,OLEO DIESEL,BRASIL,3.022082474226804
08-01-2016,OLEO DIESEL S10,BRASIL,3.152634730538922
08-01-2017,ETANOL HIDRATADO,BRASIL,2.9555321507760532
08-01-2017,GASOLINA COMUM,BRASIL,3.873272331154684
08-01-2017,GLP,BRASIL,58.29537772925764
08-01-2017,GNV,BRASIL,2.445934426229508
08-01-2017,OLEO DIESEL,BRASIL,3.1187313769751692
08-01-2017,OLEO DIESEL S10,BRASIL,3.2335098039215686
08-01-2018,ETANOL HIDRATADO,BRASIL,3.1350736607142857
08-01-2018,GASOLINA COMUM,BRASIL,4.544270152505447
08-01-2018,GLP,BRASIL,69.05330501089325
08-01-2018,GNV,BRASIL,2.805702290076336
08-01-2018,OLEO DIESEL,BRASIL,3.388242562929062
08-01-2018,OLEO DIESEL S10,BRASIL,3.483128540305011
09-01-2016,ETANOL HIDRATADO,BRASIL,2.86318016194332
09-01-2016,GASOLINA COMUM,BRASIL,3.733650698602794
09-01-2016,GLP,BRASIL,55.4220421686747
09-01-2016,GNV,BRASIL,2.331272727272727
09-01-2016,OLEO DIESEL,BRASIL,3.0203559670781894
09-01-2016,OLEO DIESEL S10,BRASIL,3.1508343313373253
09-01-2017,ETANOL HIDRATADO,BRASIL,2.970677777777778
09-01-2017,GASOLINA COMUM,BRASIL,3.9464313725490197
09-01-2017,GLP,BRASIL,59.798312227074234
09-01-2017,GNV,BRASIL,2.4499237288135594
09-01-2017,OLEO DIESEL,BRASIL,3.1886396396396397
09-01-2017,OLEO DIESEL S10,BRASIL,3.3013703703703703
09-01-2018,ETANOL HIDRATADO,BRASIL,3.2061492204899777
09-01-2018,GASOLINA COMUM,BRASIL,4.695056644880174
09-01-2018,GLP,BRASIL,69.12885620915033
09-01-2018,GNV,BRASIL,2.8560296296296297
09-01-2018,OLEO DIESEL,BRASIL,3.613513698630137
09-01-2018,OLEO DIESEL S10,BRASIL,3.7082047930283224
10-01-2016,ETANOL HIDRATADO,BRASIL,2.9679471544715446
10-01-2016,GASOLINA COMUM,BRASIL,3.7507265469061877
10-01-2016,GLP,BRASIL,56.24076706827309
10-01-2016,GNV,BRASIL,2.3168111888111884
10-01-2016,OLEO DIESEL,BRASIL,3.0198103092783506
10-01-2016,OLEO DIESEL S10,BRASIL,3.149095808383233
10-01-2017,ETANOL HIDRATADO,BRASIL,2.9885066666666664
10-01-2017,GASOLINA COMUM,BRASIL,3.973089324618736
10-01-2017,GLP,BRASIL,63.799336244541486
10-01-2017,GNV,BRASIL,2.4641
10-01-2017,OLEO DIESEL,BRASIL,3.2395743243243245
10-01-2017,OLEO DIESEL S10,BRASIL,3.3488627450980393
10-01-2018,ETANOL HIDRATADO,BRASIL,3.312778761061947
10-01-2018,GASOLINA COMUM,BRASIL,4.79476688453159
10-01-2018,GLP,BRASIL,69.34413289760349
10-01-2018,GNV,BRASIL,2.8930542635658916
10-01-2018,OLEO DIESEL,BRASIL,3.715144495412844
10-01-2018,OLEO DIESEL S10,BRASIL,3.8100261437908496
11-01-2016,ETANOL HIDRATADO,BRASIL,3.0835243902439027
11-01-2016,GASOLINA COMUM,BRASIL,3.7587305389221557
11-01-2016,GLP,BRASIL,56.2936265060241
11-01-2016,GNV,BRASIL,2.3377602739726027
11-01-2016,OLEO DIESEL,BRASIL,3.006082304526749
11-01-2016,OLEO DIESEL S10,BRASIL,3.1351217564870257
11-01-2017,ETANOL HIDRATADO,BRASIL,3.0659889135254987
11-01-2017,GASOLINA COMUM,BRASIL,4.068636165577342
11-01-2017,GLP,BRASIL,66.13002401746725
11-01-2017,GNV,BRASIL,2.498595041322314
11-01-2017,OLEO DIESEL,BRASIL,3.304957303370786
11-01-2017,OLEO DIESEL S10,BRASIL,3.4150718954248367
11-01-2018,ETANOL HIDRATADO,BRASIL,3.310361419068736
11-01-2018,GASOLINA COMUM,BRASIL,4.679335511982571
11-01-2018,GLP,BRASIL,69.90086928104576
11-01-2018,GNV,BRASIL,2.9987829457364343
11-01-2018,OLEO DIESEL,BRASIL,3.6760730593607303
11-01-2018,OLEO DIESEL S10,BRASIL,3.7758453159041396
12-01-2016,ETANOL HIDRATADO,BRASIL,3.114004073319756
12-01-2016,GASOLINA COMUM,BRASIL,3.811508982035928
12-01-2016,GLP,BRASIL,56.188277665995976
12-01-2016,GNV,BRASIL,2.327429577464789
12-01-2016,OLEO DIESEL,BRASIL,3.036849173553719
12-01-2016,OLEO DIESEL S10,BRASIL,3.166327345309381
12-01-2017,ETANOL HIDRATADO,BRASIL,3.1407305122494433
12-01-2017,GASOLINA COMUM,BRASIL,4.151115468409587
12-01-2017,GLP,BRASIL,67.34687991266375
12-01-2017,GNV,BRASIL,2.529114754098361
12-01-2017,OLEO DIESEL,BRASIL,3.3422837837837838
12-01-2017,OLEO DIESEL S10,BRASIL,3.451228758169935
12-01-2018,ETANOL HIDRATADO,BRASIL,3.2279175946547887
12-01-2018,GASOLINA COMUM,BRASIL,4.4659912854030495
12-01-2018,GLP,BRASIL,70.26151851851851
12-01-2018,GNV,BRASIL,3.071766129032258
12-01-2018,OLEO DIESEL,BRASIL,3.5185115207373276
12-01-2018,OLEO DIESEL S10,BRASIL,3.626459694989107
