,MÊS,PRODUTO,PREÇO MÉDIO REVENDA
679,01-01-2016,GASOLINA COMUM,3.857
680,01-01-2016,GASOLINA COMUM,3.663
681,01-01-2016,GASOLINA COMUM,3.847
682,01-01-2016,GASOLINA COMUM,3.892
683,01-01-2016,GASOLINA COMUM,3.946
684,01-01-2016,GASOLINA COMUM,3.774
685,01-01-2016,GASOLINA COMUM,3.573
686,01-01-2016,GASOLINA COMUM,3.694
687,01-01-2016,GASOLINA COMUM,3.711
688,01-01-2016,GASOLINA COMUM,3.963
689,01-01-2016,GASOLINA COMUM,3.686
690,01-01-2016,GASOLINA COMUM,3.615
691,01-01-2016,GASOLINA COMUM,3.712
692,01-01-2016,GASOLINA COMUM,3.81
693,01-01-2016,GASOLINA COMUM,3.829
694,01-01-2016,GASOLINA COMUM,4.301
695,01-01-2016,GASOLINA COMUM,3.829
696,01-01-2016,GASOLINA COMUM,4.019
697,01-01-2016,GASOLINA COMUM,3.36
698,01-01-2016,GASOLINA COMUM,3.815
699,01-01-2016,GASOLINA COMUM,3.806
700,01-01-2016,GASOLINA COMUM,3.709
701,01-01-2016,GASOLINA COMUM,3.518
702,01-01-2016,GASOLINA COMUM,3.845
703,01-01-2016,GASOLINA COMUM,3.964
704,01-01-2016,GASOLINA COMUM,3.459
705,01-01-2016,GASOLINA COMUM,3.622
706,01-01-2016,GASOLINA COMUM,3.596
707,01-01-2016,GASOLINA COMUM,3.919
708,01-01-2016,GASOLINA COMUM,3.561
709,01-01-2016,GASOLINA COMUM,3.491
710,01-01-2016,GASOLINA COMUM,3.514
711,01-01-2016,GASOLINA COMUM,3.574
712,01-01-2016,GASOLINA COMUM,3.793
713,01-01-2016,GASOLINA COMUM,3.532
714,01-01-2016,GASOLINA COMUM,3.836
715,01-01-2016,GASOLINA COMUM,3.668
716,01-01-2016,GASOLINA COMUM,3.682
717,01-01-2016,GASOLINA COMUM,3.641
718,01-01-2016,GASOLINA COMUM,3.402
719,01-01-2016,GASOLINA COMUM,3.787
720,01-01-2016,GASOLINA COMUM,3.642
721,01-01-2016,GASOLINA COMUM,3.327
722,01-01-2016,GASOLINA COMUM,3.835
723,01-01-2016,GASOLINA COMUM,3.477
724,01-01-2016,GASOLINA COMUM,3.815
725,01-01-2016,GASOLINA COMUM,3.444
726,01-01-2016,GASOLINA COMUM,3.762
727,01-01-2016,GASOLINA COMUM,3.61
728,01-01-2016,GASOLINA COMUM,3.736
729,01-01-2016,GASOLINA COMUM,3.925
730,01-01-2016,GASOLINA COMUM,3.742
731,01-01-2016,GASOLINA COMUM,3.652
732,01-01-2016,GASOLINA COMUM,3.938
733,01-01-2016,GASOLINA COMUM,3.384
734,01-01-2016,GASOLINA COMUM,3.51
735,01-01-2016,GASOLINA COMUM,3.923
736,01-01-2016,GASOLINA COMUM,3.853
737,01-01-2016,GASOLINA COMUM,3.761
738,01-01-2016,GASOLINA COMUM,3.506
739,01-01-2016,GASOLINA COMUM,3.67
740,01-01-2016,GASOLINA COMUM,3.617
741,01-01-2016,GASOLINA COMUM,3.506
742,01-01-2016,GASOLINA COMUM,3.874
743,01-01-2016,GASOLINA COMUM,3.753
744,01-01-2016,GASOLINA COMUM,3.741
745,01-01-2016,GASOLINA COMUM,3.602
746,01-01-2016,GASOLINA COMUM,3.779
747,01-01-2016,GASOLINA COMUM,3.413
748,01-01-2016,GASOLINA COMUM,3.722
749,01-01-2016,GASOLINA COMUM,3.525
750,01-01-2016,GASOLINA COMUM,3.978
751,01-01-2016,GASOLINA COMUM,3.844
752,01-01-2016,GASOLINA COMUM,3.745
753,01-01-2016,GASOLINA COMUM,3.927
754,01-01-2016,GASOLINA COMUM,3.654
755,01-01-2016,GASOLINA COMUM,3.476
756,01-01-2016,GASOLINA COMUM,3.78
757,01-01-2016,GASOLINA COMUM,3.989
758,01-01-2016,GASOLINA COMUM,3.536
759,01-01-2016,GASOLINA COMUM,3.776
760,01-01-2016,GASOLINA COMUM,3.638
761,01-01-2016,GASOLINA COMUM,3.802
762,01-01-2016,GASOLINA COMUM,3.625
763,01-01-2016,GASOLINA COMUM,3.548
764,01-01-2016,GASOLINA COMUM,4.176
765,01-01-2016,GASOLINA COMUM,3.706
766,01-01-2016,GASOLINA COMUM,4.058
767,01-01-2016,GASOLINA COMUM,3.858
768,01-01-2016,GASOLINA COMUM,3.748
769,01-01-2016,GASOLINA COMUM,3.734
770,01-01-2016,GASOLINA COMUM,3.789
771,01-01-2016,GASOLINA COMUM,3.505
772,01-01-2016,GASOLINA COMUM,3.71
773,01-01-2016,GASOLINA COMUM,3.68
774,01-01-2016,GASOLINA COMUM,3.495
775,01-01-2016,GASOLINA COMUM,3.854
776,01-01-2016,GASOLINA COMUM,3.62
777,01-01-2016,GASOLINA COMUM,3.488
778,01-01-2016,GASOLINA COMUM,3.467
779,01-01-2016,GASOLINA COMUM,3.516
780,01-01-2016,GASOLINA COMUM,3.454
781,01-01-2016,GASOLINA COMUM,3.713
782,01-01-2016,GASOLINA COMUM,3.713
783,01-01-2016,GASOLINA COMUM,3.727
784,01-01-2016,GASOLINA COMUM,3.908
785,01-01-2016,GASOLINA COMUM,3.737
786,01-01-2016,GASOLINA COMUM,3.725
787,01-01-2016,GASOLINA COMUM,3.877
788,01-01-2016,GASOLINA COMUM,3.749
789,01-01-2016,GASOLINA COMUM,3.805
790,01-01-2016,GASOLINA COMUM,3.86
791,01-01-2016,GASOLINA COMUM,3.745
792,01-01-2016,GASOLINA COMUM,3.723
793,01-01-2016,GASOLINA COMUM,3.812
794,01-01-2016,GASOLINA COMUM,3.828
795,01-01-2016,GASOLINA COMUM,3.745
796,01-01-2016,GASOLINA COMUM,3.639
797,01-01-2016,GASOLINA COMUM,3.59
798,01-01-2016,GASOLINA COMUM,3.698
799,01-01-2016,GASOLINA COMUM,3.698
800,01-01-2016,GASOLINA COMUM,3.507
801,01-01-2016,GASOLINA COMUM,3.713
802,01-01-2016,GASOLINA COMUM,3.64
803,01-01-2016,GASOLINA COMUM,3.962
804,01-01-2016,GASOLINA COMUM,3.495
805,01-01-2016,GASOLINA COMUM,3.783
806,01-01-2016,GASOLINA COMUM,3.778
807,01-01-2016,GASOLINA COMUM,3.809
808,01-01-2016,GASOLINA COMUM,3.841
809,01-01-2016,GASOLINA COMUM,3.963
810,01-01-2016,GASOLINA COMUM,4.122
811,01-01-2016,GASOLINA COMUM,3.544
812,01-01-2016,GASOLINA COMUM,3.708
813,01-01-2016,GASOLINA COMUM,3.729
814,01-01-2016,GASOLINA COMUM,3.815
815,01-01-2016,GASOLINA COMUM,3.767
816,01-01-2016,GASOLINA COMUM,4.06
817,01-01-2016,GASOLINA COMUM,4.303
818,01-01-2016,GASOLINA COMUM,3.86
819,01-01-2016,GASOLINA COMUM,3.88
820,01-01-2016,GASOLINA COMUM,3.741
821,01-01-2016,GASOLINA COMUM,3.906
822,01-01-2016,GASOLINA COMUM,3.899
823,01-01-2016,GASOLINA COMUM,3.638
824,01-01-2016,GASOLINA COMUM,3.749
825,01-01-2016,GASOLINA COMUM,3.822
826,01-01-2016,GASOLINA COMUM,3.908
827,01-01-2016,GASOLINA COMUM,3.587
828,01-01-2016,GASOLINA COMUM,3.633
829,01-01-2016,GASOLINA COMUM,3.879
830,01-01-2016,GASOLINA COMUM,4.059
831,01-01-2016,GASOLINA COMUM,4.068
832,01-01-2016,GASOLINA COMUM,3.882
833,01-01-2016,GASOLINA COMUM,3.869
834,01-01-2016,GASOLINA COMUM,4.066
835,01-01-2016,GASOLINA COMUM,3.455
836,01-01-2016,GASOLINA COMUM,3.487
837,01-01-2016,GASOLINA COMUM,3.675
838,01-01-2016,GASOLINA COMUM,3.562
839,01-01-2016,GASOLINA COMUM,3.59
840,01-01-2016,GASOLINA COMUM,3.64
841,01-01-2016,GASOLINA COMUM,3.423
842,01-01-2016,GASOLINA COMUM,3.755
843,01-01-2016,GASOLINA COMUM,3.711
844,01-01-2016,GASOLINA COMUM,3.685
845,01-01-2016,GASOLINA COMUM,3.735
846,01-01-2016,GASOLINA COMUM,3.701
847,01-01-2016,GASOLINA COMUM,3.963
848,01-01-2016,GASOLINA COMUM,3.488
849,01-01-2016,GASOLINA COMUM,3.71
850,01-01-2016,GASOLINA COMUM,4.054
851,01-01-2016,GASOLINA COMUM,3.842
852,01-01-2016,GASOLINA COMUM,3.802
853,01-01-2016,GASOLINA COMUM,3.593
854,01-01-2016,GASOLINA COMUM,3.628
855,01-01-2016,GASOLINA COMUM,3.66
856,01-01-2016,GASOLINA COMUM,3.575
857,01-01-2016,GASOLINA COMUM,3.883
858,01-01-2016,GASOLINA COMUM,3.678
859,01-01-2016,GASOLINA COMUM,4.092
860,01-01-2016,GASOLINA COMUM,3.839
861,01-01-2016,GASOLINA COMUM,3.628
862,01-01-2016,GASOLINA COMUM,3.479
863,01-01-2016,GASOLINA COMUM,3.669
864,01-01-2016,GASOLINA COMUM,3.763
865,01-01-2016,GASOLINA COMUM,4.043
866,01-01-2016,GASOLINA COMUM,3.569
867,01-01-2016,GASOLINA COMUM,3.849
868,01-01-2016,GASOLINA COMUM,4.079
869,01-01-2016,GASOLINA COMUM,3.673
870,01-01-2016,GASOLINA COMUM,3.838
871,01-01-2016,GASOLINA COMUM,3.626
872,01-01-2016,GASOLINA COMUM,3.598
873,01-01-2016,GASOLINA COMUM,3.953
874,01-01-2016,GASOLINA COMUM,3.498
875,01-01-2016,GASOLINA COMUM,3.692
876,01-01-2016,GASOLINA COMUM,3.527
877,01-01-2016,GASOLINA COMUM,3.74
878,01-01-2016,GASOLINA COMUM,3.558
879,01-01-2016,GASOLINA COMUM,3.886
880,01-01-2016,GASOLINA COMUM,3.769
881,01-01-2016,GASOLINA COMUM,3.679
882,01-01-2016,GASOLINA COMUM,3.9
883,01-01-2016,GASOLINA COMUM,3.764
884,01-01-2016,GASOLINA COMUM,4.073
885,01-01-2016,GASOLINA COMUM,3.63
886,01-01-2016,GASOLINA COMUM,4.459
887,01-01-2016,GASOLINA COMUM,3.939
888,01-01-2016,GASOLINA COMUM,4.173
889,01-01-2016,GASOLINA COMUM,4.104
890,01-01-2016,GASOLINA COMUM,3.48
891,01-01-2016,GASOLINA COMUM,3.91
892,01-01-2016,GASOLINA COMUM,3.76
893,01-01-2016,GASOLINA COMUM,3.799
894,01-01-2016,GASOLINA COMUM,3.914
895,01-01-2016,GASOLINA COMUM,3.663
896,01-01-2016,GASOLINA COMUM,3.471
897,01-01-2016,GASOLINA COMUM,4.019
898,01-01-2016,GASOLINA COMUM,3.493
899,01-01-2016,GASOLINA COMUM,3.585
900,01-01-2016,GASOLINA COMUM,3.722
901,01-01-2016,GASOLINA COMUM,3.955
902,01-01-2016,GASOLINA COMUM,4.084
903,01-01-2016,GASOLINA COMUM,3.823
904,01-01-2016,GASOLINA COMUM,3.411
905,01-01-2016,GASOLINA COMUM,3.802
906,01-01-2016,GASOLINA COMUM,3.858
907,01-01-2016,GASOLINA COMUM,3.638
908,01-01-2016,GASOLINA COMUM,3.386
909,01-01-2016,GASOLINA COMUM,3.677
910,01-01-2016,GASOLINA COMUM,3.464
911,01-01-2016,GASOLINA COMUM,3.68
912,01-01-2016,GASOLINA COMUM,3.437
913,01-01-2016,GASOLINA COMUM,3.5
914,01-01-2016,GASOLINA COMUM,3.745
915,01-01-2016,GASOLINA COMUM,3.954
916,01-01-2016,GASOLINA COMUM,3.463
917,01-01-2016,GASOLINA COMUM,3.99
918,01-01-2016,GASOLINA COMUM,3.754
919,01-01-2016,GASOLINA COMUM,3.703
920,01-01-2016,GASOLINA COMUM,3.486
921,01-01-2016,GASOLINA COMUM,3.575
922,01-01-2016,GASOLINA COMUM,3.963
923,01-01-2016,GASOLINA COMUM,3.589
924,01-01-2016,GASOLINA COMUM,3.689
925,01-01-2016,GASOLINA COMUM,4.019
926,01-01-2016,GASOLINA COMUM,3.63
927,01-01-2016,GASOLINA COMUM,3.985
928,01-01-2016,GASOLINA COMUM,3.789
929,01-01-2016,GASOLINA COMUM,3.594
930,01-01-2016,GASOLINA COMUM,3.982
931,01-01-2016,GASOLINA COMUM,3.708
932,01-01-2016,GASOLINA COMUM,3.808
933,01-01-2016,GASOLINA COMUM,3.654
934,01-01-2016,GASOLINA COMUM,3.676
935,01-01-2016,GASOLINA COMUM,3.793
936,01-01-2016,GASOLINA COMUM,3.787
937,01-01-2016,GASOLINA COMUM,3.872
938,01-01-2016,GASOLINA COMUM,3.438
939,01-01-2016,GASOLINA COMUM,3.943
940,01-01-2016,GASOLINA COMUM,3.85
941,01-01-2016,GASOLINA COMUM,3.522
942,01-01-2016,GASOLINA COMUM,3.518
943,01-01-2016,GASOLINA COMUM,3.46
944,01-01-2016,GASOLINA COMUM,3.557
945,01-01-2016,GASOLINA COMUM,3.426
946,01-01-2016,GASOLINA COMUM,4.459
947,01-01-2016,GASOLINA COMUM,3.808
948,01-01-2016,GASOLINA COMUM,3.878
949,01-01-2016,GASOLINA COMUM,3.652
950,01-01-2016,GASOLINA COMUM,3.872
951,01-01-2016,GASOLINA COMUM,3.723
952,01-01-2016,GASOLINA COMUM,3.676
953,01-01-2016,GASOLINA COMUM,3.76
954,01-01-2016,GASOLINA COMUM,3.768
955,01-01-2016,GASOLINA COMUM,3.88
956,01-01-2016,GASOLINA COMUM,3.881
957,01-01-2016,GASOLINA COMUM,3.844
958,01-01-2016,GASOLINA COMUM,3.804
959,01-01-2016,GASOLINA COMUM,3.632
960,01-01-2016,GASOLINA COMUM,3.547
961,01-01-2016,GASOLINA COMUM,3.668
962,01-01-2016,GASOLINA COMUM,3.758
963,01-01-2016,GASOLINA COMUM,3.773
964,01-01-2016,GASOLINA COMUM,3.879
965,01-01-2016,GASOLINA COMUM,3.774
966,01-01-2016,GASOLINA COMUM,3.759
967,01-01-2016,GASOLINA COMUM,3.976
968,01-01-2016,GASOLINA COMUM,3.725
969,01-01-2016,GASOLINA COMUM,3.992
970,01-01-2016,GASOLINA COMUM,3.942
971,01-01-2016,GASOLINA COMUM,3.922
972,01-01-2016,GASOLINA COMUM,4.007
973,01-01-2016,GASOLINA COMUM,3.552
974,01-01-2016,GASOLINA COMUM,3.819
975,01-01-2016,GASOLINA COMUM,3.806
976,01-01-2016,GASOLINA COMUM,3.75
977,01-01-2016,GASOLINA COMUM,3.425
978,01-01-2016,GASOLINA COMUM,3.966
979,01-01-2016,GASOLINA COMUM,3.699
980,01-01-2016,GASOLINA COMUM,3.859
981,01-01-2016,GASOLINA COMUM,3.934
982,01-01-2016,GASOLINA COMUM,3.723
983,01-01-2016,GASOLINA COMUM,3.647
984,01-01-2016,GASOLINA COMUM,3.906
985,01-01-2016,GASOLINA COMUM,3.577
986,01-01-2016,GASOLINA COMUM,3.595
987,01-01-2016,GASOLINA COMUM,3.829
988,01-01-2016,GASOLINA COMUM,3.629
989,01-01-2016,GASOLINA COMUM,4.031
990,01-01-2016,GASOLINA COMUM,3.447
991,01-01-2016,GASOLINA COMUM,3.663
992,01-01-2016,GASOLINA COMUM,3.689
993,01-01-2016,GASOLINA COMUM,4.199
3121,02-01-2016,GASOLINA COMUM,4.016
3122,02-01-2016,GASOLINA COMUM,3.625
3123,02-01-2016,GASOLINA COMUM,3.791
3124,02-01-2016,GASOLINA COMUM,3.592
3125,02-01-2016,GASOLINA COMUM,3.929
3126,02-01-2016,GASOLINA COMUM,3.678
3127,02-01-2016,GASOLINA COMUM,4.117
3128,02-01-2016,GASOLINA COMUM,4.301
3129,02-01-2016,GASOLINA COMUM,3.945
3130,02-01-2016,GASOLINA COMUM,4.137
3131,02-01-2016,GASOLINA COMUM,4.141
3132,02-01-2016,GASOLINA COMUM,3.978
3133,02-01-2016,GASOLINA COMUM,3.527
3134,02-01-2016,GASOLINA COMUM,3.617
3135,02-01-2016,GASOLINA COMUM,3.823
3136,02-01-2016,GASOLINA COMUM,3.857
3137,02-01-2016,GASOLINA COMUM,4.307
3138,02-01-2016,GASOLINA COMUM,3.817
3139,02-01-2016,GASOLINA COMUM,3.797
3140,02-01-2016,GASOLINA COMUM,3.785
3141,02-01-2016,GASOLINA COMUM,3.78
3142,02-01-2016,GASOLINA COMUM,3.795
3143,02-01-2016,GASOLINA COMUM,3.916
3144,02-01-2016,GASOLINA COMUM,3.851
3145,02-01-2016,GASOLINA COMUM,3.8
3146,02-01-2016,GASOLINA COMUM,3.806
3147,02-01-2016,GASOLINA COMUM,3.553
3148,02-01-2016,GASOLINA COMUM,3.545
3149,02-01-2016,GASOLINA COMUM,3.543
3150,02-01-2016,GASOLINA COMUM,4.099
3151,02-01-2016,GASOLINA COMUM,3.991
3152,02-01-2016,GASOLINA COMUM,3.58
3153,02-01-2016,GASOLINA COMUM,3.977
3154,02-01-2016,GASOLINA COMUM,3.857
3155,02-01-2016,GASOLINA COMUM,3.923
3156,02-01-2016,GASOLINA COMUM,3.671
3157,02-01-2016,GASOLINA COMUM,3.793
3158,02-01-2016,GASOLINA COMUM,3.604
3159,02-01-2016,GASOLINA COMUM,3.71
3160,02-01-2016,GASOLINA COMUM,3.761
3161,02-01-2016,GASOLINA COMUM,4.228
3162,02-01-2016,GASOLINA COMUM,3.547
3163,02-01-2016,GASOLINA COMUM,3.949
3164,02-01-2016,GASOLINA COMUM,3.891
3165,02-01-2016,GASOLINA COMUM,3.742
3166,02-01-2016,GASOLINA COMUM,3.724
3167,02-01-2016,GASOLINA COMUM,4.034
3168,02-01-2016,GASOLINA COMUM,3.95
3169,02-01-2016,GASOLINA COMUM,3.864
3170,02-01-2016,GASOLINA COMUM,3.629
3171,02-01-2016,GASOLINA COMUM,3.579
3172,02-01-2016,GASOLINA COMUM,3.555
3173,02-01-2016,GASOLINA COMUM,3.669
3174,02-01-2016,GASOLINA COMUM,3.646
3175,02-01-2016,GASOLINA COMUM,3.928
3176,02-01-2016,GASOLINA COMUM,3.818
3177,02-01-2016,GASOLINA COMUM,3.84
3178,02-01-2016,GASOLINA COMUM,3.616
3179,02-01-2016,GASOLINA COMUM,3.818
3180,02-01-2016,GASOLINA COMUM,3.891
3181,02-01-2016,GASOLINA COMUM,3.639
3182,02-01-2016,GASOLINA COMUM,3.379
3183,02-01-2016,GASOLINA COMUM,3.775
3184,02-01-2016,GASOLINA COMUM,3.562
3185,02-01-2016,GASOLINA COMUM,3.886
3186,02-01-2016,GASOLINA COMUM,3.959
3187,02-01-2016,GASOLINA COMUM,3.676
3188,02-01-2016,GASOLINA COMUM,3.915
3189,02-01-2016,GASOLINA COMUM,3.477
3190,02-01-2016,GASOLINA COMUM,3.967
3191,02-01-2016,GASOLINA COMUM,3.873
3192,02-01-2016,GASOLINA COMUM,3.621
3193,02-01-2016,GASOLINA COMUM,3.633
3194,02-01-2016,GASOLINA COMUM,3.729
3195,02-01-2016,GASOLINA COMUM,4.155
3196,02-01-2016,GASOLINA COMUM,3.78
