,MÊS,PRODUTO,PREÇO MÉDIO REVENDA
499,01-01-2019,GASOLINA COMUM,4.116
500,01-01-2019,GASOLINA COMUM,4.354
501,01-01-2019,GASOLINA COMUM,3.945
502,01-01-2019,GASOLINA COMUM,4.064
503,01-01-2019,GASOLINA COMUM,4.354
504,01-01-2019,GASOLINA COMUM,4.297
505,01-01-2019,GASOLINA COMUM,4.734
506,01-01-2019,GASOLINA COMUM,4.459
507,01-01-2019,GASOLINA COMUM,4.26
508,01-01-2019,GASOLINA COMUM,4.53
509,01-01-2019,GASOLINA COMUM,4.449
510,01-01-2019,GASOLINA COMUM,3.964
511,01-01-2019,GASOLINA COMUM,4.235
512,01-01-2019,GASOLINA COMUM,4.016
513,01-01-2019,GASOLINA COMUM,3.955
514,01-01-2019,GASOLINA COMUM,4.494
515,01-01-2019,GASOLINA COMUM,4.169
516,01-01-2019,GASOLINA COMUM,4.374
517,01-01-2019,GASOLINA COMUM,3.919
518,01-01-2019,GASOLINA COMUM,4.159
519,01-01-2019,GASOLINA COMUM,4.812
520,01-01-2019,GASOLINA COMUM,3.952
521,01-01-2019,GASOLINA COMUM,4.17
522,01-01-2019,GASOLINA COMUM,4.171
523,01-01-2019,GASOLINA COMUM,5.036
524,01-01-2019,GASOLINA COMUM,4.172
525,01-01-2019,GASOLINA COMUM,4.046
526,01-01-2019,GASOLINA COMUM,4.485
527,01-01-2019,GASOLINA COMUM,4.454
528,01-01-2019,GASOLINA COMUM,4.404
529,01-01-2019,GASOLINA COMUM,4.48
530,01-01-2019,GASOLINA COMUM,4.623
531,01-01-2019,GASOLINA COMUM,4.805
532,01-01-2019,GASOLINA COMUM,4.119
533,01-01-2019,GASOLINA COMUM,4.433
534,01-01-2019,GASOLINA COMUM,4.277
535,01-01-2019,GASOLINA COMUM,4.156
536,01-01-2019,GASOLINA COMUM,4.614
537,01-01-2019,GASOLINA COMUM,4.299
538,01-01-2019,GASOLINA COMUM,4.026
539,01-01-2019,GASOLINA COMUM,4.623
540,01-01-2019,GASOLINA COMUM,3.981
541,01-01-2019,GASOLINA COMUM,4.064
542,01-01-2019,GASOLINA COMUM,4.018
543,01-01-2019,GASOLINA COMUM,4.81
544,01-01-2019,GASOLINA COMUM,4.546
545,01-01-2019,GASOLINA COMUM,4.321
546,01-01-2019,GASOLINA COMUM,4.476
547,01-01-2019,GASOLINA COMUM,4.213
548,01-01-2019,GASOLINA COMUM,4.766
549,01-01-2019,GASOLINA COMUM,4.29
550,01-01-2019,GASOLINA COMUM,4.14
551,01-01-2019,GASOLINA COMUM,4.41
552,01-01-2019,GASOLINA COMUM,4.305
553,01-01-2019,GASOLINA COMUM,4.278
554,01-01-2019,GASOLINA COMUM,4.652
555,01-01-2019,GASOLINA COMUM,4.329
556,01-01-2019,GASOLINA COMUM,4.243
557,01-01-2019,GASOLINA COMUM,4.239
558,01-01-2019,GASOLINA COMUM,4.49
559,01-01-2019,GASOLINA COMUM,4.127
560,01-01-2019,GASOLINA COMUM,4.326
561,01-01-2019,GASOLINA COMUM,4.487
562,01-01-2019,GASOLINA COMUM,4.587
563,01-01-2019,GASOLINA COMUM,3.987
564,01-01-2019,GASOLINA COMUM,4.828
565,01-01-2019,GASOLINA COMUM,4.339
566,01-01-2019,GASOLINA COMUM,4.627
567,01-01-2019,GASOLINA COMUM,4.742
568,01-01-2019,GASOLINA COMUM,4.399
569,01-01-2019,GASOLINA COMUM,4.339
570,01-01-2019,GASOLINA COMUM,4.723
571,01-01-2019,GASOLINA COMUM,4.466
572,01-01-2019,GASOLINA COMUM,3.896
573,01-01-2019,GASOLINA COMUM,4.078
574,01-01-2019,GASOLINA COMUM,4.328
575,01-01-2019,GASOLINA COMUM,4.704
576,01-01-2019,GASOLINA COMUM,4.453
577,01-01-2019,GASOLINA COMUM,3.88
578,01-01-2019,GASOLINA COMUM,4.614
579,01-01-2019,GASOLINA COMUM,3.98
580,01-01-2019,GASOLINA COMUM,5.082
581,01-01-2019,GASOLINA COMUM,4.463
582,01-01-2019,GASOLINA COMUM,4.45
583,01-01-2019,GASOLINA COMUM,3.96
584,01-01-2019,GASOLINA COMUM,4.666
585,01-01-2019,GASOLINA COMUM,5.013
586,01-01-2019,GASOLINA COMUM,4.022
587,01-01-2019,GASOLINA COMUM,4.519
588,01-01-2019,GASOLINA COMUM,4.047
589,01-01-2019,GASOLINA COMUM,4.26
590,01-01-2019,GASOLINA COMUM,4.754
591,01-01-2019,GASOLINA COMUM,4.085
592,01-01-2019,GASOLINA COMUM,4.325
593,01-01-2019,GASOLINA COMUM,4.262
594,01-01-2019,GASOLINA COMUM,4.649
595,01-01-2019,GASOLINA COMUM,4.347
596,01-01-2019,GASOLINA COMUM,4.075
597,01-01-2019,GASOLINA COMUM,4.674
598,01-01-2019,GASOLINA COMUM,4.36
599,01-01-2019,GASOLINA COMUM,4.206
600,01-01-2019,GASOLINA COMUM,4.251
601,01-01-2019,GASOLINA COMUM,3.976
602,01-01-2019,GASOLINA COMUM,4.309
603,01-01-2019,GASOLINA COMUM,4.88
604,01-01-2019,GASOLINA COMUM,4.318
605,01-01-2019,GASOLINA COMUM,4.193
606,01-01-2019,GASOLINA COMUM,4.144
607,01-01-2019,GASOLINA COMUM,4.387
608,01-01-2019,GASOLINA COMUM,4.339
609,01-01-2019,GASOLINA COMUM,4.794
610,01-01-2019,GASOLINA COMUM,4.783
611,01-01-2019,GASOLINA COMUM,4.212
612,01-01-2019,GASOLINA COMUM,4.471
613,01-01-2019,GASOLINA COMUM,4.734
614,01-01-2019,GASOLINA COMUM,4.592
615,01-01-2019,GASOLINA COMUM,3.999
616,01-01-2019,GASOLINA COMUM,4.088
617,01-01-2019,GASOLINA COMUM,4.458
618,01-01-2019,GASOLINA COMUM,3.978
619,01-01-2019,GASOLINA COMUM,4.367
620,01-01-2019,GASOLINA COMUM,4.551
621,01-01-2019,GASOLINA COMUM,3.993
622,01-01-2019,GASOLINA COMUM,4.099
623,01-01-2019,GASOLINA COMUM,4.521
624,01-01-2019,GASOLINA COMUM,4.024
625,01-01-2019,GASOLINA COMUM,4.536
626,01-01-2019,GASOLINA COMUM,4.428
627,01-01-2019,GASOLINA COMUM,4.715
628,01-01-2019,GASOLINA COMUM,4.421
629,01-01-2019,GASOLINA COMUM,4.042
630,01-01-2019,GASOLINA COMUM,4.737
631,01-01-2019,GASOLINA COMUM,4.415
632,01-01-2019,GASOLINA COMUM,4.491
633,01-01-2019,GASOLINA COMUM,4.235
634,01-01-2019,GASOLINA COMUM,4.499
635,01-01-2019,GASOLINA COMUM,4.685
636,01-01-2019,GASOLINA COMUM,4.589
637,01-01-2019,GASOLINA COMUM,4.321
638,01-01-2019,GASOLINA COMUM,4.772
639,01-01-2019,GASOLINA COMUM,4.475
640,01-01-2019,GASOLINA COMUM,3.955
641,01-01-2019,GASOLINA COMUM,4.674
642,01-01-2019,GASOLINA COMUM,4.624
643,01-01-2019,GASOLINA COMUM,4.338
644,01-01-2019,GASOLINA COMUM,4.132
645,01-01-2019,GASOLINA COMUM,4.862
646,01-01-2019,GASOLINA COMUM,4.146
647,01-01-2019,GASOLINA COMUM,4.409
648,01-01-2019,GASOLINA COMUM,4.664
649,01-01-2019,GASOLINA COMUM,4.064
650,01-01-2019,GASOLINA COMUM,4.19
651,01-01-2019,GASOLINA COMUM,4.033
652,01-01-2019,GASOLINA COMUM,4.091
653,01-01-2019,GASOLINA COMUM,4.642
654,01-01-2019,GASOLINA COMUM,4.092
655,01-01-2019,GASOLINA COMUM,4.668
656,01-01-2019,GASOLINA COMUM,4.375
657,01-01-2019,GASOLINA COMUM,4.114
658,01-01-2019,GASOLINA COMUM,4.129
659,01-01-2019,GASOLINA COMUM,3.973
660,01-01-2019,GASOLINA COMUM,4.334
661,01-01-2019,GASOLINA COMUM,4.328
662,01-01-2019,GASOLINA COMUM,4.243
663,01-01-2019,GASOLINA COMUM,4.761
664,01-01-2019,GASOLINA COMUM,4.729
665,01-01-2019,GASOLINA COMUM,3.992
666,01-01-2019,GASOLINA COMUM,4.603
667,01-01-2019,GASOLINA COMUM,4.113
668,01-01-2019,GASOLINA COMUM,4.208
669,01-01-2019,GASOLINA COMUM,4.505
670,01-01-2019,GASOLINA COMUM,4.435
671,01-01-2019,GASOLINA COMUM,4.026
672,01-01-2019,GASOLINA COMUM,4.884
673,01-01-2019,GASOLINA COMUM,3.975
674,01-01-2019,GASOLINA COMUM,4.083
675,01-01-2019,GASOLINA COMUM,4.773
676,01-01-2019,GASOLINA COMUM,4.456
677,01-01-2019,GASOLINA COMUM,4.729
678,01-01-2019,GASOLINA COMUM,4.078
679,01-01-2019,GASOLINA COMUM,4.204
680,01-01-2019,GASOLINA COMUM,4.071
681,01-01-2019,GASOLINA COMUM,3.99
682,01-01-2019,GASOLINA COMUM,4.323
683,01-01-2019,GASOLINA COMUM,4.251
684,01-01-2019,GASOLINA COMUM,4.435
685,01-01-2019,GASOLINA COMUM,4.663
686,01-01-2019,GASOLINA COMUM,3.908
687,01-01-2019,GASOLINA COMUM,4.679
688,01-01-2019,GASOLINA COMUM,3.86
689,01-01-2019,GASOLINA COMUM,4.532
690,01-01-2019,GASOLINA COMUM,4.593
691,01-01-2019,GASOLINA COMUM,4.102
692,01-01-2019,GASOLINA COMUM,4.792
693,01-01-2019,GASOLINA COMUM,4.157
694,01-01-2019,GASOLINA COMUM,3.967
695,01-01-2019,GASOLINA COMUM,4.285
696,01-01-2019,GASOLINA COMUM,4.92
697,01-01-2019,GASOLINA COMUM,3.88
698,01-01-2019,GASOLINA COMUM,4.341
699,01-01-2019,GASOLINA COMUM,4.142
700,01-01-2019,GASOLINA COMUM,4.727
701,01-01-2019,GASOLINA COMUM,4.14
702,01-01-2019,GASOLINA COMUM,3.791
703,01-01-2019,GASOLINA COMUM,4.693
704,01-01-2019,GASOLINA COMUM,4.832
705,01-01-2019,GASOLINA COMUM,4.05
706,01-01-2019,GASOLINA COMUM,4.351
707,01-01-2019,GASOLINA COMUM,4.889
708,01-01-2019,GASOLINA COMUM,4.164
709,01-01-2019,GASOLINA COMUM,4.176
710,01-01-2019,GASOLINA COMUM,4.475
711,01-01-2019,GASOLINA COMUM,4.155
712,01-01-2019,GASOLINA COMUM,4.769
713,01-01-2019,GASOLINA COMUM,4.033
714,01-01-2019,GASOLINA COMUM,4.078
715,01-01-2019,GASOLINA COMUM,4.008
716,01-01-2019,GASOLINA COMUM,4.038
717,01-01-2019,GASOLINA COMUM,4.03
718,01-01-2019,GASOLINA COMUM,4.147
719,01-01-2019,GASOLINA COMUM,4.554
720,01-01-2019,GASOLINA COMUM,4.549
721,01-01-2019,GASOLINA COMUM,4.405
722,01-01-2019,GASOLINA COMUM,4.298
723,01-01-2019,GASOLINA COMUM,4.453
724,01-01-2019,GASOLINA COMUM,4.129
725,01-01-2019,GASOLINA COMUM,4.678
726,01-01-2019,GASOLINA COMUM,4.757
727,01-01-2019,GASOLINA COMUM,4.33
728,01-01-2019,GASOLINA COMUM,4.187
729,01-01-2019,GASOLINA COMUM,4.639
730,01-01-2019,GASOLINA COMUM,4.691
731,01-01-2019,GASOLINA COMUM,4.72
732,01-01-2019,GASOLINA COMUM,4.14
733,01-01-2019,GASOLINA COMUM,4.254
734,01-01-2019,GASOLINA COMUM,4.055
735,01-01-2019,GASOLINA COMUM,4.646
736,01-01-2019,GASOLINA COMUM,4.253
737,01-01-2019,GASOLINA COMUM,4.287
738,01-01-2019,GASOLINA COMUM,4.206
739,01-01-2019,GASOLINA COMUM,4.714
740,01-01-2019,GASOLINA COMUM,3.941
741,01-01-2019,GASOLINA COMUM,4.49
742,01-01-2019,GASOLINA COMUM,4.536
743,01-01-2019,GASOLINA COMUM,4.629
744,01-01-2019,GASOLINA COMUM,4.766
745,01-01-2019,GASOLINA COMUM,4.675
746,01-01-2019,GASOLINA COMUM,4.349
747,01-01-2019,GASOLINA COMUM,4.641
748,01-01-2019,GASOLINA COMUM,4.282
749,01-01-2019,GASOLINA COMUM,4.271
750,01-01-2019,GASOLINA COMUM,4.831
751,01-01-2019,GASOLINA COMUM,4.72
752,01-01-2019,GASOLINA COMUM,4.621
753,01-01-2019,GASOLINA COMUM,4.171
754,01-01-2019,GASOLINA COMUM,4.385
755,01-01-2019,GASOLINA COMUM,4.809
756,01-01-2019,GASOLINA COMUM,4.39
757,01-01-2019,GASOLINA COMUM,4.286
758,01-01-2019,GASOLINA COMUM,4.667
759,01-01-2019,GASOLINA COMUM,4.675
760,01-01-2019,GASOLINA COMUM,3.924
761,01-01-2019,GASOLINA COMUM,4.025
762,01-01-2019,GASOLINA COMUM,4.626
763,01-01-2019,GASOLINA COMUM,4.543
764,01-01-2019,GASOLINA COMUM,4.827
765,01-01-2019,GASOLINA COMUM,5.075
766,01-01-2019,GASOLINA COMUM,4.638
767,01-01-2019,GASOLINA COMUM,4.658
768,01-01-2019,GASOLINA COMUM,3.936
769,01-01-2019,GASOLINA COMUM,3.965
770,01-01-2019,GASOLINA COMUM,4.458
771,01-01-2019,GASOLINA COMUM,4.103
772,01-01-2019,GASOLINA COMUM,4.215
773,01-01-2019,GASOLINA COMUM,4.506
774,01-01-2019,GASOLINA COMUM,3.933
775,01-01-2019,GASOLINA COMUM,4.481
776,01-01-2019,GASOLINA COMUM,4.637
777,01-01-2019,GASOLINA COMUM,4.214
778,01-01-2019,GASOLINA COMUM,4.234
779,01-01-2019,GASOLINA COMUM,4.536
780,01-01-2019,GASOLINA COMUM,4.401
781,01-01-2019,GASOLINA COMUM,4.0
782,01-01-2019,GASOLINA COMUM,4.176
783,01-01-2019,GASOLINA COMUM,4.924
784,01-01-2019,GASOLINA COMUM,4.271
785,01-01-2019,GASOLINA COMUM,4.642
786,01-01-2019,GASOLINA COMUM,4.137
787,01-01-2019,GASOLINA COMUM,4.262
788,01-01-2019,GASOLINA COMUM,4.366
789,01-01-2019,GASOLINA COMUM,4.228
790,01-01-2019,GASOLINA COMUM,4.508
791,01-01-2019,GASOLINA COMUM,4.079
792,01-01-2019,GASOLINA COMUM,4.639
793,01-01-2019,GASOLINA COMUM,4.787
794,01-01-2019,GASOLINA COMUM,4.132
795,01-01-2019,GASOLINA COMUM,4.141
796,01-01-2019,GASOLINA COMUM,4.666
797,01-01-2019,GASOLINA COMUM,4.73
798,01-01-2019,GASOLINA COMUM,4.12
799,01-01-2019,GASOLINA COMUM,4.764
800,01-01-2019,GASOLINA COMUM,4.377
801,01-01-2019,GASOLINA COMUM,4.465
802,01-01-2019,GASOLINA COMUM,4.558
803,01-01-2019,GASOLINA COMUM,4.617
804,01-01-2019,GASOLINA COMUM,4.577
805,01-01-2019,GASOLINA COMUM,4.592
806,01-01-2019,GASOLINA COMUM,4.026
807,01-01-2019,GASOLINA COMUM,4.416
808,01-01-2019,GASOLINA COMUM,3.927
809,01-01-2019,GASOLINA COMUM,4.2
810,01-01-2019,GASOLINA COMUM,4.367
811,01-01-2019,GASOLINA COMUM,4.605
812,01-01-2019,GASOLINA COMUM,4.446
813,01-01-2019,GASOLINA COMUM,4.464
814,01-01-2019,GASOLINA COMUM,4.164
815,01-01-2019,GASOLINA COMUM,3.828
816,01-01-2019,GASOLINA COMUM,4.619
817,01-01-2019,GASOLINA COMUM,4.322
818,01-01-2019,GASOLINA COMUM,4.022
819,01-01-2019,GASOLINA COMUM,4.457
820,01-01-2019,GASOLINA COMUM,4.28
821,01-01-2019,GASOLINA COMUM,4.494
822,01-01-2019,GASOLINA COMUM,4.831
823,01-01-2019,GASOLINA COMUM,4.279
824,01-01-2019,GASOLINA COMUM,4.061
825,01-01-2019,GASOLINA COMUM,4.107
826,01-01-2019,GASOLINA COMUM,4.042
827,01-01-2019,GASOLINA COMUM,4.93
828,01-01-2019,GASOLINA COMUM,4.652
829,01-01-2019,GASOLINA COMUM,4.686
830,01-01-2019,GASOLINA COMUM,3.953
831,01-01-2019,GASOLINA COMUM,4.685
832,01-01-2019,GASOLINA COMUM,4.728
833,01-01-2019,GASOLINA COMUM,3.925
834,01-01-2019,GASOLINA COMUM,3.987
835,01-01-2019,GASOLINA COMUM,4.147
836,01-01-2019,GASOLINA COMUM,3.959
837,01-01-2019,GASOLINA COMUM,3.977
838,01-01-2019,GASOLINA COMUM,4.16
839,01-01-2019,GASOLINA COMUM,4.023
840,01-01-2019,GASOLINA COMUM,4.513
841,01-01-2019,GASOLINA COMUM,4.211
842,01-01-2019,GASOLINA COMUM,4.013
843,01-01-2019,GASOLINA COMUM,4.221
844,01-01-2019,GASOLINA COMUM,4.72
845,01-01-2019,GASOLINA COMUM,4.155
846,01-01-2019,GASOLINA COMUM,4.094
847,01-01-2019,GASOLINA COMUM,4.75
848,01-01-2019,GASOLINA COMUM,4.128
849,01-01-2019,GASOLINA COMUM,4.868
850,01-01-2019,GASOLINA COMUM,4.58
851,01-01-2019,GASOLINA COMUM,4.299
852,01-01-2019,GASOLINA COMUM,4.285
853,01-01-2019,GASOLINA COMUM,4.304
854,01-01-2019,GASOLINA COMUM,4.237
855,01-01-2019,GASOLINA COMUM,4.423
856,01-01-2019,GASOLINA COMUM,4.368
857,01-01-2019,GASOLINA COMUM,4.615
858,01-01-2019,GASOLINA COMUM,4.575
859,01-01-2019,GASOLINA COMUM,3.95
860,01-01-2019,GASOLINA COMUM,4.66
861,01-01-2019,GASOLINA COMUM,4.507
862,01-01-2019,GASOLINA COMUM,4.057
863,01-01-2019,GASOLINA COMUM,4.037
864,01-01-2019,GASOLINA COMUM,4.118
865,01-01-2019,GASOLINA COMUM,4.029
866,01-01-2019,GASOLINA COMUM,3.967
867,01-01-2019,GASOLINA COMUM,5.046
868,01-01-2019,GASOLINA COMUM,4.449
869,01-01-2019,GASOLINA COMUM,4.594
870,01-01-2019,GASOLINA COMUM,4.342
871,01-01-2019,GASOLINA COMUM,4.727
872,01-01-2019,GASOLINA COMUM,4.734
873,01-01-2019,GASOLINA COMUM,4.225
874,01-01-2019,GASOLINA COMUM,4.45
875,01-01-2019,GASOLINA COMUM,4.785
876,01-01-2019,GASOLINA COMUM,4.151
877,01-01-2019,GASOLINA COMUM,4.674
878,01-01-2019,GASOLINA COMUM,4.361
879,01-01-2019,GASOLINA COMUM,3.969
880,01-01-2019,GASOLINA COMUM,4.311
881,01-01-2019,GASOLINA COMUM,4.636
882,01-01-2019,GASOLINA COMUM,4.254
883,01-01-2019,GASOLINA COMUM,4.379
884,01-01-2019,GASOLINA COMUM,4.553
885,01-01-2019,GASOLINA COMUM,4.437
886,01-01-2019,GASOLINA COMUM,4.791
887,01-01-2019,GASOLINA COMUM,4.331
888,01-01-2019,GASOLINA COMUM,4.696
889,01-01-2019,GASOLINA COMUM,4.639
890,01-01-2019,GASOLINA COMUM,4.894
891,01-01-2019,GASOLINA COMUM,4.69
892,01-01-2019,GASOLINA COMUM,3.985
893,01-01-2019,GASOLINA COMUM,4.244
894,01-01-2019,GASOLINA COMUM,4.559
895,01-01-2019,GASOLINA COMUM,4.418
896,01-01-2019,GASOLINA COMUM,4.029
897,01-01-2019,GASOLINA COMUM,4.406
898,01-01-2019,GASOLINA COMUM,4.772
899,01-01-2019,GASOLINA COMUM,4.157
900,01-01-2019,GASOLINA COMUM,4.314
901,01-01-2019,GASOLINA COMUM,4.445
902,01-01-2019,GASOLINA COMUM,3.938
903,01-01-2019,GASOLINA COMUM,4.3
904,01-01-2019,GASOLINA COMUM,4.616
905,01-01-2019,GASOLINA COMUM,4.1
906,01-01-2019,GASOLINA COMUM,4.851
907,01-01-2019,GASOLINA COMUM,3.963
908,01-01-2019,GASOLINA COMUM,4.272
909,01-01-2019,GASOLINA COMUM,4.199
910,01-01-2019,GASOLINA COMUM,4.838
2848,01-02-2019,GASOLINA COMUM,4.907
2849,01-02-2019,GASOLINA COMUM,4.185
2850,01-02-2019,GASOLINA COMUM,4.014
2851,01-02-2019,GASOLINA COMUM,4.177
2852,01-02-2019,GASOLINA COMUM,4.271
2853,01-02-2019,GASOLINA COMUM,4.535
2854,01-02-2019,GASOLINA COMUM,4.439
2855,01-02-2019,GASOLINA COMUM,4.648
2856,01-02-2019,GASOLINA COMUM,4.724
2857,01-02-2019,GASOLINA COMUM,4.759
2858,01-02-2019,GASOLINA COMUM,4.233
2859,01-02-2019,GASOLINA COMUM,3.84
2860,01-02-2019,GASOLINA COMUM,4.037
2861,01-02-2019,GASOLINA COMUM,3.999
2862,01-02-2019,GASOLINA COMUM,4.078
2863,01-02-2019,GASOLINA COMUM,5.044
2864,01-02-2019,GASOLINA COMUM,4.456
2865,01-02-2019,GASOLINA COMUM,4.156
2866,01-02-2019,GASOLINA COMUM,4.198
2867,01-02-2019,GASOLINA COMUM,4.05
2868,01-02-2019,GASOLINA COMUM,4.456
2869,01-02-2019,GASOLINA COMUM,4.397
2870,01-02-2019,GASOLINA COMUM,4.536
2871,01-02-2019,GASOLINA COMUM,4.413
2872,01-02-2019,GASOLINA COMUM,4.15
2873,01-02-2019,GASOLINA COMUM,3.918
2874,01-02-2019,GASOLINA COMUM,4.1
2875,01-02-2019,GASOLINA COMUM,3.856
2876,01-02-2019,GASOLINA COMUM,4.62
2877,01-02-2019,GASOLINA COMUM,4.653
2878,01-02-2019,GASOLINA COMUM,4.009
2879,01-02-2019,GASOLINA COMUM,4.724
2880,01-02-2019,GASOLINA COMUM,4.33
2881,01-02-2019,GASOLINA COMUM,4.338
2882,01-02-2019,GASOLINA COMUM,4.19
2883,01-02-2019,GASOLINA COMUM,4.208
2884,01-02-2019,GASOLINA COMUM,4.079
2885,01-02-2019,GASOLINA COMUM,4.019
2886,01-02-2019,GASOLINA COMUM,4.248
2887,01-02-2019,GASOLINA COMUM,4.895
2888,01-02-2019,GASOLINA COMUM,4.177
2889,01-02-2019,GASOLINA COMUM,4.318
2890,01-02-2019,GASOLINA COMUM,4.395
2891,01-02-2019,GASOLINA COMUM,4.352
2892,01-02-2019,GASOLINA COMUM,4.869
2893,01-02-2019,GASOLINA COMUM,4.796
2894,01-02-2019,GASOLINA COMUM,4.526
2895,01-02-2019,GASOLINA COMUM,4.036
2896,01-02-2019,GASOLINA COMUM,4.085
2897,01-02-2019,GASOLINA COMUM,3.898
2898,01-02-2019,GASOLINA COMUM,3.928
2899,01-02-2019,GASOLINA COMUM,4.25
2900,01-02-2019,GASOLINA COMUM,4.132
2901,01-02-2019,GASOLINA COMUM,4.683
2902,01-02-2019,GASOLINA COMUM,4.398
2903,01-02-2019,GASOLINA COMUM,4.276
2904,01-02-2019,GASOLINA COMUM,4.322
2905,01-02-2019,GASOLINA COMUM,4.357
2906,01-02-2019,GASOLINA COMUM,3.932
2907,01-02-2019,GASOLINA COMUM,4.141
2908,01-02-2019,GASOLINA COMUM,3.869
2909,01-02-2019,GASOLINA COMUM,3.818
2910,01-02-2019,GASOLINA COMUM,4.418
2911,01-02-2019,GASOLINA COMUM,4.14
2912,01-02-2019,GASOLINA COMUM,4.328
2913,01-02-2019,GASOLINA COMUM,3.866
2914,01-02-2019,GASOLINA COMUM,4.075
2915,01-02-2019,GASOLINA COMUM,4.73
2916,01-02-2019,GASOLINA COMUM,3.869
2917,01-02-2019,GASOLINA COMUM,4.07
2918,01-02-2019,GASOLINA COMUM,4.105
2919,01-02-2019,GASOLINA COMUM,4.974
2920,01-02-2019,GASOLINA COMUM,4.08
2921,01-02-2019,GASOLINA COMUM,3.979
2922,01-02-2019,GASOLINA COMUM,4.407
2923,01-02-2019,GASOLINA COMUM,4.335
2924,01-02-2019,GASOLINA COMUM,4.139
2925,01-02-2019,GASOLINA COMUM,4.456
2926,01-02-2019,GASOLINA COMUM,4.438
2927,01-02-2019,GASOLINA COMUM,4.781
2928,01-02-2019,GASOLINA COMUM,4.093
2929,01-02-2019,GASOLINA COMUM,4.338
2930,01-02-2019,GASOLINA COMUM,4.14
2931,01-02-2019,GASOLINA COMUM,4.004
2932,01-02-2019,GASOLINA COMUM,4.687
2933,01-02-2019,GASOLINA COMUM,4.164
2934,01-02-2019,GASOLINA COMUM,3.963
2935,01-02-2019,GASOLINA COMUM,4.577
2936,01-02-2019,GASOLINA COMUM,3.834
2937,01-02-2019,GASOLINA COMUM,4.007
2938,01-02-2019,GASOLINA COMUM,3.941
2939,01-02-2019,GASOLINA COMUM,4.7
2940,01-02-2019,GASOLINA COMUM,4.459
2941,01-02-2019,GASOLINA COMUM,4.112
2942,01-02-2019,GASOLINA COMUM,4.227
2943,01-02-2019,GASOLINA COMUM,4.003
2944,01-02-2019,GASOLINA COMUM,4.667
2945,01-02-2019,GASOLINA COMUM,4.192
2946,01-02-2019,GASOLINA COMUM,4.103
2947,01-02-2019,GASOLINA COMUM,4.251
2948,01-02-2019,GASOLINA COMUM,4.193
2949,01-02-2019,GASOLINA COMUM,4.231
2950,01-02-2019,GASOLINA COMUM,4.479
2951,01-02-2019,GASOLINA COMUM,4.16
2952,01-02-2019,GASOLINA COMUM,4.254
2953,01-02-2019,GASOLINA COMUM,4.204
2954,01-02-2019,GASOLINA COMUM,4.419
2955,01-02-2019,GASOLINA COMUM,4.083
2956,01-02-2019,GASOLINA COMUM,4.254
2957,01-02-2019,GASOLINA COMUM,4.483
2958,01-02-2019,GASOLINA COMUM,4.521
2959,01-02-2019,GASOLINA COMUM,3.944
2960,01-02-2019,GASOLINA COMUM,4.723
2961,01-02-2019,GASOLINA COMUM,4.245
2962,01-02-2019,GASOLINA COMUM,4.598
2963,01-02-2019,GASOLINA COMUM,4.68
