,MÊS,PRODUTO,PREÇO MÉDIO REVENDA
8974,01-04-2022,GASOLINA COMUM,7.989
8975,01-04-2022,GASOLINA COMUM,7.312
8976,01-04-2022,GASOLINA COMUM,7.643
8977,01-04-2022,GASOLINA COMUM,6.78
8978,01-04-2022,GASOLINA COMUM,7.588
8979,01-04-2022,GASOLINA COMUM,7.574
8980,01-04-2022,GASOLINA COMUM,7.283
8981,01-04-2022,GASOLINA COMUM,6.963
8982,01-04-2022,GASOLINA COMUM,6.78
8983,01-04-2022,GASOLINA COMUM,6.682
8984,01-04-2022,GASOLINA COMUM,7.366
8985,01-04-2022,GASOLINA COMUM,6.683
8986,01-04-2022,GASOLINA COMUM,7.012
8987,01-04-2022,GASOLINA COMUM,7.135
8988,01-04-2022,GASOLINA COMUM,7.515
8989,01-04-2022,GASOLINA COMUM,7.024
8990,01-04-2022,GASOLINA COMUM,6.908
8991,01-04-2022,GASOLINA COMUM,7.713
8992,01-04-2022,GASOLINA COMUM,6.955
8993,01-04-2022,GASOLINA COMUM,6.657
8994,01-04-2022,GASOLINA COMUM,6.663
8995,01-04-2022,GASOLINA COMUM,8.188
8996,01-04-2022,GASOLINA COMUM,7.662
8997,01-04-2022,GASOLINA COMUM,7.325
8998,01-04-2022,GASOLINA COMUM,7.193
8999,01-04-2022,GASOLINA COMUM,7.002
9000,01-04-2022,GASOLINA COMUM,7.509
9001,01-04-2022,GASOLINA COMUM,7.102
9002,01-04-2022,GASOLINA COMUM,7.09
9003,01-04-2022,GASOLINA COMUM,7.978
9004,01-04-2022,GASOLINA COMUM,6.852
9005,01-04-2022,GASOLINA COMUM,7.379
9006,01-04-2022,GASOLINA COMUM,7.473
9007,01-04-2022,GASOLINA COMUM,6.852
9008,01-04-2022,GASOLINA COMUM,6.896
9009,01-04-2022,GASOLINA COMUM,6.834
9010,01-04-2022,GASOLINA COMUM,7.002
9011,01-04-2022,GASOLINA COMUM,6.867
9012,01-04-2022,GASOLINA COMUM,7.896
9013,01-04-2022,GASOLINA COMUM,7.49
9014,01-04-2022,GASOLINA COMUM,7.571
9015,01-04-2022,GASOLINA COMUM,8.202
9016,01-04-2022,GASOLINA COMUM,7.641
9017,01-04-2022,GASOLINA COMUM,7.58
9018,01-04-2022,GASOLINA COMUM,6.979
9019,01-04-2022,GASOLINA COMUM,6.787
9020,01-04-2022,GASOLINA COMUM,7.967
9021,01-04-2022,GASOLINA COMUM,7.494
9022,01-04-2022,GASOLINA COMUM,8.355
9023,01-04-2022,GASOLINA COMUM,7.333
9024,01-04-2022,GASOLINA COMUM,6.752
9025,01-04-2022,GASOLINA COMUM,7.259
9026,01-04-2022,GASOLINA COMUM,7.601
9027,01-04-2022,GASOLINA COMUM,7.078
9028,01-04-2022,GASOLINA COMUM,7.487
9029,01-04-2022,GASOLINA COMUM,7.493
9030,01-04-2022,GASOLINA COMUM,7.101
9031,01-04-2022,GASOLINA COMUM,7.892
9032,01-04-2022,GASOLINA COMUM,7.305
9033,01-04-2022,GASOLINA COMUM,7.103
9034,01-04-2022,GASOLINA COMUM,6.96
9035,01-04-2022,GASOLINA COMUM,8.128
9036,01-04-2022,GASOLINA COMUM,7.483
9037,01-04-2022,GASOLINA COMUM,6.854
9038,01-04-2022,GASOLINA COMUM,7.684
9039,01-04-2022,GASOLINA COMUM,7.607
9040,01-04-2022,GASOLINA COMUM,6.818
9041,01-04-2022,GASOLINA COMUM,7.021
9042,01-04-2022,GASOLINA COMUM,6.846
9043,01-04-2022,GASOLINA COMUM,7.593
9044,01-04-2022,GASOLINA COMUM,7.243
9045,01-04-2022,GASOLINA COMUM,7.346
9046,01-04-2022,GASOLINA COMUM,7.519
9047,01-04-2022,GASOLINA COMUM,6.802
9048,01-04-2022,GASOLINA COMUM,7.378
9049,01-04-2022,GASOLINA COMUM,7.085
9050,01-04-2022,GASOLINA COMUM,7.989
9051,01-04-2022,GASOLINA COMUM,6.827
9052,01-04-2022,GASOLINA COMUM,6.903
9053,01-04-2022,GASOLINA COMUM,7.251
9054,01-04-2022,GASOLINA COMUM,7.87
11413,01-05-2022,GASOLINA COMUM,7.62
11414,01-05-2022,GASOLINA COMUM,7.4
11415,01-05-2022,GASOLINA COMUM,6.98
11416,01-05-2022,GASOLINA COMUM,7.73
11417,01-05-2022,GASOLINA COMUM,7.71
11418,01-05-2022,GASOLINA COMUM,7.13
11419,01-05-2022,GASOLINA COMUM,7.89
11420,01-05-2022,GASOLINA COMUM,7.73
11421,01-05-2022,GASOLINA COMUM,7.84
11422,01-05-2022,GASOLINA COMUM,7.94
11423,01-05-2022,GASOLINA COMUM,6.99
11424,01-05-2022,GASOLINA COMUM,6.84
11425,01-05-2022,GASOLINA COMUM,6.94
11426,01-05-2022,GASOLINA COMUM,6.99
11427,01-05-2022,GASOLINA COMUM,7.4
11428,01-05-2022,GASOLINA COMUM,8.3
11429,01-05-2022,GASOLINA COMUM,7.56
11430,01-05-2022,GASOLINA COMUM,7.44
11431,01-05-2022,GASOLINA COMUM,7.39
11432,01-05-2022,GASOLINA COMUM,6.92
11433,01-05-2022,GASOLINA COMUM,7.62
11434,01-05-2022,GASOLINA COMUM,7.51
11435,01-05-2022,GASOLINA COMUM,7.51
11436,01-05-2022,GASOLINA COMUM,7.31
11437,01-05-2022,GASOLINA COMUM,7.21
11438,01-05-2022,GASOLINA COMUM,6.9
11439,01-05-2022,GASOLINA COMUM,6.91
11440,01-05-2022,GASOLINA COMUM,6.93
11441,01-05-2022,GASOLINA COMUM,7.64
11442,01-05-2022,GASOLINA COMUM,8.13
11443,01-05-2022,GASOLINA COMUM,7.25
11444,01-05-2022,GASOLINA COMUM,7.6
11445,01-05-2022,GASOLINA COMUM,7.39
11446,01-05-2022,GASOLINA COMUM,7.36
11447,01-05-2022,GASOLINA COMUM,7.17
11448,01-05-2022,GASOLINA COMUM,7.04
11449,01-05-2022,GASOLINA COMUM,7.05
11450,01-05-2022,GASOLINA COMUM,6.77
11451,01-05-2022,GASOLINA COMUM,7.42
11452,01-05-2022,GASOLINA COMUM,7.96
11453,01-05-2022,GASOLINA COMUM,7.24
11454,01-05-2022,GASOLINA COMUM,7.87
11455,01-05-2022,GASOLINA COMUM,7.45
11456,01-05-2022,GASOLINA COMUM,7.57
11457,01-05-2022,GASOLINA COMUM,8.07
11458,01-05-2022,GASOLINA COMUM,8.03
11459,01-05-2022,GASOLINA COMUM,7.87
11460,01-05-2022,GASOLINA COMUM,7.3
11461,01-05-2022,GASOLINA COMUM,7.2
11462,01-05-2022,GASOLINA COMUM,6.76
11463,01-05-2022,GASOLINA COMUM,7.09
11464,01-05-2022,GASOLINA COMUM,6.98
11465,01-05-2022,GASOLINA COMUM,7.14
11466,01-05-2022,GASOLINA COMUM,7.72
11467,01-05-2022,GASOLINA COMUM,7.46
11468,01-05-2022,GASOLINA COMUM,7.16
11469,01-05-2022,GASOLINA COMUM,6.99
11470,01-05-2022,GASOLINA COMUM,7.52
11471,01-05-2022,GASOLINA COMUM,7.47
11472,01-05-2022,GASOLINA COMUM,7.04
11473,01-05-2022,GASOLINA COMUM,7.11
11474,01-05-2022,GASOLINA COMUM,7.05
11475,01-05-2022,GASOLINA COMUM,7.5
11476,01-05-2022,GASOLINA COMUM,7.11
11477,01-05-2022,GASOLINA COMUM,7.38
11478,01-05-2022,GASOLINA COMUM,6.9
11479,01-05-2022,GASOLINA COMUM,7.57
11480,01-05-2022,GASOLINA COMUM,8.02
11481,01-05-2022,GASOLINA COMUM,7.19
11482,01-05-2022,GASOLINA COMUM,7.12
11483,01-05-2022,GASOLINA COMUM,7.19
11484,01-05-2022,GASOLINA COMUM,8.14
11485,01-05-2022,GASOLINA COMUM,7.41
11486,01-05-2022,GASOLINA COMUM,6.8
11487,01-05-2022,GASOLINA COMUM,7.06
11488,01-05-2022,GASOLINA COMUM,6.73
11489,01-05-2022,GASOLINA COMUM,6.78
11490,01-05-2022,GASOLINA COMUM,7.64
11491,01-05-2022,GASOLINA COMUM,7.63
11492,01-05-2022,GASOLINA COMUM,8.29
11493,01-05-2022,GASOLINA COMUM,7.5
11494,01-05-2022,GASOLINA COMUM,7.68
11495,01-05-2022,GASOLINA COMUM,7.38
11496,01-05-2022,GASOLINA COMUM,7.11
11497,01-05-2022,GASOLINA COMUM,7.7
11498,01-05-2022,GASOLINA COMUM,7.01
11499,01-05-2022,GASOLINA COMUM,6.82
11500,01-05-2022,GASOLINA COMUM,7.62
11501,01-05-2022,GASOLINA COMUM,6.97
11502,01-05-2022,GASOLINA COMUM,7.32
11503,01-05-2022,GASOLINA COMUM,7.0
11504,01-05-2022,GASOLINA COMUM,7.9
11505,01-05-2022,GASOLINA COMUM,7.76
11506,01-05-2022,GASOLINA COMUM,6.66
11507,01-05-2022,GASOLINA COMUM,7.11
11508,01-05-2022,GASOLINA COMUM,6.72
11509,01-05-2022,GASOLINA COMUM,7.89
11510,01-05-2022,GASOLINA COMUM,7.37
11511,01-05-2022,GASOLINA COMUM,7.13
11512,01-05-2022,GASOLINA COMUM,7.33
11513,01-05-2022,GASOLINA COMUM,7.25
11514,01-05-2022,GASOLINA COMUM,7.23
11515,01-05-2022,GASOLINA COMUM,7.6
11516,01-05-2022,GASOLINA COMUM,6.96
11517,01-05-2022,GASOLINA COMUM,7.61
11518,01-05-2022,GASOLINA COMUM,7.26
11519,01-05-2022,GASOLINA COMUM,6.93
11520,01-05-2022,GASOLINA COMUM,7.13
11521,01-05-2022,GASOLINA COMUM,7.13
11522,01-05-2022,GASOLINA COMUM,7.6
11523,01-05-2022,GASOLINA COMUM,7.62
11524,01-05-2022,GASOLINA COMUM,7.37
11525,01-05-2022,GASOLINA COMUM,7.99
11526,01-05-2022,GASOLINA COMUM,7.43
11527,01-05-2022,GASOLINA COMUM,7.56
11528,01-05-2022,GASOLINA COMUM,7.73
11529,01-05-2022,GASOLINA COMUM,7.47
11530,01-05-2022,GASOLINA COMUM,7.35
11531,01-05-2022,GASOLINA COMUM,7.51
11532,01-05-2022,GASOLINA COMUM,7.73
11533,01-05-2022,GASOLINA COMUM,6.73
11534,01-05-2022,GASOLINA COMUM,6.85
11535,01-05-2022,GASOLINA COMUM,7.44
11536,01-05-2022,GASOLINA COMUM,7.92
11537,01-05-2022,GASOLINA COMUM,7.52
11538,01-05-2022,GASOLINA COMUM,6.87
11539,01-05-2022,GASOLINA COMUM,7.35
11540,01-05-2022,GASOLINA COMUM,7.03
11541,01-05-2022,GASOLINA COMUM,7.92
11542,01-05-2022,GASOLINA COMUM,7.42
11543,01-05-2022,GASOLINA COMUM,6.93
11544,01-05-2022,GASOLINA COMUM,7.35
11545,01-05-2022,GASOLINA COMUM,7.61
11546,01-05-2022,GASOLINA COMUM,8.0
11547,01-05-2022,GASOLINA COMUM,6.82
11548,01-05-2022,GASOLINA COMUM,7.55
11549,01-05-2022,GASOLINA COMUM,6.93
11550,01-05-2022,GASOLINA COMUM,6.97
11551,01-05-2022,GASOLINA COMUM,7.69
11552,01-05-2022,GASOLINA COMUM,7.02
11553,01-05-2022,GASOLINA COMUM,7.11
11554,01-05-2022,GASOLINA COMUM,6.75
11555,01-05-2022,GASOLINA COMUM,8.15
11556,01-05-2022,GASOLINA COMUM,7.27
11557,01-05-2022,GASOLINA COMUM,7.39
11558,01-05-2022,GASOLINA COMUM,7.84
11559,01-05-2022,GASOLINA COMUM,7.79
11560,01-05-2022,GASOLINA COMUM,7.56
11561,01-05-2022,GASOLINA COMUM,7.15
11562,01-05-2022,GASOLINA COMUM,6.83
11563,01-05-2022,GASOLINA COMUM,7.07
11564,01-05-2022,GASOLINA COMUM,7.65
11565,01-05-2022,GASOLINA COMUM,7.07
11566,01-05-2022,GASOLINA COMUM,6.83
11567,01-05-2022,GASOLINA COMUM,7.01
11568,01-05-2022,GASOLINA COMUM,7.58
11569,01-05-2022,GASOLINA COMUM,7.67
11570,01-05-2022,GASOLINA COMUM,7.49
11571,01-05-2022,GASOLINA COMUM,7.65
11572,01-05-2022,GASOLINA COMUM,6.74
11573,01-05-2022,GASOLINA COMUM,6.79
11574,01-05-2022,GASOLINA COMUM,8.01
11575,01-05-2022,GASOLINA COMUM,7.41
11576,01-05-2022,GASOLINA COMUM,6.87
11577,01-05-2022,GASOLINA COMUM,6.91
11578,01-05-2022,GASOLINA COMUM,7.51
11579,01-05-2022,GASOLINA COMUM,6.9
11580,01-05-2022,GASOLINA COMUM,7.49
11581,01-05-2022,GASOLINA COMUM,7.47
11582,01-05-2022,GASOLINA COMUM,6.81
11583,01-05-2022,GASOLINA COMUM,7.03
11584,01-05-2022,GASOLINA COMUM,7.8
11585,01-05-2022,GASOLINA COMUM,7.06
11586,01-05-2022,GASOLINA COMUM,7.65
11587,01-05-2022,GASOLINA COMUM,6.98
11588,01-05-2022,GASOLINA COMUM,8.09
11589,01-05-2022,GASOLINA COMUM,7.16
11590,01-05-2022,GASOLINA COMUM,6.87
11591,01-05-2022,GASOLINA COMUM,7.61
11592,01-05-2022,GASOLINA COMUM,7.52
11593,01-05-2022,GASOLINA COMUM,7.97
11594,01-05-2022,GASOLINA COMUM,7.21
11595,01-05-2022,GASOLINA COMUM,7.87
11596,01-05-2022,GASOLINA COMUM,7.67
11597,01-05-2022,GASOLINA COMUM,8.07
11598,01-05-2022,GASOLINA COMUM,7.78
11599,01-05-2022,GASOLINA COMUM,7.77
11600,01-05-2022,GASOLINA COMUM,7.29
11601,01-05-2022,GASOLINA COMUM,7.06
11602,01-05-2022,GASOLINA COMUM,7.67
11603,01-05-2022,GASOLINA COMUM,7.98
11604,01-05-2022,GASOLINA COMUM,7.47
11605,01-05-2022,GASOLINA COMUM,6.8
11606,01-05-2022,GASOLINA COMUM,8.19
11607,01-05-2022,GASOLINA COMUM,7.07
11608,01-05-2022,GASOLINA COMUM,6.98
11609,01-05-2022,GASOLINA COMUM,7.87
11610,01-05-2022,GASOLINA COMUM,6.83
11611,01-05-2022,GASOLINA COMUM,6.93
11612,01-05-2022,GASOLINA COMUM,6.75
11613,01-05-2022,GASOLINA COMUM,6.81
11614,01-05-2022,GASOLINA COMUM,7.46
11615,01-05-2022,GASOLINA COMUM,6.82
11616,01-05-2022,GASOLINA COMUM,7.47
11617,01-05-2022,GASOLINA COMUM,7.68
11618,01-05-2022,GASOLINA COMUM,6.98
11619,01-05-2022,GASOLINA COMUM,7.03
11620,01-05-2022,GASOLINA COMUM,6.63
11621,01-05-2022,GASOLINA COMUM,7.83
11622,01-05-2022,GASOLINA COMUM,7.81
11623,01-05-2022,GASOLINA COMUM,7.37
11624,01-05-2022,GASOLINA COMUM,7.95
11625,01-05-2022,GASOLINA COMUM,7.81
11626,01-05-2022,GASOLINA COMUM,6.95
11627,01-05-2022,GASOLINA COMUM,7.65
11628,01-05-2022,GASOLINA COMUM,6.63
11629,01-05-2022,GASOLINA COMUM,7.89
11630,01-05-2022,GASOLINA COMUM,7.55
11631,01-05-2022,GASOLINA COMUM,7.56
11632,01-05-2022,GASOLINA COMUM,7.08
11633,01-05-2022,GASOLINA COMUM,7.57
11634,01-05-2022,GASOLINA COMUM,7.0
11635,01-05-2022,GASOLINA COMUM,6.93
11636,01-05-2022,GASOLINA COMUM,7.98
11637,01-05-2022,GASOLINA COMUM,7.42
11638,01-05-2022,GASOLINA COMUM,7.57
11639,01-05-2022,GASOLINA COMUM,6.9
11640,01-05-2022,GASOLINA COMUM,7.23
11641,01-05-2022,GASOLINA COMUM,7.36
11642,01-05-2022,GASOLINA COMUM,6.85
11643,01-05-2022,GASOLINA COMUM,6.69
11644,01-05-2022,GASOLINA COMUM,7.14
11645,01-05-2022,GASOLINA COMUM,7.39
11646,01-05-2022,GASOLINA COMUM,7.6
11647,01-05-2022,GASOLINA COMUM,6.73
11648,01-05-2022,GASOLINA COMUM,7.72
11649,01-05-2022,GASOLINA COMUM,6.82
11650,01-05-2022,GASOLINA COMUM,7.91
11651,01-05-2022,GASOLINA COMUM,7.57
11652,01-05-2022,GASOLINA COMUM,6.97
11653,01-05-2022,GASOLINA COMUM,8.36
11654,01-05-2022,GASOLINA COMUM,7.27
11655,01-05-2022,GASOLINA COMUM,6.89
11656,01-05-2022,GASOLINA COMUM,7.56
11657,01-05-2022,GASOLINA COMUM,8.11
11658,01-05-2022,GASOLINA COMUM,6.49
11659,01-05-2022,GASOLINA COMUM,7.05
11660,01-05-2022,GASOLINA COMUM,7.08
11661,01-05-2022,GASOLINA COMUM,7.19
11662,01-05-2022,GASOLINA COMUM,7.28
11663,01-05-2022,GASOLINA COMUM,7.83
11664,01-05-2022,GASOLINA COMUM,7.44
11665,01-05-2022,GASOLINA COMUM,7.57
11666,01-05-2022,GASOLINA COMUM,7.24
11667,01-05-2022,GASOLINA COMUM,7.71
11668,01-05-2022,GASOLINA COMUM,6.85
11669,01-05-2022,GASOLINA COMUM,7.34
11670,01-05-2022,GASOLINA COMUM,6.75
11671,01-05-2022,GASOLINA COMUM,6.89
11672,01-05-2022,GASOLINA COMUM,7.5
11673,01-05-2022,GASOLINA COMUM,6.78
11674,01-05-2022,GASOLINA COMUM,7.02
11675,01-05-2022,GASOLINA COMUM,6.92
11676,01-05-2022,GASOLINA COMUM,6.86
11677,01-05-2022,GASOLINA COMUM,6.83
11678,01-05-2022,GASOLINA COMUM,7.11
11679,01-05-2022,GASOLINA COMUM,7.64
11680,01-05-2022,GASOLINA COMUM,7.53
11681,01-05-2022,GASOLINA COMUM,7.52
11682,01-05-2022,GASOLINA COMUM,7.58
11683,01-05-2022,GASOLINA COMUM,7.84
11684,01-05-2022,GASOLINA COMUM,7.57
11685,01-05-2022,GASOLINA COMUM,7.75
11686,01-05-2022,GASOLINA COMUM,7.75
11687,01-05-2022,GASOLINA COMUM,7.49
11688,01-05-2022,GASOLINA COMUM,7.77
11689,01-05-2022,GASOLINA COMUM,7.77
11690,01-05-2022,GASOLINA COMUM,7.78
11691,01-05-2022,GASOLINA COMUM,7.66
11692,01-05-2022,GASOLINA COMUM,6.64
11693,01-05-2022,GASOLINA COMUM,6.96
11694,01-05-2022,GASOLINA COMUM,7.05
11695,01-05-2022,GASOLINA COMUM,6.84
11696,01-05-2022,GASOLINA COMUM,6.89
11697,01-05-2022,GASOLINA COMUM,7.08
11698,01-05-2022,GASOLINA COMUM,7.72
11699,01-05-2022,GASOLINA COMUM,7.46
11700,01-05-2022,GASOLINA COMUM,7.47
11701,01-05-2022,GASOLINA COMUM,7.29
11702,01-05-2022,GASOLINA COMUM,7.6
11703,01-05-2022,GASOLINA COMUM,7.9
11704,01-05-2022,GASOLINA COMUM,7.71
11705,01-05-2022,GASOLINA COMUM,6.86
11706,01-05-2022,GASOLINA COMUM,7.41
11707,01-05-2022,GASOLINA COMUM,7.14
11708,01-05-2022,GASOLINA COMUM,6.89
11709,01-05-2022,GASOLINA COMUM,8.01
11710,01-05-2022,GASOLINA COMUM,7.69
11711,01-05-2022,GASOLINA COMUM,7.99
11712,01-05-2022,GASOLINA COMUM,7.5
11713,01-05-2022,GASOLINA COMUM,6.9
11714,01-05-2022,GASOLINA COMUM,7.35
11715,01-05-2022,GASOLINA COMUM,7.1
11716,01-05-2022,GASOLINA COMUM,7.22
11717,01-05-2022,GASOLINA COMUM,7.62
11718,01-05-2022,GASOLINA COMUM,7.85
11719,01-05-2022,GASOLINA COMUM,6.79
11720,01-05-2022,GASOLINA COMUM,7.05
11721,01-05-2022,GASOLINA COMUM,7.86
11722,01-05-2022,GASOLINA COMUM,7.28
11723,01-05-2022,GASOLINA COMUM,7.93
11724,01-05-2022,GASOLINA COMUM,8.25
11725,01-05-2022,GASOLINA COMUM,7.64
11726,01-05-2022,GASOLINA COMUM,7.75
11727,01-05-2022,GASOLINA COMUM,6.8
11728,01-05-2022,GASOLINA COMUM,7.32
11729,01-05-2022,GASOLINA COMUM,6.89
11730,01-05-2022,GASOLINA COMUM,7.02
11731,01-05-2022,GASOLINA COMUM,7.93
11732,01-05-2022,GASOLINA COMUM,6.9
11733,01-05-2022,GASOLINA COMUM,7.95
11734,01-05-2022,GASOLINA COMUM,7.48
11735,01-05-2022,GASOLINA COMUM,7.27
11736,01-05-2022,GASOLINA COMUM,7.52
11737,01-05-2022,GASOLINA COMUM,7.8
11738,01-05-2022,GASOLINA COMUM,6.85
11739,01-05-2022,GASOLINA COMUM,7.16
11740,01-05-2022,GASOLINA COMUM,7.43
11741,01-05-2022,GASOLINA COMUM,8.3
11742,01-05-2022,GASOLINA COMUM,7.1
11743,01-05-2022,GASOLINA COMUM,7.54
11744,01-05-2022,GASOLINA COMUM,6.94
11745,01-05-2022,GASOLINA COMUM,6.9
11746,01-05-2022,GASOLINA COMUM,7.04
11747,01-05-2022,GASOLINA COMUM,7.24
11748,01-05-2022,GASOLINA COMUM,7.07
11749,01-05-2022,GASOLINA COMUM,7.72
11750,01-05-2022,GASOLINA COMUM,7.78
11751,01-05-2022,GASOLINA COMUM,6.91
11752,01-05-2022,GASOLINA COMUM,6.89
11753,01-05-2022,GASOLINA COMUM,7.67
11754,01-05-2022,GASOLINA COMUM,7.55
11755,01-05-2022,GASOLINA COMUM,6.71
11756,01-05-2022,GASOLINA COMUM,7.72
11757,01-05-2022,GASOLINA COMUM,6.94
11758,01-05-2022,GASOLINA COMUM,7.06
11759,01-05-2022,GASOLINA COMUM,7.51
11760,01-05-2022,GASOLINA COMUM,7.11
11761,01-05-2022,GASOLINA COMUM,7.46
11762,01-05-2022,GASOLINA COMUM,7.82
11763,01-05-2022,GASOLINA COMUM,6.8
11764,01-05-2022,GASOLINA COMUM,7.46
11765,01-05-2022,GASOLINA COMUM,6.83
11766,01-05-2022,GASOLINA COMUM,7.2
11767,01-05-2022,GASOLINA COMUM,7.29
11768,01-05-2022,GASOLINA COMUM,7.15
11769,01-05-2022,GASOLINA COMUM,7.45
11770,01-05-2022,GASOLINA COMUM,7.22
11771,01-05-2022,GASOLINA COMUM,7.03
11772,01-05-2022,GASOLINA COMUM,6.61
11773,01-05-2022,GASOLINA COMUM,7.27
11774,01-05-2022,GASOLINA COMUM,7.27
11775,01-05-2022,GASOLINA COMUM,6.97
11776,01-05-2022,GASOLINA COMUM,7.23
11777,01-05-2022,GASOLINA COMUM,7.22
11778,01-05-2022,GASOLINA COMUM,7.84
11779,01-05-2022,GASOLINA COMUM,7.92
11780,01-05-2022,GASOLINA COMUM,7.09
11781,01-05-2022,GASOLINA COMUM,6.93
11782,01-05-2022,GASOLINA COMUM,7.09
11783,01-05-2022,GASOLINA COMUM,6.92
11784,01-05-2022,GASOLINA COMUM,8.01
11785,01-05-2022,GASOLINA COMUM,7.3
11786,01-05-2022,GASOLINA COMUM,7.68
11787,01-05-2022,GASOLINA COMUM,6.76
11788,01-05-2022,GASOLINA COMUM,7.62
11789,01-05-2022,GASOLINA COMUM,7.6
11790,01-05-2022,GASOLINA COMUM,7.49
11791,01-05-2022,GASOLINA COMUM,6.91
11792,01-05-2022,GASOLINA COMUM,6.78
11793,01-05-2022,GASOLINA COMUM,6.68
11794,01-05-2022,GASOLINA COMUM,7.36
11795,01-05-2022,GASOLINA COMUM,6.73
11796,01-05-2022,GASOLINA COMUM,6.96
11797,01-05-2022,GASOLINA COMUM,7.18
11798,01-05-2022,GASOLINA COMUM,7.71
11799,01-05-2022,GASOLINA COMUM,6.99
11800,01-05-2022,GASOLINA COMUM,6.92
11801,01-05-2022,GASOLINA COMUM,7.69
11802,01-05-2022,GASOLINA COMUM,6.96
11803,01-05-2022,GASOLINA COMUM,6.74
11804,01-05-2022,GASOLINA COMUM,6.67
11805,01-05-2022,GASOLINA COMUM,8.16
11806,01-05-2022,GASOLINA COMUM,7.99
11807,01-05-2022,GASOLINA COMUM,7.32
11808,01-05-2022,GASOLINA COMUM,7.33
11809,01-05-2022,GASOLINA COMUM,7.66
11810,01-05-2022,GASOLINA COMUM,7.06
11811,01-05-2022,GASOLINA COMUM,7.54
11812,01-05-2022,GASOLINA COMUM,7.53
11813,01-05-2022,GASOLINA COMUM,7.1
11814,01-05-2022,GASOLINA COMUM,7.97
11815,01-05-2022,GASOLINA COMUM,6.86
11816,01-05-2022,GASOLINA COMUM,7.45
11817,01-05-2022,GASOLINA COMUM,7.45
11818,01-05-2022,GASOLINA COMUM,6.87
11819,01-05-2022,GASOLINA COMUM,6.91
11820,01-05-2022,GASOLINA COMUM,6.87
11821,01-05-2022,GASOLINA COMUM,7.0
11822,01-05-2022,GASOLINA COMUM,6.78
11823,01-05-2022,GASOLINA COMUM,7.9
11824,01-05-2022,GASOLINA COMUM,8.2
11825,01-05-2022,GASOLINA COMUM,7.53
11826,01-05-2022,GASOLINA COMUM,8.17
11827,01-05-2022,GASOLINA COMUM,7.61
11828,01-05-2022,GASOLINA COMUM,7.54
11829,01-05-2022,GASOLINA COMUM,7.06
11830,01-05-2022,GASOLINA COMUM,6.73
11831,01-05-2022,GASOLINA COMUM,8.06
11832,01-05-2022,GASOLINA COMUM,7.51
11833,01-05-2022,GASOLINA COMUM,8.22
11834,01-05-2022,GASOLINA COMUM,7.51
11835,01-05-2022,GASOLINA COMUM,6.89
11836,01-05-2022,GASOLINA COMUM,7.27
11837,01-05-2022,GASOLINA COMUM,7.61
11838,01-05-2022,GASOLINA COMUM,7.06
11839,01-05-2022,GASOLINA COMUM,7.54
11840,01-05-2022,GASOLINA COMUM,7.34
11841,01-05-2022,GASOLINA COMUM,7.1
11842,01-05-2022,GASOLINA COMUM,7.93
11843,01-05-2022,GASOLINA COMUM,7.34
11844,01-05-2022,GASOLINA COMUM,7.16
11845,01-05-2022,GASOLINA COMUM,7.18
11846,01-05-2022,GASOLINA COMUM,8.0
11847,01-05-2022,GASOLINA COMUM,8.17
11848,01-05-2022,GASOLINA COMUM,6.85
11849,01-05-2022,GASOLINA COMUM,7.64
11850,01-05-2022,GASOLINA COMUM,7.7
11851,01-05-2022,GASOLINA COMUM,6.78
11852,01-05-2022,GASOLINA COMUM,7.0
11853,01-05-2022,GASOLINA COMUM,6.92
11854,01-05-2022,GASOLINA COMUM,7.52
11855,01-05-2022,GASOLINA COMUM,7.3
11856,01-05-2022,GASOLINA COMUM,7.39
11857,01-05-2022,GASOLINA COMUM,7.53
11858,01-05-2022,GASOLINA COMUM,6.83
11859,01-05-2022,GASOLINA COMUM,7.41
11860,01-05-2022,GASOLINA COMUM,8.28
11861,01-05-2022,GASOLINA COMUM,7.04
11862,01-05-2022,GASOLINA COMUM,8.01
11863,01-05-2022,GASOLINA COMUM,6.81
11864,01-05-2022,GASOLINA COMUM,6.9
11865,01-05-2022,GASOLINA COMUM,7.2
11866,01-05-2022,GASOLINA COMUM,7.87
14265,01-06-2022,GASOLINA COMUM,7.54
14266,01-06-2022,GASOLINA COMUM,7.44
14267,01-06-2022,GASOLINA COMUM,6.92
14268,01-06-2022,GASOLINA COMUM,7.8
14269,01-06-2022,GASOLINA COMUM,7.83
14270,01-06-2022,GASOLINA COMUM,7.14
14271,01-06-2022,GASOLINA COMUM,7.99
14272,01-06-2022,GASOLINA COMUM,7.68
14273,01-06-2022,GASOLINA COMUM,7.85
14274,01-06-2022,GASOLINA COMUM,7.94
14275,01-06-2022,GASOLINA COMUM,7.02
14276,01-06-2022,GASOLINA COMUM,6.83
14277,01-06-2022,GASOLINA COMUM,6.88
14278,01-06-2022,GASOLINA COMUM,7.03
14279,01-06-2022,GASOLINA COMUM,7.33
14280,01-06-2022,GASOLINA COMUM,8.32
14281,01-06-2022,GASOLINA COMUM,7.06
14282,01-06-2022,GASOLINA COMUM,7.43
14283,01-06-2022,GASOLINA COMUM,7.28
14284,01-06-2022,GASOLINA COMUM,6.89
14285,01-06-2022,GASOLINA COMUM,7.39
14286,01-06-2022,GASOLINA COMUM,7.43
14287,01-06-2022,GASOLINA COMUM,7.49
