Variacoes - JULHO - SETEMBRO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 BANANA-D'ÁGUA,23.81,29.59,0.0,0.0,11.629999999999999,24.339999999999996,0.0,0.0,0.0,51.93,0.0,0.0,38.36,0.0,0.0,0.0,21.09
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.88,0.0,17.91,0.0,0.0,0.0,18.6
 BANANA-PRATA,-5.359999999999999,1.9700000000000006,4.9799999999999995,-14.969999999999999,-4.21,-5.87,-5.930000000000001,-5.740000000000001,-11.64,-9.16,-1.4100000000000001,-5.8,0.0,-6.92,-3.6999999999999993,-5.949999999999999,-5.0600000000000005
 LARANJA-BAÍA,0.0,-9.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.93
 LIMÃO,0.0,0.0,0.0,0.0,0.0,0.0,52.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.25,0.0,48.230000000000004
 MAÇÃ,-4.359999999999999,-1.11,3.23,-3.5199999999999996,-1.4200000000000004,-2.4200000000000004,-7.539999999999999,4.739999999999999,-8.11,-0.7800000000000002,2.9099999999999997,2.09,-2.5700000000000003,2.79,-10.1,0.6499999999999999,-1.85
 MAMÃO,30.299999999999997,15.770000000000003,25.68,-1.5500000000000007,9.489999999999998,18.02,14.73,13.079999999999998,9.009999999999998,30.18,0.0,5.91,14.700000000000001,0.0,-8.510000000000002,-3.2600000000000002,13.930000000000001
 MANGA,-0.6600000000000019,0.0,0.0,3.7300000000000004,0.0,-0.4900000000000002,0.0,0.0,0.0,0.0,0.0,5.299999999999999,0.0,0.0,0.0,4.51,1.33
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.65,-11.86,0.0,0.0,0.0,0.0,0.0,0.0,-10.48,-11.02
 MELANCIA,0.0,0.0,7.57,-12.19,-6.24,-5.09,0.13000000000000012,-14.36,-0.14000000000000057,5.49,-4.51,0.0,2.6799999999999997,-0.22999999999999998,-7.78,-9.09,-3.62
 PÊRA,6.3,0.0,0.0,0.0,9.42,2.76,0.0,0.0,0.0,0.0,3.88,6.39,0.0,0.0,0.0,0.0,7.4799999999999995
 TANGERINA,0.0,22.42,0.0,0.0,14.91,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999787,0.0,0.0,0.0,0.0,21.64
 UVA,11.959999999999999,0.0,-1.4800000000000004,2.4599999999999995,5.0699999999999985,-1.0299999999999998,0.18999999999999995,0.09000000000000075,-2.62,15.469999999999999,5.69,-0.2899999999999996,2.16,-0.93,-5.19,5.0,4.210000000000001
 LARANJA-PERA,-8.52,0.0,6.02,9.749999999999998,-12.36,-12.59,0.07000000000000028,-4.75,-7.6,-7.040000000000001,-0.06000000000000005,-4.88,4.790000000000001,-0.11000000000000121,-1.8799999999999994,2.63,-6.02
 MORANGO,0.0,-17.34,-33.02,0.0,0.0,0.0,0.0,0.0,0.0,-33.81,0.0,0.0,0.0,0.0,0.0,0.0,-28.939999999999998
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.3
 CARNES,0.8900000000000001,1.7000000000000002,-0.3800000000000001,0.5800000000000001,-0.09000000000000008,1.7400000000000002,-1.67,0.09999999999999992,1.76,2.34,2.8200000000000003,0.3799999999999999,-0.96,0.6000000000000001,2.76,-0.1100000000000001,0.6000000000000001
 FÍGADO,0.0,0.0,0.0,1.4100000000000001,0.0,0.0,-3.8800000000000003,2.62,3.83,0.0,0.0,0.0,0.0,0.0,4.25,-2.04,0.4900000000000002
 CARNE DE PORCO,0.12,1.02,1.9,-1.2699999999999998,-0.6600000000000001,2.39,0.9799999999999995,-1.8699999999999999,4.5,2.69,-0.010000000000000231,0.03000000000000025,3.75,-0.13,4.03,1.99,0.7900000000000003
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2,-3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.61
 CONTRAFILÉ,2.19,-0.55,-1.56,0.6799999999999997,0.7399999999999998,-1.02,-3.52,-1.52,-0.9100000000000001,1.0,2.24,2.58,-0.8999999999999998,-0.039999999999999813,-3.8600000000000003,0.32999999999999996,-0.039999999999999925
 FILÉ-MIGNON,7.460000000000001,0.0,0.0,6.460000000000001,0.0,0.0,0.06999999999999995,0.0,3.23,1.3299999999999992,0.15000000000000013,0.0,-0.17999999999999972,0.0,0.0,0.0,2.92
 CHÃ DE DENTRO,-2.76,1.2799999999999998,-2.3599999999999994,2.45,1.8699999999999999,3.11,-1.49,-0.3799999999999999,2.09,2.33,3.2,2.0100000000000002,1.5099999999999998,0.19999999999999973,3.41,1.74,1.07
 ALCATRA,1.1400000000000001,-3.7199999999999998,-1.8399999999999999,-0.45999999999999996,2.1100000000000003,2.39,-1.43,1.29,2.49,-0.5300000000000002,1.14,-1.03,-2.4300000000000006,0.7599999999999999,-1.1400000000000001,0.11999999999999997,-0.10000000000000009
 PATINHO,-2.37,3.62,-1.8900000000000001,-1.9300000000000002,1.5999999999999999,2.9000000000000004,-0.18000000000000005,-0.23999999999999994,3.62,2.2199999999999998,2.43,-1.4999999999999998,-2.72,2.2800000000000002,4.23,-0.39,0.8700000000000001
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,-2.27,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3900000000000001
 LAGARTO COMUM,0.0,0.0,0.0,0.0,2.0300000000000002,0.07999999999999963,0.0,-1.2799999999999998,0.6799999999999999,0.0,3.54,0.0,0.009999999999999343,-0.29999999999999993,0.0,-1.3,1.4900000000000002
 MÚSCULO,4.05,-1.0700000000000007,1.3099999999999998,0.76,1.03,0.0,-0.5800000000000005,0.0,-2.1500000000000004,1.7899999999999998,3.6899999999999995,-2.16,-0.8600000000000001,0.16000000000000003,3.82,-1.72,0.8699999999999999
 PÁ,0.0,4.5,0.0,3.1100000000000003,1.5899999999999999,1.1099999999999999,-0.9800000000000001,0.0,3.9099999999999997,5.040000000000001,0.0,0.0,-0.6699999999999999,1.06,-1.28,0.6499999999999999,2.31
 ACÉM,-2.9099999999999997,4.52,1.8599999999999997,-0.77,-2.82,1.5,-0.5799999999999998,2.5300000000000002,-5.2,-0.7000000000000002,4.45,0.1800000000000001,0.9500000000000002,0.6000000000000001,9.44,-1.98,-1.26
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,-1.92,0.7,7.170000000000001,0.0,2.3899999999999997,0.0,-3.1800000000000006,1.13,6.7,-1.56,2.1
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6199999999999997,0.6000000000000001,0.0,0.0,-1.3699999999999997
 COSTELA,1.56,3.91,-0.20999999999999996,-0.09999999999999992,-3.94,2.8199999999999994,-2.35,1.8399999999999999,3.76,6.42,5.4399999999999995,2.9299999999999997,-2.8099999999999996,0.9400000000000001,6.92,-0.08000000000000007,1.63
 PESCADOS,-6.84,-5.01,-3.1799999999999997,-0.6599999999999999,0.6799999999999998,-1.1,-3.62,2.84,-1.48,0.49,1.97,-0.5599999999999996,3.63,-2.0700000000000003,4.609999999999999,1.2,-1.46
 PEIXE-ANCHOVA,-24.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.11
 PEIXE-BADEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0,0.0,4.27
 PEIXE-CORVINA,-7.95,0.0,0.0,-1.8000000000000003,0.0,0.0,0.0,0.0,-10.37,0.0,0.0,0.0,0.0,0.0,0.0,-1.4300000000000002,-7.74
 PEIXE-CAVALINHA,0.0,0.0,0.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68
 PEIXE,0.0,-5.01,-3.1799999999999997,0.0,0.0,-1.1,0.0,0.0,0.0,0.49,1.97,0.0,0.0,0.0,0.0,0.0,-2.2
 PEIXE-PESCADINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.92,0.0,-2.92
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.050000000000001,-7.050000000000001
 PEIXE-SARDINHA,0.0,0.0,0.0,-1.1700000000000002,-4.029999999999999,0.0,0.0,0.0,2.5200000000000005,0.0,0.0,0.0,1.5300000000000002,0.0,0.0,1.8500000000000005,-2.57
 CAMARÃO,-1.52,0.0,0.0,-1.29,0.0,0.0,5.800000000000001,0.0,7.34,0.0,0.0,-4.34,3.63,0.0,11.76,2.72,3.46
 PEIXE-VERMELHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.02
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4099999999999997,-0.2699999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17
 PEIXE-PACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,2.99
 PEIXE-DOURADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.54,0.0,0.0,0.0,0.0,18.54
 PEIXE-CAÇÃO,-6.84,0.0,0.0,0.0,-2.5700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,-1.2300000000000002,0.0,0.0,0.0,0.0,-4.1899999999999995
 PEIXE-MERLUZA,-3.8900000000000006,0.0,0.0,-4.54,0.6799999999999998,0.0,0.0,0.0,2.74,0.0,0.0,0.0,6.67,0.0,0.0,0.0,-1.5499999999999998
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,-6.21,12.99,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,1.68
 PEIXE-PESCADA,-11.5,0.0,0.0,3.83,4.75,0.0,-7.78,0.0,-2.87,0.0,0.0,-5.01,0.0,0.0,6.42,2.8399999999999994,-1.9300000000000002
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,2.400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.400000000000001
 PEIXE-CASTANHA,0.0,0.0,0.0,-3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.13
 PEIXE-PIAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0700000000000003,0.0,0.0,-2.0700000000000003
 PEIXE-SURUBIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5999999999999996,0.0,0.0,-3.5999999999999996
 SURURU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17999999999999972,-0.17999999999999972
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.66,4.3500000000000005,0.0,1.9400000000000002
 PEIXE-SALMÃO,0.0,0.0,0.0,0.0,0.4500000000000002,0.0,0.0,2.84,0.0,0.0,0.0,0.0,3.63,0.0,0.0,0.0,1.0500000000000003
 PEIXE-TILÁPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9399999999999995,1.29
 PEIXE-TUCUNARÉ,0.0,0.0,0.0,0.0,0.0,0.0,-3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.62
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0999999999999996,-1.52,0.0,-1.1099999999999999
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,-2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.23
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7100000000000004,0.0,0.0,0.0,0.0,-3.7100000000000004
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,4.31
 PEIXE-MANDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0700000000000003,0.0,0.0,-2.0700000000000003
 CARNES E PEIXES INDUSTRIALIZADOS,-0.30000000000000004,-0.5499999999999999,-1.6,1.16,-1.99,-2.34,1.78,-1.4900000000000002,1.0900000000000003,0.35,0.16000000000000003,1.8899999999999997,-4.22,1.02,-1.73,-0.8999999999999999,-0.67
 PRESUNTO,1.6599999999999997,-1.06,3.34,0.0,-4.39,-2.8600000000000003,1.27,-3.19,-0.9099999999999999,0.8400000000000003,-1.0100000000000002,1.13,-5.76,-0.1499999999999999,0.0,-2.42,-1.2399999999999998
 SALSICHA,-1.6800000000000002,-1.27,2.5600000000000005,-0.6699999999999999,-1.8599999999999999,2.8999999999999995,-1.69,0.0,0.0,-1.73,3.9200000000000004,0.3599999999999999,1.44,-0.09999999999999987,-1.36,0.25,-1.19
 LINGUIÇA,-2.26,-0.27,-5.699999999999999,3.63,-0.7399999999999998,-2.14,-2.17,-3.2300000000000004,-0.5100000000000001,0.039999999999999813,0.04999999999999982,2.21,-6.44,2.91,0.5700000000000001,-1.5499999999999998,-1.4100000000000001
 MORTADELA,-0.06000000000000005,0.8299999999999998,-6.6000000000000005,-1.3099999999999998,-3.39,0.0,3.74,3.45,0.0,1.7400000000000002,0.0,-3.39,0.7999999999999998,-0.07000000000000028,0.0,-0.79,-1.21
 SALAME,0.0,-0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15000000000000002
 CARNE-SECA E DE SOL,2.41,0.0,0.0,1.3199999999999998,0.0,0.0,3.78,-0.5500000000000003,1.4500000000000002,0.0,0.0,6.77,0.0,0.74,-5.67,-0.41000000000000014,1.67
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,11.54,0.0,0.0,0.0,0.0,0.0,4.1899999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.72
 HAMBÚRGUER,0.0,0.0,0.0,0.0,0.0,-6.210000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.210000000000001
 AVES E OVOS,-0.13999999999999999,2.67,2.28,3.76,0.37999999999999995,2.2699999999999996,-2.18,-2.29,-3.6000000000000005,0.44999999999999996,-1.8399999999999999,-1.22,1.9100000000000001,-0.02999999999999997,-3.81,0.59,0.010000000000000009
 FRANGO INTEIRO,-1.2999999999999998,4.9,0.18000000000000002,7.28,0.4899999999999999,-1.06,-3.46,-3.08,-5.96,-1.9700000000000002,-3.6799999999999997,-2.88,-0.69,0.52,-4.22,0.6200000000000001,-1.05
 FRANGO EM PEDAÇOS,-0.2800000000000001,3.6900000000000004,5.42,-1.38,0.5800000000000001,2.77,2.4299999999999997,2.32,3.11,1.3199999999999998,3.4299999999999997,1.51,2.74,0.56,1.78,1.53,1.56
 OVO DE GALINHA,1.3399999999999999,-1.9400000000000002,1.2799999999999998,-2.09,-0.020000000000000018,7.75,-0.25,-1.7200000000000002,-7.710000000000001,2.0700000000000003,0.9600000000000001,-0.31,4.13,-2.04,-7.0200000000000005,-1.57,-0.4
 LEITE E DERIVADOS,-1.67,-1.9,0.020000000000000018,-0.30999999999999994,1.4,1.3199999999999998,-1.69,-1.77,-0.8299999999999998,-0.9800000000000002,1.62,0.32000000000000006,-1.4100000000000001,0.28,0.01000000000000012,-2.5900000000000003,-0.21000000000000002
 LEITE LONGA VIDA,-0.16999999999999998,-3.0000000000000004,0.8099999999999998,-1.42,2.33,3.9200000000000004,-3.6099999999999994,-2.4599999999999995,2.46,-1.4400000000000002,2.1900000000000004,-0.41999999999999993,-1.8,0.41000000000000003,0.6999999999999997,-0.33999999999999986,0.5
