Variacoes - JANEIRO - MARÇO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 FLOCOS DE MILHO,0.0,0.0,0.0,-0.2799999999999999,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.129999999999999,1.1999999999999997
 FARINHA DE TRIGO,6.01,-1.2899999999999996,-1.47,0.0,0.6599999999999999,0.0,0.25999999999999995,0.0,0.0,0.5499999999999998,0.0,2.84,-1.5699999999999998,0.0,0.0,0.0,0.32999999999999996
 FARINHA VITAMINADA,0.0,0.0,0.0,6.130000000000001,0.0,0.0,0.0,2.4799999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9500000000000002,3.8800000000000003
 FARINHA DE MANDIOCA,-0.13999999999999968,0.0,0.0,-2.9499999999999997,0.0,-4.17,-6.949999999999999,-1.6799999999999997,-2.2700000000000014,0.0,0.0,-5.0,0.0,-3.29,-1.4599999999999995,1.24,-4.210000000000001
 MASSA SEMIPREPARADA,1.7800000000000002,3.76,5.33,0.0,5.9,2.43,0.0,0.0,0.0,5.57,0.5899999999999999,2.13,3.29,0.0,0.0,3.53,4.55
" TUBÉRCULOS, RAÍZES E LEGUMES",27.71,10.14,31.220000000000002,30.14,17.67,13.46,16.12,29.68,24.17,21.54,13.010000000000002,29.73,29.939999999999998,15.36,25.92,29.459999999999997,21.659999999999997
 BATATA-INGLESA,69.53,27.770000000000003,73.8,70.72,42.87,45.07,40.17,50.44,49.4,45.099999999999994,43.150000000000006,66.2,72.67,59.59,49.25,57.83,51.29
 INHAME,0.0,0.0,0.0,15.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.06,14.84
 MANDIOCA (AIPIM),0.0,11.57,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.31,-2.27,0.0,0.0,6.8999999999999995,5.609999999999999
 ABÓBORA,-1.9399999999999995,0.0,43.47,0.0,0.0,28.84,0.0,0.0,0.0,0.0,24.15,0.0,0.0,0.0,0.0,0.0,21.16
 PIMENTÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.320000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.320000000000004
 QUIABO,0.0,0.0,2.1299999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.140000000000001
 TOMATE,-2.6199999999999974,-8.880000000000003,-0.05999999999999872,42.53,4.510000000000002,-10.45,9.24,34.22,23.22,6.309999999999999,-5.030000000000001,6.910000000000002,25.470000000000006,-1.009999999999999,22.73,41.09,6.43
 CEBOLA,19.33,26.35,27.29,-0.05999999999999961,18.75,20.53,14.96,-2.120000000000001,3.6900000000000004,25.099999999999998,16.17,17.14,21.57,17.3,27.6,14.92,16.76
 CENOURA,35.01,0.0,33.5,0.0,19.6,24.79,0.0,32.71,28.75,35.94,25.909999999999997,22.23,0.0,0.0,0.0,23.240000000000002,27.46
 MANDIOQUINHA (BATATA-BAROA),0.0,0.0,0.0,0.0,8.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.69
 AÇÚCARES E DERIVADOS,-0.1299999999999999,0.95,0.78,3.08,-2.8999999999999995,4.04,4.7299999999999995,6.02,2.88,-0.050000000000000044,1.95,-0.03000000000000015,-0.61,4.09,1.9299999999999997,1.1400000000000001,0.2999999999999998
 AÇÚCAR REFINADO,0.5800000000000001,-3.83,0.0,0.0,-3.6899999999999995,0.0,7.94,8.919999999999998,0.0,-0.5799999999999998,0.0,0.0,0.0,1.3499999999999996,3.95,3.91,0.48
 AÇÚCAR CRISTAL,2.5,0.8,1.21,6.109999999999999,-8.100000000000001,7.460000000000001,5.6499999999999995,4.7700000000000005,4.08,-1.09,1.1099999999999999,0.6800000000000002,2.22,5.76,2.7399999999999993,2.3200000000000003,0.97
 BALAS,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.42
 CHOCOLATE EM BARRA E BOMBOM,-1.6999999999999993,-0.6200000000000001,-3.44,-5.75,-4.41,-3.39,-1.65,0.0,-2.7099999999999995,-3.6100000000000003,-0.28999999999999987,-1.49,-3.76,4.48,0.0,1.68,-3.1100000000000003
 SORVETE,-0.15999999999999992,3.39,2.55,-0.54,2.0999999999999996,1.1600000000000001,0.0,3.55,0.5800000000000001,3.6999999999999997,7.91,1.0299999999999998,-3.08,0.0,-5.949999999999999,-7.7,2.07
 CHOCOLATE E ACHOCOLATADO EM PÓ,-1.65,3.79,2.17,-2.36,-0.8599999999999999,2.89,0.9400000000000001,3.12,1.5700000000000003,0.27,-0.36,-1.7399999999999998,-1.78,-0.08000000000000007,-0.28000000000000025,0.6799999999999999,0.25
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,13.66,0.0,1.5899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74
 HORTALIÇAS E VERDURAS,15.8,27.14,20.770000000000003,25.14,24.52,0.8700000000000001,8.63,6.790000000000001,14.28,39.76,12.85,12.37,34.04,5.329999999999999,20.139999999999997,15.25,20.59
 ALFACE,14.75,22.69,18.36,17.06,27.259999999999998,-5.42,7.829999999999999,3.8500000000000005,22.3,39.75,4.75,7.32,25.5,-1.7399999999999998,22.77,12.200000000000001,21.85
 COENTRO,0.0,0.0,0.0,29.85,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,12.36,16.07
 COUVE,14.89,0.0,13.67,0.0,19.23,-3.7199999999999998,0.0,0.0,0.0,28.189999999999998,2.63,6.17,0.0,0.0,0.0,0.0,15.149999999999999
 COUVE-FLOR,22.759999999999998,22.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.940000000000005,0.0,0.0,0.0,0.0,23.25
 REPOLHO,36.629999999999995,41.85,39.08,28.79,39.3,33.27,29.490000000000002,0.0,28.619999999999997,61.04,33.9,28.660000000000004,84.83,48.56,0.0,28.86,38.72
 CHEIRO-VERDE,11.579999999999998,0.0,0.0,0.0,15.510000000000002,0.7200000000000002,2.71,7.27,9.82,0.0,0.0,7.0600000000000005,10.87,-2.26,18.770000000000003,0.0,9.889999999999999
 AGRIÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,0.0,2.59
 BRÓCOLIS,5.750000000000001,25.78,23.11,0.0,12.979999999999999,-3.9800000000000004,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,15.010000000000002
 FRUTAS,11.6,7.68,18.9,21.060000000000002,8.65,13.11,6.029999999999999,17.369999999999997,9.32,12.819999999999999,5.91,13.22,23.259999999999998,12.290000000000001,15.34,14.05,11.14
 BANANA-DA-TERRA,0.0,0.0,0.0,-0.7500000000000003,0.0,0.0,0.0,0.0,10.99,0.0,0.0,0.27,0.0,6.039999999999999,0.0,0.0,4.210000000000001
 ABACAXI,22.2,18.18,0.5299999999999976,29.9,3.630000000000001,0.0,0.0,0.0,0.0,1.2100000000000009,8.120000000000001,0.0,15.48,0.0,0.0,21.71,10.639999999999999
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,-20.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.33
 BANANA-D'ÁGUA,7.9399999999999995,15.87,0.0,0.0,11.129999999999999,10.190000000000001,0.0,0.0,0.0,25.849999999999998,0.0,0.0,42.76,0.0,0.0,0.0,14.080000000000002
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.2,0.0,-2.2900000000000005,0.0,0.0,0.0,-8.48
 BANANA-PRATA,13.28,13.95,28.91,46.67,13.620000000000001,24.34,8.22,36.11,17.75,31.15,10.19,19.29,0.0,9.06,18.48,30.72,20.02
 LARANJA-BAÍA,0.0,-8.120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.120000000000001
 LIMÃO,0.0,0.0,0.0,0.0,0.0,0.0,-56.400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.119999999999999,0.0,-45.72
 MAÇÃ,-0.6399999999999997,6.609999999999999,-3.75,4.29,5.4,5.05,13.030000000000001,4.47,-0.51,0.5,8.8,2.5,1.2100000000000004,12.559999999999999,19.14,12.450000000000001,3.2600000000000007
 MAMÃO,30.57,30.97,52.08,2.67,23.35,26.15,37.92,3.79,11.940000000000001,36.48,0.0,39.71,36.18000000000001,0.0,15.84,3.3400000000000003,26.78
 MANGA,57.27,0.0,0.0,42.68,0.0,35.86,0.0,0.0,0.0,0.0,0.0,60.370000000000005,0.0,0.0,0.0,32.07,48.650000000000006
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.389999999999997,8.940000000000001,0.0,0.0,0.0,0.0,0.0,0.0,6.979999999999999,9.27
 MELANCIA,0.0,0.0,8.43,19.57,10.98,4.34,3.2,20.7,9.18,3.2700000000000005,5.869999999999999,0.0,27.959999999999997,17.560000000000002,23.509999999999998,6.01,11.04
 PÊRA,-9.41,0.0,0.0,0.0,-7.700000000000001,-2.7,0.0,0.0,0.0,0.0,1.5100000000000002,-5.6,0.0,0.0,0.0,0.0,-7.31
 TANGERINA,0.0,4.63,0.0,0.0,4.289999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,4.6
 UVA,0.7200000000000006,0.0,-1.4300000000000002,8.16,-7.56,2.82,12.27,3.84,7.950000000000001,5.279999999999999,-1.4800000000000004,5.040000000000001,7.709999999999999,12.290000000000001,4.209999999999999,6.809999999999999,-0.7699999999999996
 LARANJA-PERA,14.39,0.0,31.44,23.78,13.41,6.899999999999999,2.1100000000000003,10.830000000000002,8.09,9.879999999999999,14.280000000000001,12.829999999999998,34.29,15.51,6.460000000000001,8.66,14.719999999999999
 MORANGO,0.0,37.31999999999999,14.040000000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.01,0.0,0.0,0.0,0.0,0.0,0.0,20.63
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6000000000000005
 CARNES,-0.95,0.7199999999999998,0.3999999999999999,-0.16999999999999993,0.010000000000000064,3.5,0.79,-0.19999999999999984,-0.5599999999999998,0.010000000000000009,-0.18,0.07000000000000009,0.09999999999999998,0.51,1.8399999999999999,2.42,0.18000000000000005
 FÍGADO,0.0,0.0,0.0,0.9499999999999997,0.0,0.0,-0.14000000000000012,-1.7300000000000004,-1.9099999999999997,0.0,0.0,0.0,0.0,0.0,-0.8300000000000001,-1.0,-0.77
 CARNE DE PORCO,-0.7700000000000002,4.7,3.0599999999999996,7.12,0.8500000000000003,-1.3100000000000005,4.17,-0.04999999999999982,-2.93,-3.1500000000000004,1.8899999999999997,2.58,-1.4699999999999998,4.52,1.5,5.390000000000001,1.05
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6399999999999997,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1299999999999999
 CONTRAFILÉ,-1.6999999999999993,-0.04999999999999982,-2.8100000000000005,2.6999999999999993,-3.9299999999999997,2.4499999999999997,1.65,4.440892098500626e-16,3.6999999999999997,1.2699999999999996,-0.6799999999999999,0.27,0.010000000000000009,-0.6399999999999997,2.19,2.61,-1.13
 FILÉ-MIGNON,-3.0000000000000004,0.0,0.0,10.209999999999999,0.0,0.0,3.04,0.0,0.78,-1.7300000000000004,0.76,0.0,4.1,0.0,0.0,0.0,0.54
 CHÃ DE DENTRO,2.04,-2.69,1.7400000000000002,-9.91,-0.25,1.54,0.5,0.18000000000000005,1.1699999999999995,7.39,-0.45,1.4000000000000001,-1.8599999999999999,0.44,-1.04,3.4699999999999998,0.2499999999999999
 ALCATRA,-4.38,2.2800000000000002,1.3200000000000003,-0.5700000000000004,-2.8,2.66,0.6299999999999999,1.21,1.18,2.48,0.5199999999999999,-1.5000000000000002,1.25,2.26,-0.6400000000000001,2.5100000000000002,-0.24
 PATINHO,1.29,3.23,-3.5,-4.87,-1.15,-0.8899999999999997,1.7800000000000002,-0.9999999999999999,0.20000000000000018,-5.43,0.6500000000000001,2.51,-3.02,-1.7799999999999996,0.48999999999999977,4.22,-1.21
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,-1.5700000000000003,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6199999999999999
 LAGARTO COMUM,0.0,0.0,0.0,0.0,-0.07999999999999985,4.6899999999999995,0.0,1.15,4.93,0.0,-3.59,0.0,3.93,0.94,0.0,1.5800000000000003,0.76
 MÚSCULO,3.0400000000000005,2.7100000000000004,2.89,-1.6199999999999999,1.07,0.0,-0.77,0.0,-0.81,-0.23999999999999988,-0.49,-2.98,3.38,2.2199999999999998,-0.7499999999999998,4.25,1.14
 PÁ,0.0,0.72,0.0,1.5299999999999998,2.4400000000000004,-0.8899999999999999,1.9500000000000002,0.0,1.51,-5.81,0.0,0.0,2.3200000000000003,-0.029999999999999943,1.35,-0.88,0.71
 ACÉM,3.12,-5.96,0.11000000000000032,-0.15999999999999998,2.71,0.6800000000000002,0.8600000000000001,-0.5300000000000002,-5.52,-4.38,-0.9,0.2400000000000002,0.79,0.51,5.01,-0.61,0.67
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,-0.21999999999999997,-0.5599999999999996,-8.07,0.0,1.35,0.0,0.4700000000000004,1.6100000000000003,6.01,5.68,-1.7099999999999997
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.51,0.0,0.0,2.51
 COSTELA,0.40000000000000013,1.35,-2.0,3.49,2.72,9.52,-0.040000000000000036,1.2,-2.8000000000000003,1.5600000000000003,-0.37,0.6099999999999999,-2.08,1.1600000000000001,5.369999999999999,2.96,1.1600000000000004
 PESCADOS,2.05,-1.81,0.3899999999999997,3.3499999999999996,3.1199999999999997,-3.59,9.34,-0.9700000000000002,-2.8400000000000003,0.029999999999999805,-2.7,6.2,1.5100000000000002,6.78,0.6199999999999999,-2.6000000000000005,2.42
 PEIXE-ANCHOVA,13.010000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
 PEIXE-BADEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,1.49
 PEIXE-CORVINA,-0.5599999999999996,0.0,0.0,1.9300000000000004,0.0,0.0,0.0,0.0,-2.48,0.0,0.0,0.0,0.0,0.0,0.0,-2.16,-1.07
 PEIXE-CAVALINHA,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04
 PEIXE,0.0,-1.81,0.3899999999999997,0.0,0.0,-3.59,0.0,0.0,0.0,0.029999999999999805,-2.7,0.0,0.0,0.0,0.0,0.0,-1.0699999999999998
 PEIXE-PESCADINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.539999999999999,0.0,4.539999999999999
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28000000000000025,0.28000000000000025
 PEIXE-SARDINHA,0.0,0.0,0.0,1.04,-2.5999999999999996,0.0,0.0,0.0,-8.21,0.0,0.0,0.0,3.07,0.0,0.0,0.6599999999999999,-3.1800000000000006
 CAMARÃO,1.65,0.0,0.0,1.54,0.0,0.0,6.9,0.0,-3.6,0.0,0.0,3.7800000000000002,1.5100000000000002,0.0,-1.0299999999999998,-4.55,0.48000000000000004
 PEIXE-VERMELHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.160000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.160000000000001
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0700000000000003,4.359999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
 PEIXE-PACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.94,0.0,0.0,0.0,-0.94
 PEIXE-DOURADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13,0.0,0.0,0.0,0.0,9.14
 PEIXE-CAÇÃO,2.05,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,1.4500000000000002,0.0,0.0,0.0,0.0,1.2200000000000002
 PEIXE-MERLUZA,-1.04,0.0,0.0,8.77,3.1199999999999997,0.0,0.0,0.0,-2.3899999999999997,0.0,0.0,0.0,2.52,0.0,0.0,0.0,1.5599999999999998
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,9.34,-3.7800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,-1.2999999999999998,0.0,2.9699999999999998
 PEIXE-PESCADA,5.82,0.0,0.0,6.71,8.12,0.0,13.14,0.0,-2.8600000000000003,0.0,0.0,16.540000000000003,0.0,0.0,1.5599999999999998,0.8199999999999995,8.530000000000001
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,6.059999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.059999999999999
 PEIXE-CASTANHA,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32
 PEIXE-PIAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,7.4
 PEIXE-SURUBIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78,0.0,0.0,6.78
 SURURU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78,8.219999999999999,0.0,7.7
 PEIXE-SALMÃO,0.0,0.0,0.0,0.0,2.5600000000000005,0.0,0.0,-0.9700000000000002,0.0,0.0,0.0,0.0,1.5100000000000002,0.0,0.0,0.0,1.9299999999999988
 PEIXE-TILÁPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3299999999999996,-0.35999999999999965
 PEIXE-TUCUNARÉ,0.0,0.0,0.0,0.0,0.0,0.0,9.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.460000000000001,-2.66,0.0,-1.5999999999999996
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,5.380000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.380000000000001
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7300000000000004,0.0,0.0,0.0,0.0,0.7300000000000004
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9299999999999997,0.0,0.0,0.0,2.9299999999999997
 PEIXE-MANDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78,0.0,0.0,6.78
 CARNES E PEIXES INDUSTRIALIZADOS,0.9299999999999999,2.9299999999999997,1.0300000000000002,0.06,3.1199999999999997,3.3099999999999996,1.85,0.04000000000000026,1.3199999999999998,3.6399999999999997,-1.5,3.29,2.29,2.3,-1.0099999999999998,0.1399999999999999,2.0300000000000002
 PRESUNTO,0.5400000000000001,5.789999999999999,-1.6000000000000003,0.0,3.6900000000000004,1.4500000000000002,9.82,6.3500000000000005,-1.03,3.33,-1.1400000000000001,2.2600000000000002,0.34000000000000075,4.05,0.0,3.71,2.41
 SALSICHA,6.57,1.83,2.93,3.1499999999999995,4.35,-0.07000000000000006,6.339999999999999,0.0,0.0,7.829999999999999,-1.42,2.26,0.20000000000000007,7.31,-3.5599999999999996,-4.93,3.79
 LINGUIÇA,0.23000000000000043,5.57,3.1,1.85,2.8,6.109999999999999,4.6899999999999995,-1.26,1.4,3.96,-1.7500000000000002,4.6899999999999995,4.52,0.050000000000000044,-1.92,-1.65,2.6
 MORTADELA,3.46,1.7800000000000002,3.27,0.18999999999999995,1.82,0.0,-0.39,1.87,0.0,1.05,0.0,3.0199999999999996,-0.98,0.73,0.0,1.1300000000000001,1.78
 SALAME,0.0,-2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.97
 CARNE-SECA E DE SOL,-4.53,0.0,0.0,-0.73,0.0,0.0,-0.83,-1.1199999999999999,1.3800000000000001,0.0,0.0,0.71,0.0,1.7499999999999998,1.6099999999999999,1.34,-0.26
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-7.23,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.33
 HAMBÚRGUER,0.0,0.0,0.0,0.0,0.0,0.6500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6500000000000004
 AVES E OVOS,5.37,1.37,4.84,-0.06000000000000005,5.41,1.12,2.06,0.9599999999999999,0.8800000000000001,4.510000000000001,1.98,4.449999999999999,5.390000000000001,1.32,6.75,5.46,3.3899999999999997
 FRANGO INTEIRO,-3.36,0.55,-1.9,-3.5399999999999996,2.6199999999999997,-0.3699999999999999,2.5799999999999996,1.3,-1.0400000000000005,1.9600000000000002,-0.24,4.36,0.7199999999999999,0.2799999999999999,7.5,5.199999999999999,0.64
 FRANGO EM PEDAÇOS,6.08,1.44,5.869999999999999,5.87,6.13,-1.34,3.79,1.53,2.51,2.96,-0.10999999999999988,-0.63,4.8,0.53,5.75,4.91,4.47
 OVO DE GALINHA,13.290000000000001,2.03,16.759999999999998,4.9,7.720000000000001,7.96,-0.59,-0.35,6.02,12.16,12.840000000000002,11.440000000000001,14.180000000000001,4.8,5.0200000000000005,7.34,7.420000000000001
 LEITE E DERIVADOS,7.0600000000000005,4.83,5.880000000000001,-2.62,3.06,2.3600000000000003,-2.91,-3.5,-4.67,6.38,1.6099999999999999,3.34,2.09,-2.99,0.5699999999999998,-0.6000000000000001,2.52
 LEITE LONGA VIDA,16.42,7.800000000000001,8.850000000000001,-10.58,4.5600000000000005,4.16,-10.290000000000001,-7.1899999999999995,-9.52,9.85,2.2199999999999998,7.779999999999999,3.65,-5.16,1.2400000000000002,-1.4,5.03
 LEITE CONDENSADO,0.0,0.27999999999999997,0.0,0.0,0.0,0.0,-2.15,0.020000000000000018,0.0,0.0,0.0,0.0,0.4700000000000001,-2.36,0.0,0.0,-0.51
 LEITE EM PÓ,-2.4000000000000004,1.3900000000000001,0.0,0.07,-0.9800000000000002,0.0,-3.1399999999999997,-0.99,-3.2699999999999996,2.42,0.56,-0.94,2.1599999999999997,-4.88,0.0,-1.08,-1.54
 QUEIJO,1.2399999999999998,1.9,1.26,-2.31,1.0499999999999998,-1.28,1.41,-1.45,-1.3399999999999999,2.38,-0.6200000000000001,0.57,0.5200000000000002,1.79,3.7600000000000002,-0.37,0.69
 CREME DE LEITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
 IOGURTE E BEBIDAS LÁCTEAS,0.29,0.81,3.3900000000000006,1.19,3.07,1.9000000000000001,1.18,-2.9,-2.1799999999999997,0.2799999999999999,3.0600000000000005,0.1399999999999999,-0.6899999999999997,4.53,-2.4,-0.04000000000000009,1.41
