Variacoes - OUTUBRO - DEZEMBRO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 CEBOLA,-43.8,-62.03,-43.980000000000004,-45.79,-24.68,-38.8,-42.379999999999995,-49.86,-42.93,-65.39,-37.64,-23.42,-39.5,-31.13,-46.94,-52.73,-42.08
 CENOURA,-30.490000000000002,0.0,-24.47,0.0,-11.899999999999999,-16.509999999999998,0.0,-21.57,-18.11,-24.630000000000003,-15.22,-11.01,0.0,0.0,0.0,-20.39,-19.71
 MANDIOQUINHA (BATATA-BAROA),0.0,0.0,0.0,0.0,0.8600000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8600000000000012
 AÇÚCARES E DERIVADOS,1.7000000000000002,-0.27000000000000013,-0.7,-2.84,2.35,1.71,3.92,-1.94,0.75,1.02,2.17,0.9400000000000002,1.3399999999999999,5.23,-0.24,-0.37,1.03
 AÇÚCAR REFINADO,4.62,2.08,0.0,0.0,5.8100000000000005,0.0,2.79,-2.3499999999999996,0.0,7.43,0.0,0.0,0.0,0.5299999999999999,3.849999999999999,-0.33000000000000007,3.8699999999999997
 AÇÚCAR CRISTAL,-1.79,-2.4500000000000006,-0.47,-3.7199999999999998,1.4499999999999997,2.21,5.29,-3.5,0.81,-1.0099999999999998,2.37,0.9700000000000002,1.55,8.05,-3.3099999999999996,-0.56,0.11999999999999997
 BALAS,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000007
 CHOCOLATE EM BARRA E BOMBOM,-2.3899999999999997,-1.12,-2.93,-2.8899999999999997,-2.32,1.1600000000000001,-1.04,0.0,-2.55,-1.24,-1.96,-3.7,-1.34,3.62,0.0,-4.83,-2.04
 SORVETE,2.62,5.4399999999999995,0.30000000000000004,0.12,6.51,3.32,0.0,3.7399999999999998,-0.28,3.89,2.0,3.95,0.81,0.0,0.21999999999999997,0.6400000000000001,4.08
 CHOCOLATE E ACHOCOLATADO EM PÓ,1.7000000000000002,-2.27,-0.19,-1.85,0.6799999999999999,-0.82,4.33,0.14,2.51,0.71,3.42,3.59,3.63,-0.77,-1.07,1.77,0.72
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,-0.7,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9000000000000001
 HORTALIÇAS E VERDURAS,8.17,8.35,11.2,0.580000000000001,2.5300000000000002,2.26,-1.7599999999999998,1.7000000000000002,1.2599999999999998,-12.64,5.37,6.809999999999999,1.2600000000000002,0.25,-4.620000000000001,-2.7700000000000005,2.88
 ALFACE,5.51,9.08,11.76,-3.63,3.170000000000001,0.7399999999999997,5.58,-1.9999999999999998,3.45,-10.17,3.3,1.3599999999999999,3.78,4.14,-4.8999999999999995,-1.6000000000000003,3.25
 COENTRO,0.0,0.0,0.0,4.51,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9200000000000004,4.51
 COUVE,6.91,0.0,5.21,0.0,8.89,3.0,0.0,0.0,0.0,-6.6899999999999995,4.67,3.07,0.0,0.0,0.0,0.0,5.97
 COUVE-FLOR,22.93,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06,0.0,0.0,0.0,0.0,17.060000000000002
 REPOLHO,11.15,4.710000000000001,20.61,-2.0,-10.36,12.23,-21.33,0.0,-20.669999999999998,-18.89,10.66,29.86,-4.51,-15.48,0.0,-3.5399999999999996,-3.4299999999999997
 CHEIRO-VERDE,2.38,0.0,0.0,0.0,4.68,4.1,1.17,2.2800000000000002,9.86,0.0,0.0,0.04999999999999982,1.2,2.459999999999999,-4.45,0.0,2.7399999999999998
 AGRIÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,2.84
 BRÓCOLIS,13.829999999999998,18.21,9.219999999999999,0.0,4.67,-7.1899999999999995,0.0,0.0,0.0,-9.83,0.0,0.0,0.0,0.0,0.0,0.0,6.91
 FRUTAS,2.4000000000000004,1.25,6.96,-0.5399999999999998,5.58,1.0599999999999996,1.4300000000000002,4.73,5.3,-2.45,5.449999999999999,3.0800000000000005,8.009999999999998,6.15,0.25,4.16,3.3300000000000005
 BANANA-DA-TERRA,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,4.640000000000001,0.0,0.0,8.73,0.0,26.099999999999998,0.0,0.0,4.33
 ABACAXI,5.54,6.79,11.280000000000001,2.96,4.42,0.0,0.0,0.0,0.0,-2.63,6.9399999999999995,0.0,17.560000000000002,0.0,0.0,-1.6199999999999999,5.29
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,37.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.14
 BANANA-D'ÁGUA,4.470000000000001,-10.91,0.0,0.0,9.06,-5.289999999999999,0.0,0.0,0.0,-13.21,0.0,0.0,4.279999999999999,0.0,0.0,0.0,1.76
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.279999999999999,0.0,1.1600000000000004,0.0,0.0,0.0,5.18
 BANANA-PRATA,10.69,-15.810000000000002,4.349999999999998,-5.85,4.300000000000001,5.6099999999999985,-0.58,4.539999999999999,2.3299999999999996,-4.539999999999999,3.47,-1.05,0.0,7.4,-3.88,1.1000000000000003,1.6599999999999997
 LARANJA-BAÍA,0.0,37.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.46
 LIMÃO,0.0,0.0,0.0,0.0,0.0,0.0,6.630000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.410000000000002,0.0,6.84
 MAÇÃ,5.51,10.49,14.59,5.79,10.38,7.11,5.2,3.33,5.82,7.630000000000001,6.07,7.700000000000001,0.08999999999999986,8.16,6.49,-0.03000000000000025,8.5
 MAMÃO,-25.779999999999998,-17.93,-29.36,-3.7299999999999995,-18.729999999999997,-22.619999999999997,-17.21,-15.18,-10.09,-16.32,0.0,-15.549999999999997,-5.02,0.0,-14.2,-15.389999999999999,-18.97
 MANGA,-20.65,0.0,0.0,-8.24,0.0,-24.72,0.0,0.0,0.0,0.0,0.0,-25.75,0.0,0.0,0.0,-13.07,-17.130000000000003
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,12.580000000000002,0.0,0.0,0.0,0.0,0.0,0.0,17.9,19.42
 MELANCIA,0.0,0.0,9.34,1.37,9.12,24.48,-3.7399999999999998,4.039999999999999,3.26,-2.2500000000000004,16.619999999999997,0.0,25.02,-0.0900000000000003,6.44,13.879999999999999,6.3100000000000005
 PÊRA,1.96,0.0,0.0,0.0,3.7,2.41,0.0,0.0,0.0,0.0,3.63,6.58,0.0,0.0,0.0,0.0,3.0700000000000003
 TANGERINA,0.0,3.7,0.0,0.0,-1.06,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,3.48
 UVA,11.7,0.0,7.880000000000001,8.63,10.629999999999999,3.74,12.150000000000002,4.9399999999999995,11.43,3.35,0.33000000000000007,11.459999999999999,1.5700000000000003,-4.52,7.010000000000001,17.979999999999997,9.459999999999999
 LARANJA-PERA,5.13,0.0,21.65,0.3700000000000001,11.08,9.16,6.64,14.93,12.280000000000001,5.2,2.37,14.6,14.24,2.420000000000001,0.71,5.500000000000001,9.68
 MORANGO,0.0,-8.93,26.330000000000002,0.0,0.0,0.0,0.0,0.0,0.0,11.23,0.0,0.0,0.0,0.0,0.0,0.0,11.030000000000001
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.09
 CARNES,33.41,23.14,30.109999999999996,25.049999999999997,28.709999999999997,28.54,29.450000000000003,24.189999999999998,21.05,29.05,31.75,26.49,33.33,13.88,30.81,18.05,27.919999999999998
 FÍGADO,0.0,0.0,0.0,3.68,0.0,0.0,8.07,8.02,2.01,0.0,0.0,0.0,0.0,0.0,15.229999999999999,3.99,6.680000000000001
 CARNE DE PORCO,17.15,15.110000000000001,16.56,10.010000000000002,21.9,11.11,9.75,6.109999999999999,2.8499999999999996,16.72,15.54,11.87,20.15,9.05,9.35,13.680000000000001,16.74
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,7.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32
 CONTRAFILÉ,33.43,21.79,35.67,18.400000000000002,33.480000000000004,32.87,37.72,29.75,26.95,29.369999999999997,31.64,34.050000000000004,31.119999999999997,9.32,40.89,19.91,31.459999999999997
 FILÉ-MIGNON,37.66,0.0,0.0,28.060000000000002,0.0,0.0,21.849999999999998,0.0,13.97,30.580000000000002,22.54,0.0,29.400000000000002,0.0,0.0,0.0,28.04
 CHÃ DE DENTRO,34.410000000000004,37.620000000000005,30.39,25.93,32.62,26.990000000000002,31.419999999999998,29.330000000000002,21.82,28.249999999999996,31.900000000000002,34.7,31.52,18.21,32.57,18.990000000000002,30.34
 ALCATRA,40.019999999999996,32.93,33.9,25.99,30.74,32.589999999999996,35.09,28.61,26.09,31.16,31.3,29.43,36.709999999999994,16.18,42.43,17.650000000000002,32.6
 PATINHO,35.99,34.2,37.49,27.58,33.410000000000004,30.75,31.029999999999998,27.569999999999997,22.689999999999998,28.669999999999998,33.190000000000005,35.93,33.73,16.07,33.85,18.87,30.68
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,20.349999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08
 LAGARTO COMUM,0.0,0.0,0.0,0.0,27.950000000000003,25.45,0.0,23.38,20.76,0.0,31.58,0.0,33.87,14.43,0.0,20.74,26.990000000000002
 MÚSCULO,25.44,21.03,28.540000000000003,21.95,18.689999999999998,0.0,23.41,0.0,19.41,29.110000000000003,36.46,25.75,31.34,12.030000000000001,34.72,14.219999999999999,23.939999999999998
 PÁ,0.0,14.48,0.0,19.89,26.240000000000002,29.470000000000002,28.31,0.0,21.110000000000003,35.65,0.0,0.0,38.38,15.26,28.72,17.12,24.2
 ACÉM,38.74,19.83,32.23,27.03,27.549999999999997,25.2,27.71,22.04,25.82,31.88,33.27,24.6,34.79,13.88,21.389999999999997,17.229999999999997,28.16
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,30.04,22.54,16.720000000000002,0.0,33.78,0.0,40.06,14.97,14.079999999999998,20.88,24.63
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.28,13.88,0.0,0.0,36.33
 COSTELA,30.34,21.54,31.290000000000003,34.93,28.98,29.919999999999998,29.51,24.4,22.78,31.95,36.580000000000005,18.63,31.840000000000003,12.950000000000001,27.7,19.49,27.74
 PESCADOS,4.05,2.0799999999999996,-1.2,0.8999999999999999,-1.96,5.539999999999999,7.279999999999999,-0.8100000000000003,4.93,5.000000000000001,-5.95,-1.84,-0.6399999999999999,2.96,5.029999999999999,4.57,2.94
 PEIXE-ANCHOVA,10.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34
 PEIXE-BADEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5
 PEIXE-CORVINA,4.01,0.0,0.0,-1.98,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.9700000000000006,3.11
 PEIXE-CAVALINHA,0.0,0.0,0.0,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53
 PEIXE,0.0,2.0799999999999996,-1.2,0.0,0.0,5.539999999999999,0.0,0.0,0.0,5.000000000000001,-5.95,0.0,0.0,0.0,0.0,0.0,1.4100000000000001
 PEIXE-PESCADINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.379999999999999,0.0,9.379999999999999
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7499999999999998,1.7499999999999998
 PEIXE-SARDINHA,0.0,0.0,0.0,0.7599999999999998,3.2899999999999996,0.0,0.0,0.0,7.01,0.0,0.0,0.0,0.56,0.0,0.0,-0.11999999999999988,3.4000000000000004
 CAMARÃO,3.25,0.0,0.0,2.27,0.0,0.0,11.61,0.0,7.4399999999999995,0.0,0.0,-4.48,-0.6399999999999999,0.0,-1.129999999999999,7.369999999999999,5.0
 PEIXE-VERMELHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22999999999999998
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.67,9.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.630000000000001
 PEIXE-PACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5900000000000003,0.0,0.0,0.0,-0.5900000000000003
 PEIXE-DOURADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.860000000000001,0.0,0.0,0.0,0.0,-12.860000000000001
 PEIXE-CAÇÃO,-8.06,0.0,0.0,0.0,0.10000000000000053,0.0,0.0,0.0,0.0,0.0,0.0,0.04999999999999993,0.0,0.0,0.0,0.0,-2.9000000000000004
 PEIXE-MERLUZA,5.3199999999999985,0.0,0.0,7.37,-1.96,0.0,0.0,0.0,-4.85,0.0,0.0,0.0,2.4899999999999993,0.0,0.0,0.0,1.48
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,4.72,2.5600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,1.2899999999999991,0.0,3.29
 PEIXE-PESCADA,8.999999999999998,0.0,0.0,-3.23,-6.16,0.0,4.119999999999999,0.0,-2.14,0.0,0.0,-0.18999999999999995,0.0,0.0,5.77,1.3499999999999996,1.21
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15
 PEIXE-CASTANHA,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999
 PEIXE-PIAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,0.0,0.0,2.96
 PEIXE-SURUBIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.81,0.0,0.0,-1.81
 SURURU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.67,-2.67
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41,9.39,0.0,8.87
 PEIXE-SALMÃO,0.0,0.0,0.0,0.0,0.5100000000000002,0.0,0.0,-0.8100000000000003,0.0,0.0,0.0,0.0,-0.6399999999999999,0.0,0.0,0.0,0.20000000000000018
 PEIXE-TILÁPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0200000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63,-0.8500000000000003
 PEIXE-TUCUNARÉ,0.0,0.0,0.0,0.0,0.0,0.0,7.279999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.279999999999999
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5400000000000003,7.16,0.0,6.49
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,12.469999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.469999999999999
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35,0.0,0.0,0.0,0.0,9.35
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5,0.0,0.0,0.0,-4.5
 PEIXE-MANDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,0.0,0.0,2.96
 CARNES E PEIXES INDUSTRIALIZADOS,2.44,0.25,1.33,9.43,0.8200000000000001,-0.6400000000000001,5.81,2.2199999999999998,10.38,6.760000000000001,2.8499999999999996,3.1999999999999993,3.9699999999999998,1.53,7.39,9.78,3.48
 PRESUNTO,2.6300000000000003,-2.8600000000000003,1.2899999999999996,0.0,3.04,-0.71,-13.079999999999998,1.31,-2.79,4.5,3.3000000000000003,-1.37,3.74,-4.63,0.0,-0.73,1.3099999999999998
 SALSICHA,-2.97,-1.85,4.609999999999999,1.32,1.38,-0.6499999999999999,0.54,0.0,0.0,1.08,-3.17,0.5799999999999998,1.7199999999999998,1.1,-0.9199999999999999,0.4099999999999999,0.30000000000000004
 LINGUIÇA,-0.07000000000000028,2.63,1.0899999999999999,3.83,-0.06000000000000005,-2.2199999999999998,3.2499999999999996,0.10999999999999976,-2.5400000000000005,12.370000000000001,4.02,3.9700000000000006,5.42,5.619999999999999,4.83,0.40999999999999975,1.5999999999999999
 MORTADELA,-0.22999999999999998,3.62,3.8000000000000003,2.4499999999999997,0.3999999999999999,0.0,-1.2100000000000009,-4.24,0.0,2.0700000000000003,0.0,5.96,1.2799999999999998,-2.25,0.0,-1.13,1.1
 SALAME,0.0,0.09000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09000000000000002
 CARNE-SECA E DE SOL,13.620000000000001,0.0,0.0,12.75,0.0,0.0,12.16,12.729999999999999,17.26,0.0,0.0,7.3100000000000005,0.0,4.46,16.09,21.970000000000002,14.58
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-3.4499999999999997,0.0,0.0,0.0,0.0,0.0,0.45999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4700000000000002
 HAMBÚRGUER,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
 AVES E OVOS,4.9399999999999995,5.24,6.52,0.9599999999999997,6.61,8.049999999999999,3.56,4.29,5.92,6.010000000000001,5.86,6.57,2.9899999999999998,1.6199999999999999,3.06,-0.07000000000000028,5.0600000000000005
 FRANGO INTEIRO,5.79,1.15,4.89,0.16999999999999993,9.780000000000001,14.69,3.71,5.45,7.390000000000001,9.95,5.28,7.609999999999999,4.47,1.33,4.08,-2.5599999999999996,5.390000000000001
 FRANGO EM PEDAÇOS,3.98,7.66,8.05,1.61,3.5300000000000002,2.3200000000000003,4.4,2.48,1.25,5.07,6.109999999999999,5.1000000000000005,1.9100000000000001,3.92,0.79,1.0,4.3
 OVO DE GALINHA,6.37,2.8,7.07,3.4,8.81,5.1499999999999995,2.5199999999999996,1.19,10.540000000000001,2.9099999999999997,7.800000000000001,5.93,2.92,0.71,1.28,4.08,5.65
 LEITE E DERIVADOS,-2.2,-0.09999999999999998,-3.8,-1.96,-2.0999999999999996,-2.2800000000000002,-1.4200000000000002,-0.52,-1.06,0.20999999999999985,-2.3800000000000003,-2.26,0.20000000000000018,0.24999999999999994,0.18,-0.8499999999999999,-1.69
 LEITE LONGA VIDA,-3.5300000000000002,-0.5199999999999998,-4.66,-2.15,-2.45,-4.54,0.010000000000000009,-0.18000000000000002,-0.76,0.2699999999999998,-4.609999999999999,-4.23,-0.5100000000000002,0.16000000000000003,0.3999999999999998,-4.34,-2.34
 LEITE CONDENSADO,0.0,-0.8,0.0,0.0,0.0,0.0,0.8599999999999999,-3.2499999999999996,0.0,0.0,0.0,0.0,2.0300000000000002,2.03,0.0,0.0,-0.51
 LEITE EM PÓ,1.05,1.33,0.0,-3.2800000000000002,-0.4799999999999999,0.0,-1.56,-0.9400000000000001,-2.5100000000000002,0.18999999999999995,1.4899999999999998,-0.73,-0.39,-0.17000000000000015,0.6900000000000001,1.83,-0.9400000000000001
 QUEIJO,-2.26,0.30000000000000004,-0.8300000000000001,-1.93,-2.49,1.89,-2.19,-1.0,0.040000000000000036,2.4,2.51,-1.05,0.6200000000000001,1.0899999999999999,-1.9700000000000002,1.03,-1.2000000000000002
 CREME DE LEITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.52
 IOGURTE E BEBIDAS LÁCTEAS,0.32,0.89,-6.2299999999999995,0.5000000000000001,-0.18999999999999995,-1.0,-1.27,0.36,-0.8399999999999999,-3.6,0.44000000000000017,-0.14,2.36,0.6,-0.6400000000000001,-2.25,-1.0699999999999998
 MANTEIGA,0.0,0.0,0.0,0.21000000000000008,0.0,0.0,-4.36,2.26,-0.33999999999999997,0.0,0.0,2.58,0.0,-0.029999999999999916,0.0,-0.43999999999999995,-0.44999999999999996
