Variacoes - ABRIL - JUNHO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 FARINHA DE TRIGO,0.0,-2.13,-2.64,0.0,1.26,0.0,0.0,0.0,-1.4500000000000002,-2.05,-4.15,-1.92,0.43000000000000016,0.0,0.0,0.0,-1.13
 FARINHA DE MANDIOCA,-3.3300000000000005,0.0,-3.67,1.3299999999999998,3.3600000000000003,2.4299999999999997,2.5,1.9900000000000002,6.369999999999999,0.0,9.62,-4.91,0.0,4.24,-1.98,-5.14,1.8
 MASSA SEMIPREPARADA,1.65,1.8200000000000003,0.9099999999999999,0.0,3.3899999999999997,-0.49000000000000005,3.7600000000000002,2.04,4.6,5.69,1.83,6.93,0.9199999999999999,0.0,0.0,0.0,2.8
 MACARRÃO INSTANTÂNEO,7.7700000000000005,0.0,0.0,0.0,5.300000000000001,0.8500000000000001,0.0,0.0,0.0,-0.21999999999999997,0.0,1.6600000000000001,-1.26,2.71,0.0,0.0,4.22
" TUBÉRCULOS, RAÍZES E LEGUMES",4.01,7.09,7.9799999999999995,1.8999999999999997,6.18,-2.8599999999999994,2.69,-3.57,-1.9600000000000002,9.61,-1.3900000000000006,6.91,10.530000000000001,4.91,2.62,3.36,4.39
 BATATA-DOCE,8.85,0.0,0.0,9.53,12.129999999999999,0.0,0.0,0.0,-1.53,0.0,-5.789999999999999,0.0,0.0,23.189999999999998,0.0,0.0,7.24
 BATATA-INGLESA,8.64,17.29,12.059999999999999,-4.399999999999999,7.949999999999999,17.52,-3.24,-10.03,-2.5200000000000005,16.55,3.61,5.08,29.98,8.26,0.34999999999999964,0.8499999999999988,8.489999999999998
 INHAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.669999999999998,0.0,0.0,0.0,-10.969999999999999,-13.29
 MANDIOCA (AIPIM),0.0,0.0,0.76,-11.969999999999999,0.0,0.5099999999999998,0.0,0.0,-1.6400000000000001,0.0,0.0,0.0,-3.05,-7.45,0.0,0.0,-3.5999999999999996
 ABOBRINHA,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0
 PEPINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.92,0.0,0.0,0.0,0.0,0.0,0.0,44.92
 PIMENTÃO,0.0,0.0,0.0,0.0,13.69,-7.459999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.569999999999999
 TOMATE,14.45,26.77,17.54,37.24,18.41,-1.0299999999999994,12.51,15.99,8.309999999999999,13.16,7.030000000000001,15.610000000000001,12.71,10.21,13.24,20.990000000000002,15.370000000000001
 CEBOLA,-6.27,-17.82,-4.79,-15.600000000000001,-8.83,-11.190000000000001,-5.920000000000002,-13.959999999999999,-14.580000000000002,-9.26,-11.42,0.3900000000000001,-0.15000000000000036,-4.67,-11.22,-10.950000000000001,-10.93
 CENOURA,-14.379999999999999,-13.959999999999999,-9.64,-4.959999999999999,-9.57,-18.1,-4.0600000000000005,-9.450000000000001,3.5700000000000003,-9.379999999999997,-17.410000000000004,-12.540000000000001,0.0,0.0,0.0,4.51,-9.11
 AÇÚCARES E DERIVADOS,4.06,2.88,3.98,5.8100000000000005,4.01,4.17,4.72,6.97,2.6300000000000003,4.61,5.87,3.1300000000000003,2.76,-2.01,8.53,8.13,4.17
 AÇÚCAR REFINADO,3.0500000000000003,3.8400000000000003,0.0,1.38,3.1899999999999995,-0.010000000000000231,1.01,4.57,2.78,1.07,0.0,0.0,0.0,-10.17,9.15,0.0,3.0199999999999996
 AÇÚCAR CRISTAL,0.0,-2.4000000000000004,7.119999999999999,7.93,0.0,6.37,5.910000000000001,11.58,2.91,1.99,9.57,4.710000000000001,0.04000000000000048,-2.26,9.870000000000001,12.53,5.59
 BALAS,0.0,2.9000000000000004,0.0,0.0,0.0,2.5500000000000003,0.0,0.0,0.0,4.18,-1.97,0.0,1.66,0.0,0.0,0.0,2.79
 CHOCOLATE EM BARRA E BOMBOM,3.75,2.14,1.2999999999999998,3.13,1.9999999999999996,2.5599999999999996,0.6199999999999999,2.3200000000000003,0.30000000000000027,5.5600000000000005,4.28,2.87,3.37,2.39,5.32,-0.6700000000000002,2.53
 SORVETE,7.32,5.859999999999999,3.61,9.48,8.2,6.890000000000001,10.23,6.119999999999999,4.4,5.53,5.21,2.54,4.9,0.0,0.0,10.71,6.85
 CHOCOLATE E ACHOCOLATADO EM PÓ,3.4600000000000004,4.11,0.5899999999999999,5.220000000000001,2.98,2.85,4.0600000000000005,3.1100000000000003,2.24,7.06,1.6800000000000002,0.04999999999999993,6.540000000000001,4.140000000000001,6.39,4.74,3.2800000000000002
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,-6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.99
 AÇÚCAR DEMERARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25
 HORTALIÇAS E VERDURAS,-1.57,-2.1799999999999997,-5.09,6.560000000000001,-4.84,4.37,4.9399999999999995,6.15,1.45,2.22,0.5100000000000002,0.87,2.7299999999999995,-0.6300000000000001,1.4100000000000001,13.05,-1.87
 ALFACE,2.45,-1.7800000000000011,-5.19,9.870000000000001,-6.68,10.17,4.0600000000000005,5.34,4.33,5.74,-0.07000000000000028,0.18999999999999995,0.6299999999999999,2.38,1.4599999999999995,8.219999999999999,-2.8
 COENTRO,0.0,0.0,0.0,6.449999999999999,0.0,0.0,0.0,0.0,1.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,17.240000000000002,4.460000000000001
 COUVE,0.4300000000000004,0.0,-4.15,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,2.54,0.0,10.63,0.19000000000000006
 COUVE-FLOR,-13.420000000000002,0.0,0.0,0.0,0.0,-12.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.350000000000001
 REPOLHO,0.0,10.55,0.0,0.0,-1.51,0.0,0.0,0.0,-6.29,0.16000000000000014,0.9500000000000002,0.0,19.759999999999998,0.0,3.6400000000000006,0.0,1.29
 CHEIRO-VERDE,1.77,3.8099999999999996,-2.3500000000000005,0.06999999999999984,-3.1499999999999995,2.4100000000000006,7.409999999999999,6.460000000000001,1.6,-1.1700000000000004,3.63,0.15999999999999998,-1.6900000000000004,-3.08,0.29000000000000004,0.0,0.98
 BRÓCOLIS,-2.94,-12.969999999999999,-9.08,0.0,-4.73,2.15,-2.9000000000000004,0.0,0.0,-1.59,0.0,3.42,0.0,0.0,0.0,0.0,-5.42
 FRUTAS,-13.0,-9.419999999999998,-10.280000000000001,3.8099999999999996,-7.63,-6.92,-3.15,-2.4,-2.2300000000000004,-6.539999999999999,-9.86,-7.32,-6.08,-9.24,2.7800000000000002,-0.07999999999999996,-7.02
 BANANA-DA-TERRA,0.0,0.0,0.0,21.8,0.0,0.0,0.0,0.0,11.05,0.0,0.0,6.83,0.0,-11.88,0.0,0.0,11.28
 ABACAXI,-7.68,-7.1499999999999995,0.0,-16.98,0.0,0.0,2.940000000000001,0.0,0.0,0.0,-4.909999999999998,-9.39,-6.47,0.0,0.0,-4.3500000000000005,-7.61
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,-10.66,0.0,0.0,0.0,0.0,0.0,0.0,-15.49,0.0,0.0,-11.61
 BANANA-D'ÁGUA,-12.01,2.25,-6.62,0.0,-7.39,-9.88,0.0,0.0,0.0,-8.4,0.0,0.0,-4.440892098500626e-16,0.0,10.42,0.0,-6.250000000000001
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.27,0.0,-0.1100000000000001,0.0,0.0,0.0,-5.9
 BANANA-PRATA,-14.11,-13.370000000000001,-5.220000000000001,8.879999999999999,-11.219999999999999,-11.09,0.47999999999999987,-1.2400000000000002,-5.17,-11.36,-12.959999999999999,-7.960000000000001,0.0,-17.939999999999998,-5.83,1.47,-7.7
 LARANJA-BAÍA,0.0,-33.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.07
 LARANJA-LIMA,0.0,0.0,-21.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.18
 LIMÃO,-8.330000000000002,0.0,0.0,0.0,-6.73,-7.840000000000002,0.0,0.0,0.0,0.0,-3.1099999999999994,11.77,0.0,26.53,0.0,0.0,-6.390000000000002
 MAÇÃ,-8.26,-18.259999999999998,5.690000000000001,-3.5999999999999996,-6.59,-6.01,-13.33,1.98,-5.950000000000001,-11.370000000000001,-8.5,-1.8499999999999996,-12.66,-10.44,-13.68,0.06999999999999995,-6.390000000000001
 MAMÃO,-27.620000000000005,-18.080000000000002,-27.2,-5.050000000000002,-13.129999999999999,-15.879999999999999,0.0,-9.629999999999999,-5.65,-9.76,-14.649999999999999,-12.240000000000002,-4.789999999999999,-16.0,0.0,0.9699999999999998,-15.86
 MANGA,-7.31,-6.67,-12.64,0.0,-1.3400000000000016,-1.0799999999999983,0.0,-16.09,-6.49,-15.95,0.0,-15.369999999999997,0.0,0.0,0.0,9.98,-6.1899999999999995
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6300000000000008,-3.9599999999999995,0.0,0.0,0.0,0.0,0.0,0.0,1.6399999999999997,-2.1
 MELANCIA,0.0,0.0,-6.3100000000000005,1.8999999999999995,0.0,-6.92,4.9,0.0,8.77,1.4699999999999998,-15.65,0.0,-22.97,-0.02,5.06,0.0,-2.66
 MELÃO,8.64,0.0,0.0,35.379999999999995,0.0,21.299999999999997,-6.32,0.0,0.0,17.919999999999998,0.0,0.0,0.0,0.0,44.4,0.0,20.5
 PERA,0.0,0.0,0.0,0.0,-5.970000000000001,0.0,0.0,0.0,0.0,0.0,-0.9199999999999999,-8.54,0.0,0.0,0.0,0.0,-5.6499999999999995
 TANGERINA,0.0,0.0,0.0,0.0,1.3200000000000003,0.0,0.0,0.0,0.0,-6.539999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-1.1400000000000006
 UVA,-15.61,1.2699999999999996,-7.929999999999999,-7.860000000000001,-3.4699999999999998,-12.779999999999998,-3.26,-7.059999999999999,-10.560000000000002,3.549999999999999,-17.299999999999997,-22.48,0.40000000000000036,-8.42,-7.010000000000002,-9.5,-6.58
 LARANJA-PERA,-7.33,0.0,-21.04,24.28,-8.91,-5.51,-2.01,-2.01,1.5499999999999998,-5.77,2.59,-2.23,3.54,11.969999999999999,-11.59,4.699999999999999,-7.09
 MORANGO,0.0,15.010000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.010000000000002
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.8799999999999999,10.360000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2699999999999996,6.4
 CARNES,-2.63,-0.23000000000000004,-4.92,-4.289999999999999,-2.74,-3.5599999999999996,-4.17,-4.52,-5.760000000000001,-1.58,-4.18,-2.52,-4.29,-3.17,-5.28,-3.9599999999999995,-3.29
 FÍGADO,0.0,0.0,0.0,-3.49,0.0,0.0,-3.01,-2.79,-0.11999999999999966,0.0,0.0,0.0,0.0,0.0,0.15000000000000013,0.0,-1.68
 CARNE DE PORCO,-0.84,3.48,-6.33,-3.6900000000000004,-2.6599999999999997,-2.05,-2.09,-3.8199999999999994,-6.91,-3.4899999999999998,-2.82,-5.0,-3.17,-1.17,-1.8399999999999999,-1.63,-3.25
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6700000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6700000000000004
 CUPIM,0.0,0.0,0.0,-3.6100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,-1.8899999999999997,0.0,0.0,0.0,0.0,0.0,-2.74
 CONTRAFILÉ,1.38,-1.52,-6.32,-2.8500000000000005,-6.8999999999999995,-5.4799999999999995,-4.84,-6.47,-6.25,-0.7999999999999998,-3.88,1.02,-5.35,-1.2400000000000002,-5.74,-1.7400000000000002,-4.4
 FILÉ-MIGNON,-0.44999999999999973,0.0,0.0,0.0,0.0,0.0,-6.870000000000001,0.0,0.0,0.08999999999999986,0.0,0.0,0.0,-3.0500000000000003,0.0,0.0,-1.61
 CHÃ DE DENTRO,-4.090000000000001,-0.6299999999999999,-6.720000000000001,-3.87,-1.6300000000000001,1.2799999999999998,-4.53,-2.99,-7.68,-4.25,-6.6499999999999995,0.6600000000000001,-2.1799999999999997,-4.3100000000000005,-4.68,-1.0899999999999999,-3.37
 ALCATRA,-6.13,-4.83,-0.6100000000000001,-4.529999999999999,-1.88,-4.32,-2.4299999999999997,-4.8100000000000005,-5.91,-1.7100000000000004,-5.12,-1.78,-3.3700000000000006,-4.97,-7.26,-2.7800000000000002,-3.75
 PATINHO,-2.34,0.0,-4.14,-5.38,-1.85,0.0,-1.7999999999999998,-3.77,0.0,-2.8700000000000006,-5.0600000000000005,0.9299999999999999,-1.62,-3.12,-5.43,-1.47,-2.73
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,-2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.93
 LAGARTO COMUM,0.0,-0.4099999999999997,0.0,0.0,-3.23,0.0,0.0,0.0,-5.97,0.0,-4.44,0.0,-1.6999999999999997,-2.0700000000000003,0.0,0.0,-3.34
 MÚSCULO,1.5199999999999996,0.6,-1.0300000000000002,-1.1999999999999997,-1.44,0.0,-0.6399999999999999,0.0,-7.799999999999999,3.84,-4.59,0.0,-0.97,-4.64,-9.15,-5.2,-1.4300000000000002
 PÁ,0.0,-5.98,-5.859999999999999,-3.56,-0.8800000000000001,0.0,-5.41,0.0,0.0,0.0,0.0,-2.1399999999999997,-4.65,-4.71,-7.289999999999999,-6.19,-3.83
 ACÉM,-3.13,-0.1200000000000001,-3.37,-4.43,-1.89,-4.3,-5.32,-6.02,-6.72,-4.13,-6.26,-6.91,-3.1300000000000003,-4.95,-7.41,-6.09,-3.3899999999999997
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,-4.380000000000001,0.0,0.0,0.0,0.0,0.0,-4.75,1.34,-9.73,-9.71,-5.52
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,-5.050000000000001,0.0,-2.08,-2.1500000000000004,0.0,-5.76,-5.57,-3.17,0.0,0.0,-3.75
 COSTELA,-2.0500000000000007,3.32,-5.659999999999999,-6.3500000000000005,-0.6500000000000001,-1.7599999999999998,-6.26,-4.25,-3.8,1.36,-4.61,-3.7699999999999996,-7.050000000000001,-4.09,-3.08,-4.24,-1.9300000000000002
 PICANHA,0.0,-3.5300000000000002,-7.18,0.0,0.0,-8.48,0.0,-5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.91
 PESCADOS,-2.4499999999999993,2.6799999999999997,0.3,0.44999999999999996,1.5,2.46,0.13000000000000078,-0.21999999999999997,-1.22,1.9299999999999997,0.38000000000000006,-0.9200000000000004,2.26,0.30000000000000004,0.7899999999999999,-0.35,0.34999999999999987
 PEIXE-ANCHOVA,0.0,0.0,0.0,0.44999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
 PEIXE-CORVINA,-9.11,0.0,0.0,0.8699999999999999,0.0,0.0,0.0,0.0,-1.76,0.0,0.0,0.0,0.0,0.0,-6.409999999999999,2.8099999999999996,-4.45
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7899999999999999,0.0,0.7899999999999999
 PEIXE-SARDINHA,0.0,2.6799999999999997,0.0,-6.31,0.0,0.0,0.0,0.0,-6.9399999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.37
 CAMARÃO,6.17,1.46,0.0,0.9199999999999999,0.0,2.0300000000000002,1.9900000000000002,-1.06,-2.22,-6.050000000000001,2.5000000000000004,-2.34,0.0,0.0,1.95,-0.73,1.46
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0099999999999998
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,-2.4699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4699999999999998
 PEIXE-MERLUZA,0.0,0.0,0.94,-2.23,-0.6,0.0,0.0,0.0,-1.78,0.0,-1.46,0.0,0.0,0.0,0.0,0.0,-0.77
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.84
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,0.53,0.0,-3.9000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,-2.94,-2.4800000000000004
 CARANGUEJO,-2.4499999999999993,0.0,0.0,0.0,0.0,0.0,0.16999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9599999999999995
 PEIXE-CASTANHA,0.0,0.0,0.0,0.44999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.30000000000000004
 PEIXE-SALMÃO,4.49,0.0,0.0,0.0,-1.12,-0.54,0.0,0.7899999999999998,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78
 PEIXE-TILÁPIA,0.0,3.4699999999999998,0.1100000000000001,3.5600000000000005,7.17,2.17,0.0,0.02999999999999986,5.300000000000001,3.1100000000000003,2.37,1.97,2.22,0.0,0.0,-0.6699999999999999,3.29
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,-0.3099999999999999,-0.4099999999999999,0.0,0.0,0.0,-1.28,0.0,4.08,0.30000000000000004,3.18,0.0,1.3
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,3.8299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8299999999999996
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,14.76,6.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.87
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7600000000000007,0.0,0.0,0.0,0.0,-1.7700000000000005
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020000000000000035,0.0,0.0,0.0,-0.020000000000000035
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38000000000000006,0.0,0.0,0.0,0.0,0.0,0.38000000000000006
 CARNES E PEIXES INDUSTRIALIZADOS,-0.14,0.0,0.3899999999999999,-0.35,0.4900000000000001,1.8499999999999999,-0.61,3.06,0.97,0.6500000000000001,-1.27,2.2600000000000002,-1.62,0.45999999999999996,0.6199999999999999,1.1,0.4100000000000001
 PRESUNTO,-0.69,-0.35000000000000003,-1.94,0.0,1.46,1.6600000000000001,0.0,1.52,4.32,0.23999999999999977,1.0100000000000002,-0.2400000000000001,3.27,5.92,0.0,-0.49000000000000016,0.5700000000000001
 SALSICHA,0.0,0.82,0.0,1.9299999999999995,1.9200000000000002,0.0,0.0,0.0,0.0,0.1499999999999999,0.0,0.0,0.0,-1.4900000000000002,0.0,0.0,1.33
 LINGUIÇA,-0.41999999999999993,1.0499999999999998,1.3900000000000001,1.67,-0.6199999999999999,2.6100000000000003,0.5599999999999999,4.19,4.58,1.57,-2.4699999999999998,3.0,-3.56,0.1900000000000004,1.43,3.52,0.56
 MORTADELA,3.74,0.0,0.30000000000000004,-1.6399999999999997,4.45,0.0,0.0,-1.82,0.0,-2.4000000000000004,-0.7000000000000001,0.0,1.35,0.0,0.0,0.0,1.88
 SALAME,0.0,-3.3499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3499999999999996
 BACALHAU,1.9400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9600000000000002,0.0,1.6199999999999999
 CARNE-SECA E DE SOL,-3.1500000000000004,0.0,0.0,-1.3,0.0,0.13,-1.2300000000000002,4.4,-1.19,0.0,0.0,-0.7000000000000001,0.0,0.0,-0.07,0.10000000000000005,-1.1300000000000001
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-1.4199999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4899999999999998,2.0300000000000002,0.0,0.0,0.0,0.0,0.19
 AVES E OVOS,1.4300000000000002,-0.7999999999999998,0.23000000000000015,0.2499999999999999,-0.51,-1.4700000000000002,-1.74,-1.71,-0.38000000000000006,0.42000000000000004,-1.6799999999999997,-1.2499999999999998,-1.2799999999999998,-1.9899999999999998,-7.2,0.82,-0.6199999999999999
 FRANGO INTEIRO,-1.85,1.01,-8.77,-0.6299999999999994,-2.33,-1.82,-2.91,-1.5599999999999998,-3.62,-2.21,-2.9799999999999995,-4.23,-8.82,-5.510000000000001,-10.0,-3.2,-3.43
 FRANGO EM PEDAÇOS,-0.48000000000000004,-2.08,-2.48,0.7300000000000002,-2.04,-5.550000000000001,-1.2299999999999995,-3.3599999999999994,-2.39,0.18000000000000005,-4.08,-3.76,-2.7399999999999998,1.96,-2.49,-1.56,-1.8
 OVO DE GALINHA,8.44,1.51,13.170000000000002,1.45,4.890000000000001,4.4799999999999995,2.1799999999999997,-0.5299999999999999,9.66,4.6,8.020000000000001,7.959999999999999,5.75,4.35,2.33,12.780000000000001,5.57
 LEITES E DERIVADOS,1.08,1.6600000000000001,1.94,3.5799999999999996,4.67,2.9,0.48,3.65,5.53,2.0700000000000003,0.5099999999999998,3.92,4.24,1.23,0.99,0.7,3.06
 LEITE LONGA VIDA,2.9899999999999998,4.19,2.6900000000000004,3.54,6.48,3.2500000000000004,-1.99,6.01,11.75,1.3399999999999999,-1.79,6.34,6.77,3.3,0.7600000000000002,5.04,4.65
 LEITE CONDENSADO,-1.29,1.58,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,-0.1299999999999999,0.0,0.0,0.26000000000000023
 LEITE EM PÓ,1.8599999999999999,0.0,-1.1699999999999997,1.1800000000000004,1.8000000000000003,0.0,0.29000000000000004,0.9800000000000002,1.71,4.96,5.540000000000001,0.76,-1.0900000000000003,-1.7000000000000002,1.02,-1.7500000000000002,1.27
 QUEIJO,-0.72,-2.55,3.37,6.1899999999999995,4.2,3.34,1.56,5.41,6.01,1.7000000000000002,0.9199999999999999,2.04,2.5999999999999996,-0.8499999999999999,1.15,-0.91,2.69
 IOGURTE E BEBIDAS LÁCTEAS,1.1800000000000002,2.4400000000000004,-1.25,2.41,-0.78,1.32,0.25,-0.09000000000000014,0.3700000000000001,3.19,1.09,6.34,-0.27999999999999997,0.41000000000000014,2.01,4.17,0.65
 REQUEIJÃO,2.81,0.0,1.18,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9899999999999998
