Variacoes - JANEIRO - MARÇO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 CERVEJA,0.8300000000000001,1.52,3.21,5.34,0.020000000000000018,5.82,4.53,5.38,3.9699999999999998,2.88,3.97,0.22999999999999998,2.71,0.0,6.27,3.5999999999999996,2.08
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,0.0,0.0,0.0,5.19,0.0,0.0,-0.030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,3.88
 VINHO,4.9,4.37,0.0,0.0,-0.8400000000000002,0.0,0.0,0.0,0.0,7.03,0.0,0.0,0.0,0.0,0.0,0.0,2.61
 SUCO EM PÓ,0.0,4.0200000000000005,4.18,0.0,1.9,0.0,0.0,0.0,0.0,5.970000000000001,0.0,0.0,4.44,-0.45999999999999996,0.0,0.0,3.28
 CHÁ MATE (ERVA MATE),0.0,-0.8500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8900000000000003,0.0,0.0,2.84,0.0,0.0,0.0,-0.6199999999999999
 ENLATADOS E CONSERVAS,0.71,1.06,2.0300000000000002,-0.66,0.7699999999999999,-0.56,1.0999999999999996,1.8900000000000001,1.32,3.04,4.35,0.3400000000000001,2.9,2.15,2.2,0.7799999999999998,1.23
 ALIMENTO INFANTIL,0.0,0.0,0.0,0.0,0.0,0.0,1.0999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0999999999999996
 PALMITO EM CONSERVA,0.0,0.0,3.61,0.0,1.91,-0.8099999999999998,0.0,0.0,0.0,2.23,4.78,0.0,0.0,0.0,0.0,0.0,2.21
 PEPINO EM CONSERVA,0.0,5.199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.199999999999999
 SARDINHA EM CONSERVA,-0.3499999999999999,-1.81,-2.7199999999999998,-1.13,-1.92,-1.5999999999999999,-2.38,-1.22,1.12,1.1800000000000002,0.0,-2.3899999999999997,-2.48,1.42,2.04,-2.06,-1.0599999999999998
 SALSICHA EM CONSERVA,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0200000000000005,0.0,0.0,4.59,0.0,0.0,0.0,3.2399999999999998
 AZEITONA,-0.29000000000000004,1.6099999999999999,2.49,0.66,1.54,1.06,0.0,1.04,-4.09,4.08,2.67,0.21000000000000002,0.4699999999999999,-0.030000000000000027,0.0,0.0,1.4700000000000002
 MILHO-VERDE EM CONSERVA,4.17,-0.6699999999999998,4.58,-0.08999999999999986,1.3899999999999997,0.0,1.7700000000000002,8.95,2.52,4.07,8.04,3.66,6.93,5.93,3.46,7.1000000000000005,2.87
 ATUM EM CONSERVA,0.38000000000000034,1.1099999999999999,0.0,-0.15999999999999992,1.26,-0.47,0.0,0.0,3.31,3.84,0.0,0.0,0.0,0.0,0.0,0.0,1.4
 SAL E CONDIMENTOS,-3.1799999999999997,1.74,-3.15,-0.18999999999999995,0.44999999999999996,1.77,-0.57,-2.12,-1.4300000000000002,-1.39,2.16,-2.15,-3.0500000000000003,-3.3400000000000003,-2.6100000000000003,0.55,-0.66
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44
 ATOMATADO,4.61,1.1799999999999997,2.02,1.5899999999999999,1.1600000000000001,3.4299999999999997,-0.05999999999999997,0.29000000000000015,3.62,-2.9600000000000004,5.98,3.7399999999999998,4.05,8.67,4.220000000000001,2.08,1.6
 ALHO,-10.53,0.0,-12.51,-8.4,-2.69,-3.210000000000001,-4.48,-7.13,-9.47,-5.57,-3.75,-8.56,-14.66,-10.24,-7.989999999999999,-1.9000000000000004,-6.9399999999999995
 SAL,-0.9300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4200000000000004,0.76,1.42,0.4200000000000001,-0.02000000000000024
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,3.6100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6100000000000003
 FERMENTO,0.0,0.9099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,0.0,0.0,0.0,0.0,0.0,0.0,2.0300000000000002
 MAIONESE,4.890000000000001,3.61,-0.7899999999999999,1.3000000000000003,3.01,7.01,6.590000000000001,1.3800000000000001,0.0,1.3,0.0,4.42,3.7399999999999998,-1.04,0.0,0.0,2.67
 VINAGRE,0.0,2.98,0.0,1.47,0.38,1.29,0.9400000000000001,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,-3.21,2.55,0.96
 CALDO CONCENTRADO,0.0,3.95,0.0,3.5500000000000003,0.0,0.0,0.0,2.96,3.9400000000000004,0.0,0.26,1.2000000000000002,0.0,0.0,0.0,0.0,2.96
 TEMPERO MISTO,0.0,-2.62,0.75,3.7,1.5899999999999999,3.98,-1.23,2.17,1.69,0.9100000000000004,7.01,2.75,1.4100000000000001,2.18,-1.52,-0.9300000000000002,1.3099999999999996
 ALIMENTAÇÃO FORA DO DOMICÍLIO,1.31,1.48,1.73,2.4899999999999998,1.74,1.9,1.5,2.52,2.06,0.5700000000000001,1.57,2.63,1.3399999999999999,2.54,1.85,1.7000000000000002,1.67
 ALIMENTAÇÃO FORA DO DOMICÍLIO,1.31,1.48,1.73,2.4899999999999998,1.74,1.9,1.5,2.52,2.06,0.5700000000000001,1.57,2.63,1.3399999999999999,2.54,1.85,1.7000000000000002,1.67
 REFEIÇÃO,1.46,0.6,1.32,1.92,1.26,1.85,0.97,2.9299999999999997,0.94,-0.93,1.4699999999999998,2.12,1.44,1.94,1.5799999999999998,1.03,1.17
 LANCHE,0.9800000000000001,3.42,2.8499999999999996,3.93,2.84,1.7499999999999998,2.5,1.6300000000000003,3.4899999999999998,3.4899999999999998,1.8800000000000001,3.59,1.21,3.84,2.7,3.5199999999999996,2.7
 REFRIGERANTE E ÁGUA MINERAL,1.8800000000000001,3.8099999999999996,2.38,-0.010000000000000009,1.3900000000000001,1.7199999999999998,1.9700000000000002,3.37,1.74,3.1799999999999997,1.5699999999999998,3.79,1.9599999999999997,1.1099999999999999,0.8899999999999999,1.61,1.9700000000000002
 CAFEZINHO,0.0,2.9000000000000004,0.0,0.0,1.3299999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72
 CERVEJA,2.23,2.6699999999999995,-1.1500000000000001,2.07,1.26,3.84,1.7899999999999998,2.09,5.6499999999999995,-0.1800000000000006,2.0100000000000002,1.82,0.94,1.38,0.98,1.21,1.7899999999999998
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.7400000000000002,0.0,0.39999999999999997,0.0,2.46
 VINHO,-1.4500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4500000000000002
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5300000000000002,0.0,0.0,0.0,0.0,1.63,-1.79
 SORVETE,0.0,0.0,0.0,0.0,1.37,0.0,0.0,-0.4100000000000001,0.64,0.7900000000000005,-0.16000000000000003,0.0,1.7799999999999998,3.41,0.0,1.35,0.96
 HABITAÇÃO,0.13000000000000012,3.25,4.76,0.10999999999999996,1.22,-0.10000000000000003,0.8199999999999998,0.0,4.37,3.6399999999999997,-0.19,3.12,2.7,2.09,-0.6700000000000002,0.19,1.72
 ENCARGOS E MANUTENÇÃO,0.09000000000000008,1.6600000000000001,2.93,1.2,1.2,1.55,1.06,0.72,2.38,1.86,0.39999999999999997,1.1099999999999999,3.8400000000000003,0.36,-0.09000000000000002,0.28,1.33
 ALUGUEL E TAXAS,0.019999999999999907,1.83,3.65,1.18,1.2000000000000002,1.58,1.49,0.77,2.9000000000000004,1.97,0.17999999999999994,1.25,4.390000000000001,1.42,0.18000000000000002,0.02999999999999997,1.45
 ALUGUEL RESIDENCIAL,0.8899999999999999,3.4400000000000004,0.6900000000000001,0.9700000000000001,0.9,0.81,0.029999999999999916,-0.82,0.4899999999999999,3.3600000000000003,-0.84,1.29,2.48,1.89,0.30000000000000004,-0.48,1.05
 CONDOMÍNIO,-1.02,1.9,-0.9199999999999999,2.71,2.42,-1.17,4.41,1.8099999999999998,-0.2100000000000004,2.21,3.52,2.58,-0.32000000000000006,1.5900000000000003,0.43000000000000005,0.98,1.39
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,14.4,0.0,0.0,9.419999999999998,0.0,3.54,11.74,0.0,0.0,0.0,6.83,0.0,0.0,0.0,2.34
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2200000000000002,0.0,0.0,0.0,1.2200000000000002
 REPAROS,0.9500000000000001,0.25,0.5,0.25,0.79,1.03,0.51,-0.06999999999999998,-0.44,1.3399999999999999,0.08000000000000002,0.24,0.56,-0.6900000000000001,-0.5499999999999999,-0.56,0.59
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,-1.79,0.0,0.0,0.0,-2.4299999999999997,0.0,0.0,0.74,0.0,0.0,-1.84
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,-0.2699999999999999,0.0,0.0,0.0,-1.1199999999999999,0.0,0.0,0.0,0.0,-4.77,0.0,-1.15
 VIDRO,0.0,0.0,0.0,0.0,0.0,-0.2799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2799999999999998
 TINTA,2.52,-0.24,-0.010000000000000009,4.26,0.7699999999999999,2.6500000000000004,2.2800000000000002,0.75,-0.3600000000000001,5.46,-0.26,1.1,1.6,-3.2800000000000002,3.15,-1.4600000000000002,1.4300000000000002
 REVESTIMENTO DE PISO E PAREDE,-0.7700000000000001,-0.8900000000000001,-0.34999999999999987,-2.8200000000000003,0.6400000000000001,0.0,0.31000000000000005,-2.17,-3.3600000000000003,-4.21,0.7799999999999998,-0.20999999999999996,0.0,-0.6199999999999998,-2.43,-2.1500000000000004,-0.65
 MADEIRA E TACO,0.0,3.74,0.0,0.0,0.0,0.0,0.0,-4.24,0.0,0.0,0.0,0.0,0.0,-1.2100000000000002,-0.79,0.0,1.11
 CIMENTO,0.0,0.0,0.0,-0.8300000000000001,0.0,0.0,3.5000000000000004,4.13,-2.63,0.0,0.0,-0.42000000000000004,1.1199999999999999,-2.08,-3.62,0.0,0.20999999999999996
 TIJOLO,-1.64,0.0,0.0,0.0,0.0,0.0,-1.1199999999999999,0.0,0.0,0.0,-1.1799999999999997,-1.91,0.0,-2.29,-2.04,0.0,-1.58
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,0.31999999999999973,0.0,0.0,0.0,0.18999999999999972,0.0,0.0,0.0,-5.1899999999999995,0.0,0.0,0.0,0.1599999999999998
 MÃO DE OBRA,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
 AREIA,1.0699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,-1.23,0.0,0.71
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6900000000000001,0.0,0.0,-0.6900000000000001
 TELHA,0.0,-0.6199999999999999,0.9,0.2100000000000002,0.0,0.0,-0.9000000000000004,0.0,0.0,0.6699999999999999,0.0,0.0,0.0,0.0,3.1100000000000003,0.0,0.22
 ARTIGOS DE LIMPEZA,-0.75,2.7800000000000002,0.020000000000000018,2.35,1.96,1.81,-0.4899999999999999,1.42,2.31,1.78,2.38,1.56,2.89,-0.10999999999999999,-0.019999999999999907,3.15,1.53
 SACO PARA LIXO,0.0,3.7199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,3.3700000000000006
 ÁGUA SANITÁRIA,-0.8599999999999998,0.3599999999999999,2.82,2.25,0.19,0.5099999999999998,0.79,2.8299999999999996,1.15,0.0,0.21999999999999997,0.0,3.2399999999999998,5.07,-0.8199999999999998,2.85,0.8700000000000001
 DETERGENTE,-1.69,3.56,-2.01,-0.19,3.21,1.6,1.79,0.16999999999999993,0.3799999999999999,-0.15000000000000002,0.28,2.3000000000000003,4.18,-1.08,0.0,0.9300000000000002,1.5099999999999998
 SABÃO EM PÓ,0.7100000000000001,5.55,2.4,6.55,1.6600000000000001,2.2399999999999998,-0.4199999999999997,2.74,4.430000000000001,2.9899999999999998,3.4699999999999998,1.04,2.5599999999999996,-0.45,1.06,5.59,2.4699999999999998
 DESINFETANTE,-1.09,3.9799999999999995,3.26,-0.78,0.06000000000000005,4.27,2.4299999999999997,2.48,0.92,0.8700000000000001,1.0899999999999999,1.56,0.0,0.0,-0.33999999999999997,0.0,1.1800000000000002
 SABÃO EM BARRA,-2.4800000000000004,0.0,-2.3600000000000003,0.5300000000000002,0.0,0.0,-1.33,-1.53,3.18,0.0,0.0,-1.38,0.8599999999999999,-3.24,3.6500000000000004,-2.04,-0.41000000000000003
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0900000000000003,0.0,0.0,0.0,0.0,2.1500000000000004
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,6.87,2.1799999999999997
 LIMPADOR MULTIUSO,0.0,5.7,0.0,0.0,0.6900000000000001,-1.69,0.0,0.0,0.0,3.3100000000000005,0.0,0.0,0.0,0.0,0.0,0.0,1.6
 PAPEL TOALHA,-0.32999999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32999999999999985
 AMACIANTE E ALVEJANTE,-1.9200000000000002,0.10000000000000009,-3.6100000000000003,0.9400000000000001,2.69,2.08,-3.6999999999999997,0.9999999999999999,1.7400000000000002,1.1300000000000003,2.9,2.67,3.3699999999999997,1.68,-6.86,2.3000000000000003,0.8400000000000001
 COMBUSTÍVEIS E ENERGIA,0.20999999999999985,6.13,7.82,-1.32,1.23,-4.390000000000001,0.6400000000000001,-1.0299999999999998,7.07,7.44,-1.1199999999999999,6.25,1.38,3.24,-1.08,0.020000000000000018,2.41
 COMBUSTÍVEIS (DOMÉSTICOS),1.5499999999999998,-3.3499999999999996,-0.10000000000000009,-3.66,-0.92,2.0100000000000002,-0.91,-4.279999999999999,-0.8699999999999999,2.07,-0.6,-1.46,-0.44000000000000006,-4.27,-8.11,-4.09,-1.03
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,-2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2400000000000002,0.0,-1.26
 GÁS DE BOTIJÃO,-0.53,-3.3499999999999996,-0.10000000000000009,-3.66,-2.01,2.0100000000000002,-0.85,-4.279999999999999,-0.8699999999999999,0.039999999999999813,-0.6,-1.46,-0.44000000000000006,-4.27,-8.61,-4.09,-1.75
 GÁS ENCANADO,6.109999999999999,0.0,0.0,0.0,2.91,0.0,0.0,0.0,0.0,11.67,0.0,0.0,0.0,0.0,0.0,0.0,5.029999999999999
 ENERGIA ELÉTRICA RESIDENCIAL,-0.17000000000000015,9.729999999999999,11.76,-0.20999999999999996,2.0,-5.99,1.17,0.42999999999999994,11.31,10.42,-1.27,9.0,2.0300000000000002,6.16,3.5,1.97,3.79
 ENERGIA ELÉTRICA RESIDENCIAL,-0.17000000000000015,9.729999999999999,11.76,-0.20999999999999996,2.0,-5.99,1.17,0.42999999999999994,11.31,10.42,-1.27,9.0,2.0300000000000002,6.16,3.5,1.97,3.79
 ARTIGOS DE RESIDÊNCIA,0.4,-0.10999999999999999,0.27,-0.07,0.8,-0.050000000000000044,0.09,1.2799999999999998,-0.43000000000000005,1.1700000000000002,1.2800000000000002,1.7,0.82,-0.26999999999999996,1.46,0.8799999999999999,0.5399999999999999
 MÓVEIS E UTENSÍLIOS,0.97,0.20999999999999996,0.08000000000000007,0.0,2.36,0.5,0.36,1.45,-1.02,3.1,0.9,1.6,1.8099999999999998,1.01,1.8199999999999998,1.48,1.26
 MOBILIÁRIO,0.6799999999999999,0.13,-0.7,0.08999999999999986,2.7,1.5899999999999999,-0.09999999999999987,1.66,-1.81,3.94,1.72,2.49,0.95,0.8200000000000001,2.71,1.89,1.3900000000000001
 MÓVEL PARA SALA,1.3000000000000003,0.75,1.29,1.2800000000000002,3.46,1.44,3.42,0.050000000000000266,0.6,4.1,2.71,2.7399999999999998,0.6000000000000001,-3.2799999999999994,2.07,0.33999999999999986,2.24
 MÓVEL PARA QUARTO,0.66,-0.82,-1.6400000000000001,-0.77,0.4900000000000001,1.63,-2.46,2.0199999999999996,-5.55,2.65,-1.53,3.28,0.5199999999999999,2.28,2.27,2.5799999999999996,0.009999999999999981
 MÓVEL PARA COPA E COZINHA,-0.77,1.51,-1.3,2.01,6.7700000000000005,1.98,-0.7400000000000002,3.49,2.5100000000000002,5.96,7.26,0.3700000000000001,1.7100000000000002,2.2,4.52,2.1799999999999997,3.5
 MÓVEL INFANTIL,0.0,0.0,0.0,-1.2899999999999998,0.0,0.0,0.0,1.4100000000000001,1.37,4.54,-0.5799999999999998,0.0,2.97,-0.6699999999999998,3.78,1.81,1.71
 COLCHÃO,0.0,-3.4899999999999998,-1.9100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7
 UTENSÍLIOS E ENFEITES,2.12,-0.050000000000000044,1.52,0.33999999999999997,0.24,-1.21,0.64,1.3399999999999999,-0.4800000000000001,1.94,-0.55,0.33999999999999997,2.64,2.4299999999999997,0.06,0.8299999999999998,0.6200000000000001
 ARTIGOS DE ILUMINAÇÃO,2.0700000000000003,-0.76,1.19,0.1399999999999999,-1.4099999999999997,-1.51,-3.12,-0.12999999999999995,-0.6200000000000001,2.77,0.0,0.0,1.6099999999999999,0.0,-3.36,-1.4099999999999997,-0.32999999999999996
 TAPETE,1.5200000000000002,-0.6399999999999999,0.0,0.0,-0.059999999999999165,6.090000000000001,0.36,0.0,-0.3899999999999999,0.47,0.19999999999999996,2.37,0.40999999999999986,0.0,0.0,0.0,0.36
 CORTINA,3.58,0.18999999999999997,3.4099999999999997,0.4200000000000004,-3.31,-5.1899999999999995,0.0,-0.92,-2.13,-2.6799999999999997,-1.7,2.3899999999999997,0.0,0.0,0.0,0.0,-0.92
 UTENSÍLIOS DE METAL,1.6,-0.2200000000000002,0.20999999999999996,-0.79,1.6300000000000001,-0.30000000000000004,0.9,2.63,-0.0800000000000003,5.06,-4.5600000000000005,-1.5099999999999998,3.07,2.85,1.91,-0.42,1.0999999999999999
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,2.45,1.1600000000000001,3.46,0.30000000000000004,2.05,4.24,1.07,3.23,0.0,-1.0899999999999999,4.5,0.73,-0.30000000000000004,5.39,2.49
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,2.0999999999999996,0.0,0.0,0.0,2.32,0.0,0.0,0.0,0.5999999999999996,3.26,2.07
 FLORES NATURAIS,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,1.14,3.8400000000000003,0.0,0.0,0.0,-0.07999999999999985,0.0,0.0,4.68,-0.9000000000000001,3.8000000000000003,2.64,0.0,0.0,2.2
" CAMA, MESA E BANHO",-0.56,1.1600000000000001,1.47,-1.45,5.15,-2.48,1.8099999999999998,0.16999999999999993,1.1600000000000001,1.19,0.4500000000000003,-0.05999999999999983,4.33,-1.28,-0.040000000000000036,0.5000000000000002,1.88
 ROUPA DE CAMA,-0.56,1.1600000000000001,1.47,-2.2,5.15,-2.48,1.8099999999999998,-0.79,1.1600000000000001,1.19,0.4500000000000003,-0.05999999999999983,4.12,-2.69,-0.040000000000000036,0.5000000000000002,1.86
 ROUPA DE BANHO,0.0,0.0,0.0,0.61,0.0,0.0,0.0,2.5300000000000002,0.0,0.0,0.0,0.0,4.93,3.82,0.0,0.0,2.4000000000000004
 APARELHOS ELETROELETRÔNICOS,-0.3699999999999999,-0.65,-0.18999999999999995,-0.12,-0.8,-0.8500000000000001,-0.21999999999999997,1.32,0.17,-1.16,0.2300000000000001,2.04,-0.44999999999999996,-1.28,1.0899999999999999,2.7755575615628914e-17,-0.38
 ELETRODOMÉSTICOS E EQUIPAMENTOS,1.52,-0.47,2.48,1.1099999999999999,1.87,1.1700000000000002,0.91,1.76,2.33,-0.21999999999999997,1.83,3.3600000000000003,0.28,0.18999999999999984,2.56,0.5700000000000001,1.38
 REFRIGERADOR,0.42999999999999994,-1.84,2.35,0.48000000000000004,-0.44999999999999973,0.87,1.6099999999999999,1.3900000000000003,1.8400000000000003,2.29,0.8500000000000001,1.0899999999999999,-1.37,-0.9000000000000001,1.17,-1.1199999999999999,0.42999999999999994
 AR-CONDICIONADO,5.8,2.26,0.0,1.1300000000000003,0.6100000000000001,3.6799999999999997,0.81,1.56,2.89,-4.37,1.3399999999999999,3.16,-1.0899999999999999,-5.359999999999999,0.0,4.5600000000000005,1.4900000000000002
 MÁQUINA DE LAVAR ROUPA,0.40000000000000013,-0.24,2.17,2.68,3.68,1.3199999999999998,0.76,1.95,2.6499999999999995,-1.4599999999999997,4.52,8.530000000000001,2.73,4.04,2.64,2.56,2.0999999999999996
 VENTILADOR,0.0,0.0,0.0,0.46999999999999975,0.0,0.0,-0.68,1.3000000000000003,0.0,0.0,0.0,0.0,2.1900000000000004,3.39,4.02,-0.94,1.1600000000000001
 FOGÃO,1.9600000000000004,-0.030000000000000027,3.5,1.33,4.37,-0.5099999999999998,0.7100000000000002,2.64,2.7600000000000002,-0.8499999999999999,1.4199999999999997,-0.3900000000000001,2.44,4.279999999999999,4.18,-1.3599999999999999,2.39
 CHUVEIRO ELÉTRICO,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33
" TV, SOM E INFORMÁTICA",-2.55,-0.8899999999999999,-3.7199999999999998,-1.59,-4.12,-3.21,-1.52,0.81,-3.0300000000000002,-2.44,-2.4000000000000004,0.06999999999999984,-1.7900000000000003,-4.6,-0.86,-0.68,-2.7600000000000002
 TELEVISOR,-1.5000000000000002,-2.1199999999999997,-3.86,-3.5999999999999996,-3.78,-4.949999999999999,-2.0100000000000002,-0.08000000000000002,-4.970000000000001,-2.45,-3.48,0.3599999999999999,-3.5,-6.949999999999999,-1.7499999999999998,-1.62,-3.0799999999999996
 APARELHO DE SOM,0.0,0.0,0.0,-1.59,0.0,0.0,0.0,0.0,-0.5700000000000001,0.0,0.0,0.0,0.0,0.0,-0.86,-2.56,-1.0699999999999998
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,-1.6199999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6199999999999997
 COMPUTADOR PESSOAL,-4.51,1.64,-3.41,1.2799999999999998,-4.6899999999999995,-1.49,-0.5599999999999998,2.2699999999999996,0.45999999999999985,-2.3600000000000003,-0.9000000000000004,-0.4900000000000002,1.3799999999999997,0.5,2.88,1.68,-2.2600000000000002
 CONSERTOS E MANUTENÇÃO,1.97,1.1,4.11,-0.08999999999999997,0.09999999999999998,-0.06000000000000005,0.49000000000000005,-0.050000000000000044,-0.18999999999999972,1.49,6.74,0.76,1.69,-0.53,1.3900000000000001,1.75,1.27
 CONSERTOS E MANUTENÇÃO,1.97,1.1,4.11,-0.08999999999999997,0.09999999999999998,-0.06000000000000005,0.49000000000000005,-0.050000000000000044,-0.18999999999999972,1.49,6.74,0.76,1.69,-0.53,1.3900000000000001,1.75,1.27
 CONSERTO DE REFRIGERADOR,0.0,5.119999999999999,0.0,-0.27,0.0,0.0,0.9299999999999999,0.0,2.3499999999999996,0.0,-1.16,0.0,0.0,0.0,-1.87,0.0,0.9200000000000002
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,2.2899999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2899999999999996
 REFORMA DE ESTOFADO,0.81,-3.12,0.35,-1.06,-2.0,-2.12,0.0,1.6800000000000002,0.8299999999999998,0.0,0.0,0.26,0.27,0.6000000000000001,0.0,-1.15,-1.07
 CONSERTO DE APARELHO CELULAR,0.0,0.75,5.3100000000000005,0.21999999999999997,-0.6900000000000002,-2.7000000000000006,-1.2100000000000004,-1.3399999999999999,-3.6700000000000004,-5.0,6.34,2.96,-0.37000000000000005,0.19999999999999996,4.74,1.95,0.20999999999999996
 CONSERTO DE BICICLETA,2.19,0.36999999999999994,4.65,0.4700000000000004,0.6200000000000001,3.51,1.4699999999999998,0.10000000000000007,1.84,3.16,10.739999999999998,0.5299999999999999,4.05,-1.02,0.7100000000000002,3.63,2.14
 VESTUÁRIO,-1.24,-0.01999999999999995,-0.22000000000000008,0.6099999999999999,0.11999999999999993,-0.6099999999999999,-0.02999999999999997,-1.16,-1.21,-0.54,0.56,1.13,0.91,1.2400000000000002,-0.71,-0.79,-0.2
 ROUPAS,-2.04,-0.5399999999999999,-0.37,-0.24,-0.66,-1.16,-1.06,-2.46,-1.8199999999999998,-1.77,0.56,0.8900000000000001,0.26000000000000023,0.85,-1.24,-1.14,-0.8899999999999999
 ROUPA MASCULINA,0.08999999999999997,1.0399999999999998,-0.6799999999999999,0.31000000000000005,-0.010000000000000009,-1.2799999999999998,0.4,-0.6299999999999999,-1.9100000000000001,-0.47,0.18999999999999995,1.8199999999999998,-0.32000000000000006,2.02,-1.68,0.11000000000000004,-0.17999999999999994
 CALÇA COMPRIDA MASCULINA,-0.11999999999999988,1.7300000000000004,-2.7600000000000002,0.5100000000000002,1.4100000000000001,-2.3899999999999997,0.2500000000000001,-0.9199999999999999,-0.8999999999999999,-2.5300000000000002,1.22,3.0399999999999996,-1.3699999999999999,2.1999999999999997,-3.0200000000000005,1.2,-0.06000000000000005
 AGASALHO MASCULINO,0.0,2.0599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,3.12
 BERMUDA/SHORT MASCULINO,-0.58,1.0500000000000003,-2.39,2.8200000000000003,-2.77,0.8899999999999999,-2.88,-2.9,-2.36,-1.7,-2.4799999999999995,1.68,-1.06,2.9099999999999997,-2.52,-0.89,-1.61
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.5699999999999998,1.8700000000000003,0.0,1.12
