Variacoes - OUTUBRO - DEZEMBRO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 LAGARTO COMUM,0.0,-2.37,0.0,0.0,0.7100000000000001,0.0,0.0,0.0,3.6799999999999997,0.0,3.7399999999999998,0.0,-1.51,3.9000000000000004,0.0,0.0,0.99
 MÚSCULO,-6.550000000000001,-1.0499999999999998,-2.4699999999999998,-4.41,-2.67,0.0,-1.6900000000000002,0.0,-1.08,5.5,2.5500000000000003,0.0,-1.7899999999999998,4.9799999999999995,-1.3100000000000003,3.5,-1.3100000000000003
 PÁ,0.0,-6.119999999999999,-1.8499999999999996,-3.3000000000000007,-7.28,0.0,-6.46,0.0,0.0,0.0,0.0,-1.76,-8.36,3.29,-6.41,-7.08,-5.7
 ACÉM,-6.449999999999999,-7.880000000000001,-3.4299999999999997,2.5999999999999996,-8.18,2.329999999999999,-2.58,-2.7899999999999996,0.7100000000000001,-6.76,-0.96,-6.380000000000001,-9.0,3.72,-8.3,-3.3099999999999996,-5.4399999999999995
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,-2.1300000000000003,0.0,0.0,0.0,0.0,0.0,-0.029999999999999805,2.8,-6.63,2.3599999999999994,-1.8799999999999997
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,7.0600000000000005,13.77,0.0,6.609999999999999,-2.6899999999999995,1.4,0.0,0.0,5.15
 COSTELA,-10.629999999999999,-2.5,1.3,-4.539999999999999,-4.73,-2.5700000000000003,-9.28,-5.17,0.67,-7.17,-0.5700000000000001,-0.8200000000000001,-6.94,-1.03,-6.8,-1.06,-4.25
 PICANHA,0.0,8.7,10.780000000000001,0.0,0.0,11.55,0.0,15.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.24
 PESCADOS,-1.92,0.8799999999999999,1.7800000000000002,0.9200000000000002,-0.54,0.10999999999999999,3.21,-4.619999999999999,1.8599999999999999,3.67,0.2799999999999999,-0.22999999999999998,-0.7100000000000001,-0.2400000000000001,4.42,0.32,0.9600000000000001
 PEIXE-ANCHOVA,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18
 PEIXE-CORVINA,-3.3499999999999996,0.0,0.0,3.25,0.0,0.0,0.0,0.0,1.7000000000000002,0.0,0.0,0.0,0.0,0.0,2.35,-0.4099999999999999,-0.13000000000000012
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3299999999999998,0.0,1.3299999999999998
 PEIXE-SARDINHA,0.0,0.8799999999999999,0.0,0.9200000000000002,0.0,0.0,0.0,0.0,3.9099999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1699999999999995
 CAMARÃO,-2.43,0.68,0.0,1.4299999999999997,0.0,-2.83,-0.57,-0.06999999999999984,0.24999999999999978,1.4200000000000002,-1.0099999999999998,-1.8900000000000001,0.0,0.0,-0.41999999999999993,-0.62,-0.48
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.33
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,0.2699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2699999999999999
 PEIXE-MERLUZA,0.0,0.0,6.03,-2.7800000000000002,1.14,0.0,0.0,0.0,2.09,0.0,-1.37,0.0,0.0,0.0,0.0,0.0,1.19
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4400000000000002
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,-0.54,0.0,5.609999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1099999999999999,5.970000000000001,2.9200000000000004
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,-0.1599999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999987
 PEIXE-CASTANHA,0.0,0.0,0.0,-2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.55
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20999999999999996,0.0,0.0,-0.20999999999999996
 PEIXE-SALMÃO,1.08,0.0,0.0,0.0,0.5800000000000001,0.10999999999999999,0.0,1.1099999999999999,2.4800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9400000000000002
 PEIXE-TILÁPIA,0.0,1.0300000000000002,0.56,1.44,-2.67,0.9900000000000001,0.0,-7.86,1.5299999999999998,4.09,3.8200000000000003,1.2400000000000002,0.30999999999999994,0.0,0.0,-0.7099999999999999,-1.1400000000000001
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.10999999999999999,3.21,0.0,0.0,0.0,0.2799999999999999,0.0,-2.3899999999999997,-0.24000000000000005,9.799999999999999,0.0,5.22
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,0.10999999999999999,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22999999999999998,0.0,0.0,0.0,0.0,-0.22999999999999998
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.46,0.0,0.0,0.0,-1.46
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2799999999999999,0.0,0.0,0.0,0.0,0.0,0.2799999999999999
 CARNES E PEIXES INDUSTRIALIZADOS,-0.6699999999999999,-0.08000000000000007,-0.6799999999999999,-2.0999999999999996,1.32,2.2,-2.5699999999999994,1.59,1.6099999999999999,0.36,2.23,-0.8799999999999999,2.9,2.15,0.13,3.46,0.43
 PRESUNTO,-0.31999999999999984,-4.05,-0.56,0.0,1.42,1.58,0.0,-0.8199999999999998,2.62,-5.23,-4.4,-2.86,4.04,-0.06000000000000005,0.0,0.96,-0.6099999999999999
 SALSICHA,0.0,-0.17000000000000004,0.0,-0.55,-0.17000000000000004,0.0,0.0,0.0,0.0,-0.36,0.0,0.0,0.0,1.81,0.0,0.0,-0.23000000000000004
 LINGUIÇA,0.55,2.19,-0.43999999999999995,1.2099999999999997,1.79,3.7699999999999996,-4.66,2.32,2.83,2.7600000000000002,3.29,0.1299999999999999,2.21,2.6799999999999997,-1.82,5.29,1.5
 MORTADELA,-2.91,0.0,1.45,0.44999999999999996,-0.18999999999999995,0.0,0.0,0.6399999999999999,0.0,-2.9299999999999997,2.73,0.0,4.74,0.0,0.0,0.0,-0.46
 SALAME,0.0,-0.0900000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0900000000000003
 BACALHAU,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,4.08
 CARNE-SECA E DE SOL,-6.16,0.0,0.0,-3.74,0.0,-0.8899999999999999,-1.4900000000000002,2.0,0.97,0.0,0.0,-5.33,0.0,0.0,3.47,2.91,-1.29
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7199999999999998,-1.81,0.0,0.0,0.0,0.0,-2.7
 AVES E OVOS,4.05,4.83,3.9,2.32,5.239999999999999,2.33,2.5999999999999996,4.24,3.8899999999999997,3.5200000000000005,4.3,3.96,3.7199999999999998,4.35,8.75,5.34,4.26
 FRANGO INTEIRO,-1.11,7.0600000000000005,0.5800000000000001,1.25,-0.8799999999999999,3.2399999999999998,3.75,4.06,-0.08999999999999986,8.09,2.7600000000000007,4.43,4.86,4.82,10.309999999999999,6.1899999999999995,3.03
 FRANGO EM PEDAÇOS,6.07,6.06,5.470000000000001,5.32,7.42,2.9,3.55,4.62,8.33,2.5100000000000002,6.7,5.52,6.880000000000001,7.58,8.2,8.530000000000001,6.140000000000001
 OVO DE GALINHA,-1.3699999999999997,-0.27,4.050000000000001,0.06000000000000005,3.2899999999999996,0.0800000000000003,-2.8500000000000005,4.38,2.06,0.54,-1.1900000000000002,-1.37,-4.35,0.5200000000000002,0.4199999999999998,-3.8899999999999997,1.08
 LEITES E DERIVADOS,-3.66,-4.77,-2.38,4.49,-3.18,-1.7399999999999998,-3.82,1.04,3.58,-5.48,-2.4200000000000004,-1.77,0.26,0.8899999999999999,3.7,1.3199999999999998,-2.25
 LEITE LONGA VIDA,-10.91,-9.29,-8.55,-0.1699999999999997,-11.56,-9.84,-7.79,-0.5599999999999999,1.1099999999999999,-16.27,-6.529999999999999,-5.3999999999999995,-1.4899999999999998,1.88,0.1599999999999998,-0.4399999999999999,-9.43
 LEITE CONDENSADO,1.9200000000000004,5.0,0.0,0.0,0.0,0.0,-4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.3900000000000001,0.0,0.0,1.5899999999999999
 LEITE EM PÓ,-3.8200000000000003,0.0,-2.16,2.12,1.9,0.0,-3.81,1.54,-0.72,-0.15000000000000002,3.1100000000000003,2.19,-0.4600000000000002,0.050000000000000044,3.2800000000000002,2.6599999999999997,0.020000000000000025
 QUEIJO,-1.330000000000001,-0.55,4.41,7.77,4.710000000000001,4.47,-1.7799999999999998,2.0999999999999996,9.48,4.529999999999999,0.20000000000000018,-0.55,5.08,-0.3700000000000001,11.99,2.1,3.53
 IOGURTE E BEBIDAS LÁCTEAS,2.88,-0.37,3.29,4.29,6.199999999999999,2.95,2.11,3.82,6.180000000000001,2.4299999999999997,0.84,6.46,-1.2600000000000002,3.22,9.790000000000001,1.4600000000000002,3.62
 REQUEIJÃO,4.17,0.0,6.48,0.0,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74
 MANTEIGA,3.83,0.0,-1.71,1.3900000000000003,0.0,0.6100000000000003,-7.68,1.93,5.98,0.0,1.09,2.6799999999999997,0.0,0.050000000000000044,0.0,-1.6099999999999999,1.2300000000000002
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.42,0.0,0.0,0.0,0.0,0.0,0.0,-2.42
 PANIFICADOS,1.44,-0.18,3.13,2.0599999999999996,4.06,2.9299999999999997,-0.27,-1.21,-0.69,1.93,0.3699999999999999,3.0199999999999996,3.29,3.84,1.77,1.9900000000000002,2.03
 BISCOITO,-0.59,0.17000000000000026,3.6999999999999997,1.73,1.76,3.1699999999999995,-1.95,3.26,3.1100000000000003,3.59,-1.6,4.8,5.46,0.5999999999999999,3.67,2.97,1.83
