Variacoes - JULHO - SETEMBRO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 INHAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,-2.39,-1.9000000000000001
 MANDIOCA (AIPIM),0.0,0.0,32.17,20.74,0.0,22.700000000000003,0.0,0.0,3.54,0.0,0.0,0.0,22.669999999999998,4.859999999999999,0.0,0.0,22.68
 ABOBRINHA,0.0,0.0,0.0,0.0,61.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.11
 PEPINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.76,0.0,0.0,0.0,0.0,0.0,0.0,67.76
 PIMENTÃO,0.0,0.0,0.0,0.0,55.129999999999995,51.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.66
 TOMATE,25.62,21.49,41.83,-3.6799999999999997,43.31,35.83,28.189999999999998,16.7,9.499999999999998,39.5,21.019999999999996,15.870000000000001,24.029999999999998,27.44,-5.750000000000001,8.43,28.189999999999998
 CEBOLA,-32.79,-2.9399999999999995,-18.69,-31.38,-29.99,-22.5,-23.66,-15.540000000000001,-24.77,-31.58,-12.21,-27.57,-56.67999999999999,-17.5,-14.44,-15.049999999999997,-23.65
 CENOURA,18.79,-7.57,35.239999999999995,31.04,12.29,42.54,23.36,15.98,2.0200000000000005,20.16,16.28,13.280000000000001,0.0,0.0,0.0,4.9,16.32
 AÇÚCARES E DERIVADOS,8.84,2.23,8.28,6.300000000000001,6.17,6.949999999999999,-1.44,4.6,7.71,5.13,6.25,9.459999999999999,7.880000000000001,4.95,6.81,3.95,5.91
 AÇÚCAR REFINADO,15.809999999999999,9.22,0.0,12.629999999999999,16.22,11.0,-3.1500000000000004,9.39,13.88,15.28,0.0,0.0,0.0,8.56,9.49,0.0,13.520000000000001
 AÇÚCAR CRISTAL,0.0,2.5999999999999996,15.049999999999999,8.74,0.0,17.330000000000002,-1.42,4.22,11.42,11.98,14.52,15.670000000000002,17.99,5.83,6.9,5.35,10.170000000000002
 BALAS,0.0,5.32,0.0,0.0,0.0,4.35,0.0,0.0,0.0,4.24,0.7000000000000001,0.0,5.98,0.0,0.0,0.0,4.46
 CHOCOLATE EM BARRA E BOMBOM,4.46,-0.3900000000000001,4.72,1.92,3.21,4.829999999999999,-0.31000000000000005,2.21,5.16,1.4900000000000002,4.62,5.36,1.4,-0.9799999999999999,3.9699999999999998,3.7800000000000002,2.75
 SORVETE,1.5899999999999999,3.67,1.62,3.3600000000000003,3.95,3.49,0.7500000000000002,0.9,0.3200000000000002,2.67,0.8899999999999999,1.9400000000000002,-0.7399999999999998,0.0,0.0,1.04,2.7899999999999996
 CHOCOLATE E ACHOCOLATADO EM PÓ,6.07,-1.1,3.63,1.59,4.22,3.57,-2.4899999999999998,2.96,2.0999999999999996,2.8899999999999997,-3.0500000000000003,3.03,3.4399999999999995,3.39,1.08,-2.9299999999999997,3.06
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,0.6899999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6899999999999998
 AÇÚCAR DEMERARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42,8.42
 HORTALIÇAS E VERDURAS,-3.2399999999999998,-2.0200000000000014,0.95,-7.719999999999999,2.450000000000001,-1.94,1.52,2.230000000000001,-8.31,11.219999999999999,1.9000000000000001,-2.5300000000000002,8.73,-1.7000000000000002,-5.59,0.3199999999999994,0.8000000000000003
 ALFACE,8.52,1.9200000000000017,0.0,-17.759999999999998,3.8599999999999994,-2.6300000000000003,2.5600000000000005,-4.3,-11.01,14.05,3.68,0.2699999999999996,4.2700000000000005,-1.37,-7.45,-2.04,2.5599999999999996
 COENTRO,0.0,0.0,0.0,-1.410000000000001,0.0,0.0,0.0,0.0,-12.85,0.0,0.0,0.0,0.0,0.0,0.0,0.33000000000000007,-8.41
 COUVE,-7.880000000000001,0.0,4.67,0.0,-1.6399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,-2.7699999999999996,0.0,2.6399999999999997,0.0,5.15,-1.4900000000000002
 COUVE-FLOR,-19.419999999999998,0.0,0.0,0.0,0.0,-1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.830000000000002
 REPOLHO,0.0,1.5499999999999998,0.0,0.0,3.3700000000000006,0.0,0.0,0.0,5.03,5.290000000000001,2.3,0.0,38.330000000000005,0.0,-9.19,0.0,3.279999999999999
 CHEIRO-VERDE,0.16999999999999993,1.1400000000000001,1.8300000000000005,-3.4800000000000004,5.090000000000001,5.6,2.5300000000000002,4.32,-2.77,14.68,-5.22,-6.680000000000001,2.56,-2.91,-2.92,0.0,2.52
 BRÓCOLIS,-7.699999999999999,-13.370000000000001,0.23000000000000065,0.0,0.6800000000000002,-8.579999999999998,-4.09,0.0,0.0,10.030000000000001,0.0,-2.32,0.0,0.0,0.0,0.0,-2.5699999999999994
 FRUTAS,8.830000000000002,-0.5299999999999999,19.3,8.31,11.000000000000002,15.260000000000002,5.9,0.4900000000000001,2.8600000000000003,7.409999999999999,5.31,11.45,14.16,11.15,1.120000000000001,-0.96,8.709999999999999
 BANANA-DA-TERRA,0.0,0.0,0.0,5.779999999999999,0.0,0.0,0.0,0.0,10.39,0.0,0.0,13.549999999999999,0.0,0.41999999999999993,0.0,0.0,9.7
 ABACAXI,-1.4399999999999995,1.8899999999999997,0.0,-6.709999999999999,0.0,0.0,-7.260000000000001,0.0,0.0,0.0,1.2000000000000002,-4.46,-8.259999999999998,0.0,0.0,-16.66,-3.42
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,22.72,0.0,0.0,0.0,0.0,0.0,0.0,43.44,0.0,0.0,26.02
 BANANA-D'ÁGUA,1.8099999999999996,-0.20000000000000018,27.330000000000002,0.0,14.930000000000001,11.22,0.0,0.0,0.0,3.079999999999999,0.0,0.0,20.71,0.0,11.190000000000001,0.0,11.190000000000001
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.71,0.0,13.71,0.0,0.0,0.0,15.87
 BANANA-PRATA,14.350000000000001,4.63,28.45,19.09,10.79,27.310000000000002,7.87,3.17,-1.3200000000000003,1.9799999999999995,11.55,12.439999999999998,0.0,-2.94,1.8000000000000007,-4.359999999999999,11.11
 LARANJA-BAÍA,0.0,-8.120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.120000000000001
 LARANJA-LIMA,0.0,0.0,34.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.73
 LIMÃO,5.400000000000002,0.0,0.0,0.0,30.529999999999998,23.04,0.0,0.0,0.0,0.0,15.41,34.3,0.0,57.44,0.0,0.0,25.859999999999996
 MAÇÃ,5.680000000000001,-0.22999999999999998,1.6800000000000002,3.2700000000000005,-0.44999999999999996,19.240000000000002,1.89,0.96,9.620000000000001,3.96,4.390000000000001,8.91,21.979999999999997,22.540000000000003,-1.24,-2.54,2.92
 MAMÃO,14.850000000000001,7.29,48.410000000000004,15.48,12.86,30.48,0.0,16.13,5.740000000000001,16.930000000000003,16.69,28.950000000000003,28.21,15.389999999999999,0.0,20.95,16.92
 MANGA,-2.55,-5.779999999999999,5.75,0.0,-4.29,-2.2199999999999993,0.0,-7.489999999999998,-8.59,3.34,0.0,10.969999999999999,0.0,0.0,0.0,2.8,-2.8
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.31,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.5100000000000002,-3.17
 MELANCIA,0.0,0.0,9.089999999999998,2.29,0.0,4.9,4.87,0.0,10.95,11.149999999999999,-5.739999999999998,0.0,10.349999999999998,-3.3499999999999996,-10.559999999999999,0.0,4.87
 MELÃO,20.3,0.0,0.0,6.18,0.0,-9.17,7.93,0.0,0.0,8.530000000000001,0.0,0.0,0.0,0.0,22.779999999999998,0.0,8.85
 PERA,0.0,0.0,0.0,0.0,24.57,0.0,0.0,0.0,0.0,0.0,-1.9400000000000004,12.35,0.0,0.0,0.0,0.0,21.48
 TANGERINA,0.0,0.0,0.0,0.0,25.75,0.0,0.0,0.0,0.0,15.43,0.0,0.0,0.0,0.0,0.0,0.0,23.23
 UVA,4.71,-7.7,-1.17,8.95,2.9400000000000013,2.9099999999999997,2.8200000000000003,-2.49,10.84,7.63,-0.10999999999999988,12.15,7.690000000000001,1.7,2.8499999999999996,1.38,2.84
 LARANJA-PERA,15.78,0.0,24.020000000000003,5.83,12.669999999999998,19.17,10.479999999999999,-6.42,-17.85,12.15,4.359999999999999,-0.6000000000000014,7.23,18.96,-15.350000000000001,-8.7,10.479999999999999
 MORANGO,0.0,-6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.26
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,5.7700000000000005,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2600000000000002,5.25
 CARNES,0.16999999999999993,3.46,0.62,0.6799999999999999,1.24,2.3899999999999997,0.44000000000000006,1.3199999999999998,0.26,3.3099999999999996,-0.8699999999999999,-1.17,2.49,-1.8800000000000001,1.21,1.26,1.19
 FÍGADO,0.0,0.0,0.0,3.5600000000000005,0.0,0.0,2.26,2.42,4.47,0.0,0.0,0.0,0.0,0.0,5.19,0.0,3.71
 CARNE DE PORCO,-2.97,-1.2800000000000002,1.5200000000000002,2.4299999999999997,-1.1899999999999995,5.67,-0.56,4.56,-2.3699999999999997,-2.0700000000000003,0.029999999999999805,-4.77,6.13,3.67,-6.36,-3.17,-0.45000000000000007
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24
 CUPIM,0.0,0.0,0.0,-7.3999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,-7.08,0.0,0.0,0.0,0.0,0.0,-7.280000000000001
 CONTRAFILÉ,5.12,6.57,2.29,3.71,1.8199999999999998,6.03,2.15,0.3500000000000001,-0.26999999999999996,6.3,-2.02,0.40999999999999986,6.99,-5.98,4.36,2.0599999999999996,2.15
 FILÉ-MIGNON,5.64,0.0,0.0,0.0,0.0,0.0,5.21,0.0,0.0,5.83,0.0,0.0,0.0,-5.390000000000001,0.0,0.0,5.21
 CHÃ DE DENTRO,-0.09999999999999998,3.95,-1.97,1.69,0.6000000000000002,-5.62,3.0700000000000003,1.6899999999999997,-0.7000000000000001,7.84,-0.52,0.4900000000000002,2.02,-2.55,1.73,2.97,1.2599999999999998
 ALCATRA,-2.2899999999999996,4.16,1.33,4.05,-1.4300000000000002,4.89,1.1500000000000001,2.8,0.81,2.1000000000000005,-1.2800000000000002,-2.0500000000000003,4.63,-1.9699999999999998,1.9999999999999998,-0.7300000000000002,0.3600000000000001
 PATINHO,-0.95,0.0,0.9899999999999999,-0.16999999999999993,-2.16,0.0,-2.7800000000000002,-1.91,0.0,3.3800000000000003,0.06000000000000005,-3.69,-4.6,-1.2800000000000002,3.33,2.21,-0.8899999999999999
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,0.44000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44000000000000006
 LAGARTO COMUM,0.0,2.6,0.0,0.0,3.1799999999999997,0.0,0.0,0.0,-1.62,0.0,0.44999999999999973,0.0,1.8599999999999999,-1.3299999999999998,0.0,0.0,1.8199999999999998
 MÚSCULO,-1.5499999999999998,0.43000000000000005,0.41,0.17999999999999983,0.6900000000000004,0.0,-1.9900000000000002,0.0,1.56,4.709999999999999,-1.24,0.0,-3.71,-5.42,0.06999999999999984,7.09,0.43000000000000016
 PÁ,0.0,6.25,1.2899999999999998,-1.83,4.430000000000001,0.0,1.57,0.0,0.0,0.0,0.0,-1.8299999999999998,8.24,0.6799999999999999,0.12999999999999995,-1.03,3.41
 ACÉM,-1.49,5.13,1.3200000000000003,-2.29,6.2,3.52,-0.7599999999999998,-0.5300000000000002,4.569999999999999,6.59,1.9800000000000002,1.2799999999999998,8.38,0.79,-0.9800000000000001,-1.54,3.3200000000000003
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,0.44000000000000006,0.0,0.0,0.0,0.0,0.0,-5.69,3.0499999999999994,5.3100000000000005,1.4000000000000001,0.48
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,-6.27,0.0,-5.79,-8.04,0.0,2.51,-5.88,-1.8800000000000001,0.0,0.0,-5.91
 COSTELA,3.3499999999999996,3.8099999999999996,-2.41,0.9199999999999999,1.7499999999999998,-1.2599999999999998,0.21999999999999997,3.29,1.13,3.15,3.35,-0.6099999999999999,0.5100000000000002,3.5300000000000002,0.5000000000000002,2.6,1.77
 PICANHA,0.0,2.74,-4.22,0.0,0.0,2.4899999999999998,0.0,-5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8600000000000001
 PESCADOS,2.6799999999999997,-0.6000000000000001,2.1799999999999997,0.019999999999999907,3.51,0.18000000000000005,-0.71,0.6299999999999999,0.75,0.6699999999999999,3.0700000000000003,2.1399999999999997,1.17,0.7899999999999999,0.13000000000000012,-0.5,1.13
 PEIXE-ANCHOVA,0.0,0.0,0.0,-0.3400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3400000000000001
 PEIXE-CORVINA,4.34,0.0,0.0,-3.47,0.0,0.0,0.0,0.0,-1.8200000000000003,0.0,0.0,0.0,0.0,0.0,-1.18,-1.51,0.36
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13000000000000012,0.0,0.13000000000000012
 PEIXE-SARDINHA,0.0,-0.6000000000000001,0.0,2.66,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
 CAMARÃO,-1.3299999999999998,-1.3000000000000003,0.0,-1.2600000000000002,0.0,-5.8100000000000005,-1.19,-3.33,2.71,-2.1999999999999997,1.0999999999999999,1.6199999999999999,0.0,0.0,-1.1800000000000002,-1.23,-1.07
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.449999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.449999999999999
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
 PEIXE-MERLUZA,0.0,0.0,6.56,3.58,5.56,0.0,0.0,0.0,-0.5499999999999998,0.0,3.8,0.0,0.0,0.0,0.0,0.0,4.56
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6299999999999999
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,3.51,0.0,-0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1500000000000004,2.1,1.4600000000000002
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PEIXE-CASTANHA,0.0,0.0,0.0,-0.21999999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21999999999999975
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1400000000000001,0.0,0.0,-0.1400000000000001
 PEIXE-SALMÃO,4.95,0.0,0.0,0.0,4.93,0.18000000000000005,0.0,0.0,11.219999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96
 PEIXE-TILÁPIA,0.0,-0.1299999999999999,0.9900000000000001,1.31,2.1799999999999997,2.11,0.0,0.31999999999999984,-1.02,1.2000000000000002,3.95,5.9,2.17,0.0,0.0,0.69,1.3
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.18000000000000005,-1.8000000000000003,0.0,0.0,0.0,3.0700000000000003,0.0,2.2199999999999998,1.04,-0.5900000000000001,0.0,-0.44000000000000006
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,-0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.71
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,0.18000000000000005,-0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.56
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2300000000000001,0.0,0.0,0.0,0.0,-0.2300000000000001
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.71,0.0,0.0,0.0,-2.71
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0700000000000003,0.0,0.0,0.0,0.0,0.0,3.0700000000000003
 CARNES E PEIXES INDUSTRIALIZADOS,4.2,3.32,3.4499999999999997,2.8200000000000003,4.41,4.81,1.04,4.21,0.7300000000000001,5.12,6.33,4.279999999999999,3.24,3.6100000000000003,1.29,0.9400000000000001,3.61
 PRESUNTO,4.319999999999999,2.81,3.4499999999999997,0.0,3.82,6.279999999999999,0.0,2.7,-0.34999999999999987,8.98,3.92,2.48,0.3999999999999999,1.9,0.0,2.16,3.94
 SALSICHA,0.0,1.5599999999999996,0.0,11.79,6.140000000000001,0.0,0.0,0.0,0.0,8.45,0.0,0.0,0.0,4.050000000000001,0.0,0.0,6.07
 LINGUIÇA,4.81,3.4600000000000004,4.130000000000001,6.04,3.99,5.819999999999999,0.5899999999999999,5.590000000000001,1.0799999999999996,3.02,6.0600000000000005,5.91,3.62,3.8599999999999994,2.91,-0.27,3.8
 MORTADELA,4.45,0.0,1.78,0.54,6.67,0.0,0.0,6.66,0.0,6.95,8.9,0.0,5.2,0.0,0.0,0.0,5.41
 SALAME,0.0,5.529999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.529999999999999
 BACALHAU,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,4.3
 CARNE-SECA E DE SOL,2.28,0.0,0.0,0.77,0.0,0.9099999999999999,1.2800000000000002,-0.47999999999999987,0.7599999999999998,0.0,0.0,-2.04,0.0,0.0,-1.33,1.4,0.8900000000000001
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,1.2199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82,1.0899999999999999,0.0,0.0,0.0,0.0,2.45
 AVES E OVOS,16.07,3.0500000000000003,8.46,9.53,12.780000000000001,10.1,7.890000000000001,11.129999999999999,8.23,10.16,9.84,13.92,9.57,11.719999999999999,11.08,8.54,10.49
 FRANGO INTEIRO,12.57,7.279999999999999,6.91,8.61,10.290000000000001,9.780000000000001,9.719999999999999,9.31,10.92,5.33,11.569999999999999,13.879999999999999,11.479999999999999,12.76,13.36,7.4,9.719999999999999
 FRANGO EM PEDAÇOS,18.740000000000002,2.63,11.92,12.149999999999999,16.490000000000002,13.43,7.3999999999999995,16.5,8.309999999999999,12.31,9.97,16.61,10.97,11.700000000000001,9.66,11.280000000000001,13.170000000000002
 OVO DE GALINHA,8.09,1.9699999999999998,1.69,7.640000000000001,3.4499999999999997,5.4399999999999995,1.86,10.58,1.9700000000000002,9.33,5.86,6.720000000000001,5.25,8.68,0.7400000000000001,5.11,4.63
 LEITES E DERIVADOS,3.9800000000000004,4.9799999999999995,4.8,5.4,5.960000000000001,2.4699999999999998,-0.4199999999999998,4.02,5.05,4.7,2.5300000000000002,4.75,4.46,6.89,2.37,3.8899999999999997,4.75
 LEITE LONGA VIDA,6.25,7.529999999999999,3.8899999999999997,10.430000000000001,8.97,-1.0799999999999998,-0.7,4.49,6.42,6.38,4.82,4.0600000000000005,3.81,11.1,5.640000000000001,4.85,6.73
 LEITE CONDENSADO,-2.63,-4.47,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3799999999999999,0.0,0.0,-4.42
 LEITE EM PÓ,-1.0,0.0,5.55,-0.4100000000000001,4.98,0.0,1.7599999999999998,1.81,2.41,1.23,3.43,2.0999999999999996,1.85,5.34,1.4700000000000002,4.77,2.16
 QUEIJO,4.43,3.38,7.01,8.76,3.1900000000000004,6.03,2.1300000000000003,6.550000000000001,7.49,3.64,-0.83,4.61,4.69,5.1000000000000005,-2.89,2.3600000000000003,4.3100000000000005
 IOGURTE E BEBIDAS LÁCTEAS,2.56,3.42,3.1999999999999997,4.51,3.88,4.74,-2.0,6.72,4.55,3.35,6.9,8.16,9.34,1.36,6.6000000000000005,3.47,3.71
 REQUEIJÃO,6.96,0.0,5.68,0.0,1.0699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03
 MANTEIGA,1.9299999999999997,0.0,3.5300000000000002,-0.4099999999999997,0.0,1.1800000000000002,-4.37,2.43,3.9899999999999998,0.0,-0.17000000000000004,9.18,0.0,5.99,0.0,3.71,1.87
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,0.0,0.0,0.0,0.0,0.0,0.0,5.01
 PANIFICADOS,2.48,1.16,0.06999999999999995,2.4099999999999997,-1.93,0.85,1.9600000000000002,0.95,3.82,2.03,3.53,3.6899999999999995,3.6500000000000004,-0.16999999999999993,4.93,0.5999999999999999,0.8200000000000001
 BISCOITO,0.37,1.5299999999999998,1.8900000000000001,4.48,-2.94,0.2200000000000002,1.1099999999999997,2.21,2.5900000000000007,3.1100000000000003,4.99,5.58,2.91,5.26,3.4499999999999997,2.29,0.9199999999999999
 PÃO FRANCÊS,4.01,1.63,-2.6799999999999997,1.37,-2.25,0.6299999999999999,2.3499999999999996,0.42000000000000004,5.32,-0.26,4.07,2.96,5.550000000000001,-1.7,5.859999999999999,0.3600000000000003,0.5900000000000001
