Variacoes - ABRIL - JUNHO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 FARINHA DE ARROZ,0.0,0.0,0.0,-2.2999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2999999999999994
 MACARRÃO,-1.73,1.7999999999999998,2.4499999999999997,5.96,6.720000000000001,-1.98,2.3,2.4899999999999998,3.96,3.83,1.93,8.84,-2.8200000000000003,5.51,2.85,8.719999999999999,3.4799999999999995
 FUBÁ DE MILHO,0.0,0.0,0.0,14.9,0.0,0.0,0.0,15.659999999999998,0.0,0.0,0.0,0.0,0.0,0.0,5.5600000000000005,9.73,12.87
 FLOCOS DE MILHO,0.0,0.0,0.0,0.9800000000000002,0.0,-1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10999999999999988,6.3,0.7000000000000002
 FARINHA DE TRIGO,0.0,3.87,8.57,0.0,8.03,0.0,0.0,0.0,5.27,2.29,2.04,6.28,2.09,0.0,0.0,0.0,5.31
 FARINHA DE MANDIOCA,-1.42,0.0,1.64,2.49,2.3,-1.3599999999999999,1.4000000000000001,-1.55,1.9,0.0,7.17,-0.77,0.0,1.7999999999999998,7.73,1.9100000000000001,1.83
 MASSA SEMIPREPARADA,1.4099999999999997,1.24,2.87,0.0,0.6000000000000005,-0.69,-0.020000000000000018,3.81,5.279999999999999,7.32,3.48,6.800000000000001,2.54,0.0,0.0,0.0,2.1500000000000004
 MACARRÃO INSTANTÂNEO,2.0199999999999996,0.0,0.0,0.0,2.21,9.09,0.0,0.0,0.0,-0.3800000000000001,0.0,2.38,-1.8499999999999999,1.9800000000000002,0.0,0.0,1.82
" TUBÉRCULOS, RAÍZES E LEGUMES",-16.27,-0.96,-14.399999999999999,-10.410000000000002,-18.090000000000003,-18.31,-13.77,-17.56,-11.670000000000002,-17.759999999999998,-16.01,-9.26,1.62,-6.74,-6.370000000000001,-9.83,-13.950000000000001
 BATATA-DOCE,-42.260000000000005,0.0,0.0,-6.3100000000000005,-23.17,0.0,0.0,0.0,7.020000000000001,0.0,-20.150000000000002,0.0,0.0,-23.09,0.0,0.0,-19.79
 BATATA-INGLESA,-11.970000000000002,-2.469999999999999,-24.08,-24.020000000000003,-27.93,-37.73,-21.61,-17.69,-25.67,-18.34,-32.85,-30.06,-4.72,-13.66,-25.11,-27.07,-21.61
 INHAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.37,0.0,0.0,0.0,-3.26,-7.04
 MANDIOCA (AIPIM),0.0,0.0,4.890000000000001,-5.119999999999999,0.0,2.16,0.0,0.0,7.7,0.0,0.0,0.0,2.13,1.69,0.0,0.0,2.13
 ABOBRINHA,0.0,0.0,0.0,0.0,-19.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.64
 PEPINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.38,0.0,0.0,0.0,0.0,0.0,0.0,-22.38
 PIMENTÃO,0.0,0.0,0.0,0.0,18.23,9.559999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3
 TOMATE,-3.4799999999999995,6.070000000000001,-2.150000000000002,23.939999999999998,-16.330000000000002,-9.79,-4.259999999999999,12.559999999999999,5.97,-10.93,-2.2800000000000002,6.950000000000001,11.97,3.76,6.170000000000002,7.199999999999999,-4.259999999999999
 CEBOLA,-22.7,-1.9900000000000002,-16.46,-31.16,-13.55,-32.769999999999996,-18.54,-39.730000000000004,-24.01,-22.9,-19.110000000000003,-21.499999999999996,-7.829999999999999,-11.07,-14.29,-19.919999999999998,-18.54
 CENOURA,-22.29,-22.009999999999998,-20.94,-22.44,-23.270000000000003,-29.939999999999998,-20.4,-17.72,-14.889999999999999,-14.080000000000002,-18.54,16.44,0.0,0.0,0.0,-7.22,-20.409999999999997
 AÇÚCARES E DERIVADOS,3.82,3.9699999999999998,3.25,4.2,6.0,2.01,5.33,8.02,4.98,6.9799999999999995,5.58,4.65,5.91,6.7,8.120000000000001,6.84,5.24
 AÇÚCAR REFINADO,7.06,7.96,0.0,6.530000000000001,9.19,4.65,7.430000000000001,10.69,7.11,12.740000000000002,0.0,0.0,0.0,3.88,8.7,0.0,8.63
 AÇÚCAR CRISTAL,0.0,7.63,7.280000000000001,4.72,0.0,-0.1,7.26,10.479999999999999,7.4399999999999995,17.96,9.17,9.57,8.71,9.940000000000001,10.6,10.77,8.23
 BALAS,0.0,-0.78,0.0,0.0,0.0,2.41,0.0,0.0,0.0,4.26,-0.4999999999999999,0.0,2.9299999999999997,0.0,0.0,0.0,1.6600000000000001
 CHOCOLATE EM BARRA E BOMBOM,0.8200000000000001,2.69,-1.9099999999999993,7.85,5.25,-0.29000000000000004,3.35,3.28,1.32,4.3,4.02,1.3099999999999998,4.890000000000001,1.98,5.83,1.62,3.62
 SORVETE,4.34,4.75,3.0,2.71,5.08,5.03,2.91,3.64,2.1999999999999997,2.48,4.86,-0.8499999999999999,6.37,0.0,0.0,-0.6400000000000003,4.2
 CHOCOLATE E ACHOCOLATADO EM PÓ,0.69,2.9499999999999997,0.0,0.31999999999999995,5.76,3.0500000000000003,0.48,3.85,2.77,8.02,1.6099999999999999,0.6100000000000001,1.3500000000000003,4.0600000000000005,2.21,4.6899999999999995,3.5599999999999996
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,1.9900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9900000000000002
 AÇÚCAR DEMERARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82,8.82
 HORTALIÇAS E VERDURAS,2.63,-5.109999999999999,-9.459999999999999,1.8900000000000001,-2.21,3.3000000000000003,-2.28,-2.33,11.149999999999999,7.779999999999999,-6.34,-1.0099999999999998,-7.859999999999999,4.03,13.57,-4.6899999999999995,-0.9599999999999999
 ALFACE,-3.5999999999999996,-6.93,-9.05,3.85,-0.5300000000000002,10.09,-1.79,5.29,10.76,6.7700000000000005,-8.32,-2.17,-12.82,3.1800000000000006,-0.11999999999999966,1.3400000000000003,-1.79
 COENTRO,0.0,0.0,0.0,0.28000000000000014,0.0,0.0,0.0,0.0,13.959999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-9.84,7.029999999999999
 COUVE,12.33,0.0,-9.0,0.0,-3.3200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,-1.2200000000000002,0.0,6.0600000000000005,0.0,-1.42,-1.8
 COUVE-FLOR,1.0700000000000003,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8599999999999985
 REPOLHO,0.0,-4.92,0.0,0.0,10.21,0.0,0.0,0.0,-5.040000000000001,18.32,-5.310000000000001,0.0,9.52,0.0,33.06,0.0,7.630000000000001
 CHEIRO-VERDE,-3.7299999999999995,0.52,-11.52,3.3099999999999996,-11.11,-6.61,-2.0799999999999996,-4.59,13.899999999999999,15.19,3.8000000000000007,1.13,-2.07,4.24,12.040000000000001,0.0,-2.0799999999999996
 BRÓCOLIS,12.34,-4.08,-9.01,0.0,-7.319999999999999,-1.6499999999999995,-3.8199999999999994,0.0,0.0,-4.26,0.0,-1.28,0.0,0.0,0.0,0.0,-3.8199999999999994
 FRUTAS,-17.11,-12.66,-24.04,-12.200000000000001,-17.82,-25.46,-11.709999999999999,-8.57,-6.72,-21.91,-15.09,-10.920000000000002,-16.02,-9.8,-1.6400000000000001,-3.2600000000000002,-16.29
 BANANA-DA-TERRA,0.0,0.0,0.0,-12.200000000000001,0.0,0.0,0.0,0.0,2.6500000000000004,0.0,0.0,39.06,0.0,-12.92,0.0,0.0,2.7299999999999995
 ABACAXI,-20.6,-8.61,0.0,-16.47,0.0,0.0,-11.8,0.0,0.0,0.0,-2.4699999999999998,-13.629999999999999,-8.26,0.0,0.0,4.49,-11.8
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,-15.87,0.0,0.0,0.0,0.0,0.0,0.0,-21.979999999999997,0.0,0.0,-16.880000000000003
 BANANA-D'ÁGUA,-12.11,-22.72,-33.28,0.0,-19.24,-43.55,0.0,0.0,0.0,-37.44,0.0,0.0,-27.68,0.0,-15.100000000000001,0.0,-24.75
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.78,0.0,-15.15,0.0,0.0,0.0,-21.52
 BANANA-PRATA,-16.68,-20.04,-35.019999999999996,-16.05,-14.41,-41.300000000000004,-17.86,-2.04,-5.050000000000001,-15.879999999999999,-30.009999999999998,-9.68,0.0,-14.23,2.2300000000000004,-1.85,-17.86
 LARANJA-BAÍA,0.0,-13.450000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.450000000000001
 LARANJA-LIMA,0.0,0.0,-35.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.57
 LIMÃO,-13.25,0.0,0.0,0.0,-18.45,-20.11,0.0,0.0,0.0,0.0,-11.879999999999999,-6.57,0.0,26.08,0.0,0.0,-17.39
 MAÇÃ,-19.84,-17.25,-9.34,-14.879999999999999,-12.84,-19.03,-15.309999999999999,-22.200000000000003,-21.009999999999998,-20.540000000000003,-16.439999999999998,-9.509999999999998,-10.280000000000001,-15.34,-1.8800000000000003,-5.02,-15.34
 MAMÃO,-16.29,-13.48,-37.47,-5.510000000000002,-29.92,-40.61,0.0,-7.4799999999999995,-8.700000000000001,-17.07,-21.48,-38.120000000000005,-20.439999999999998,1.1500000000000004,0.0,-0.6600000000000001,-24.48
 MANGA,-34.14,0.1800000000000015,-47.339999999999996,0.0,-35.65,-32.83,0.0,-31.839999999999996,-7.129999999999999,-39.129999999999995,0.0,-48.85,0.0,0.0,0.0,-5.730000000000002,-32.83
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0899999999999999,-13.34,0.0,0.0,0.0,0.0,0.0,0.0,-4.93,-8.95
 MELANCIA,0.0,0.0,-0.9700000000000006,6.34,0.0,5.48,2.91,0.0,1.9499999999999997,13.16,1.0,0.0,-1.2599999999999993,17.700000000000003,-4.330000000000002,0.0,2.91
 MELÃO,-9.36,0.0,0.0,11.99,0.0,4.470000000000001,0.9300000000000003,0.0,0.0,0.4600000000000002,0.0,0.0,0.0,0.0,0.9600000000000001,0.0,0.9300000000000003
 PERA,0.0,0.0,0.0,0.0,0.7800000000000002,0.0,0.0,0.0,0.0,0.0,1.15,8.07,0.0,0.0,0.0,0.0,1.06
 TANGERINA,0.0,0.0,0.0,0.0,-29.839999999999996,0.0,0.0,0.0,0.0,-28.37,0.0,0.0,0.0,0.0,0.0,0.0,-29.54
 UVA,-13.350000000000001,-1.8200000000000003,-12.22,-18.23,-6.590000000000001,-8.58,-8.690000000000001,5.45,-7.89,-9.6,-8.61,-21.79,-14.16,-9.72,-8.66,-9.829999999999998,-8.690000000000001
 LARANJA-PERA,-6.86,0.0,-1.6700000000000002,-18.169999999999998,-1.1099999999999994,-9.77,-10.31,-9.51,5.54,-11.330000000000002,-13.84,-2.26,-7.210000000000001,-10.06,5.11,2.6099999999999994,-4.73
 MORANGO,0.0,15.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.120000000000001,1.8900000000000001
 CARNES,3.8499999999999996,5.16,4.14,2.69,4.96,0.17000000000000015,5.67,4.57,4.109999999999999,4.4,4.529999999999999,6.0200000000000005,6.43,4.77,6.32,2.52,4.57
 FÍGADO,0.0,0.0,0.0,13.27,0.0,0.0,12.36,13.88,10.940000000000001,0.0,0.0,0.0,0.0,0.0,14.08,0.0,12.36
 CARNE DE PORCO,-1.4499999999999997,-0.9799999999999999,3.2300000000000004,-5.2299999999999995,5.460000000000001,-5.99,1.46,1.5999999999999996,-2.05,-1.44,0.2599999999999998,-1.0899999999999999,-4.97,-4.13,2.95,0.5599999999999999,1.47
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57
 CUPIM,0.0,0.0,0.0,5.95,0.0,0.0,0.0,0.0,0.0,0.0,10.06,0.0,0.0,0.0,0.0,0.0,8.02
 CONTRAFILÉ,-0.6999999999999993,4.950000000000001,1.08,-0.4,0.7999999999999998,-4.34,2.3,3.55,3.91,2.7299999999999995,5.37,7.840000000000001,6.31,8.71,1.0899999999999999,0.65,2.29
 FILÉ-MIGNON,10.600000000000001,0.0,0.0,0.0,0.0,0.0,9.04,0.0,0.0,7.57,0.0,0.0,0.0,4.71,0.0,0.0,9.04
 CHÃ DE DENTRO,6.17,7.66,2.61,-1.0599999999999998,5.43,4.44,5.0,5.800000000000001,3.8800000000000003,9.56,-0.54,7.859999999999999,6.13,4.15,9.3,-0.27,5.0
 ALCATRA,6.199999999999998,-1.7400000000000002,2.31,-4.72,5.09,-1.3599999999999999,8.54,0.7700000000000004,4.02,5.82,5.19,3.620000000000001,-4.7299999999999995,-0.41000000000000014,4.46,2.2800000000000002,3.8200000000000003
 PATINHO,7.54,0.0,1.5499999999999998,4.92,9.24,0.0,7.690000000000001,7.6499999999999995,0.0,10.32,4.56,10.81,7.34,0.98,10.26,3.2299999999999995,7.690000000000001
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67
 LAGARTO COMUM,0.0,5.890000000000001,0.0,0.0,4.28,0.0,0.0,0.0,5.5600000000000005,0.0,6.02,0.0,3.92,5.05,0.0,0.0,4.800000000000001
 MÚSCULO,2.79,11.31,5.92,4.65,9.04,0.0,7.83,0.0,5.13,7.85,8.620000000000001,0.0,13.559999999999999,4.76,6.34,4.77,7.79
 PÁ,0.0,10.54,8.76,12.21,6.550000000000001,0.0,8.54,0.0,0.0,0.0,0.0,14.35,11.399999999999999,5.04,5.73,6.029999999999999,8.54
 ACÉM,1.84,5.7299999999999995,6.289999999999999,6.140000000000001,3.89,11.18,4.54,5.09,4.239999999999999,-3.24,6.470000000000001,10.309999999999999,13.600000000000001,1.4299999999999997,14.16,2.4899999999999993,4.55
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,10.21,7.78,9.56,7.99,7.01
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,-1.0300000000000002,0.0,-0.22000000000000008,-5.459999999999999,0.0,-3.75,8.51,4.77,0.0,0.0,-0.94
 COSTELA,7.19,5.159999999999999,12.55,4.2,5.17,2.96,6.37,5.42,6.08,9.3,2.0,8.42,8.52,5.34,10.389999999999999,2.3200000000000003,6.37
 PICANHA,0.0,3.4700000000000006,1.9799999999999998,0.0,0.0,-0.9600000000000001,0.0,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9000000000000004
 PESCADOS,-6.58,3.84,-1.7500000000000002,-0.3999999999999999,2.1399999999999997,-2.81,-1.33,-0.22000000000000006,0.44,-4.109999999999999,-1.78,0.7400000000000002,0.08000000000000002,4.97,-0.1100000000000001,1.51,-0.4600000000000002
 PEIXE-ANCHOVA,0.0,0.0,0.0,-0.3999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3999999999999999
 PEIXE-CORVINA,-9.46,0.0,0.0,-0.98,0.0,0.0,0.0,0.0,2.5300000000000002,0.0,0.0,0.0,0.0,0.0,-2.8600000000000003,3.05,-2.88
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1100000000000001,0.0,-0.1100000000000001
 PEIXE-SARDINHA,0.0,3.84,0.0,1.1,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05
 CAMARÃO,-3.6799999999999997,-3.42,0.0,-0.9400000000000001,0.0,-6.6899999999999995,-2.38,-1.88,-8.16,-4.93,-0.6600000000000001,-0.019999999999999768,0.0,0.0,0.39000000000000007,1.58,-2.42
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7000000000000002
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71
 PEIXE-MERLUZA,0.0,0.0,2.76,-0.49,-0.8899999999999999,0.0,0.0,0.0,-1.5,0.0,0.14000000000000007,0.0,0.0,0.0,0.0,0.0,-0.44999999999999996
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,2.1399999999999997,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3500000000000001,1.3699999999999999,-0.4800000000000001
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PEIXE-CASTANHA,0.0,0.0,0.0,1.6099999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6099999999999997
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4500000000000002
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,2.84
 PEIXE-SALMÃO,-6.58,0.0,0.0,0.0,0.49,-2.81,0.0,-2.0100000000000002,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9100000000000001
 PEIXE-TILÁPIA,0.0,9.04,-2.93,-0.47000000000000003,4.11,-1.56,0.0,-0.08000000000000006,3.25,-3.9400000000000004,-5.41,1.1,-1.51,0.0,0.0,-0.040000000000000036,0.6499999999999999
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,-2.81,-1.33,0.0,0.0,0.0,-1.78,0.0,0.9000000000000001,5.569999999999999,0.31999999999999995,0.0,0.1499999999999999
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,0.7299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7299999999999999
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,-2.33,-1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,3.57
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.78,0.0,0.0,0.0,0.0,0.0,-1.78
 CARNES E PEIXES INDUSTRIALIZADOS,2.02,3.39,0.5599999999999999,1.3199999999999998,3.3400000000000003,1.5599999999999998,-1.39,-0.74,4.42,1.5699999999999998,-0.42999999999999994,0.59,3.1100000000000003,3.4,0.20000000000000007,2.9000000000000004,2.25
 PRESUNTO,2.8600000000000003,4.64,4.33,0.0,3.6500000000000004,-1.02,0.0,3.66,0.2899999999999999,1.8199999999999998,2.3000000000000003,3.66,1.3299999999999998,3.05,0.0,5.6,3.13
 SALSICHA,0.0,2.05,0.0,3.62,1.9500000000000002,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,2.3600000000000003,0.0,0.0,2.29
 LINGUIÇA,2.04,3.36,-0.7300000000000001,5.84,3.54,3.0200000000000005,-5.1,-2.6399999999999997,2.33,0.8999999999999998,-2.76,-0.029999999999999985,3.94,3.8,-0.4,2.18,1.9000000000000001
 MORTADELA,1.3800000000000001,0.0,-1.68,1.2699999999999996,3.46,0.0,0.0,0.9599999999999999,0.0,3.42,3.6799999999999997,0.0,1.56,0.0,0.0,0.0,2.2199999999999998
 SALAME,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9
 BACALHAU,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000007,0.0,-0.9400000000000002
 CARNE-SECA E DE SOL,3.79,0.0,0.0,-0.27000000000000024,0.0,1.1300000000000001,0.5700000000000001,0.7300000000000004,5.93,0.0,0.0,3.1100000000000003,0.0,0.0,1.21,2.87,2.6900000000000004
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,-0.41999999999999993,0.0,0.0,0.0,0.0,4.109999999999999
 AVES E OVOS,4.83,6.470000000000001,3.64,7.86,2.21,3.29,2.71,4.29,7.359999999999999,4.17,3.3999999999999995,3.84,3.62,0.9000000000000001,2.57,5.82,4.11
 FRANGO INTEIRO,7.4799999999999995,0.9600000000000001,2.9000000000000004,10.34,5.7299999999999995,5.1,2.7,4.8,7.510000000000001,8.629999999999999,2.3,4.6899999999999995,3.75,1.79,2.35,7.16,5.08
 FRANGO EM PEDAÇOS,5.46,7.67,4.12,5.8999999999999995,3.4799999999999995,0.44999999999999973,3.08,6.29,8.059999999999999,4.27,4.67,8.190000000000001,6.23,1.8800000000000001,3.29,6.029999999999999,4.89
 OVO DE GALINHA,1.45,6.09,3.4400000000000004,5.11,-3.8699999999999997,5.13,2.3800000000000003,0.55,5.5600000000000005,-2.8,1.2200000000000002,-8.0,-1.65,-2.3200000000000003,3.08,2.71,0.7600000000000001
 LEITES E DERIVADOS,4.34,5.300000000000001,2.96,4.290000000000001,5.42,5.26,-1.1300000000000001,2.5599999999999996,2.58,5.0200000000000005,4.01,4.4,4.48,3.2,3.23,2.31,4.28
 LEITE LONGA VIDA,5.869999999999999,9.03,2.76,2.9200000000000004,7.1,14.06,0.8100000000000003,2.1799999999999997,1.66,7.99,6.15,9.06,4.04,3.45,6.42,2.43,6.29
 LEITE CONDENSADO,5.050000000000001,3.7100000000000004,0.0,0.0,0.0,0.0,-1.19,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,3.1100000000000003
 LEITE EM PÓ,5.93,0.0,3.26,4.5,2.37,0.0,-0.6700000000000002,3.9400000000000004,4.209999999999999,4.3,1.5,3.3600000000000003,2.01,2.8500000000000005,2.63,5.029999999999999,3.2199999999999998
 QUEIJO,2.7,0.6799999999999999,4.7,5.030000000000001,3.67,-0.29000000000000004,-2.4800000000000004,2.81,1.5299999999999998,4.010000000000001,5.240000000000001,-0.6499999999999999,6.699999999999999,3.66,0.10000000000000003,-1.5699999999999998,3.01
 IOGURTE E BEBIDAS LÁCTEAS,5.48,3.66,1.66,3.5700000000000003,3.19,0.5299999999999998,0.81,-1.54,3.81,-0.010000000000000009,-0.9999999999999999,0.8500000000000001,3.96,4.2,2.75,5.43,2.5300000000000002
 REQUEIJÃO,2.57,0.0,2.2199999999999998,0.0,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94
 MANTEIGA,1.8699999999999997,0.0,-0.26,2.5500000000000003,0.0,-2.5100000000000002,-5.15,0.009999999999999787,2.09,0.0,-2.8900000000000006,-1.52,0.0,3.0700000000000003,0.0,2.45,-0.16999999999999998
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.2699999999999998
 PANIFICADOS,0.79,4.2,2.4699999999999998,1.7700000000000002,0.6299999999999999,0.07,1.63,3.0200000000000005,4.28,1.75,1.17,0.78,0.6199999999999999,3.16,0.020000000000000018,0.92,1.72
 BISCOITO,3.0999999999999996,3.8600000000000003,2.9200000000000004,2.33,0.6199999999999999,2.9699999999999998,2.98,4.55,6.79,5.84,4.61,0.21999999999999997,1.4000000000000004,1.23,0.3999999999999997,5.61,2.96
 PÃO FRANCÊS,-1.3900000000000001,3.29,2.33,2.0700000000000003,-0.19000000000000017,-3.17,1.0399999999999998,2.77,3.2900000000000005,0.25,1.27,0.6300000000000001,-1.07,4.21,0.23000000000000004,-1.58,0.9400000000000001
