Variacoes - JANEIRO - MARÇO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 AÇÚCAR REFINADO,5.65,12.54,0.0,0.6799999999999997,6.95,6.38,12.219999999999999,2.96,-0.5700000000000001,8.13,0.0,0.0,0.0,8.23,1.48,0.0,6.609999999999999
 AÇÚCAR CRISTAL,0.0,5.89,10.510000000000002,4.369999999999999,0.0,5.53,4.13,0.6600000000000001,4.4399999999999995,2.03,-0.44999999999999996,7.4399999999999995,9.69,0.48,5.48,3.17,5.26
 BALAS,0.0,1.23,0.0,0.0,0.0,-1.9000000000000001,0.0,0.0,0.0,-0.7799999999999998,-1.14,0.0,-3.1800000000000006,0.0,0.0,0.0,-0.3400000000000001
 CHOCOLATE EM BARRA E BOMBOM,-0.9,-0.76,0.30000000000000004,-3.61,-2.62,-1.5799999999999998,2.61,-4.909999999999999,3.8499999999999996,3.08,0.7,1.33,1.3699999999999999,2.02,-2.6999999999999993,0.16000000000000014,-1.01
 SORVETE,-0.040000000000000036,1.76,1.39,-2.44,0.1399999999999999,-0.23000000000000004,2.79,1.39,6.08,-3.0,-0.31000000000000016,-0.33999999999999997,-1.26,0.0,0.0,6.930000000000001,0.35
 CHOCOLATE E ACHOCOLATADO EM PÓ,3.19,5.279999999999999,0.010000000000000231,-0.49,-3.7699999999999996,0.7000000000000002,4.96,0.06999999999999995,1.3900000000000001,-0.6299999999999999,3.7,4.06,0.15999999999999992,4.35,-0.31999999999999984,-0.8799999999999999,-0.16999999999999998
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,-3.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7399999999999998
 AÇÚCAR DEMERARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,3.82
 HORTALIÇAS E VERDURAS,7.739999999999999,15.780000000000001,14.879999999999999,-1.46,10.700000000000001,3.05,9.08,5.57,4.3999999999999995,12.729999999999999,6.06,-0.6599999999999999,7.62,4.57,-1.7399999999999998,4.49,9.579999999999998
 ALFACE,10.5,20.61,17.72,0.830000000000001,11.75,-4.2299999999999995,12.08,6.47,9.58,17.43,6.43,0.12999999999999967,12.11,9.83,12.77,4.969999999999999,12.08
 COENTRO,0.0,0.0,0.0,-3.290000000000001,0.0,0.0,0.0,0.0,5.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,7.59,2.0200000000000005
 COUVE,8.719999999999999,0.0,13.23,0.0,13.120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.4099999999999999,0.0,4.39,0.0,-2.83,11.44
 COUVE-FLOR,8.84,0.0,0.0,0.0,0.0,-2.2300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52
 REPOLHO,0.0,19.55,0.0,0.0,-3.83,0.0,0.0,0.0,-2.620000000000001,7.09,7.140000000000001,0.0,-9.419999999999998,0.0,-4.78,0.0,2.01
 CHEIRO-VERDE,5.210000000000001,8.74,8.010000000000002,3.3400000000000003,17.79,9.73,8.15,5.3100000000000005,1.64,4.08,6.5600000000000005,-2.75,8.18,1.58,-5.2700000000000005,0.0,8.16
 BRÓCOLIS,4.9799999999999995,8.44,11.64,0.0,9.07,18.94,9.690000000000001,0.0,0.0,17.68,0.0,0.08000000000000002,0.0,0.0,0.0,0.0,9.690000000000001
 FRUTAS,4.889999999999999,-0.4600000000000001,-2.459999999999999,4.48,3.36,10.919999999999998,0.8699999999999997,4.88,6.19,2.41,7.58,-2.4199999999999995,-3.1400000000000006,2.85,8.219999999999999,4.55,2.85
 BANANA-DA-TERRA,0.0,0.0,0.0,4.48,0.0,0.0,0.0,0.0,-14.68,0.0,0.0,-3.0500000000000007,0.0,5.000000000000001,0.0,0.0,-10.36
 ABACAXI,28.839999999999996,11.950000000000001,0.0,15.25,0.0,0.0,15.809999999999999,0.0,0.0,0.0,5.1,31.090000000000003,23.99,0.0,0.0,4.88,15.82
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,-22.209999999999997,0.0,0.0,0.0,0.0,0.0,0.0,-39.69,0.0,0.0,-25.58
 BANANA-D'ÁGUA,-13.629999999999999,-9.330000000000002,-18.439999999999998,0.0,-14.57,2.56,0.0,0.0,0.0,-12.060000000000002,0.0,0.0,-11.39,0.0,18.03,0.0,-12.82
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.349999999999999,0.0,12.6,0.0,0.0,0.0,7.089999999999999
 BANANA-PRATA,2.120000000000001,13.399999999999999,-1.3299999999999983,18.880000000000003,18.07,15.429999999999998,8.77,5.21,11.96,-1.54,12.34,-4.650000000000004,0.0,28.26,12.399999999999999,6.16,8.76
 LARANJA-BAÍA,0.0,-3.1900000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1900000000000013
 LARANJA-LIMA,0.0,0.0,-5.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.66
 LIMÃO,5.83,0.0,0.0,0.0,10.849999999999998,11.299999999999999,0.0,0.0,0.0,0.0,23.220000000000002,24.92,0.0,-60.879999999999995,0.0,0.0,9.91
 MAÇÃ,-7.1,-11.52,-23.36,-11.129999999999999,-9.94,-11.370000000000001,-11.45,-6.309999999999999,5.13,-10.68,-5.62,-25.05,-23.340000000000003,3.1999999999999993,-15.58,5.66,-11.46
 MAMÃO,14.319999999999999,8.079999999999998,28.009999999999998,-6.5,16.0,27.4,0.0,11.759999999999998,9.439999999999998,10.659999999999998,33.6,13.75,20.35,24.97,0.0,-10.54,14.49
 MANGA,52.9,15.84,75.68,0.0,64.89,59.28,0.0,64.37,47.07,64.45,0.0,56.489999999999995,0.0,0.0,0.0,24.86,59.28
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.84,-6.6,0.0,0.0,0.0,0.0,0.0,0.0,-2.369999999999999,-5.02
 MELANCIA,0.0,0.0,-1.55,15.940000000000001,0.0,10.23,5.54,0.0,6.359999999999999,-1.81,11.280000000000001,0.0,6.800000000000001,3.43,14.489999999999998,0.0,5.54
 MELÃO,11.380000000000003,0.0,0.0,10.4,0.0,11.45,14.31,0.0,0.0,22.59,0.0,0.0,0.0,0.0,14.34,0.0,14.31
 PERA,0.0,0.0,0.0,0.0,3.5700000000000003,0.0,0.0,0.0,0.0,0.0,-1.5000000000000004,-4.109999999999999,0.0,0.0,0.0,0.0,2.6599999999999993
 TANGERINA,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,3.11
 UVA,7.959999999999999,5.459999999999999,2.4000000000000004,-6.93,4.9399999999999995,3.88,3.7899999999999996,5.12,4.47,2.2299999999999995,3.8500000000000005,2.89,9.92,7.720000000000001,3.8200000000000003,6.4,3.7899999999999996
 LARANJA-PERA,-6.359999999999999,0.0,3.49,10.58,-19.06,11.240000000000002,-4.5200000000000005,22.93,16.32,5.89,15.469999999999999,-0.33000000000000007,-3.379999999999999,-1.4500000000000002,12.88,27.27,-4.5200000000000005
 MORANGO,0.0,-12.440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.440000000000001
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,-12.68,-10.709999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.4,-12.68
 CARNES,2.4000000000000004,4.620000000000001,-0.51,5.26,3.38,7.32,3.0600000000000005,4.99,1.11,2.54,1.6,-1.0899999999999999,-2.52,9.98,-2.53,2.07,2.4899999999999998
 FÍGADO,0.0,0.0,0.0,-2.6900000000000004,0.0,0.0,-4.39,-5.65,-3.77,0.0,0.0,0.0,0.0,0.0,-7.289999999999999,0.0,-4.39
 CARNE DE PORCO,-9.16,-3.13,-9.55,-6.65,-2.16,1.1899999999999997,-4.8100000000000005,0.6000000000000003,0.1299999999999999,-6.0600000000000005,-2.55,-10.01,-6.859999999999999,3.9199999999999995,-8.03,2.68,-4.8100000000000005
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99
 CUPIM,0.0,0.0,0.0,0.8600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,6.0600000000000005,0.0,0.0,0.0,0.0,0.0,3.4400000000000004
 CONTRAFILÉ,6.46,7.279999999999999,0.8300000000000001,6.47,2.34,6.25,3.33,6.25,4.17,8.64,1.8900000000000001,2.3699999999999997,-1.63,11.34,-5.03,3.1599999999999997,3.33
 FILÉ-MIGNON,4.54,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,-1.9800000000000002,0.0,0.0,0.0,12.73,0.0,0.0,1.94
 CHÃ DE DENTRO,1.5699999999999998,5.859999999999999,3.67,8.29,1.08,10.33,3.3800000000000003,5.640000000000001,2.9,5.07,8.17,2.0700000000000003,-2.6199999999999997,10.54,-5.4,3.07,3.39
 ALCATRA,2.9899999999999993,4.219999999999999,5.880000000000001,7.53,2.7800000000000002,9.79,3.1199999999999997,9.36,0.55,-0.16000000000000003,3.64,4.8,1.2099999999999995,12.440000000000001,-4.09,-0.43999999999999995,3.1199999999999997
 PATINHO,2.1499999999999995,0.0,3.8600000000000003,2.75,4.47,0.0,3.7400000000000007,5.300000000000001,0.0,4.470000000000001,5.8100000000000005,-1.5899999999999999,0.07000000000000006,10.52,-2.999999999999999,2.7899999999999996,3.7500000000000004
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,3.0600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0600000000000005
 LAGARTO COMUM,0.0,8.81,0.0,0.0,3.5500000000000003,0.0,0.0,0.0,4.319999999999999,0.0,2.41,0.0,-4.789999999999999,10.82,0.0,0.0,3.5299999999999994
 MÚSCULO,6.420000000000001,7.96,3.91,6.609999999999999,5.6899999999999995,0.0,4.71,0.0,2.12,3.05,2.5200000000000005,0.0,-5.86,12.57,4.74,-1.32,4.71
 PÁ,0.0,9.27,-0.42000000000000004,4.41,6.94,0.0,5.19,0.0,0.0,0.0,0.0,-0.5700000000000001,-6.2299999999999995,9.719999999999999,5.220000000000001,2.89,5.19
 ACÉM,5.78,12.280000000000001,3.2799999999999994,5.83,8.52,10.67,5.98,5.909999999999999,-3.49,6.000000000000001,-1.56,3.31,-1.36,6.66,6.29,3.3,5.98
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,3.0600000000000005,0.0,0.0,0.0,0.0,0.0,-7.5,6.5,-4.369999999999999,6.08,1.06
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,4.07,0.6799999999999999,0.0,-2.54,-4.43,9.98,0.0,0.0,0.7100000000000002
 COSTELA,1.5299999999999994,2.31,0.56,6.84,6.05,9.14,3.07,6.33,-0.32999999999999985,5.470000000000001,-0.10999999999999988,-2.24,0.05999999999999994,8.84,2.97,2.04,3.07
 PICANHA,0.0,-0.7000000000000002,3.37,0.0,0.0,6.8500000000000005,0.0,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19
 PESCADOS,1.19,-0.3899999999999999,2.63,0.05999999999999983,2.7800000000000002,2.99,0.16,2.68,1.8,1.5500000000000003,0.8400000000000001,1.7100000000000002,1.2999999999999998,14.940000000000001,1.04,0.5800000000000001,1.61
 PEIXE-ANCHOVA,0.0,0.0,0.0,0.05999999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05999999999999983
 PEIXE-CORVINA,2.44,0.0,0.0,-2.9400000000000004,0.0,0.0,0.0,0.0,-0.6600000000000003,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.37,0.37
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,1.04
 PEIXE-SARDINHA,0.0,-0.58,0.0,-0.15000000000000013,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35
 CAMARÃO,-1.0299999999999998,2.12,0.0,-0.21999999999999986,0.0,2.46,-0.57,-1.75,4.58,0.92,-1.81,4.42,0.0,0.0,-3.5300000000000002,-0.22999999999999987,-0.2499999999999999
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,1.6199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6199999999999999
 PEIXE-MERLUZA,0.0,0.0,3.62,-0.4500000000000002,2.11,0.0,0.0,0.0,-0.51,0.0,3.45,0.0,0.0,0.0,0.0,0.0,1.8099999999999998
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.219999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.21
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,2.7800000000000002,0.0,-1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5799999999999996,2.3199999999999994,-0.29000000000000015
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PEIXE-CASTANHA,0.0,0.0,0.0,0.05999999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05999999999999983
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8599999999999994
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.63,0.0,0.0,11.63
 PEIXE-SALMÃO,1.19,0.0,0.0,0.0,-1.41,2.99,0.0,1.85,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6200000000000001
 PEIXE-TILÁPIA,0.0,-2.1,2.4000000000000004,3.0999999999999996,6.449999999999999,2.88,0.0,1.58,6.6,1.69,0.9299999999999999,1.24,1.13,0.0,0.0,1.7200000000000002,3.0999999999999996
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,2.99,2.71,0.0,0.0,0.0,-0.2499999999999999,0.0,0.24999999999999994,15.920000000000002,5.039999999999999,0.0,4.93
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,4.29,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3700000000000001,0.0,0.0,0.0,0.0,0.3700000000000001
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.0,0.0,0.0,3.09
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.0,0.0,0.0,0.0,0.0,0.8400000000000001
 CARNES E PEIXES INDUSTRIALIZADOS,2.71,1.4200000000000002,2.9699999999999998,1.89,2.6799999999999997,4.13,-0.23999999999999994,2.45,6.8,3.14,0.6599999999999999,3.49,-1.5100000000000002,-1.1,-1.43,5.07,2.7
 PRESUNTO,4.96,3.54,2.92,0.0,0.7599999999999998,4.41,0.0,3.73,6.77,2.21,4.07,-4.59,4.37,-2.86,0.0,-0.77,2.5700000000000003
 SALSICHA,0.0,-3.4800000000000004,0.0,-3.7700000000000005,2.2199999999999998,0.0,0.0,0.0,0.0,-0.9199999999999999,0.0,0.0,0.0,0.6099999999999999,0.0,0.0,-0.17999999999999997
 LINGUIÇA,1.6600000000000001,3.54,3.35,-3.3799999999999994,3.76,6.09,3.87,2.9099999999999993,9.43,4.85,1.29,6.07,-2.8899999999999997,-1.2200000000000002,-0.08000000000000007,6.979999999999999,3.6100000000000003
 MORTADELA,1.8800000000000001,0.0,1.4300000000000002,3.67,-0.5699999999999998,0.0,0.0,0.92,0.0,0.020000000000000462,-4.46,0.0,-2.31,0.0,0.0,0.0,0.2500000000000001
 SALAME,0.0,-2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.45
 BACALHAU,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.43,0.0,-0.4099999999999999
 CARNE-SECA E DE SOL,5.390000000000001,0.0,0.0,4.09,0.0,-0.34,-2.3099999999999996,1.1999999999999997,5.6899999999999995,0.0,0.0,-0.9400000000000001,0.0,0.0,-3.5300000000000002,5.04,3.0700000000000003
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8700000000000001,-2.66,0.0,0.0,0.0,0.0,0.96
 AVES E OVOS,1.8,0.7400000000000002,3.61,1.87,3.5300000000000002,2.12,2.79,1.47,1.46,5.34,1.5799999999999998,0.85,5.609999999999999,0.68,0.18,3.7300000000000004,2.57
 FRANGO INTEIRO,1.58,-1.42,0.6099999999999999,1.7399999999999998,0.30000000000000004,0.6599999999999999,0.57,1.3699999999999999,-0.9299999999999999,6.029999999999999,-0.19999999999999996,0.4699999999999998,-1.0,-4.56,-1.6700000000000002,2.9099999999999997,0.5799999999999998
 FRANGO EM PEDAÇOS,0.40000000000000013,1.4099999999999997,3.0,1.7200000000000002,3.63,2.21,3.79,1.91,1.8199999999999998,4.199999999999999,1.8399999999999999,-3.69,4.51,3.9099999999999997,-0.6700000000000002,1.0999999999999999,2.39
 OVO DE GALINHA,7.11,0.06999999999999984,9.48,2.37,5.710000000000001,4.299999999999999,9.91,1.3800000000000001,6.07,8.94,4.53,14.030000000000001,12.979999999999999,15.86,11.030000000000001,11.46,6.14
 LEITES E DERIVADOS,-2.72,-0.9199999999999999,0.04000000000000001,0.49,-2.51,-1.4700000000000002,5.79,-0.84,1.11,0.6500000000000001,-1.87,-5.52,-1.94,-2.6999999999999997,-1.83,0.9299999999999997,-1.12
 LEITE LONGA VIDA,-10.08,-5.7,-2.31,-9.6,-8.76,-8.74,-2.7700000000000005,-5.48,-6.01,-5.82,-3.8,-7.36,-4.6899999999999995,-4.21,-4.7,-7.38,-6.92
 LEITE CONDENSADO,2.26,3.1799999999999997,0.0,0.0,0.0,0.0,10.94,0.0,0.0,0.0,0.0,0.0,0.0,-6.66,0.0,0.0,4.180000000000001
 LEITE EM PÓ,-2.77,0.0,0.77,2.7699999999999996,-0.1100000000000001,0.0,6.48,2.33,2.25,-0.25,1.0099999999999998,-5.83,-0.5700000000000001,-3.9400000000000004,-0.050000000000000155,5.08,1.4300000000000002
 QUEIJO,1.03,4.890000000000001,1.24,2.0400000000000005,4.7,2.6400000000000006,3.7399999999999993,0.6,6.2700000000000005,6.1899999999999995,-1.0899999999999994,-6.33,0.45000000000000023,-0.2599999999999999,-9.14,1.3099999999999998,3.2199999999999998
 IOGURTE E BEBIDAS LÁCTEAS,5.85,2.09,3.59,2.49,5.31,6.05,4.7,5.2,2.6899999999999995,10.059999999999999,0.5299999999999998,2.1599999999999997,6.13,7.290000000000001,2.72,7.6899999999999995,4.75
 REQUEIJÃO,3.94,0.0,5.18,0.0,-0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6700000000000004
 MANTEIGA,-1.73,0.0,4.1,0.47999999999999987,0.0,4.95,14.280000000000001,1.78,5.04,0.0,0.8299999999999996,1.4900000000000002,0.0,0.5899999999999999,0.0,4.33,3.56
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5
 PANIFICADOS,3.96,3.35,2.13,0.74,3.48,2.47,2.6500000000000004,3.04,4.5600000000000005,1.63,-0.22999999999999998,0.8400000000000001,3.08,4.22,4.04,3.91,2.86
 BISCOITO,1.6400000000000001,3.8800000000000003,1.12,0.96,0.019999999999999796,-0.09000000000000008,5.27,2.3699999999999997,1.33,3.41,1.5999999999999996,2.5299999999999994,0.6400000000000001,4.62,3.8000000000000003,-0.8899999999999999,1.55
