Variacoes - ABRIL - JUNHO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
" FARINHAS, FÉCULAS E MASSAS",0.89,5.26,2.15,0.8500000000000001,3.17,-1.1099999999999999,3.76,2.52,2.0799999999999996,2.05,0.4800000000000001,4.12,4.55,3.1599999999999997,1.7699999999999998,4.84,2.59
 FARINHA DE ARROZ,0.0,0.0,0.0,0.8500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001
 MACARRÃO,-1.96,1.7600000000000002,-1.17,-1.5100000000000002,5.89,3.5,3.28,1.5100000000000002,-0.020000000000000018,3.61,-3.87,4.59,2.82,3.4699999999999998,4.18,3.42,1.93
 FUBÁ DE MILHO,0.0,0.0,0.0,2.07,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,8.91,4.6899999999999995,3.39
 FLOCOS DE MILHO,0.0,0.0,0.0,1.38,0.0,-3.4699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.78,-4.67,-0.57
 FARINHA DE TRIGO,0.0,11.93,11.379999999999999,0.0,8.96,0.0,0.0,0.0,7.85,4.21,5.199999999999999,14.58,9.969999999999999,0.0,0.0,0.0,8.94
 FARINHA DE MANDIOCA,5.32,0.0,1.77,3.2800000000000002,7.17,-1.83,4.31,3.9499999999999997,2.31,0.0,1.75,-0.7700000000000005,0.0,3.2,0.14000000000000012,9.16,3.51
 MASSA SEMIPREPARADA,1.1200000000000003,4.17,2.5300000000000002,0.0,-2.47,-1.4300000000000002,-0.03999999999999998,3.15,1.57,-0.9600000000000001,1.0100000000000002,1.2400000000000002,2.25,0.0,0.0,0.0,0.24
 MACARRÃO INSTANTÂNEO,3.47,0.0,0.0,0.0,3.5100000000000002,-1.6800000000000002,0.0,0.0,0.0,2.22,0.0,-0.6000000000000003,5.6499999999999995,2.42,0.0,0.0,2.92
" TUBÉRCULOS, RAÍZES E LEGUMES",9.690000000000001,33.8,2.86,17.39,8.829999999999998,21.119999999999997,7.74,20.27,26.759999999999998,30.029999999999998,4.609999999999999,11.87,11.17,14.92,10.76,8.68,13.75
 BATATA-DOCE,-3.889999999999999,0.0,0.0,4.27,11.629999999999999,0.0,0.0,0.0,17.82,0.0,-10.54,0.0,0.0,-14.79,0.0,0.0,7.040000000000001
 BATATA-INGLESA,39.519999999999996,45.03,35.68,40.04,32.36,49.480000000000004,18.580000000000002,33.95,63.09,58.92,46.28,53.15,47.17,41.29,33.31,30.53,39.849999999999994
 INHAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.9,0.0,0.0,0.0,4.57,-2.16
 MANDIOCA (AIPIM),0.0,0.0,2.63,-4.199999999999999,0.0,2.5699999999999994,0.0,0.0,12.4,0.0,0.0,0.0,1.2399999999999993,-2.21,0.0,0.0,2.5599999999999996
 ABOBRINHA,0.0,0.0,0.0,0.0,-2.039999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.039999999999999
 PEPINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.51,0.0,0.0,0.0,0.0,0.0,0.0,19.51
 PIMENTÃO,0.0,0.0,0.0,0.0,27.48,-7.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.419999999999998
 TOMATE,-41.75,4.319999999999999,-51.44,-20.669999999999998,-20.32,-3.2199999999999993,-15.600000000000001,-18.490000000000002,-21.990000000000002,-21.79,-33.09,-25.37,-47.410000000000004,-16.11,-16.07,-30.720000000000002,-25.33
 CEBOLA,66.3,77.68,86.1,75.07,44.26,87.39,45.64,69.87,81.36,82.48,60.81,72.53,89.19,55.269999999999996,50.28,70.97999999999999,65.41
 CENOURA,-9.370000000000001,-9.459999999999999,-28.0,7.420000000000002,-1.7699999999999996,11.740000000000002,-3.919999999999998,1.629999999999999,21.089999999999996,5.710000000000001,-9.1,-30.260000000000005,0.0,0.0,0.0,15.559999999999999,-3.919999999999998
 AÇÚCARES E DERIVADOS,1.96,0.8999999999999999,-0.54,3.04,1.9899999999999998,1.7100000000000002,6.46,1.61,1.96,0.30000000000000004,0.9600000000000002,2.49,1.3600000000000003,0.5900000000000002,2.34,0.8,1.6
 AÇÚCAR REFINADO,2.9000000000000004,4.859999999999999,0.0,0.1799999999999998,3.38,-3.87,6.02,-3.69,3.93,0.52,0.0,0.0,0.0,-0.20999999999999996,-0.21000000000000002,0.0,2.5999999999999996
 AÇÚCAR CRISTAL,0.0,9.49,-0.8799999999999999,6.41,0.0,1.62,6.0,5.71,4.29,-0.48,4.44,4.96,1.38,1.9600000000000002,3.86,4.11,3.44
 BALAS,0.0,-1.63,0.0,0.0,0.0,-4.5,0.0,0.0,0.0,-1.54,0.6100000000000001,0.0,3.2399999999999998,0.0,0.0,0.0,-1.4900000000000002
 CHOCOLATE EM BARRA E BOMBOM,4.609999999999999,-2.48,-7.119999999999999,-2.0999999999999996,2.5700000000000003,4.65,5.41,1.62,-2.1900000000000004,0.5,0.47000000000000064,-0.74,5.549999999999999,-1.84,4.130000000000001,-2.91,0.9000000000000001
 SORVETE,2.1,2.25,4.869999999999999,0.32999999999999985,2.55,3.1800000000000006,10.08,1.0499999999999998,-0.6500000000000001,1.47,-1.31,0.35000000000000003,0.9500000000000002,0.0,0.0,-5.54,2.4299999999999997
 CHOCOLATE E ACHOCOLATADO EM PÓ,-1.92,0.44999999999999996,2.04,1.7000000000000002,-1.1800000000000002,0.12,3.8100000000000005,-0.54,0.79,0.2799999999999998,-0.6200000000000001,3.39,-2.07,-0.14000000000000012,5.3,1.0399999999999996,-0.16
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26
 AÇÚCAR DEMERARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95
 HORTALIÇAS E VERDURAS,1.8600000000000003,4.52,-10.770000000000001,8.219999999999999,7.119999999999999,1.44,24.88,19.11,19.43,-6.850000000000001,-3.3999999999999995,10.969999999999999,-13.129999999999999,4.68,10.29,9.15,4.58
 ALFACE,-5.680000000000001,-2.7200000000000006,-13.66,12.700000000000001,8.950000000000001,3.39,1.4399999999999995,0.81,11.899999999999999,-9.330000000000002,1.0499999999999998,9.669999999999998,-13.07,12.35,-10.9,12.26,0.9900000000000002
 COENTRO,0.0,0.0,0.0,1.7300000000000004,0.0,0.0,0.0,0.0,16.54,0.0,0.0,0.0,0.0,0.0,0.0,3.5699999999999985,9.299999999999999
 COUVE,8.63,0.0,-5.210000000000001,0.0,8.39,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,4.83,0.0,21.310000000000002,5.699999999999999
 COUVE-FLOR,9.129999999999999,0.0,0.0,0.0,0.0,-5.430000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.949999999999999
 REPOLHO,0.0,15.580000000000002,0.0,0.0,1.6600000000000001,0.0,0.0,0.0,32.35,-10.36,-27.590000000000003,0.0,-28.009999999999998,0.0,8.58,0.0,1.6600000000000001
 CHEIRO-VERDE,3.9899999999999998,22.96,-2.13,24.1,12.35,2.96,38.42,25.209999999999997,28.060000000000002,5.199999999999999,-1.1300000000000003,16.64,-0.5899999999999999,-0.6999999999999993,18.92,0.0,16.060000000000002
 BRÓCOLIS,3.83,3.72,-14.820000000000002,0.0,-1.5700000000000003,-1.57,-1.5700000000000003,0.0,0.0,-7.5600000000000005,0.0,8.79,0.0,0.0,0.0,0.0,-1.58
 FRUTAS,3.08,8.87,-7.95,9.510000000000002,8.25,7.370000000000001,3.07,3.52,6.1899999999999995,5.63,2.6000000000000005,7.5600000000000005,1.63,-7.95,-4.33,-4.710000000000001,4.63
 BANANA-DA-TERRA,0.0,0.0,0.0,-4.39,0.0,0.0,0.0,0.0,2.419999999999998,0.0,0.0,31.44,0.0,-17.57,0.0,0.0,3.869999999999999
 ABACAXI,6.779999999999999,20.7,0.0,11.459999999999999,0.0,0.0,11.56,0.0,0.0,0.0,5.83,12.450000000000003,7.63,0.0,0.0,14.600000000000001,11.549999999999999
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,3.9499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,-10.56,0.0,0.0,2.04
 BANANA-D'ÁGUA,0.120000000000001,6.369999999999999,-23.770000000000003,0.0,-3.2600000000000016,7.91,0.0,0.0,0.0,-0.5099999999999998,0.0,0.0,7.3100000000000005,0.0,-2.6500000000000004,0.0,-2.530000000000001
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.639999999999999,0.0,-10.69,0.0,0.0,0.0,-0.8200000000000007
 BANANA-PRATA,-7.64,3.8099999999999996,-30.89,6.42,3.4,-0.7800000000000011,-0.5900000000000003,-3.0,4.339999999999999,0.2799999999999998,-13.45,-19.83,0.0,-22.98,-7.109999999999999,-12.399999999999999,-5.57
 LARANJA-BAÍA,0.0,-2.6900000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6900000000000004
 LARANJA-LIMA,0.0,0.0,-15.100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.100000000000001
 LIMÃO,23.91,0.0,0.0,0.0,32.04,30.25,0.0,0.0,0.0,0.0,34.64,49.85,0.0,56.58,0.0,0.0,31.28
 MAÇÃ,0.8300000000000001,6.859999999999999,3.5000000000000004,21.23,7.06,1.85,5.05,5.779999999999999,1.5499999999999998,3.56,5.209999999999999,7.32,-4.049999999999999,-8.07,-2.22,-1.52,5.05
 MAMÃO,10.059999999999999,3.210000000000001,22.090000000000003,15.02,13.02,9.3,0.0,10.610000000000001,26.98,1.0299999999999976,2.289999999999999,28.360000000000003,-7.390000000000002,-9.349999999999998,0.0,13.559999999999999,11.239999999999998
 MANGA,26.03,21.44,48.87,0.0,33.03,39.02,0.0,33.97,27.39,40.260000000000005,0.0,43.540000000000006,0.0,0.0,0.0,8.0,33.16
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.47,-10.899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-21.71,-6.25
 MELANCIA,0.0,0.0,-0.0600000000000005,20.240000000000002,0.0,5.59,8.26,0.0,8.35,-0.6399999999999999,9.180000000000001,0.0,2.8000000000000007,0.5,-3.6399999999999997,0.0,4.6499999999999995
 MELÃO,13.1,0.0,0.0,8.92,0.0,6.66,8.72,0.0,0.0,9.32,0.0,0.0,0.0,0.0,13.46,0.0,9.71
 PERA,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,3.06,8.18,0.0,0.0,0.0,0.0,9.45
 TANGERINA,0.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0,7.62
 UVA,-1.8599999999999999,9.12,3.2399999999999998,7.67,4.99,4.989999999999999,4.99,1.7400000000000002,7.01,10.120000000000001,12.92,-0.52,12.32,-0.7300000000000004,-2.84,-0.95,4.98
 LARANJA-PERA,4.82,0.0,-17.870000000000005,2.23,6.5699999999999985,7.06,0.40000000000000036,1.1499999999999995,8.439999999999998,-6.999999999999999,-1.5500000000000007,-1.4000000000000004,-0.6200000000000001,8.61,-9.57,-2.8699999999999974,0.39000000000000057
 MORANGO,0.0,27.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.93
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.3499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.52,-1.1499999999999995
 CARNES,0.8499999999999996,-3.08,-0.17999999999999994,3.7,-0.6399999999999999,-2.1100000000000003,-1.8299999999999998,2.81,4.19,-4.77,-2.2700000000000005,0.8500000000000001,-0.7700000000000001,-0.53,-5.75,2.33,-0.7699999999999998
 FÍGADO,0.0,0.0,0.0,11.34,0.0,0.0,-0.5800000000000001,7.26,29.349999999999998,0.0,0.0,0.0,0.0,0.0,10.010000000000002,0.0,14.309999999999999
 CARNE DE PORCO,-1.3300000000000003,-5.04,-4.95,3.13,-4.79,-4.01,4.68,4.02,5.930000000000001,-3.3000000000000007,-6.1899999999999995,1.5999999999999999,-6.65,-3.2100000000000004,-4.75,-9.14,-3.22
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81
 CUPIM,0.0,0.0,0.0,0.43999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,-1.54,0.0,0.0,0.0,0.0,0.0,-0.59
 CONTRAFILÉ,-0.5499999999999989,-1.6899999999999995,-3.3800000000000003,0.7300000000000002,4.28,-1.4,-3.1399999999999997,-1.0200000000000005,2.84,-3.51,-3.96,-2.9,2.0100000000000002,-0.84,-4.4399999999999995,-1.73,-0.5699999999999998
 FILÉ-MIGNON,-8.67,0.0,0.0,0.0,0.0,0.0,-1.75,0.0,0.0,-5.300000000000001,0.0,0.0,0.0,-0.6200000000000001,0.0,0.0,-6.13
 CHÃ DE DENTRO,0.3899999999999999,-0.7999999999999998,0.4299999999999997,7.359999999999999,-3.3,-0.75,-4.43,4.41,4.47,-5.48,-0.18999999999999995,2.48,3.7200000000000006,-5.82,-13.74,3.4,-0.92
 ALCATRA,-1.29,-9.530000000000001,0.3599999999999999,1.76,-2.69,-2.3599999999999994,-3.25,4.42,1.9599999999999997,-0.46999999999999886,0.8900000000000001,-3.7199999999999998,-11.33,-5.88,-11.84,0.8999999999999999,-2.39
 PATINHO,4.13,0.0,3.8300000000000005,4.8500000000000005,0.6399999999999997,0.0,-2.96,6.5600000000000005,0.0,-3.6100000000000003,4.800000000000001,-0.3899999999999999,-0.06999999999999995,1.8000000000000003,-1.3699999999999997,0.8599999999999999,1.1099999999999999
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,-4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.97
 LAGARTO COMUM,0.0,-1.9400000000000004,0.0,0.0,-0.5999999999999996,0.0,0.0,0.0,-0.8699999999999999,0.0,1.2800000000000002,0.0,-2.41,0.9299999999999999,0.0,0.0,-0.77
 MÚSCULO,9.309999999999999,0.8199999999999998,5.78,3.5900000000000003,-2.6799999999999997,0.0,3.4699999999999998,0.0,6.99,6.140000000000001,1.0199999999999996,0.0,12.21,5.55,-0.7299999999999999,-2.34,2.4800000000000004
 PÁ,0.0,0.6100000000000001,1.1099999999999999,3.7200000000000006,-3.58,0.0,-2.0599999999999996,0.0,0.0,0.0,0.0,1.28,6.21,1.28,-1.8399999999999999,2.15,-0.7
 ACÉM,8.19,0.1599999999999997,5.84,1.45,-0.1200000000000001,-4.369999999999999,-0.53,-1.51,3.41,-13.24,-0.27999999999999936,9.41,7.18,-0.6200000000000001,-7.5,4.71,0.8599999999999999
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,1.2300000000000004,0.0,0.0,0.0,0.0,0.0,-0.6200000000000001,-0.33999999999999986,-2.93,2.7199999999999998,0.3999999999999999
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,-8.799999999999999,0.0,-1.06,-8.16,0.0,-6.8,-2.9,-0.53,0.0,0.0,-6.0600000000000005
 COSTELA,4.35,-3.76,2.8800000000000003,2.27,4.2,-3.2799999999999994,2.660000000000001,0.9400000000000001,3.0,-8.41,0.40000000000000024,4.4399999999999995,-3.05,3.7300000000000004,-6.8500000000000005,7.48,-0.009999999999999981
 PICANHA,0.0,-6.54,0.6600000000000001,0.0,0.0,1.9300000000000002,0.0,3.5199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.03
 PESCADOS,0.6799999999999999,-2.52,0.87,-0.25,0.75,-2.79,1.6499999999999997,1.1,-0.53,-0.67,1.94,0.5800000000000001,2.1100000000000003,-0.8,1.4299999999999997,-0.7300000000000001,0.5800000000000001
 PEIXE-ANCHOVA,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25
 PEIXE-CORVINA,-2.04,0.0,0.0,-3.1499999999999995,0.0,0.0,0.0,0.0,3.7700000000000005,0.0,0.0,0.0,0.0,0.0,4.66,-1.8399999999999999,0.6200000000000001
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.29,0.0,27.29
 PEIXE-SARDINHA,0.0,-5.07,0.0,-0.06999999999999995,0.0,0.0,0.0,0.0,-13.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.58
 CAMARÃO,-0.04999999999999999,-0.06,0.0,0.8500000000000001,0.0,0.89,0.0,6.130000000000001,-1.42,2.3,1.97,-2.1999999999999997,0.0,0.0,-1.5699999999999998,-1.25,-0.030000000000000027
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22999999999999998
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.35
 PEIXE-MERLUZA,0.0,0.0,3.57,6.09,3.8099999999999996,0.0,0.0,0.0,2.5599999999999996,0.0,3.6199999999999997,0.0,0.0,0.0,0.0,0.0,3.8
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,0.3799999999999999,0.0,0.18000000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6999999999999997,-0.5499999999999998,-0.029999999999999805
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65
 PEIXE-CASTANHA,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.17
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7300000000000002,0.0,0.0,1.7300000000000002
 PEIXE-SALMÃO,10.53,0.0,0.0,0.0,2.0500000000000003,-1.22,0.0,1.1,-6.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04
 PEIXE-TILÁPIA,0.0,-2.8,0.09999999999999998,-1.98,-1.0,-6.32,0.0,-0.18999999999999995,-1.0,-1.23,0.83,-0.17000000000000037,2.6399999999999997,0.0,0.0,1.98,-1.0699999999999998
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.82,-0.4299999999999997,0.0,0.0,0.0,1.08,0.0,-1.75,-1.4900000000000002,-0.5899999999999999,0.0,-0.48
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,7.640000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.640000000000001
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,-2.7800000000000002,1.6499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,2.99
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96,0.0,0.0,0.0,5.96
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,1.94
 CARNES E PEIXES INDUSTRIALIZADOS,1.28,-1.15,-0.13000000000000023,0.7800000000000002,-1.12,-3.68,-0.15000000000000013,1.67,1.3499999999999996,-2.25,-8.88,4.04,-3.35,2.83,-1.8699999999999999,-0.34999999999999987,-0.6500000000000001
 PRESUNTO,3.12,-3.95,-2.4299999999999997,0.0,-3.33,-7.96,0.0,-2.9699999999999998,-1.15,-7.3,-1.4,0.20000000000000023,-3.94,-0.45999999999999996,0.0,-2.62,-2.9699999999999998
 SALSICHA,0.0,-3.64,0.0,-0.97,-0.7300000000000002,0.0,0.0,0.0,0.0,-0.23,0.0,0.0,0.0,3.46,0.0,0.0,-1.29
 LINGUIÇA,0.5,2.73,1.8600000000000005,-0.3299999999999996,-0.22999999999999998,-3.46,-0.10999999999999965,3.51,-1.7800000000000002,-0.16999999999999993,-10.37,6.289999999999999,-2.38,3.3899999999999997,-3.69,0.54,-0.10999999999999965
 MORTADELA,3.4000000000000004,0.0,-4.25,0.18000000000000016,-2.09,0.0,0.0,-1.25,0.0,-6.35,-7.52,0.0,-6.41,0.0,0.0,0.0,-2.38
 SALAME,0.0,-3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.37
 BACALHAU,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.77,0.0,0.8800000000000001
 CARNE-SECA E DE SOL,-0.21999999999999997,0.0,0.0,1.5,0.0,0.78,-0.15000000000000013,2.86,3.08,0.0,0.0,2.01,0.0,0.0,1.4400000000000002,-0.29000000000000004,1.41
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-1.5100000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.85,-4.74,0.0,0.0,0.0,0.0,-3.62
 AVES E OVOS,4.9,3.0999999999999996,0.1200000000000001,1.23,0.79,-0.82,1.15,1.1300000000000001,-0.20999999999999996,3.0700000000000003,1.53,-0.36999999999999994,-0.6599999999999999,-0.5800000000000001,1.52,-0.81,1.4099999999999997
 FRANGO INTEIRO,3.48,2.1,0.46999999999999975,-0.3799999999999999,2.07,0.53,0.49,1.0399999999999996,-1.78,0.07999999999999996,-0.15999999999999992,-3.14,0.21999999999999997,-1.9500000000000002,0.9699999999999999,-0.10999999999999988,0.4800000000000002
 FRANGO EM PEDAÇOS,4.94,0.9300000000000002,-0.29000000000000026,2.7199999999999998,-0.07999999999999996,0.71,0.84,-0.74,-0.41000000000000014,5.540000000000001,2.11,0.36,-1.6300000000000001,-5.38,-0.65,-1.64,1.27
 OVO DE GALINHA,5.609999999999999,9.92,1.6199999999999992,2.62,2.610000000000001,-4.75,3.9299999999999997,3.4499999999999997,3.57,-0.95,3.1900000000000004,2.02,0.8599999999999999,7.209999999999999,6.640000000000001,-0.1200000000000001,3.17
 LEITES E DERIVADOS,2.4699999999999998,7.5,2.1,1.2000000000000002,7.32,3.84,2.87,1.1600000000000001,2.8,3.45,8.76,6.57,9.879999999999999,2.3600000000000003,3.59,4.35,4.86
 LEITE LONGA VIDA,11.709999999999999,15.4,5.09,4.19,14.18,11.07,9.29,3.15,6.13,1.0799999999999994,17.25,11.94,14.36,3.5300000000000002,0.5299999999999998,8.8,10.52
 LEITE CONDENSADO,-3.13,-0.31000000000000005,0.0,0.0,0.0,0.0,2.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,6.0200000000000005,0.0,0.0,-0.6799999999999997
 LEITE EM PÓ,8.44,0.0,2.86,-0.27,3.9,0.0,3.5,0.8700000000000001,2.12,1.6199999999999997,-2.45,5.54,5.14,3.1799999999999997,5.88,5.77,2.9899999999999998
 QUEIJO,-3.5,-0.7799999999999999,-2.2699999999999996,1.86,1.21,-0.9199999999999995,-3.3,-0.6399999999999997,5.3,8.76,7.15,2.1799999999999997,7.85,-0.7500000000000002,0.9500000000000001,0.79,1.06
 IOGURTE E BEBIDAS LÁCTEAS,-4.98,3.68,1.13,-2.1799999999999997,-1.44,0.6199999999999999,2.0100000000000002,-2.38,-1.6700000000000002,0.37,2.41,1.6300000000000001,-2.05,0.16000000000000003,-1.8599999999999999,1.1800000000000002,-0.3699999999999999
 REQUEIJÃO,-0.2500000000000001,0.0,3.07,0.0,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1
 MANTEIGA,-4.32,0.0,2.1,2.2,0.0,-1.9300000000000006,1.6500000000000004,0.73,-5.3,0.0,-3.3,-3.85,0.0,-1.1,0.0,1.1300000000000001,-1.71
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,0.0,0.0,4.72
 PANIFICADOS,2.6199999999999997,-1.97,2.52,2.6399999999999997,-1.3399999999999999,1.69,6.539999999999999,1.21,2.21,-0.6000000000000001,-1.44,-0.24,-1.6600000000000001,-3.8899999999999997,2.36,1.41,0.55
