Variacoes - JANEIRO - MARÇO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 MACARRÃO INSTANTÂNEO,-1.5,0.0,0.0,0.0,0.05999999999999983,2.16,0.0,0.0,0.0,-1.8399999999999999,0.0,1.8900000000000001,4.68,0.41000000000000003,0.0,0.0,-0.24
" TUBÉRCULOS, RAÍZES E LEGUMES",41.91,2.2699999999999996,46.58,39.61,23.479999999999997,19.62,24.340000000000003,47.36,35.050000000000004,26.54,28.43,43.83,17.43,6.91,34.4,43.94,29.169999999999998
 BATATA-DOCE,26.78,0.0,0.0,16.13,19.47,0.0,0.0,0.0,18.28,0.0,23.270000000000003,0.0,0.0,12.5,0.0,0.0,19.35
 BATATA-INGLESA,19.009999999999998,0.41999999999999993,30.72,25.11,14.61,3.4000000000000004,10.969999999999999,30.080000000000002,11.070000000000002,21.07,8.5,16.439999999999998,5.51,5.630000000000001,12.09,20.55,15.53
 INHAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.759999999999998,0.0,0.0,0.0,1.2399999999999993,-6.08
 MANDIOCA (AIPIM),0.0,0.0,20.47,2.6799999999999997,0.0,6.43,0.0,0.0,-13.98,0.0,0.0,0.0,-3.87,1.31,0.0,0.0,3.1
 ABOBRINHA,0.0,0.0,0.0,0.0,48.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.1
 PEPINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,2.5199999999999996
 PIMENTÃO,0.0,0.0,0.0,0.0,-7.17,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.96
 TOMATE,73.93,1.0099999999999998,78.49000000000001,77.72,38.1,35.489999999999995,34.800000000000004,77.10000000000001,80.67,37.95,40.64,86.66,38.32,20.52,46.88,82.49,48.32
 CEBOLA,14.980000000000002,4.15,6.389999999999999,34.84,5.850000000000001,0.6599999999999993,1.6000000000000005,30.89,19.42,21.76,12.83,12.259999999999998,5.200000000000003,-7.32,24.560000000000002,20.770000000000003,12.0
 CENOURA,86.12,20.919999999999998,85.38,60.980000000000004,38.89,60.190000000000005,60.81,58.58,46.57,41.53,59.17,47.190000000000005,0.0,0.0,0.0,50.95,54.14
 AÇÚCARES E DERIVADOS,0.17999999999999983,1.1900000000000002,3.5799999999999996,2.5700000000000003,1.21,-0.6699999999999999,2.9299999999999997,5.619999999999999,5.39,0.060000000000000026,1.7400000000000002,4.3100000000000005,5.72,3.54,7.74,6.23,1.9
 AÇÚCAR REFINADO,-1.4399999999999997,2.9000000000000004,0.0,-3.8099999999999996,2.1399999999999997,0.8300000000000001,-1.8099999999999996,9.959999999999999,2.65,-0.8200000000000001,0.0,0.0,0.0,1.74,8.07,0.0,1.38
 AÇÚCAR CRISTAL,0.0,-1.6199999999999997,8.219999999999999,6.4,0.0,7.459999999999999,9.44,5.01,11.93,4.85,6.65,9.350000000000001,13.729999999999999,6.279999999999999,9.450000000000001,11.850000000000001,7.59
 BALAS,0.0,-1.81,0.0,0.0,0.0,0.91,0.0,0.0,0.0,-3.89,-0.9199999999999999,0.0,3.9699999999999998,0.0,0.0,0.0,-1.8900000000000001
 CHOCOLATE EM BARRA E BOMBOM,0.8800000000000001,2.6799999999999997,2.49,-1.2799999999999998,1.3599999999999999,-6.9,0.5499999999999998,6.869999999999999,1.5600000000000005,-2.23,-2.5500000000000003,3.54,-2.27,-1.88,4.73,4.05,0.86
 SORVETE,0.5199999999999998,0.050000000000000044,-0.6799999999999998,1.0999999999999999,0.06000000000000005,1.18,-0.6700000000000002,-0.33999999999999997,1.01,2.1,-0.5000000000000001,-1.44,3.71,0.0,0.0,7.09,0.33
 CHOCOLATE E ACHOCOLATADO EM PÓ,1.9400000000000002,2.4899999999999998,0.63,0.6400000000000001,1.7,0.010000000000000009,1.53,4.720000000000001,-0.19999999999999996,3.1,1.07,-0.28,1.9,2.7,6.6,-2.1900000000000004,1.6800000000000002
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,-1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.15
 AÇÚCAR DEMERARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9800000000000004,-3.9800000000000004
 HORTALIÇAS E VERDURAS,4.8,10.06,15.6,14.91,11.270000000000001,7.140000000000001,0.2999999999999996,-1.5099999999999998,3.6500000000000004,15.45,9.48,3.9899999999999993,11.11,1.5900000000000003,10.91,11.49,9.8
 ALFACE,5.85,11.76,15.969999999999999,13.340000000000002,10.919999999999998,11.889999999999999,8.47,1.95,2.71,15.55,9.43,7.32,9.73,-2.379999999999999,7.61,3.5700000000000003,10.94
 COENTRO,0.0,0.0,0.0,20.19,0.0,0.0,0.0,0.0,9.42,0.0,0.0,0.0,0.0,0.0,0.0,19.96,14.13
 COUVE,6.779999999999999,0.0,19.46,0.0,7.359999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.9400000000000002,0.0,4.31,0.0,2.92,9.31
 COUVE-FLOR,2.29,0.0,0.0,0.0,0.0,-10.929999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8199999999999994
 REPOLHO,0.0,-1.0799999999999996,0.0,0.0,14.79,0.0,0.0,0.0,17.63,22.66,19.229999999999997,0.0,23.650000000000002,0.0,16.840000000000003,0.0,13.690000000000001
 CHEIRO-VERDE,5.550000000000001,7.49,15.33,-0.9999999999999998,6.99,-0.05999999999999961,-2.8000000000000003,-2.62,-8.93,0.54,0.34999999999999964,3.57,6.970000000000001,3.9,11.1,0.0,3.04
 BRÓCOLIS,2.8600000000000003,15.46,8.21,0.0,19.15,19.27,3.5599999999999996,0.0,0.0,24.87,0.0,-0.3300000000000005,0.0,0.0,0.0,0.0,15.129999999999999
 FRUTAS,2.62,2.51,9.67,3.7300000000000004,2.22,1.3100000000000005,2.97,8.9,6.81,7.319999999999999,0.5900000000000001,2.1200000000000006,-3.7500000000000004,6.140000000000001,7.3999999999999995,13.969999999999999,4.1899999999999995
 BANANA-DA-TERRA,0.0,0.0,0.0,-12.91,0.0,0.0,0.0,0.0,-7.2,0.0,0.0,-9.290000000000003,0.0,18.060000000000002,0.0,0.0,-8.040000000000001
 ABACAXI,3.82,-4.9,0.0,-0.81,0.0,0.0,2.13,0.0,0.0,0.0,0.879999999999999,3.2199999999999998,-9.78,0.0,0.0,13.160000000000002,-0.18000000000000016
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,-21.97,0.0,0.0,0.0,0.0,0.0,0.0,-41.37,0.0,0.0,-24.869999999999997
 BANANA-D'ÁGUA,-5.6,-6.88,3.0599999999999987,0.0,-0.2999999999999998,-1.1699999999999997,0.0,0.0,0.0,-4.780000000000001,0.0,0.0,-14.400000000000002,0.0,5.0,0.0,-2.5900000000000003
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.93,0.0,15.39,0.0,0.0,0.0,9.540000000000001
 BANANA-PRATA,12.4,17.4,24.19,22.11,10.82,11.32,6.54,16.22,16.39,25.1,17.23,18.060000000000002,0.0,26.509999999999998,10.21,23.529999999999998,15.690000000000001
 LARANJA-BAÍA,0.0,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.49
 LARANJA-LIMA,0.0,0.0,-1.5599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5599999999999996
 LIMÃO,-46.83,0.0,0.0,0.0,-45.09,-37.66,0.0,0.0,0.0,0.0,-48.7,-59.81,0.0,-57.67,0.0,0.0,-45.760000000000005
 MAÇÃ,5.069999999999999,4.6,-4.02,-3.97,3.52,0.2999999999999998,9.67,1.1699999999999995,9.38,10.129999999999999,-0.3599999999999999,5.62,5.34,15.690000000000001,6.029999999999999,3.6399999999999997,3.18
 MAMÃO,-4.72,-10.78,-3.9000000000000004,-5.42,8.07,-16.55,0.0,14.63,-9.15,-11.79,-0.7799999999999994,-12.24,-16.03,0.5899999999999999,0.0,-3.2800000000000002,-1.21
 MANGA,19.46,-0.14000000000000057,38.91,0.0,26.479999999999997,13.540000000000001,0.0,23.11,2.8999999999999995,31.97,0.0,23.999999999999996,0.0,0.0,0.0,10.659999999999998,22.26
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.57,28.93,0.0,0.0,0.0,0.0,0.0,0.0,11.969999999999999,11.819999999999999
 MELANCIA,0.0,0.0,0.7600000000000016,7.71,0.0,-2.610000000000001,-3.2199999999999998,0.0,1.8200000000000003,-9.8,-4.67,0.0,1.7899999999999974,0.6499999999999999,-1.8299999999999996,0.0,-2.2199999999999998
 MELÃO,-6.77,0.0,0.0,-2.03,0.0,15.270000000000001,-8.39,0.0,0.0,18.060000000000002,0.0,0.0,0.0,0.0,16.9,0.0,4.82
 PERA,0.0,0.0,0.0,0.0,2.1500000000000004,0.0,0.0,0.0,0.0,0.0,1.1599999999999997,-0.8599999999999994,0.0,0.0,0.0,0.0,1.8599999999999999
 TANGERINA,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,7.319999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.38
 UVA,-5.75,5.43,-0.3099999999999987,0.9800000000000002,-7.920000000000001,4.21,-3.49,9.28,11.19,2.49,-13.689999999999998,2.66,7.129999999999999,6.44,6.7700000000000005,16.38,-1.1700000000000008
 LARANJA-PERA,13.98,0.0,21.15,7.880000000000001,7.67,7.03,11.809999999999999,14.08,12.24,27.29,13.14,9.87,5.4,5.94,9.120000000000001,9.44,12.0
 MORANGO,0.0,9.639999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.639999999999999
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,-6.849999999999999,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.67,3.42
 CARNES,-16.62,-3.8600000000000003,-9.469999999999999,-4.39,-8.870000000000001,-5.970000000000001,-8.89,-5.43,-4.65,-6.62,-9.36,-7.9,-3.88,1.27,-3.76,1.3000000000000003,-7.859999999999999
 FÍGADO,0.0,0.0,0.0,1.96,0.0,0.0,-0.20000000000000018,-2.31,-4.12,0.0,0.0,0.0,0.0,0.0,1.46,0.0,-1.24
 CARNE DE PORCO,-3.5599999999999996,-1.04,-3.520000000000001,7.6000000000000005,-5.109999999999999,1.8200000000000003,7.23,2.8899999999999997,-0.009999999999999787,-4.7299999999999995,-1.08,1.9500000000000002,7.2,12.37,4.6000000000000005,7.7700000000000005,-2.38
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.14
 CUPIM,0.0,0.0,0.0,7.57,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,4.79
 CONTRAFILÉ,-14.42,-2.3999999999999995,-14.4,-8.41,-17.11,-10.57,-15.14,-11.0,-6.96,-8.47,-12.59,-14.99,-6.26,1.2199999999999998,-4.67,0.7200000000000001,-12.46
 FILÉ-MIGNON,-21.56,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,0.0,-18.69,0.0,0.0,0.0,-6.8,0.0,0.0,-18.79
 CHÃ DE DENTRO,-20.41,-11.9,-13.629999999999999,-11.36,-10.26,-9.65,-12.58,-7.44,-6.409999999999999,-6.37,-9.77,-18.6,-6.84,1.7000000000000002,-7.1000000000000005,-1.0499999999999994,-10.35
 ALCATRA,-24.02,-11.65,-14.99,-4.5600000000000005,-11.799999999999999,-12.78,-17.27,-10.98,-9.91,-13.809999999999999,-10.370000000000001,-12.25,-5.89,0.08000000000000002,-15.56,2.09,-14.509999999999998
 PATINHO,-19.97,0.0,-14.49,-9.010000000000002,-10.399999999999999,0.0,-11.69,-6.23,0.0,-9.879999999999999,-8.49,-18.69,-4.54,3.26,-6.71,0.4099999999999997,-10.969999999999999
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,-9.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.47
 LAGARTO COMUM,0.0,-1.6500000000000001,0.0,0.0,-7.640000000000001,0.0,0.0,0.0,-8.48,0.0,-9.219999999999999,0.0,-4.029999999999999,0.010000000000000009,0.0,0.0,-7.0
 MÚSCULO,-14.64,-1.9100000000000001,-9.7,-1.62,-0.5699999999999998,0.0,-1.15,0.0,0.37,1.7000000000000002,-9.79,0.0,-4.699999999999999,1.29,-8.17,5.74,-3.57
 PÁ,0.0,-4.609999999999999,-6.42,0.6600000000000001,-5.46,0.0,-2.6599999999999997,0.0,0.0,0.0,0.0,-3.75,-5.35,0.88,5.26,3.9200000000000004,-4.28
 ACÉM,-16.64,-4.79,-9.84,-2.16,-1.63,-1.43,-2.61,-1.46,-2.12,-6.32,-9.9,-2.32,-4.31,1.27,6.5200000000000005,1.46,-5.1
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,-4.33,0.0,0.0,0.0,0.0,0.0,-6.64,3.6100000000000003,10.5,1.6300000000000008,-2.03
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,-8.68,0.0,3.6,1.410000000000001,0.0,-9.19,-5.720000000000001,1.27,0.0,0.0,-3.33
 COSTELA,-2.13,2.6599999999999997,-1.63,-3.42,-7.03,-0.6099999999999999,-3.2699999999999996,-3.3499999999999996,-3.2800000000000002,1.4599999999999995,-6.17,8.540000000000001,-1.0199999999999996,0.5099999999999999,2.130000000000001,-1.24,-1.92
 PICANHA,0.0,-7.82,-8.97,0.0,0.0,-1.71,0.0,-3.7799999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.169999999999999
 PESCADOS,4.220000000000001,2.6,3.12,4.84,4.49,0.99,6.81,3.6599999999999997,4.61,4.21,0.74,1.5699999999999994,8.03,2.24,4.04,-0.69,4.3
 PEIXE-ANCHOVA,0.0,0.0,0.0,4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84
 PEIXE-CORVINA,9.25,0.0,0.0,8.57,0.0,0.0,0.0,0.0,11.79,0.0,0.0,0.0,0.0,0.0,7.1899999999999995,4.41,9.69
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.89,0.0,10.89
 PEIXE-SARDINHA,0.0,0.55,0.0,3.89,0.0,0.0,0.0,0.0,-2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28
 CAMARÃO,-0.8499999999999999,0.17999999999999994,0.0,5.970000000000001,0.0,0.9700000000000002,2.59,-0.9900000000000002,-4.720000000000001,-13.239999999999998,-4.109999999999999,0.8399999999999999,0.0,0.0,1.2000000000000004,-0.6799999999999999,-0.04999999999999982
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,1.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1000000000000005
 PEIXE-MERLUZA,0.0,0.0,-0.08000000000000002,-0.74,4.49,0.0,0.0,0.0,1.69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4599999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4599999999999995
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,4.9799999999999995,0.0,13.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.77,-3.12,10.75
 CARANGUEJO,2.84,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9099999999999997
 PEIXE-CASTANHA,0.0,0.0,0.0,0.31999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31999999999999984
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1099999999999999
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18,0.0,0.0,5.18
 PEIXE-SALMÃO,-0.8699999999999999,0.0,0.0,0.0,4.08,2.6899999999999995,0.0,3.6599999999999997,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05
 PEIXE-TILÁPIA,0.0,5.41,4.03,5.859999999999999,6.66,1.9000000000000004,0.0,4.909999999999999,-2.0699999999999994,8.15,6.83,-1.8599999999999999,14.9,0.0,0.0,-4.3,5.27
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,-3.4899999999999993,1.1499999999999997,0.0,0.0,0.0,-0.9299999999999999,0.0,-1.1099999999999999,1.44,-1.93,0.0,-0.7100000000000001
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,-1.5200000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5200000000000014
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,4.890000000000001,23.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.0,0.0,0.0,0.0,4.85
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.74
 CARNES E PEIXES INDUSTRIALIZADOS,2.84,2.0500000000000003,-0.27,6.459999999999999,5.4399999999999995,-1.33,6.81,4.18,0.6300000000000001,1.41,2.11,3.6500000000000004,1.27,0.7999999999999999,-2.1199999999999997,2.66,3.2699999999999996
 PRESUNTO,-1.29,7.700000000000001,2.8,0.0,8.32,-1.04,0.0,3.62,3.9000000000000004,3.99,1.23,4.220000000000001,4.93,9.379999999999999,0.0,-0.13000000000000012,5.01
 SALSICHA,0.0,0.7100000000000002,0.0,2.44,3.85,0.0,0.0,0.0,0.0,-1.37,0.0,0.0,0.0,-2.43,0.0,0.0,2.0500000000000003
 LINGUIÇA,4.1,-1.02,-1.2299999999999998,2.74,5.68,-1.24,4.75,6.06,2.72,1.92,4.08,2.7800000000000002,1.25,0.020000000000000018,3.39,3.2799999999999994,3.26
 MORTADELA,3.89,0.0,-0.52,0.98,1.2200000000000002,0.0,0.0,3.2,0.0,-1.54,-1.8199999999999998,0.0,-3.21,0.0,0.0,0.0,0.78
 SALAME,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45
 BACALHAU,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.53,0.0,1.32
 CARNE-SECA E DE SOL,4.67,0.0,0.0,9.07,0.0,-1.7,7.88,0.47,-0.6699999999999999,0.0,0.0,12.05,0.0,0.0,-9.73,2.91,3.94
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.59,0.07999999999999985,0.0,0.0,0.0,0.0,-0.47
 AVES E OVOS,3.5300000000000002,0.97,1.24,4.05,3.81,1.83,6.029999999999999,4.71,3.13,6.59,1.2399999999999998,4.23,5.6,6.99,4.53,5.39,3.62
 FRANGO INTEIRO,5.1499999999999995,1.7199999999999998,-2.88,2.26,1.53,-5.49,5.8100000000000005,5.5600000000000005,4.17,2.72,-1.9400000000000002,2.83,4.03,7.62,6.040000000000001,3.14,2.95
 FRANGO EM PEDAÇOS,2.0300000000000002,-2.59,1.92,2.13,3.3400000000000003,4.27,4.359999999999999,3.36,2.08,5.22,0.53,0.91,3.21,2.67,-1.56,4.54,2.22
 OVO DE GALINHA,7.87,12.270000000000001,4.79,11.67,6.800000000000001,8.850000000000001,8.77,3.81,3.52,16.71,11.4,15.81,12.190000000000001,8.4,3.3100000000000005,12.62,8.1
 LEITES E DERIVADOS,-0.20999999999999996,-0.24,1.95,0.24000000000000002,2.34,1.06,0.42000000000000004,1.71,0.97,3.2200000000000006,-0.29999999999999993,0.29999999999999993,-0.98,0.02999999999999997,1.9600000000000002,2.3600000000000003,1.3599999999999999
 LEITE LONGA VIDA,-4.5,2.13,3.46,4.73,3.3,1.79,-2.4899999999999998,0.98,1.21,6.760000000000001,-1.67,1.38,-0.5099999999999998,0.4800000000000001,-4.1899999999999995,3.77,2.22
 LEITE CONDENSADO,8.33,-2.0199999999999996,0.0,0.0,0.0,0.0,-2.13,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,1.8699999999999999
 LEITE EM PÓ,2.41,0.0,5.18,2.9299999999999997,-0.07000000000000003,0.0,1.01,4.38,1.7599999999999998,3.75,1.54,1.58,0.9,0.31999999999999995,5.03,2.32,2.2800000000000002
 QUEIJO,1.5199999999999996,-3.5100000000000002,-0.7400000000000001,-3.3200000000000003,1.77,0.0,1.48,-0.7600000000000001,-0.59,-0.62,0.04000000000000006,-1.1,-2.71,0.49000000000000005,2.0599999999999996,1.8200000000000003,-1.1102230246251565e-16
 IOGURTE E BEBIDAS LÁCTEAS,0.8700000000000003,0.8299999999999998,1.77,1.48,0.73,0.9400000000000001,2.38,2.29,-0.3400000000000002,2.5199999999999996,0.6799999999999999,-0.5999999999999998,-0.9599999999999999,-0.57,-1.6099999999999999,1.3900000000000001,1.03
 REQUEIJÃO,-0.20000000000000007,0.0,0.12999999999999998,0.0,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15
 MANTEIGA,0.5800000000000001,0.0,1.8,1.86,0.0,2.9299999999999997,-0.31000000000000005,-1.29,2.63,0.0,1.87,-1.7400000000000002,0.0,-1.5299999999999998,0.0,1.8800000000000003,1.3099999999999998
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.11,0.0,0.0,0.0,0.0,0.0,0.0,-2.11
 PANIFICADOS,0.09999999999999998,2.7800000000000002,0.9700000000000001,-0.029999999999999916,2.2199999999999998,-0.1100000000000001,2.25,1.8900000000000001,0.6100000000000001,2.86,1.6,0.76,1.06,0.2700000000000001,-2.58,0.5,1.48
 BISCOITO,0.15999999999999992,9.139999999999999,0.48,-0.7600000000000002,0.7599999999999999,-3.0899999999999994,2.27,0.21000000000000008,-0.41000000000000003,1.5699999999999998,2.23,0.4099999999999998,0.97,-2.05,-3.3800000000000003,-0.96,1.0699999999999998
 PÃO FRANCÊS,-0.6800000000000002,1.4899999999999998,2.06,0.6699999999999997,2.46,0.2899999999999999,2.6800000000000006,3.3499999999999996,1.3599999999999999,4.870000000000001,1.56,0.5299999999999999,1.83,0.8099999999999999,-2.44,0.86,1.8
