Variacoes - OUTUBRO - DEZEMBRO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.160000000000004,5.690000000000001,0.0,0.0,0.0,0.0,0.0,0.0,8.719999999999999,8.629999999999999
 MELANCIA,0.0,0.0,4.800000000000001,-4.21,0.0,-1.3100000000000005,-3.2700000000000005,0.0,-4.120000000000001,-14.65,4.670000000000002,0.0,-4.289999999999999,-1.34,2.9899999999999993,0.0,-3.2800000000000002
 MELÃO,-9.28,0.0,0.0,0.8100000000000009,0.0,-4.340000000000001,-7.140000000000001,0.0,0.0,-15.64,0.0,0.0,0.0,0.0,14.129999999999999,0.0,-7.140000000000001
 PERA,0.0,0.0,0.0,0.0,-0.5199999999999996,0.0,0.0,0.0,0.0,0.0,6.7299999999999995,6.28,0.0,0.0,0.0,0.0,0.4499999999999993
 TANGERINA,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,13.18,0.0,0.0,0.0,0.0,0.0,0.0,9.2
 UVA,4.0200000000000005,11.620000000000001,10.030000000000001,28.509999999999998,9.93,9.780000000000001,6.03,7.780000000000001,5.3,9.34,9.77,4.970000000000001,-0.79,12.7,9.75,7.05,9.74
 LARANJA-PERA,23.75,0.0,10.41,13.67,23.71,0.7100000000000009,3.000000000000001,-0.3200000000000005,5.79,7.42,7.120000000000001,19.89,16.92,4.910000000000001,5.93,-7.62,14.88
 MORANGO,0.0,-3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.06
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,8.32,16.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000002,12.079999999999998
 CARNES,15.729999999999999,15.31,14.82,10.02,15.600000000000001,14.58,13.920000000000002,11.36,6.16,17.91,14.479999999999999,14.64,11.450000000000001,17.7,20.01,10.620000000000001,14.370000000000001
 FÍGADO,0.0,0.0,0.0,2.0199999999999996,0.0,0.0,1.19,1.2300000000000002,0.9300000000000002,0.0,0.0,0.0,0.0,0.0,4.83,0.0,1.54
 CARNE DE PORCO,18.130000000000003,21.43,11.310000000000002,12.129999999999999,13.77,16.89,14.34,9.77,9.18,17.39,13.09,13.100000000000001,12.76,15.21,29.4,10.76,14.35
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36
 CUPIM,0.0,0.0,0.0,13.59,0.0,0.0,0.0,0.0,0.0,0.0,17.89,0.0,0.0,0.0,0.0,0.0,15.67
 CONTRAFILÉ,18.240000000000002,15.849999999999998,18.990000000000002,15.33,16.25,16.46,16.57,13.94,2.92,25.54,14.709999999999999,17.669999999999998,9.33,16.04,26.75,7.1899999999999995,16.57
 FILÉ-MIGNON,15.53,0.0,0.0,0.0,0.0,0.0,16.41,0.0,0.0,17.5,0.0,0.0,0.0,19.75,0.0,0.0,16.41
 CHÃ DE DENTRO,14.94,18.64,16.78,11.870000000000001,15.7,14.879999999999999,14.169999999999998,12.139999999999999,7.43,14.53,13.18,12.0,12.850000000000001,14.86,19.91,8.03,14.169999999999998
 ALCATRA,18.11,19.65,15.370000000000001,11.65,17.8,11.67,15.129999999999999,9.89,6.15,15.389999999999999,16.400000000000002,10.7,4.15,21.29,18.099999999999998,12.31,15.129999999999999
 PATINHO,22.610000000000003,0.0,18.17,14.459999999999999,14.799999999999999,0.0,15.18,11.83,0.0,14.1,12.16,18.88,8.85,17.15,12.95,8.09,15.18
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,13.920000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.920000000000002
 LAGARTO COMUM,0.0,14.21,0.0,0.0,21.82,0.0,0.0,0.0,11.73,0.0,14.92,0.0,11.43,18.36,0.0,0.0,17.37
 MÚSCULO,17.62,12.829999999999998,15.419999999999998,12.31,16.31,0.0,14.92,0.0,11.620000000000001,16.9,13.200000000000001,0.0,13.389999999999999,27.82,16.78,16.77,14.92
 PÁ,0.0,10.420000000000002,13.27,6.640000000000001,13.98,0.0,13.100000000000001,0.0,0.0,0.0,0.0,15.12,17.99,22.11,20.759999999999998,12.93,13.09
 ACÉM,5.37,12.450000000000001,14.620000000000001,8.93,12.14,13.45,11.9,6.5,11.249999999999998,19.62,14.809999999999999,13.27,5.3,16.23,18.779999999999998,8.15,11.9
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,19.34,0.0,0.0,0.0,0.0,0.0,10.399999999999999,15.76,25.310000000000002,15.44,18.25
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,7.79,0.0,1.7899999999999996,7.669999999999999,0.0,22.36,12.770000000000001,17.7,0.0,0.0,8.03
 COSTELA,13.950000000000001,12.6,15.450000000000001,5.43,18.54,7.16,13.07,11.329999999999998,2.77,20.46,15.129999999999999,17.14,14.75,15.629999999999999,13.139999999999999,10.92,13.07
 PICANHA,0.0,20.099999999999998,19.07,0.0,0.0,19.38,0.0,18.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.27
 PESCADOS,4.119999999999999,1.3800000000000001,7.779999999999999,3.21,4.52,1.47,-0.41,2.04,0.8999999999999999,-0.6099999999999999,4.04,5.16,1.84,4.9799999999999995,-0.32000000000000006,2.49,2.1
 PEIXE-ANCHOVA,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21
 PEIXE-CORVINA,6.469999999999999,0.0,0.0,4.3100000000000005,0.0,0.0,0.0,0.0,1.0899999999999999,0.0,0.0,0.0,0.0,0.0,-2.21,-0.26000000000000023,3.06
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32000000000000006,0.0,-0.32000000000000006
 PEIXE-SARDINHA,0.0,3.49,0.0,3.21,0.0,0.0,0.0,0.0,1.6500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67
 CAMARÃO,2.09,0.48999999999999994,0.0,2.0599999999999996,0.0,-2.22,-0.35,1.52,0.25,-5.199999999999999,5.25,4.82,0.0,0.0,-1.4099999999999997,2.6000000000000005,0.42999999999999994
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8200000000000003
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91
 PEIXE-MERLUZA,0.0,0.0,-1.5499999999999998,-0.04000000000000048,4.43,0.0,0.0,0.0,2.0,0.0,10.07,0.0,0.0,0.0,0.0,0.0,3.59
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.74
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,6.140000000000001,0.0,-2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.36,5.71,-0.09000000000000002
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PEIXE-CASTANHA,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9199999999999999
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9799999999999995,0.0,0.0,4.9799999999999995
 PEIXE-SALMÃO,4.119999999999999,0.0,0.0,0.0,1.04,1.47,0.0,2.04,-4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0699999999999998
 PEIXE-TILÁPIA,0.0,0.8600000000000001,10.35,4.75,7.84,2.8099999999999996,0.0,3.04,4.93,0.29999999999999993,-2.17,6.33,-0.07000000000000028,0.0,0.0,2.9,4.73
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,1.47,3.66,0.0,0.0,0.0,1.9499999999999997,0.0,3.86,4.9799999999999995,2.1,0.0,2.85
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,-0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.98
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,1.47,-0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,0.0,0.0,0.0,0.0,4.58
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0.0,0.0,0.0,5.08
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,0.0,0.0,0.0,0.0,0.0,4.04
 CARNES E PEIXES INDUSTRIALIZADOS,2.28,10.989999999999998,6.26,1.0599999999999998,6.1,2.83,1.3399999999999999,6.330000000000001,3.8899999999999997,9.51,6.38,3.26,6.48,11.57,9.67,4.7700000000000005,5.62
 PRESUNTO,4.72,11.649999999999999,8.6,0.0,7.9799999999999995,-0.2899999999999996,0.0,-0.2200000000000002,4.460000000000001,10.52,2.49,4.119999999999999,0.8200000000000001,5.96,0.0,5.749999999999999,7.36
 SALSICHA,0.0,7.67,0.0,2.04,1.6800000000000002,0.0,0.0,0.0,0.0,6.029999999999999,0.0,0.0,0.0,11.74,0.0,0.0,3.84
 LINGUIÇA,2.9499999999999997,11.19,6.5600000000000005,3.13,7.1,4.28,5.42,10.0,6.71,10.530000000000001,8.65,1.9399999999999997,8.33,12.64,10.39,13.2,7.23
 MORTADELA,2.73,0.0,4.359999999999999,-0.05999999999999983,1.75,0.0,0.0,-1.85,0.0,7.27,3.32,0.0,5.03,0.0,0.0,0.0,2.7900000000000005
 SALAME,0.0,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25
 BACALHAU,-3.8200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67,0.0,-2.1
 CARNE-SECA E DE SOL,2.82,0.0,0.0,0.47999999999999976,0.0,3.38,-0.5899999999999999,6.609999999999999,2.64,0.0,0.0,8.11,0.0,0.0,8.54,0.6100000000000003,1.7000000000000002
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,2.6499999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7600000000000002,6.68,0.0,0.0,0.0,0.0,2.93
 AVES E OVOS,10.32,4.869999999999999,7.04,6.210000000000001,3.8499999999999996,6.609999999999999,8.49,6.300000000000001,5.63,8.350000000000001,6.82,11.04,4.02,16.77,8.02,4.3,6.470000000000001
 FRANGO INTEIRO,9.89,15.44,12.690000000000001,9.2,11.73,10.379999999999999,10.33,9.309999999999999,8.57,7.390000000000001,9.42,9.93,10.41,20.68,10.34,7.84,10.33
 FRANGO EM PEDAÇOS,10.91,4.1899999999999995,5.5,2.31,2.64,4.99,6.56,3.45,4.75,9.26,6.05,11.15,2.01,12.299999999999999,1.9899999999999998,1.02,5.35
 OVO DE GALINHA,8.48,1.42,3.65,5.8500000000000005,1.75,3.5100000000000007,4.040000000000001,0.8800000000000003,1.18,6.62,4.210000000000001,12.790000000000001,3.860000000000001,7.51,1.6,4.56,3.4899999999999998
 LEITES E DERIVADOS,1.02,2.5300000000000002,-1.86,1.24,0.49,-3.3,1.3899999999999997,4.05,4.43,-0.06000000000000005,1.3399999999999999,2.51,-1.6099999999999999,3.12,-0.20999999999999966,0.5400000000000003,0.81
 LEITE LONGA VIDA,-2.74,-2.13,-6.85,3.4299999999999997,-1.2000000000000002,-6.029999999999999,-4.14,2.17,0.7800000000000002,-4.029999999999999,-7.3500000000000005,-1.3900000000000001,-3.55,0.3999999999999999,-5.41,-3.33,-2.6100000000000003
 LEITE CONDENSADO,4.390000000000001,5.800000000000001,0.0,0.0,0.0,0.0,3.3200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,10.46,0.0,0.0,4.81
 LEITE EM PÓ,9.120000000000001,0.0,6.87,3.74,6.6,0.0,3.0799999999999996,8.42,7.6499999999999995,4.67,4.61,6.619999999999999,6.51,5.869999999999999,1.1400000000000001,-1.2000000000000002,5.66
 QUEIJO,2.2800000000000002,9.17,1.9299999999999997,-1.3,1.92,-1.3,-0.20999999999999996,2.5100000000000002,5.24,4.1899999999999995,13.46,6.2299999999999995,-1.17,8.58,2.1799999999999997,3.71,3.09
 IOGURTE E BEBIDAS LÁCTEAS,0.79,4.95,4.17,-0.36000000000000004,0.07999999999999996,-2.54,-0.51,0.41000000000000014,3.8400000000000003,1.53,1.67,2.3200000000000003,2.19,-0.97,2.79,5.9399999999999995,1.58
 REQUEIJÃO,3.87,0.0,6.07,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87
 MANTEIGA,0.2300000000000002,0.0,4.6,4.8500000000000005,0.0,0.6700000000000002,5.33,1.43,4.83,0.0,3.9499999999999997,10.719999999999999,0.0,-0.71,0.0,5.1899999999999995,3.69
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,2.4299999999999997
 PANIFICADOS,1.2200000000000002,4.63,2.39,2.19,1.6799999999999997,1.72,3.85,4.46,-0.06000000000000005,-1.38,2.1,2.1799999999999997,1.9300000000000002,0.06999999999999984,0.23999999999999985,1.9200000000000004,1.8299999999999998
 BISCOITO,-2.27,-1.3599999999999999,4.17,0.9800000000000004,2.0300000000000002,2.61,3.61,-1.1400000000000001,0.31999999999999984,-3.03,3.6,-1.4500000000000002,3.16,4.99,-1.4999999999999996,-2.1399999999999997,0.81
 PÃO FRANCÊS,2.71,10.4,3.05,2.9,1.71,0.18999999999999995,4.4,6.8100000000000005,0.3600000000000001,-1.44,2.07,5.25,1.8399999999999999,-1.4900000000000002,1.07,3.9099999999999997,2.76
 PÃO DOCE,2.57,4.919999999999999,-1.7400000000000002,0.0,3.04,0.0,0.0,0.0,-7.13,2.36,0.0,-3.0300000000000002,-0.44999999999999996,0.0,0.0,0.0,1.56
 PÃO DE FORMA,5.14,-0.32999999999999985,3.49,0.0,2.94,0.48,0.0,0.0,0.0,1.8600000000000003,0.0,1.3000000000000003,0.0,0.0,0.0,0.0,2.4899999999999993
 BOLO,0.2799999999999998,0.8500000000000001,-2.2199999999999998,2.1599999999999997,-1.37,6.699999999999999,-0.1399999999999999,7.7,0.029999999999999805,-2.2300000000000004,0.8500000000000001,1.76,0.9399999999999997,1.06,0.42000000000000004,3.0,-0.1399999999999999
 PÃO DE QUEIJO,0.0,0.0,-0.9200000000000004,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.5100000000000001,0.0,0.0,0.0,0.0,0.0,0.04999999999999982
